TeamName,Starter_1,Starter_2,Starter_3,Starter_4,Starter_5,Starter_6,Starter_7,Starter_8,Starter_9,Starter_10,Starter_11,Sub_1,Sub_2,Sub_3,Sub_4,Sub_5,Unused_1,Unused_2,Unused_3,Unused_4,Unused_5,Unused_6,Unused_7,Unused_8,Unused_9,Unused_10,Unused_11,Unused_12,Unused_13,Unused_14,Unused_15,Competition,Date,Match,Code,Found?,Match ID
Slovakia,1. Dubravka,3. Vavro,6. Gyomber,14. Škriniar,16. Hancko,8. Duda,17. Haraslin,19. Kucka,22. Lobotka,9. Boženík,18. Schranz,7. Suslov T.,11. Benes,21. Duris D.,10. Polievka,-,12. Rodak,23. Ravas,4. Tomic,5. Šatka,15. De Marco,2. Hollý,20. Mak R.,13. Strelec,-,-,-,-,-,-,-,"Euros 2024, Qualifiers",16.11.23,Slovakia vs Iceland,SK,FALSE,1102
Iceland,13. Olafsson E.,2. Sampsted,5. Ingason S.,21. Traustason,4. Palsson,8. Sigurðsson A.,14. Finnsson,15. Willumsson W.,23. Hlynsson Kr.,7. Gudmundsson,20. Oskarsson,16. Thordarson S.,19. Jóhannesson Í.B.,17. Gunnarsson A.,22. Guojohnsen,11. Finnbogason,1. Rúnarsson R.,12. Valdimarsson H.R,6. Hermannsson,3. Thórarinsson,10. Haraldsson,18. Ellertsson,9. Thorsteinsson,-,-,-,-,-,-,-,-,"Euros 2024, Qualifiers",16.11.23,Slovakia vs Iceland,IS,FALSE,1102
Liechtenstein,1. Buechel B.,3. Goppel,4. Traber L.,6. Malin,22. Beck N.,7. Büchel M-l,8. Sele A.,10. Wieser,17. Lüchinger,11. Salanovic,18. Hasler J.,14. Meier L.,9. Ospelt P.,19. Kranz,23. Hofer,5. Marxer M.,12. Foser G.,21. Lo Russo,2. Schlegel,15. Netzer,16. Kollmann,20. Wolfinger S.,13. Kindle,-,-,-,-,-,-,-,-,"Euros 2024, Qualifiers",16.11.23,Liechtenstein vs Portugal,LI,FALSE,1103
Portugal,12. José Sá,2. Tote Gomes,3. Silva A.,20. Cancelo,8. Fernandes B.,10. Bernardo Silva,11. Félix J.,18. Ruben Neves,21. Jota,7. Cristiano Ronaldo,9. Ramos G.,15. Horta R.,23. Vitinha F.,17. Bruma,13. Neves J. P.,19. João Mário Neto,1. Rui Patricio,22. Costa D.,4. Dias R.,5. Guerreiro,14. Inacio,6. Palhinha,16. Otávio,-,-,-,-,-,-,-,-,"Euros 2024, Qualifiers",16.11.23,Liechtenstein vs Portugal,PT,FALSE,1103
Portugal,22. Costa D.,4. Dias R.,14. Inacio,20. Cancelo,6. Palhinha,8. Fernandes B.,10. Bernardo Silva,11. Félix J.,16. Otávio,7. Cristiano Ronaldo,19. João Mário Neto,5. Guerreiro,15. Horta R.,23. Vitinha F.,13. Neves J. P.,17. Bruma,1. Rui Patricio,12. José Sá,2. Tote Gomes,3. Silva A.,18. Ruben Neves,21. Jota,9. Ramos G.,-,-,-,-,-,-,-,-,"Euros 2024, Qualifiers",19.11.23,Portugal vs Iceland,PT,FALSE,1104
Iceland,12. Valdimarsson H.R,5. Ingason S.,6. Hermannsson,3. Thórarinsson,4. Palsson,8. Sigurðsson A.,15. Willumsson W.,19. Jóhannesson Í.B.,9. Thorsteinsson,7. Gudmundsson,11. Finnbogason,20. Oskarsson,18. Ellertsson,22. Guojohnsen,21. Traustason,-,1. Rúnarsson R.,13. Olafsson E.,2. Sampsted,17. Gretarsson,10. Baldursson,14. Finnsson,23. Hlynsson Kr.,16. Thordarson S.,-,-,-,-,-,-,-,"Euros 2024, Qualifiers",19.11.23,Portugal vs Iceland,IS,FALSE,1104
Bosnia-Herzegovina,22. Pirić,2. Gojkovic R.,3. Hadžikadunić,5. Mujakic N.,16. Gazibegovic,8. Bašić І.,13. Cimirot,14. Hajradinović,10. Hamulic,9. Prevljak,23. Demirovic,15. Bilbija,4. Zolotić,17. Ziljkić,21. Varešanović,-,1. Vasilj N.,12. Hankič,19. Kovacevic Ad.,6. Tahirovic,7. Rahmanović,18. Hadžiahmetović,20. Stevanovic,11. Tabakovic,-,-,-,-,-,-,-,"Euros 2024, Qualifiers",19.11.23,Bosnia-Herzegovina vs Slovakia,BA,FALSE,1105
Slovakia,12. Rodak,2. Pekarik,5. Šatka,14. Škriniar,16. Hancko,8. Duda,11. Benes,13. Hrošovský,20. Mak R.,7. Suslov T.,9. Boženík,19. Kucka,10. Polievka,21. Tupta,3. Кадак,18. Jirka E.,1. Dubravka,23. Ravas,4. Tomic,6. Gyomber,15. De Marco,17. Haraslin,22. Lobotka,-,-,-,-,-,-,-,-,"Euros 2024, Qualifiers",19.11.23,Bosnia-Herzegovina vs Slovakia,SK,FALSE,1105
Liechtenstein,1. Buechel B.,3. Goppel,4. Traber L.,6. Malin,23. Hofer,7. Büchel M-l,10. Wieser,14. Meier L.,20. Wolfinger S.,11. Salanovic,18. Hasler J.,22. Beck N.,19. Kranz,2. Schlegel,15. Netzer,9. Ospelt P.,12. Foser G.,21. Lo Russo,5. Marxer M.,8. Lorenz J.,16. Kollmann,17. Beck Jonas,13. Kindle,-,-,-,-,-,-,-,-,"Euros 2024, Qualifiers",19.11.23,Liechtenstein vs Luxembourg,LI,FALSE,1106
Luxembourg,1. Moris,2. Chanot,13. Carlson D.,14. Korac,18. Jans,9. Sinani,10. Rodrigues,16. Barreiro L.,19. Olesen,21. Thill S.,11. Thill V.,3. Mahmutović,4. Bohnert,17. Muratovic E.,22. Martins M.,-,12. Schon R.,23. Cardoso Tiago,7. Gerson,20. Rupil,6. Rodrigues J.,8. Jonathans,5. Curci A.    Red cards: Sinani 5',-,-,-,-,-,-,-,-,"Euros 2024, Qualifiers",19.11.23,Liechtenstein vs Luxembourg,LU,FALSE,1106
Portugal,1. Rui Patricio,3. Pepe,4. Fonte J.,5. Guerreiro,14. Carvalho W.,21. Cedric Soares,10. Joao Mario,16. Sanches R.,17. Nani,23. Adrien Silva,7. Cristiano Ronaldo,20. Quaresma,8. Joao Moutinho,9. Éder,-,-,12. Anthony Lopes,22. Eduardo Carvalho,2. Alves B.,6. Ricardo Carvalho,11. Vieirinha,13. Danilo Pereira,15. Andre Gomes,18. Rafa Silva,19. Eliseu,-,-,-,-,-,-,Euros 2016,10.07.16,Portugal vs France,PT,FALSE,1108
France,1. Lloris,3. Evra,19. Sagna,21. Koscielny,22. Umtiti,7. Griezmann,14. Matuidi,15. Pogba,18. Sissoko M.,8. Payet,9. Giroud,11. Martial,20. Coman,10. Gignac,-,-,16. Mandanda,23. Costil,2. Jallet,4. Rami A.,13. Mangala,17. Digne,6. Cabaye,12. Schneiderlin,13. Kante N.,-,-,-,-,-,-,Euros 2016,10.07.16,Portugal vs France,FR,FALSE,1108
Portugal,1. Rui Patricio,2. Alves B.,4. Fonte J.,5. Guerreiro,21. Cedric Soares,10. Joao Mario,13. Danilo Pereira,16. Sanches R.,17. Nani,23. Adrien Silva,7. Cristiano Ronaldo,15. Andre Gomes,8. Joao Moutinho,20. Quaresma,-,-,12. Anthony Lopes,22. Eduardo Carvalho,6. Ricardo Carvalho,11. Vieirinha,18. Rafa Silva,19. Eliseu,9. Éder,-,-,-,-,-,-,-,-,Euros 2016,06.07.16,Portugal vs Wales,PT,FALSE,1109
Wales,1. Hennessey,2. Gunter,3. Taylor N.,5. Chester,6. A. Williams,19. Collins J.M.,7. Allen,8. King A.,9. Robson-Kanu Hal,16. Ledley,11. Bale,18. Vokes,23. Church,20. Williams Jn.,-,-,12. Fôn Williams,21. Ward,14. Edwards D.,15. Richards,17. Cotterill,22. Vaughan,13. Williams G.,-,-,-,-,-,-,-,-,Euros 2016,06.07.16,Portugal vs Wales,WA,FALSE,1109
Germany,1. Neuer,3. Hector,17. Boateng,4. Howedes,7. Schweinsteiger,11. Draxler,14. Can E.,18. Kroos,21. Kimmich,8. Özil,13. Muller,2. Mustafi,19. Götze,20. Sane L.,-,-,12. Leno,22. ter Stegen,16. Tah J.,15. Weigl,9. Schurrle,10. Podolski,23. Gomez M.,-,-,-,-,-,-,-,-,Euros 2016,07.07.16,Germany vs France,DE,FALSE,1110
France,1. Lloris,3. Evra,19. Sagna,21. Koscielny,22. Umtiti,7. Griezmann,14. Matuidi,15. Pogba,18. Sissoko M.,8. Payet,9. Giroud,13. Kante N.,10. Gignac,6. Cabaye,-,-,16. Mandanda,23. Costil,2. Jallet,4. Rami A.,13. Mangala,17. Digne,12. Schneiderlin,20. Coman,11. Martial,-,-,-,-,-,-,Euros 2016,07.07.16,Germany vs France,FR,FALSE,1110
Poland,22. Fabianski,2. Pazdan,3. Jedrzejczyk,10. Krychowiak,15. Glik,5. Maczynski,16. Blaszczykowski,20. Piszczek,7. Milik,9. Lewandowski,11. Grosicki,21. Kapustka,6. Jodlowiec,-,-,-,1. Szczesny,12. Boruc,4. Cionek,14. Wawrzyniak,8. Linetty,17. Peszko,18. Salamon B.,19. Zielinski P.,23. Starzyński,13. Stepinski M.,-,-,-,-,-,Euros 2016,30.06.16,Poland vs Portugal,PL,FALSE,1111
Portugal,1. Rui Patricio,3. Pepe,4. Fonte J.,14. Carvalho W.,21. Cedric Soares,10. Joao Mario,16. Sanches R.,17. Nani,19. Eliseu,23. Adrien Silva,7. Cristiano Ronaldo,8. Joao Moutinho,20. Quaresma,13. Danilo Pereira,-,-,12. Anthony Lopes,22. Eduardo Carvalho,2. Alves B.,5. Guerreiro,6. Ricardo Carvalho,11. Vieirinha,15. Andre Gomes,18. Rafa Silva,9. Éder,-,-,-,-,-,-,Euros 2016,30.06.16,Poland vs Portugal,PT,FALSE,1111
Wales,1. Hennessey,2. Gunter,3. Taylor N.,4. Davies,5. Chester,6. A. Williams,7. Allen,9. Robson-Kanu Hal,10. Ramsey,16. Ledley,11. Bale,8. King A.,18. Vokes,19. Collins J.M.,-,-,12. Fôn Williams,21. Ward,14. Edwards D.,15. Richards,17. Cotterill,20. Williams Jn.,22. Vaughan,13. Williams G.,23. Church,-,-,-,-,-,-,Euros 2016,01.07.16,Wales vs Belgium,WA,FALSE,1112
Belgium,1. Courtois,2. Alderweireld,15. Denayer,16. Meunier,21. Lukaku J.,4. Nainggolan,6. Witsel,7. De Bruyne,11. Carrasco,10. Hazard,9. Lukaku R.,8. Fellaini,14. D. Mertens,22. Batshuayi,-,-,12. Mignolet,13. Gillet J.,23. Ciman,18. Kabasele,17. Origi,19. Dembele,20. C.Benteke,-,-,-,-,-,-,-,-,Euros 2016,01.07.16,Wales vs Belgium,BE,FALSE,1112
Germany,1. Neuer,3. Hector,5. Hummels,17. Boateng,4. Howedes,18. Kroos,21. Kimmich,6. Khedira,8. Özil,13. Muller,23. Gomez M.,7. Schweinsteiger,11. Draxler,-,-,-,12. Leno,22. ter Stegen,2. Mustafi,16. Tah J.,14. Can E.,15. Weigl,19. Götze,20. Sane L.,9. Schurrle,10. Podolski,-,-,-,-,-,Euros 2016,02.07.16,Germany vs Italy,DE,FALSE,1113
Italy,1. Buffon,2. De Sciglio,15. Barzagli,23. Giaccherini,19. Bonucci,3. Chiellini,8. Florenzi,14. Sturaro,18. Parolo,9. Pelle,17. Eder,20. Insigne L.,7. Zaza,4. Darmian,-,-,12. Sirigu,13. Marchetti,5. Ogbonna,16. De Rossi,6. Candreva,22. El Shaarawy,11. Immobile,21. Bernardeschi,-,-,-,-,-,-,-,Euros 2016,02.07.16,Germany vs Italy,IT,FALSE,1113
France,1. Lloris,3. Evra,19. Sagna,21. Koscielny,22. Umtiti,7. Griezmann,14. Matuidi,15. Pogba,18. Sissoko M.,8. Payet,9. Giroud,10. Gignac,13. Mangala,20. Coman,-,-,16. Mandanda,23. Costil,2. Jallet,17. Digne,6. Cabaye,12. Schneiderlin,11. Martial,-,-,-,-,-,-,-,-,Euros 2016,03.07.16,France vs Iceland,FR,FALSE,1114
Iceland,1. Halldórsson,2. Saevarsson,6. Sigurdsson R.,23. Skulason A.,8. Bjarnason B.,10. G. Sigurdsson,14. Arnason,17. Gunnarsson A.,7. Gudmundsson,9. Sigthorsson,15. Bodvarsson,5. Ingason S.,11. Finnbogason,22. Gudjohnsen,-,-,12. Kristinsson,13. Jónsson I.,3. Hauksson H.,4. Hermannsson,19. Magnússon H.,21. Traustason,16. Sigurjónsson,18. Bjarnason T.,20. Hallfredsson E.,-,-,-,-,-,-,Euros 2016,03.07.16,France vs Iceland,IS,FALSE,1114
Switzerland,1. Sommer,13. Rodriguez,20. Djourou,22. Schär,2. Lichtsteiner,10. Xhaka,11. Behrami,15. Džemaili,23. Shaqiri X.,9. Seferovic,18. Mehmedi,7. Embolo,19. Derdiyok,16. Fernandes G.,-,-,12. Hitz,21. Bürki,3. Moubandje,4. Elvedi,5. von Bergen,6. Lang M.,8. Frei F.,14. Zakaria D.,17. Tarashaj,-,-,-,-,-,-,Euros 2016,25.06.16,Switzerland vs Poland,CH,FALSE,1115
Poland,22. Fabianski,2. Pazdan,3. Jedrzejczyk,10. Krychowiak,15. Glik,5. Maczynski,16. Blaszczykowski,20. Piszczek,7. Milik,9. Lewandowski,11. Grosicki,6. Jodlowiec,17. Peszko,-,-,-,1. Szczesny,12. Boruc,4. Cionek,14. Wawrzyniak,8. Linetty,19. Zielinski P.,21. Kapustka,23. Starzyński,24. Salamon B.,13. Stepinski M.,-,-,-,-,-,Euros 2016,25.06.16,Switzerland vs Poland,PL,FALSE,1115
Wales,1. Hennessey,2. Gunter,3. Taylor N.,4. Davies,5. Chester,6. A. Williams,7. Allen,10. Ramsey,16. Ledley,11. Bale,18. Vokes,9. Robson-Kanu Hal,20. Williams Jn.,-,-,-,21. Ward,19. Collins J.M.,8. King A.,14. Edwards D.,15. Richards,17. Cotterill,22. Vaughan,13. Williams G.,23. Church,-,-,-,-,-,-,Euros 2016,25.06.16,Wales vs Northern Ireland,WA,FALSE,1116
Northern Ireland,1. McGovern,4. McAuley,5. Evans J.,18. Hughes,20. Cathcart,8. Davis,13. Evans C.,14. Dallas,16. Norwood,10. Lafferty K.,19. Ward,11. Washington,7. McGinn,21. Magennis,-,-,12. Кэрролл Р.,23. Mannus,2. McLaughlin,6. Baird,15. McCullough Lu.,17. McNair,22. Hodson,3. Ferguson S.,9. Grigg,-,-,-,-,-,-,Euros 2016,25.06.16,Wales vs Northern Ireland,NI,FALSE,1116
Croatia,23. Subasic,3. Strinic,21. Vida,5. Corluka,11. Srna,4. Perišić I.,10. Modric,14. Brozovic,19. Badelj,7. Rakitic,17. Mandzukic,20. Pjaca,9. Kramaric,16. Kalinic N.,-,-,1. Vargić,12. Kalinić L.,2. Vrsaljko,6. Jedvaj,13. Schildenfeld,8. Kovacic M.,15. Rog M.,18. Ćorić,22. Cop,-,-,-,-,-,-,Euros 2016,25.06.16,Croatia vs Portugal,HR,FALSE,1117
Portugal,1. Rui Patricio,3. Pepe,4. Fonte J.,5. Guerreiro,14. Carvalho W.,21. Cedric Soares,10. Joao Mario,15. Andre Gomes,17. Nani,23. Adrien Silva,7. Cristiano Ronaldo,13. Danilo Pereira,16. Sanches R.,20. Quaresma,-,-,12. Anthony Lopes,22. Eduardo Carvalho,2. Alves B.,6. Ricardo Carvalho,8. Joao Moutinho,11. Vieirinha,18. Rafa Silva,19. Eliseu,9. Éder,-,-,-,-,-,-,Euros 2016,25.06.16,Croatia vs Portugal,PT,FALSE,1117
France,1. Lloris,3. Evra,4. Rami A.,19. Sagna,21. Koscielny,7. Griezmann,13. Kante N.,14. Matuidi,15. Pogba,8. Payet,9. Giroud,20. Coman,10. Gignac,18. Sissoko M.,-,-,16. Mandanda,23. Costil,2. Jallet,13. Mangala,17. Digne,22. Umtiti,6. Cabaye,12. Schneiderlin,11. Martial,-,-,-,-,-,-,Euros 2016,26.06.16,France vs Ireland,FR,FALSE,1118
Ireland,23. Randolph,2. Coleman,5. Keogh R.,12. Duffy,17. Ward,8. McCarthy J.,11. McClean J.,13. Hendrick,9. Long,19. Brady,21. Murphy,14. Walters,4. O`Shea,20. Hoolahan,-,-,1. Westwood,16. Given,3. Clark C.,15. Christie,6. Whelan,7. McGeady,18. Meyler,22. Quinn,10. Keane,-,-,-,-,-,-,Euros 2016,26.06.16,France vs Ireland,IE,FALSE,1118
Germany,1. Neuer,3. Hector,5. Hummels,17. Boateng,11. Draxler,18. Kroos,21. Kimmich,6. Khedira,8. Özil,13. Muller,23. Gomez M.,4. Howedes,10. Podolski,7. Schweinsteiger,-,-,12. Leno,22. ter Stegen,2. Mustafi,16. Tah J.,14. Can E.,15. Weigl,19. Götze,20. Sane L.,9. Schurrle,-,-,-,-,-,-,Euros 2016,26.06.16,Germany vs Slovakia,DE,FALSE,1119
Slovakia,23. Kozáčik,3. Skrtel,5. Gyomber,14. Škriniar,2. Pekarik,4. Durica,13. Hrošovský,19. Kucka,7. Weiss,17. Hamšík,21. Ďuriš,9. Šesták,16. Saláta,-,-,-,1. Mucha,12. Novota,15. Hubocan,6. Greguš,8. Duda,20. Mak R.,22. Pečovský,18. Svento,10. Stoch Miroslav,11. Nemec,-,-,-,-,-,Euros 2016,26.06.16,Germany vs Slovakia,SK,FALSE,1119
Hungary,1. Király,2. Lang,4. Kádár,20. Guzmics,23. Juhász,7. Dzsudzsák,8. Nagy A.,10. Gera,16. Pintér,9. Szalai Ad.,14. Lovrencsics,6. Elek,17. Nikolics N.,13. Böde,-,-,12. Dibusz,22. Gulacsi,3. Korhut,5. Fiola,21. Bese,15. Kleinheisler,18. Stieber,11. Németh,19. Priskin,-,-,-,-,-,-,Euros 2016,26.06.16,Hungary vs Belgium,HU,FALSE,1120
Belgium,1. Courtois,2. Alderweireld,3. Vermaelen,5. Vertonghen,16. Meunier,4. Nainggolan,6. Witsel,7. De Bruyne,14. D. Mertens,10. Hazard,9. Lukaku R.,11. Carrasco,22. Batshuayi,8. Fellaini,-,-,12. Mignolet,13. Gillet J.,15. Denayer,23. Ciman,18. Kabasele,21. Lukaku J.,17. Origi,19. Dembele,20. C.Benteke,-,-,-,-,-,-,Euros 2016,26.06.16,Hungary vs Belgium,BE,FALSE,1120
Italy,1. Buffon,2. De Sciglio,15. Barzagli,23. Giaccherini,19. Bonucci,3. Chiellini,16. De Rossi,8. Florenzi,18. Parolo,9. Pelle,17. Eder,10. Motta,20. Insigne L.,4. Darmian,-,-,12. Sirigu,13. Marchetti,5. Ogbonna,6. Candreva,14. Sturaro,22. El Shaarawy,7. Zaza,11. Immobile,21. Bernardeschi,-,-,-,-,-,-,Euros 2016,27.06.16,Italy vs Spain,IT,FALSE,1121
Spain,13. de Gea,16. Juanfran Torres,15. Ramos S.,3. Pique,5. Busquets,6. Iniesta,18. Alba J.,10. Fabregas,21. Silva D.,7. Morata,22. Nolito,20. Aduriz,9. Vazquez L.,11. Pedro,-,-,1. Casillas,23. Rico S.,2. Azpilicueta,4. Bartra,12. Bellerin,17. San Jose,8. Koke,14. Alcantara T.,19. Bruno Soriano,-,-,-,-,-,-,Euros 2016,27.06.16,Italy vs Spain,ES,FALSE,1121
England,1. Hart,2. Walker,5. Cahill,6. Smalling,17. Dier,3. Rose,7. Sterling,20. Alli,9. Kane,15. Sturridge,10. Rooney,18. Wilshere,11. Vardy,22. Rashford,-,-,13. Forster F.,23. Heaton,12. Clyne,16. Stones,21. Bertrand,8. Lallana,14. Henderson,19. Barkley,4. Milner,-,-,-,-,-,-,Euros 2016,27.06.16,England vs Iceland,EN,FALSE,1122
Iceland,1. Halldórsson,2. Saevarsson,6. Sigurdsson R.,23. Skulason A.,8. Bjarnason B.,10. G. Sigurdsson,14. Arnason,17. Gunnarsson A.,7. Gudmundsson,9. Sigthorsson,15. Bodvarsson,18. Bjarnason T.,21. Traustason,-,-,-,12. Kristinsson,13. Jónsson I.,3. Hauksson H.,4. Hermannsson,5. Ingason S.,19. Magnússon H.,16. Sigurjónsson,20. Hallfredsson E.,22. Gudjohnsen,11. Finnbogason,-,-,-,-,-,Euros 2016,27.06.16,England vs Iceland,IS,FALSE,1122
France,1. Lloris,3. Evra,4. Rami A.,19. Sagna,21. Koscielny,7. Griezmann,13. Kante N.,14. Matuidi,15. Pogba,8. Payet,9. Giroud,20. Coman,11. Martial,18. Sissoko M.,-,-,16. Mandanda,23. Costil,2. Jallet,13. Mangala,17. Digne,22. Umtiti,6. Cabaye,12. Schneiderlin,10. Gignac,-,-,-,-,-,-,Euros 2016,10.06.16,France vs Romania,FR,FALSE,1123
Romania,12. Tatarusanu,6. Chiriches,22. Sapunaru,3. Rat,5. Hoban,8. Pintilii,10. Stanciu,19. Stancu,20. Popa,14. Andone,21. Grigore,9. Alibec D.,7. Chipciu,11. Torje,-,-,1. Pantilimon,23. Lung S.,4. Moti,15. Gaman,22. Matel,16. Filip,17. Sanmartean,18. Prepelita,13. Keseru,-,-,-,-,-,-,Euros 2016,10.06.16,France vs Romania,RO,FALSE,1123
Albania,1. Berisha Et.,4. Hysaj,14. Xhaka T.,15. Mavraj,3. Lenjani,5. Cana,7. Agolli,13. Kukeli,21. Roshi,22. Abrashi,10. Sadiku A.,20. Kaçe,16. Cikalleshi,11. Gashi,-,-,12. Shehi,23. Hoxha,2. Lila,17. Aliji,18. Ajeti Ar.,6. Veseli,8. Basha,9. Memushaj,19. Balaj,-,-,-,-,-,-,Euros 2016,11.06.16,Albania vs Switzerland,AL,FALSE,1124
Switzerland,1. Sommer,13. Rodriguez,20. Djourou,22. Schär,2. Lichtsteiner,10. Xhaka,11. Behrami,15. Džemaili,23. Shaqiri X.,9. Seferovic,18. Mehmedi,7. Embolo,8. Frei F.,16. Fernandes G.,-,-,12. Hitz,21. Bürki,3. Moubandje,4. Elvedi,5. von Bergen,6. Lang M.,14. Zakaria D.,17. Tarashaj,19. Derdiyok,-,-,-,-,-,-,Euros 2016,11.06.16,Albania vs Switzerland,CH,FALSE,1124
Romania,12. Tatarusanu,6. Chiriches,22. Sapunaru,3. Rat,7. Chipciu,8. Pintilii,11. Torje,18. Prepelita,19. Stancu,13. Keseru,21. Grigore,5. Hoban,16. Filip,14. Andone,-,-,1. Pantilimon,23. Lung S.,4. Moti,15. Gaman,22. Matel,10. Stanciu,17. Sanmartean,20. Popa,9. Alibec D.,-,-,-,-,-,-,Euros 2016,15.06.16,Romania vs Switzerland,RO,FALSE,1125
Switzerland,1. Sommer,13. Rodriguez,20. Djourou,22. Schär,2. Lichtsteiner,10. Xhaka,11. Behrami,15. Džemaili,23. Shaqiri X.,9. Seferovic,18. Mehmedi,7. Embolo,6. Lang M.,17. Tarashaj,-,-,12. Hitz,21. Bürki,3. Moubandje,4. Elvedi,5. von Bergen,16. Fernandes G.,8. Frei F.,14. Zakaria D.,19. Derdiyok,-,-,-,-,-,-,Euros 2016,15.06.16,Romania vs Switzerland,CH,FALSE,1125
France,1. Lloris,3. Evra,4. Rami A.,19. Sagna,21. Koscielny,13. Kante N.,14. Matuidi,20. Coman,8. Payet,9. Giroud,11. Martial,15. Pogba,7. Griezmann,10. Gignac,-,-,16. Mandanda,23. Costil,2. Jallet,13. Mangala,17. Digne,22. Umtiti,6. Cabaye,12. Schneiderlin,18. Sissoko M.,-,-,-,-,-,-,Euros 2016,15.06.16,France vs Albania,FR,FALSE,1126
Albania,1. Berisha Et.,2. Lila,4. Hysaj,15. Mavraj,18. Ajeti Ar.,3. Lenjani,7. Agolli,9. Memushaj,13. Kukeli,22. Abrashi,10. Sadiku A.,21. Roshi,14. Xhaka T.,6. Veseli,-,-,12. Shehi,23. Hoxha,17. Aliji,8. Basha,20. Kaçe,11. Gashi,16. Cikalleshi,19. Balaj,-,-,-,-,-,-,-,Euros 2016,15.06.16,France vs Albania,AL,FALSE,1126
Romania,12. Tatarusanu,6. Chiriches,22. Matel,22. Sapunaru,5. Hoban,10. Stanciu,18. Prepelita,19. Stancu,20. Popa,9. Alibec D.,21. Grigore,17. Sanmartean,11. Torje,14. Andone,-,-,1. Pantilimon,4. Moti,15. Gaman,3. Rat,7. Chipciu,8. Pintilii,16. Filip,13. Keseru,-,-,-,-,-,-,-,Euros 2016,19.06.16,Romania vs Albania,RO,FALSE,1127
Albania,1. Berisha Et.,2. Lila,4. Hysaj,15. Mavraj,18. Ajeti Ar.,3. Lenjani,7. Agolli,8. Basha,9. Memushaj,22. Abrashi,10. Sadiku A.,19. Balaj,21. Roshi,5. Cana,-,-,12. Shehi,23. Hoxha,14. Xhaka T.,17. Aliji,6. Veseli,20. Kaçe,11. Gashi,16. Cikalleshi,-,-,-,-,-,-,-,Euros 2016,19.06.16,Romania vs Albania,AL,FALSE,1127
Switzerland,1. Sommer,13. Rodriguez,20. Djourou,22. Schär,2. Lichtsteiner,10. Xhaka,11. Behrami,15. Džemaili,23. Shaqiri X.,7. Embolo,18. Mehmedi,9. Seferovic,16. Fernandes G.,6. Lang M.,-,-,12. Hitz,21. Bürki,3. Moubandje,4. Elvedi,5. von Bergen,8. Frei F.,14. Zakaria D.,17. Tarashaj,19. Derdiyok,-,-,-,-,-,-,Euros 2016,19.06.16,Switzerland vs France,CH,FALSE,1128
France,1. Lloris,3. Evra,4. Rami A.,19. Sagna,21. Koscielny,6. Cabaye,7. Griezmann,15. Pogba,18. Sissoko M.,20. Coman,10. Gignac,8. Payet,14. Matuidi,-,-,-,16. Mandanda,23. Costil,2. Jallet,13. Mangala,17. Digne,22. Umtiti,12. Schneiderlin,13. Kante N.,9. Giroud,11. Martial,-,-,-,-,-,Euros 2016,19.06.16,Switzerland vs France,FR,FALSE,1128
Wales,21. Ward,2. Gunter,3. Taylor N.,4. Davies,5. Chester,6. A. Williams,7. Allen,10. Ramsey,14. Edwards D.,20. Williams Jn.,11. Bale,16. Ledley,9. Robson-Kanu Hal,15. Richards,-,-,1. Hennessey,12. Fôn Williams,19. Collins J.M.,8. King A.,17. Cotterill,22. Vaughan,13. Williams G.,18. Vokes,23. Church,-,-,-,-,-,-,Euros 2016,11.06.16,Wales vs Slovakia,WA,FALSE,1129
Slovakia,23. Kozáčik,3. Skrtel,2. Pekarik,4. Durica,13. Hrošovský,19. Kucka,20. Mak R.,7. Weiss,18. Svento,17. Hamšík,21. Ďuriš,8. Duda,11. Nemec,10. Stoch Miroslav,-,-,1. Mucha,12. Novota,5. Gyomber,14. Škriniar,15. Hubocan,16. Saláta,6. Greguš,22. Pečovský,9. Šesták,-,-,-,-,-,-,Euros 2016,11.06.16,Wales vs Slovakia,SK,FALSE,1129
England,1. Hart,2. Walker,5. Cahill,6. Smalling,17. Dier,3. Rose,7. Sterling,8. Lallana,20. Alli,9. Kane,10. Rooney,18. Wilshere,4. Milner,-,-,-,13. Forster F.,23. Heaton,12. Clyne,16. Stones,21. Bertrand,14. Henderson,19. Barkley,11. Vardy,15. Sturridge,22. Rashford,-,-,-,-,-,Euros 2016,11.06.16,England vs Russia,EN,FALSE,1130
Russia,1. Akinfeev,3. Smolnikov,14. V. Berezutski,21. Schennikov,4. Ignashevich,5. Neustadter,13. Golovin,17. Shatov,9. Kokorin,10. Smolov,22. Dzyuba,15. Shirokov,8. Glushakov,11. Mamayev,-,-,12. Lodygin,16. Guilherme,2. Shishkin,6. A. Berezutski,7. Yusupov,18. Ivanov O.,19. Samedov,20. Торбинский,23. Kombarov D.,-,-,-,-,-,-,Euros 2016,11.06.16,England vs Russia,RU,FALSE,1130
Russia,1. Akinfeev,3. Smolnikov,14. V. Berezutski,21. Schennikov,4. Ignashevich,5. Neustadter,13. Golovin,17. Shatov,9. Kokorin,10. Smolov,22. Dzyuba,8. Glushakov,11. Mamayev,15. Shirokov,-,-,12. Lodygin,16. Guilherme,2. Shishkin,6. A. Berezutski,7. Yusupov,18. Ivanov O.,19. Samedov,20. Торбинский,23. Kombarov D.,-,-,-,-,-,-,Euros 2016,15.06.16,Russia vs Slovakia,RU,FALSE,1131
