TeamName,Starter_1,Starter_2,Starter_3,Starter_4,Starter_5,Starter_6,Starter_7,Starter_8,Starter_9,Starter_10,Starter_11,Sub_1,Sub_2,Sub_3,Sub_4,Sub_5,Unused_1,Unused_2,Unused_3,Unused_4,Unused_5,Unused_6,Unused_7,Unused_8,Unused_9,Unused_10,Unused_11,Unused_12,Unused_13,Unused_14,Unused_15,Competition,Date,Match,Code,Found?,Match ID
Brazil U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",20.06.15,Brazil U-20 vs Serbia U-20,BR,FALSE,0
Serbia U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",20.06.15,Brazil U-20 vs Serbia U-20,RS,FALSE,0
Senegal U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",20.06.15,Senegal U-20 vs Mali U-20,SN,FALSE,1
Mali U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",20.06.15,Senegal U-20 vs Mali U-20,ML,FALSE,1
Brazil U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",17.06.15,Brazil U-20 vs Senegal U-20,BR,FALSE,2
Senegal U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",17.06.15,Brazil U-20 vs Senegal U-20,SN,FALSE,2
Serbia U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",17.06.15,Serbia U-20 vs Mali U-20,RS,FALSE,3
Mali U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",17.06.15,Serbia U-20 vs Mali U-20,ML,FALSE,3
Brazil U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",14.06.15,Brazil U-20 vs Portugal U-20,BR,FALSE,4
Portugal U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",14.06.15,Brazil U-20 vs Portugal U-20,PT,FALSE,4
Mali U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",14.06.15,Mali U-20 vs Germany U-20,ML,FALSE,5
Germany U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",14.06.15,Mali U-20 vs Germany U-20,DE,FALSE,5
Uzbekistan U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",14.06.15,Uzbekistan U-20 vs Senegal U-20,UZ,FALSE,6
Senegal U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",14.06.15,Uzbekistan U-20 vs Senegal U-20,SN,FALSE,6
United States U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",14.06.15,United States U-20 vs Serbia U-20,US,FALSE,7
Serbia U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",14.06.15,United States U-20 vs Serbia U-20,RS,FALSE,7
Ghana U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",10.06.15,Ghana U-20 vs Mali U-20,GH,FALSE,8
Mali U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",10.06.15,Ghana U-20 vs Mali U-20,ML,FALSE,8
Serbia U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",10.06.15,Serbia U-20 vs Hungary U-20,RS,FALSE,9
Hungary U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",10.06.15,Serbia U-20 vs Hungary U-20,HU,FALSE,9
United States U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",10.06.15,United States U-20 vs Colombia U-20,US,FALSE,10
Colombia U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",10.06.15,United States U-20 vs Colombia U-20,CO,FALSE,10
Ukraine U-20,2. Kacharaba,4. Burda,18. Sobol,7. Y. Chumak,8. Polehenko,14. Luchkevych,17. Kovalenko,21. Kharatin,9. Kabayev,10. Biesiedin,13. Habelok,20. Nemtinov,11. Yaremchuk,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",10.06.15,Ukraine U-20 vs Senegal U-20,UA,FALSE,11
Senegal U-20,4. М. Сане,6. Эли Сиссе,8. Сиди Сарр,12. М.Л. Ндиайе,13. А. Силла,14. М. Коне,15. М. Ваге,17. Роджер Гомис,19. М. Тиам,20. Реми Нассалан,7. Ваджи,11. М. Ньянг,18. Соу,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",10.06.15,Ukraine U-20 vs Senegal U-20,SN,FALSE,11
Austria U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",11.06.15,Austria U-20 vs Uzbekistan U-20,AT,FALSE,12
Uzbekistan U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",11.06.15,Austria U-20 vs Uzbekistan U-20,UZ,FALSE,12
Germany U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",11.06.15,Germany U-20 vs Nigeria U-20,DE,FALSE,13
Nigeria U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",11.06.15,Germany U-20 vs Nigeria U-20,NG,FALSE,13
Brazil U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",11.06.15,Brazil U-20 vs Uruguay U-20,BR,FALSE,14
Uruguay U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",11.06.15,Brazil U-20 vs Uruguay U-20,UY,FALSE,14
Portugal U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",11.06.15,Portugal U-20 vs New Zealand U-20,PT,FALSE,15
New Zealand U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",11.06.15,Portugal U-20 vs New Zealand U-20,NZ,FALSE,15
New Zealand U-20,2. Эдж,3. Винн,4. Бразертон,7. Стивенс,5. Митчелл,6. Туилома,8. Дайер,10. Льюис,11. Ридентон,9. Руфер,20. Биллингсли,15. Паттерсон,16. Хадсон-Вионги,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",30.05.15,New Zealand U-20 vs Ukraine U-20,NZ,FALSE,16
Ukraine U-20,2. Kacharaba,4. Burda,18. Sobol,7. Y. Chumak,8. Polehenko,17. Kovalenko,21. Kharatin,9. Kabayev,10. Biesiedin,15. Tatarkov,6. Tankovskyi,20. Nemtinov,11. Yaremchuk,-,-,1. Pidkivka,16. Grytsenko,3. A. Kuznetsov,19. Kovtun Ol.,5. Y. Tkachuk,13. Habelok,14. Luchkevych,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",30.05.15,New Zealand U-20 vs Ukraine U-20,UA,FALSE,16
United States U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",30.05.15,United States U-20 vs Myanmar U-20,US,FALSE,17
Myanmar U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",30.05.15,United States U-20 vs Myanmar U-20,MM,FALSE,17
Myanmar U-20,3. Хтике Хтике Аунг,5. Нанда Кьяу,17. Тиха Хтет Аунг,6. Кьяу Мин Оо,15. Ян Наинг Оо,16. Мио Ко Тун,8. Маунг Маунг Сое,9. Аунг Ту,10. Тан Паинг,11. Мг Мг Лвин,14. Нан Ваи Мин,4. Наинг Лин Тун,13. Ян Лин Аунг,-,-,18. Пьяе Соне Чит,21. Вай Лин Аунг,2. Аунг Мое Хтве,12. Хлаинг Мио Аунг,20. Мио Зау Оо,7. Нийен Чан Аунг,19. Сван Хтет Аунг,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",02.06.15,Myanmar U-20 vs Ukraine U-20,MM,FALSE,18
Ukraine U-20,2. Kacharaba,4. Burda,18. Sobol,7. Y. Chumak,8. Polehenko,11. Yaremchuk,17. Kovalenko,9. Kabayev,10. Biesiedin,15. Tatarkov,14. Luchkevych,13. Habelok,5. Y. Tkachuk,-,-,1. Pidkivka,16. Grytsenko,3. A. Kuznetsov,19. Kovtun Ol.,6. Tankovskyi,20. Nemtinov,21. Kharatin,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",02.06.15,Myanmar U-20 vs Ukraine U-20,UA,FALSE,18
New Zealand U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",02.06.15,New Zealand U-20 vs United States U-20,NZ,FALSE,19
United States U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",02.06.15,New Zealand U-20 vs United States U-20,US,FALSE,19
Myanmar U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",05.06.15,Myanmar U-20 vs New Zealand U-20,MM,FALSE,20
New Zealand U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",05.06.15,Myanmar U-20 vs New Zealand U-20,NZ,FALSE,20
Ukraine U-20,2. Kacharaba,4. Burda,18. Sobol,7. Y. Chumak,8. Polehenko,14. Luchkevych,17. Kovalenko,21. Kharatin,9. Kabayev,10. Biesiedin,13. Habelok,11. Yaremchuk,5. Y. Tkachuk,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",05.06.15,Ukraine U-20 vs United States U-20,UA,FALSE,21
United States U-20,2. Мур,4. Картер-Уикерс,18. Палмер-Браун,6. Акоста,7. Арриола,8. Хайндмен,15. Дельгадо,19. Zelalem,11. Джеймисон,20. Аллен,10. Сонора,9. Рубин,16. Донован,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",05.06.15,Ukraine U-20 vs United States U-20,US,FALSE,21
Argentina U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",30.05.15,Argentina U-20 vs Panama U-20,AR,FALSE,22
Panama U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",30.05.15,Argentina U-20 vs Panama U-20,PA,FALSE,22
Ghana U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",30.05.15,Ghana U-20 vs Austria U-20,GH,FALSE,23
Austria U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",30.05.15,Ghana U-20 vs Austria U-20,AT,FALSE,23
Austria U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",02.06.15,Austria U-20 vs Panama U-20,AT,FALSE,24
Panama U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",02.06.15,Austria U-20 vs Panama U-20,PA,FALSE,24
Argentina U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",02.06.15,Argentina U-20 vs Ghana U-20,AR,FALSE,25
Ghana U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",02.06.15,Argentina U-20 vs Ghana U-20,GH,FALSE,25
Austria U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",05.06.15,Austria U-20 vs Argentina U-20,AT,FALSE,26
Argentina U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",05.06.15,Austria U-20 vs Argentina U-20,AR,FALSE,26
Panama U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",05.06.15,Panama U-20 vs Ghana U-20,PA,FALSE,27
Ghana U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",05.06.15,Panama U-20 vs Ghana U-20,GH,FALSE,27
Qatar U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",31.05.15,Qatar U-20 vs Colombia U-20,QA,FALSE,28
Colombia U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",31.05.15,Qatar U-20 vs Colombia U-20,CO,FALSE,28
Portugal U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",31.05.15,Portugal U-20 vs Senegal U-20,PT,FALSE,29
Senegal U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",31.05.15,Portugal U-20 vs Senegal U-20,SN,FALSE,29
Qatar U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",03.06.15,Qatar U-20 vs Portugal U-20,QA,FALSE,30
Portugal U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",03.06.15,Qatar U-20 vs Portugal U-20,PT,FALSE,30
Senegal U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",03.06.15,Senegal U-20 vs Colombia U-20,SN,FALSE,31
Colombia U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",03.06.15,Senegal U-20 vs Colombia U-20,CO,FALSE,31
Senegal U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",06.06.15,Senegal U-20 vs Qatar U-20,SN,FALSE,32
Qatar U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",06.06.15,Senegal U-20 vs Qatar U-20,QA,FALSE,32
Colombia U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",06.06.15,Colombia U-20 vs Portugal U-20,CO,FALSE,33
Portugal U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",06.06.15,Colombia U-20 vs Portugal U-20,PT,FALSE,33
Mexico U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",31.05.15,Mexico U-20 vs Mali U-20,MX,FALSE,34
Mali U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",31.05.15,Mexico U-20 vs Mali U-20,ML,FALSE,34
Uruguay U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",31.05.15,Uruguay U-20 vs Serbia U-20,UY,FALSE,35
Serbia U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",31.05.15,Uruguay U-20 vs Serbia U-20,RS,FALSE,35
Mexico U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",03.06.15,Mexico U-20 vs Uruguay U-20,MX,FALSE,36
Uruguay U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",03.06.15,Mexico U-20 vs Uruguay U-20,UY,FALSE,36
Serbia U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",03.06.15,Serbia U-20 vs Mali U-20,RS,FALSE,37
Mali U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",03.06.15,Serbia U-20 vs Mali U-20,ML,FALSE,37
Serbia U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",06.06.15,Serbia U-20 vs Mexico U-20,RS,FALSE,38
Mexico U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",06.06.15,Serbia U-20 vs Mexico U-20,MX,FALSE,38
Mali U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",06.06.15,Mali U-20 vs Uruguay U-20,ML,FALSE,39
Uruguay U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",06.06.15,Mali U-20 vs Uruguay U-20,UY,FALSE,39
Nigeria U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",01.06.15,Nigeria U-20 vs Brazil U-20,NG,FALSE,40
Brazil U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",01.06.15,Nigeria U-20 vs Brazil U-20,BR,FALSE,40
North Korea U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",01.06.15,North Korea U-20 vs Hungary U-20,KP,FALSE,41
Hungary U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",01.06.15,North Korea U-20 vs Hungary U-20,HU,FALSE,41
Nigeria U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",04.06.15,Nigeria U-20 vs North Korea U-20,NG,FALSE,42
North Korea U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",04.06.15,Nigeria U-20 vs North Korea U-20,KP,FALSE,42
Hungary U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",04.06.15,Hungary U-20 vs Brazil U-20,HU,FALSE,43
Brazil U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",04.06.15,Hungary U-20 vs Brazil U-20,BR,FALSE,43
Hungary U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",07.06.15,Hungary U-20 vs Nigeria U-20,HU,FALSE,44
Nigeria U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",07.06.15,Hungary U-20 vs Nigeria U-20,NG,FALSE,44
Brazil U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",07.06.15,Brazil U-20 vs North Korea U-20,BR,FALSE,45
North Korea U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",07.06.15,Brazil U-20 vs North Korea U-20,KP,FALSE,45
Germany U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",01.06.15,Germany U-20 vs Fiji U-20,DE,FALSE,46
Fiji U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",01.06.15,Germany U-20 vs Fiji U-20,FJ,FALSE,46
Uzbekistan U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",01.06.15,Uzbekistan U-20 vs Honduras U-20,UZ,FALSE,47
Honduras U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",01.06.15,Uzbekistan U-20 vs Honduras U-20,HN,FALSE,47
Honduras U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",04.06.15,Honduras U-20 vs Fiji U-20,HN,FALSE,48
Fiji U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",04.06.15,Honduras U-20 vs Fiji U-20,FJ,FALSE,48
Germany U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",04.06.15,Germany U-20 vs Uzbekistan U-20,DE,FALSE,49
Uzbekistan U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",04.06.15,Germany U-20 vs Uzbekistan U-20,UZ,FALSE,49
Honduras U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",07.06.15,Honduras U-20 vs Germany U-20,HN,FALSE,50
Germany U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",07.06.15,Honduras U-20 vs Germany U-20,DE,FALSE,50
Fiji U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",07.06.15,Fiji U-20 vs Uzbekistan U-20,FJ,FALSE,51
Uzbekistan U-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"U-20 World Cup, 2015",07.06.15,Fiji U-20 vs Uzbekistan U-20,UZ,FALSE,51
Ukraine U-20,1. Lunin Andriy,2. Bondar V.,3. Safronov,13. Beskorovaynyi,17. Konoplya,8. Khakhlov,9. Korniienko V.,10. Buletsa,15. Dryshlyuk,7. Tsitaishvili,11. Supriaha,6. Chekh M.,14. Sikan,21. Kashchuk,-,-,12. Kucheruk,20. Riznyk D.,5. Veremiienko,19. Snurnitsyn,16. Musolitin,18. Ustymenko,-,-,-,-,-,-,-,-,-,U-20 World Cup 2019,15.06.19,Ukraine U-20 vs South Korea U-20,UA,FALSE,52
