,Unnamed: 0.1,Unnamed: 0,Match ID,Competition,Match,Date,Nationality,Team Country Code,Season,Status,Name,Market Value,Lookup Still Required?,Lookup Return Case,Impute Required?,Name(s) Found,ORIGINAL JERSEY,Match Case,To Remove
162,63471,771,2058,"World Cup Qualifiers, Africa, 2022",Namibia vs Eritrea,10-09-2019,Namibia,,2019,FAIL,0,0.0,True,Online Lookup Required,False,0,L Horaeb,none,False
163,63474,774,2058,"World Cup Qualifiers, Africa, 2022",Namibia vs Eritrea,10-09-2019,Namibia,,2019,FAIL,0,0.0,True,Online Lookup Required,False,0,V Ngaruka,none,False
164,63475,775,2058,"World Cup Qualifiers, Africa, 2022",Namibia vs Eritrea,10-09-2019,Namibia,,2019,FAIL,0,0.0,True,Online Lookup Required,False,0,A Iimbondi,none,False
165,63488,788,2058,"World Cup Qualifiers, Africa, 2022",Namibia vs Eritrea,10-09-2019,Eritrea,ER,2019,FAIL,0,0.0,True,Online Lookup Required,False,0,H Goitom,none,False
166,65060,160,3441,"World Cup Qualifiers, Europe, 2022",Serbia vs Republic of Ireland,24-03-2021,Serbia,RS,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,U Račić,none,False
167,70561,161,2788,"World Cup Qualifiers, Europe, 2014",Denmark vs Armenia,11-06-2013,Denmark,DK,2013,FAIL,0,0.0,True,Online Lookup Required,False,0,D Rommedahl,none,False
168,70651,251,2792,"World Cup Qualifiers, Europe, 2014",Spain vs Belarus,11-10-2013,Spain,ES,2013,FAIL,0,0.0,True,Online Lookup Required,False,0,Michu,none,False
169,70844,444,2801,"World Cup Qualifiers, Europe, 2014",Norway vs Albania,22-03-2013,Norway,NO,2013,FAIL,0,0.0,True,Online Lookup Required,False,0,J Riise,none,False
170,70970,570,2806,"World Cup Qualifiers, Europe, 2014",Cyprus vs Switzerland,23-03-2013,Switzerland,CH,2013,FAIL,0,0.0,True,Online Lookup Required,False,0,I Emeghara,none,False
171,71376,976,2825,"World Cup Qualifiers, Europe, 2014",Slovakia vs Lithuania,22-03-2013,Slovakia,SK,2013,FAIL,0,0.0,True,Online Lookup Required,False,0,M Sapara,none,False
172,71419,1019,2827,"World Cup Qualifiers, Europe, 2014",Denmark vs Bulgaria,26-03-2013,Denmark,DK,2013,FAIL,0,0.0,True,Online Lookup Required,False,0,D Rommedahl,none,False
173,71477,1077,2829,"World Cup Qualifiers, Europe, 2014",Hungary vs Romania,22-03-2013,Romania,RO,2013,FAIL,0,0.0,True,Online Lookup Required,False,0,A Mutu,none,False
174,78136,36,3742,"Gold Cup, 2019",Canada vs Martinique,16-06-2019,Martinique,MQ,2019,FAIL,0,0.0,True,Online Lookup Required,False,0,J Babin,none,False
175,78139,39,3742,"Gold Cup, 2019",Canada vs Martinique,16-06-2019,Martinique,MQ,2019,FAIL,0,0.0,True,Online Lookup Required,False,0,J Marveaux,none,False
176,78387,287,3755,"Gold Cup, 2021",Martinique vs United States,16-07-2021,Martinique,MQ,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,P Burner,none,False
177,78389,289,3755,"Gold Cup, 2021",Martinique vs United States,16-07-2021,Martinique,MQ,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,J Babin,none,False
178,78396,296,3755,"Gold Cup, 2021",Martinique vs United States,16-07-2021,Martinique,MQ,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,E Rivière,none,False
179,78519,419,3761,"Gold Cup, 2021",Guadeloupe vs Jamaica,17-07-2021,Guadeloupe,GP,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,M Alphonse,none,False
180,78641,541,3766,"Gold Cup, 2021",Canada vs Martinique,12-07-2021,Martinique,MQ,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,J Babin,none,False
181,78643,543,3766,"Gold Cup, 2021",Canada vs Martinique,12-07-2021,Martinique,MQ,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,P Burner,none,False
182,78649,549,3766,"Gold Cup, 2021",Canada vs Martinique,12-07-2021,Martinique,MQ,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,E Rivière,none,False
183,78769,669,3772,"Gold Cup, 2021",Martinique vs Haiti,18-07-2021,Martinique,MQ,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,E Rivière,none,False
184,78860,760,3776,"Gold Cup, 2021",Costa Rica vs Guadeloupe,13-07-2021,Guadeloupe,GP,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,M Alphonse,none,False
185,79035,935,3785,"Gold Cup, 2023",Cuba vs Guadeloupe,02-07-2023,Guadeloupe,GP,2023,FAIL,0,0.0,True,Online Lookup Required,False,0,D Rouyard,none,False
186,79036,936,3785,"Gold Cup, 2023",Cuba vs Guadeloupe,02-07-2023,Guadeloupe,GP,2023,FAIL,0,0.0,True,Online Lookup Required,False,0,M Alphonse,none,False
187,79038,938,3785,"Gold Cup, 2023",Cuba vs Guadeloupe,02-07-2023,Guadeloupe,GP,2023,FAIL,0,0.0,True,Online Lookup Required,False,0,C Avinel,none,False
188,79041,941,3785,"Gold Cup, 2023",Cuba vs Guadeloupe,02-07-2023,Guadeloupe,GP,2023,FAIL,0,0.0,True,Online Lookup Required,False,0,A Gravillon,none,False
189,79042,942,3785,"Gold Cup, 2023",Cuba vs Guadeloupe,02-07-2023,Guadeloupe,GP,2023,FAIL,0,0.0,True,Online Lookup Required,False,0,J Tell,none,False
190,79043,943,3785,"Gold Cup, 2023",Cuba vs Guadeloupe,02-07-2023,Guadeloupe,GP,2023,FAIL,0,0.0,True,Online Lookup Required,False,0,J Leborgne,none,False
191,79045,945,3785,"Gold Cup, 2023",Cuba vs Guadeloupe,02-07-2023,Guadeloupe,GP,2023,FAIL,0,0.0,True,Online Lookup Required,False,0,T Ambrose,none,False
192,79167,1067,3791,"Gold Cup, 2023",Canada vs Guadeloupe,28-06-2023,Guadeloupe,GP,2023,FAIL,0,0.0,True,Online Lookup Required,False,0,D Rouyard,none,False
193,79168,1068,3791,"Gold Cup, 2023",Canada vs Guadeloupe,28-06-2023,Guadeloupe,GP,2023,FAIL,0,0.0,True,Online Lookup Required,False,0,M Alphonse,none,False
194,79170,1070,3791,"Gold Cup, 2023",Canada vs Guadeloupe,28-06-2023,Guadeloupe,GP,2023,FAIL,0,0.0,True,Online Lookup Required,False,0,C Avinel,none,False
195,79173,1073,3791,"Gold Cup, 2023",Canada vs Guadeloupe,28-06-2023,Guadeloupe,GP,2023,FAIL,0,0.0,True,Online Lookup Required,False,0,A Gravillon,none,False
196,79174,1074,3791,"Gold Cup, 2023",Canada vs Guadeloupe,28-06-2023,Guadeloupe,GP,2023,FAIL,0,0.0,True,Online Lookup Required,False,0,J Tell,none,False
197,79175,1075,3791,"Gold Cup, 2023",Canada vs Guadeloupe,28-06-2023,Guadeloupe,GP,2023,FAIL,0,0.0,True,Online Lookup Required,False,0,J Leborgne,none,False
198,79177,1077,3791,"Gold Cup, 2023",Canada vs Guadeloupe,28-06-2023,Guadeloupe,GP,2023,FAIL,0,0.0,True,Online Lookup Required,False,0,T Ambrose,none,False
200,83741,1175,53,U-20 World Cup 2019,Italy U-20 vs Ecuador U-20,14.06.19,Italy U-20,IT,2019,FAIL,0,0.0,True,Online Lookup Required,False,0,C Capone,none,False
201,90576,310,2137,"World Cup Qualifiers, Africa, 2022",Namibia vs Togo,15-11-2021,Namibia,,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,C Hambira,none,False
202,90577,311,2137,"World Cup Qualifiers, Africa, 2022",Namibia vs Togo,15-11-2021,Namibia,,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,L Haukongo,none,False
203,90578,312,2137,"World Cup Qualifiers, Africa, 2022",Namibia vs Togo,15-11-2021,Namibia,,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,A Petrus,none,False
204,90579,313,2137,"World Cup Qualifiers, Africa, 2022",Namibia vs Togo,15-11-2021,Namibia,,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,A Handura,none,False
205,90580,314,2137,"World Cup Qualifiers, Africa, 2022",Namibia vs Togo,15-11-2021,Namibia,,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,D Haoseb,none,False
206,90581,315,2137,"World Cup Qualifiers, Africa, 2022",Namibia vs Togo,15-11-2021,Namibia,,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,A Iimbondi,none,False
207,90582,316,2137,"World Cup Qualifiers, Africa, 2022",Namibia vs Togo,15-11-2021,Namibia,,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,P Tjiueza,none,False
208,90583,317,2137,"World Cup Qualifiers, Africa, 2022",Namibia vs Togo,15-11-2021,Namibia,,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,W Rudath,none,False
209,90773,507,2146,"World Cup Qualifiers, Africa, 2022",Namibia vs Senegal,12-10-2021,Namibia,,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,L Horaeb,none,False
210,90774,508,2146,"World Cup Qualifiers, Africa, 2022",Namibia vs Senegal,12-10-2021,Namibia,,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,C Hambira,none,False
211,90777,511,2146,"World Cup Qualifiers, Africa, 2022",Namibia vs Senegal,12-10-2021,Namibia,,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,W Katjiteo,none,False
212,90778,512,2146,"World Cup Qualifiers, Africa, 2022",Namibia vs Senegal,12-10-2021,Namibia,,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,D Haoseb,none,False
213,91136,870,2162,"World Cup Qualifiers, Africa, 2022",Senegal vs Namibia,09-10-2021,Namibia,,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,I Kamberipa,none,False
214,91137,871,2162,"World Cup Qualifiers, Africa, 2022",Senegal vs Namibia,09-10-2021,Namibia,,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,C Hambira,none,False
215,91141,875,2162,"World Cup Qualifiers, Africa, 2022",Senegal vs Namibia,09-10-2021,Namibia,,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,W Katjiteo,none,False
216,91142,876,2162,"World Cup Qualifiers, Africa, 2022",Senegal vs Namibia,09-10-2021,Namibia,,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,D Haoseb,none,False
217,91143,877,2162,"World Cup Qualifiers, Africa, 2022",Senegal vs Namibia,09-10-2021,Namibia,,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,A Iimbondi,none,False
218,91145,879,2162,"World Cup Qualifiers, Africa, 2022",Senegal vs Namibia,09-10-2021,Namibia,,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,E Kambindu,none,False
219,91181,915,2164,"World Cup Qualifiers, Africa, 2022",Congo vs Namibia,11-11-2021,Namibia,,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,C Hambira,none,False
220,91182,916,2164,"World Cup Qualifiers, Africa, 2022",Congo vs Namibia,11-11-2021,Namibia,,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,L Haukongo,none,False
221,91183,917,2164,"World Cup Qualifiers, Africa, 2022",Congo vs Namibia,11-11-2021,Namibia,,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,A Petrus,none,False
222,91184,918,2164,"World Cup Qualifiers, Africa, 2022",Congo vs Namibia,11-11-2021,Namibia,,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,D Haoseb,none,False
223,91185,919,2164,"World Cup Qualifiers, Africa, 2022",Congo vs Namibia,11-11-2021,Namibia,,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,W Katjiteo,none,False
224,92532,66,3693,"Gold Cup, 2017",Martinique vs Nicaragua,09-07-2017,Martinique,MQ,2017,FAIL,0,0.0,True,Online Lookup Required,False,0,K Olimpa,none,False
225,92539,73,3693,"Gold Cup, 2017",Martinique vs Nicaragua,09-07-2017,Martinique,MQ,2017,FAIL,0,0.0,True,Online Lookup Required,False,0,J Audel,none,False
226,92873,407,3708,"Gold Cup, 2017",Panama vs Martinique,15-07-2017,Martinique,MQ,2017,FAIL,0,0.0,True,Online Lookup Required,False,0,K Olimpa,none,False
227,92880,414,3708,"Gold Cup, 2017",Panama vs Martinique,15-07-2017,Martinique,MQ,2017,FAIL,0,0.0,True,Online Lookup Required,False,0,J Audel,none,False
228,92883,417,3708,"Gold Cup, 2017",Panama vs Martinique,15-07-2017,Martinique,MQ,2017,FAIL,0,0.0,True,Online Lookup Required,False,0,S Langil,none,False
229,93071,605,3717,"Gold Cup, 2017",United States vs Martinique,13-07-2017,Martinique,MQ,2017,FAIL,0,0.0,True,Online Lookup Required,False,0,K Olimpa,none,False
230,93079,613,3717,"Gold Cup, 2017",United States vs Martinique,13-07-2017,Martinique,MQ,2017,FAIL,0,0.0,True,Online Lookup Required,False,0,J Audel,none,False
231,93294,828,3728,"Gold Cup, 2019",Cuba vs Martinique,20-06-2019,Martinique,MQ,2019,FAIL,0,0.0,True,Online Lookup Required,False,0,J Babin,none,False
232,93297,831,3728,"Gold Cup, 2019",Cuba vs Martinique,20-06-2019,Martinique,MQ,2019,FAIL,0,0.0,True,Online Lookup Required,False,0,J Marveaux,none,False
233,93415,949,3734,"Gold Cup, 2019",Martinique vs Mexico,24-06-2019,Martinique,MQ,2019,FAIL,0,0.0,True,Online Lookup Required,False,0,J Babin,none,False
234,93418,952,3734,"Gold Cup, 2019",Martinique vs Mexico,24-06-2019,Martinique,MQ,2019,FAIL,0,0.0,True,Online Lookup Required,False,0,J Marveaux,none,False
