,Unnamed: 0,DF index,Match ID,Competition,Date,Match,Season,Nationality,Country Code,ORIGINAL JERSEY,English Name,Match(es) Found,Status,Market Value,Lookup Still Required?,Lookup Return Case
472,656,856,506,"Euros 2016, Qualifiers",11.10.14,Romania vs Hungary,2014,Romania,RO,3. Рац,Rats,['Răzvan Raţ'],SUCCESS,1250000,FALSE,Found in Curr Season
473,658,858,506,"Euros 2016, Qualifiers",11.10.14,Romania vs Hungary,2014,Romania,RO,15. Гоян,Goyan,['Dorin Goian'],SUCCESS,500000,FALSE,Found in Curr Season
474,659,859,506,"Euros 2016, Qualifiers",11.10.14,Romania vs Hungary,2014,Romania,RO,21. Григоре,Grigore,['Dragoș Grigore'],SUCCESS,2000000,FALSE,Found in Curr Season
475,660,860,506,"Euros 2016, Qualifiers",11.10.14,Romania vs Hungary,2014,Romania,RO,5. Хобан,Hoban,['Ovidiu Hoban'],SUCCESS,1000000,FALSE,Found in Curr Season
476,662,862,506,"Euros 2016, Qualifiers",11.10.14,Romania vs Hungary,2014,Romania,RO,8. Пинтилий,Pintilius,['Mihai Pintilii'],SUCCESS,1300000,FALSE,Found in Curr Season
477,664,864,506,"Euros 2016, Qualifiers",11.10.14,Romania vs Hungary,2014,Romania,RO,20. Максим,Maksim,['Alexandru Maxim'],SUCCESS,6000000,FALSE,Found in Curr Season
478,665,865,506,"Euros 2016, Qualifiers",11.10.14,Romania vs Hungary,2014,Romania,RO,9. Русеску,Rusesku,['Raul Rusescu'],SUCCESS,2500000,FALSE,Found in Curr Season
479,666,866,506,"Euros 2016, Qualifiers",11.10.14,Romania vs Hungary,2014,Hungary,HU,1. Кирай,Kirai,['Gábor Király'],SUCCESS,250000,FALSE,Found in Curr Season
480,667,867,506,"Euros 2016, Qualifiers",11.10.14,Romania vs Hungary,2014,Hungary,HU,4. Кадар,Kadar,['Tamás Kádár'],SUCCESS,650000,FALSE,Found in Curr Season
481,668,868,506,"Euros 2016, Qualifiers",11.10.14,Romania vs Hungary,2014,Hungary,HU,6. Элек,Elek,['Ákos Elek'],SUCCESS,650000,FALSE,Found in Curr Season
482,669,869,506,"Euros 2016, Qualifiers",11.10.14,Romania vs Hungary,2014,Hungary,HU,7. Джужак,Dzhuzhak,['Balázs Dzsudzsák'],SUCCESS,11000000,FALSE,Found in Curr Season
483,672,872,506,"Euros 2016, Qualifiers",11.10.14,Romania vs Hungary,2014,Hungary,HU,10. Геро,Gero,['Zoltán Gera'],SUCCESS,500000,FALSE,Found in Curr Season
484,673,873,506,"Euros 2016, Qualifiers",11.10.14,Romania vs Hungary,2014,Hungary,HU,11. Солои,Soloi,['Ádám Szalai'],SUCCESS,6000000,FALSE,Found in Curr Season
485,674,874,506,"Euros 2016, Qualifiers",11.10.14,Romania vs Hungary,2014,Hungary,HU,18. Штибер,Stieber,['Zoltán Stieber'],SUCCESS,1700000,FALSE,Found in Curr Season
486,675,875,506,"Euros 2016, Qualifiers",11.10.14,Romania vs Hungary,2014,Hungary,HU,21. Корчмар,Korchmar,['Zsolt Korcsmár'],SUCCESS,750000,FALSE,Found in Curr Season
487,676,876,506,"Euros 2016, Qualifiers",11.10.14,Romania vs Hungary,2014,Hungary,HU,14. Ловренчич,Lovrencic,['Gergő Lovrencsics'],SUCCESS,1100000,FALSE,Found in Curr Season
488,679,879,507,"Euros 2016, Qualifiers",11.10.14,Finland vs Greece,2014,Finland,FI,4. Тойвио,Toivio,['Joona Toivio'],SUCCESS,700000,FALSE,Found in Curr Season
489,680,880,507,"Euros 2016, Qualifiers",11.10.14,Finland vs Greece,2014,Finland,FI,13. Аркивуо,Arquivuo,['Kari Arkivuo'],SUCCESS,350000,FALSE,Found in Curr Season
490,682,882,507,"Euros 2016, Qualifiers",11.10.14,Finland vs Greece,2014,Finland,FI,8. П.Хетемай,Phetemai,['Perparim Hetemaj'],SUCCESS,2800000,FALSE,Found in Curr Season
491,683,883,507,"Euros 2016, Qualifiers",11.10.14,Finland vs Greece,2014,Finland,FI,10. Пукки,Pukki,['Teemu Pukki'],SUCCESS,2000000,FALSE,Found in Curr Season
492,684,884,507,"Euros 2016, Qualifiers",11.10.14,Finland vs Greece,2014,Finland,FI,14. Спарв,Sparv,['Tim Sparv'],SUCCESS,700000,FALSE,Found in Curr Season
493,685,885,507,"Euros 2016, Qualifiers",11.10.14,Finland vs Greece,2014,Finland,FI,19. Ринг,Boxing ring,['Alexander Ring'],SUCCESS,1500000,FALSE,Found in Curr Season
494,687,887,507,"Euros 2016, Qualifiers",11.10.14,Finland vs Greece,2014,Greece,GR,1. Карнезис,Orestis Karnezis,['Orestis Karnezis'],SUCCESS,3500000,FALSE,Found in Curr Season
495,688,888,507,"Euros 2016, Qualifiers",11.10.14,Finland vs Greece,2014,Greece,GR,2. Маниатис,Maniatis,['Giannis Maniatis'],SUCCESS,5000000,FALSE,Found in Curr Season
496,689,889,507,"Euros 2016, Qualifiers",11.10.14,Finland vs Greece,2014,Greece,GR,4. Манолас,Manolas,['Konstantinos Manolas'],SUCCESS,15000000,FALSE,Found in Curr Season
497,690,890,507,"Euros 2016, Qualifiers",11.10.14,Finland vs Greece,2014,Greece,GR,11. Винтра,Vintra,['Loukas Vyntra'],SUCCESS,500000,FALSE,Found in Curr Season
498,691,891,507,"Euros 2016, Qualifiers",11.10.14,Finland vs Greece,2014,Greece,GR,15. Торосидис,Torosidis,['Vasilios Torosidis'],SUCCESS,5000000,FALSE,Found in Curr Season
499,692,892,507,"Euros 2016, Qualifiers",11.10.14,Finland vs Greece,2014,Greece,GR,16. Мавриас,Mavrias,['Charalampos Mavrias'],SUCCESS,1500000,FALSE,Found in Curr Season
500,694,894,507,"Euros 2016, Qualifiers",11.10.14,Finland vs Greece,2014,Greece,GR,19. Папастатопулос,Papastathopoulos,['Sokratis Papastathopoulos'],SUCCESS,18000000,FALSE,Found in Curr Season
501,695,895,507,"Euros 2016, Qualifiers",11.10.14,Finland vs Greece,2014,Greece,GR,22. Самарис,Samaris,['Andreas Samaris'],SUCCESS,7200000,FALSE,Found in Curr Season
502,696,896,507,"Euros 2016, Qualifiers",11.10.14,Finland vs Greece,2014,Greece,GR,23. Тахцидис,Tahcidis,['Panagiotis Tachtsidis'],SUCCESS,3000000,FALSE,Found in Curr Season
503,697,897,507,"Euros 2016, Qualifiers",11.10.14,Finland vs Greece,2014,Greece,GR,18. Карелис,Karelis,['Nikolaos Karelis'],SUCCESS,2500000,FALSE,Found in Curr Season
504,698,898,508,"Euros 2016, Qualifiers",11.10.14,Northern Ireland vs Faroe Islands,2014,North. Ireland,NI,1. Кэролл,Carroll,['Roy Carroll'],SUCCESS,150000,FALSE,Found in Curr Season
505,700,2400,21,"U-20 World Cup, 2015",05.06.15,Ukraine U-20 vs United States U-20,2015,United States,US,7. Арриола,Arriola,['Paul Arriola'],SUCCESS,500000,FALSE,Found in Curr Season
506,701,2401,21,"U-20 World Cup, 2015",05.06.15,Ukraine U-20 vs United States U-20,2015,United States,US,8. Хайндмен,Hyndman,['Emerson Hyndman'],SUCCESS,750000,FALSE,Found in Curr Season
507,711,2411,52,U-20 World Cup 2019,15.06.19,Ukraine U-20 vs South Korea U-20,2019,Korea Republic,KR,18. Чо Ёнгвук,Choi Youngwook,['Young-wook Cho'],SUCCESS,400000,FALSE,Found in Curr Season
508,716,2416,53,U-20 World Cup 2019,14.06.19,Italy U-20 vs Ecuador U-20,2019,Ecuador,EC,2. Поросо,Jackson Porozo,['Jackson Porozo'],SUCCESS,150000,FALSE,Used Average of Season Before and After
509,717,2417,53,U-20 World Cup 2019,14.06.19,Italy U-20 vs Ecuador U-20,2019,Ecuador,EC,3. Паласиос,Palacios,['Diego Palacios'],SUCCESS,1000000,FALSE,Found in Curr Season
510,718,2418,53,U-20 World Cup 2019,14.06.19,Italy U-20 vs Ecuador U-20,2019,Ecuador,EC,4. Эспиноса,Espinosa,['Jhon Espinoza'],SUCCESS,350000,FALSE,Found in Curr Season
511,719,2419,53,U-20 World Cup 2019,14.06.19,Italy U-20 vs Ecuador U-20,2019,Ecuador,EC,6. Вальесилья,Vallecilla,['Gustavo Vallecilla'],SUCCESS,0,FALSE,Only Before + Zero Before
512,720,2420,53,U-20 World Cup 2019,14.06.19,Italy U-20 vs Ecuador U-20,2019,Ecuador,EC,5. Альсивар,Alcivar,['Jordy Alcívar'],SUCCESS,400000,FALSE,Only After
513,721,2421,53,U-20 World Cup 2019,14.06.19,Italy U-20 vs Ecuador U-20,2019,Ecuador,EC,8. Сифуэнтес,Cifuentes,['José Cifuentes'],SUCCESS,250000,FALSE,Found in Curr Season
514,723,2423,53,U-20 World Cup 2019,14.06.19,Italy U-20 vs Ecuador U-20,2019,Ecuador,EC,11. Альварадо,Alexander Alvarado,['Alexander Alvarado'],SUCCESS,450000,FALSE,Found in Curr Season
515,724,2424,53,U-20 World Cup 2019,14.06.19,Italy U-20 vs Ecuador U-20,2019,Ecuador,EC,20. Плата,Pay,['Gonzalo Plata'],SUCCESS,350000,FALSE,Found in Curr Season
516,725,2425,53,U-20 World Cup 2019,14.06.19,Italy U-20 vs Ecuador U-20,2019,Ecuador,EC,9. Кампанья,Campania,['Leonardo Campana'],SUCCESS,1000000,FALSE,Used Average of Season Before and After
517,727,2427,55,U-20 World Cup 2019,11.06.19,Ecuador U-20 vs South Korea U-20,2019,Ecuador,EC,2. Поросо,Jackson Porozo,['Jackson Porozo'],SUCCESS,150000,FALSE,Used Average of Season Before and After
518,728,2428,55,U-20 World Cup 2019,11.06.19,Ecuador U-20 vs South Korea U-20,2019,Ecuador,EC,3. Паласиос,Palacios,['Diego Palacios'],SUCCESS,1000000,FALSE,Found in Curr Season
519,729,2429,55,U-20 World Cup 2019,11.06.19,Ecuador U-20 vs South Korea U-20,2019,Ecuador,EC,4. Эспиноса,Espinosa,['Jhon Espinoza'],SUCCESS,350000,FALSE,Found in Curr Season
520,730,2430,55,U-20 World Cup 2019,11.06.19,Ecuador U-20 vs South Korea U-20,2019,Ecuador,EC,6. Вальесилья,Vallecilla,['Gustavo Vallecilla'],SUCCESS,0,FALSE,Only Before + Zero Before
521,731,2431,55,U-20 World Cup 2019,11.06.19,Ecuador U-20 vs South Korea U-20,2019,Ecuador,EC,8. Сифуэнтес,Cifuentes,['José Cifuentes'],SUCCESS,250000,FALSE,Found in Curr Season
522,734,2434,55,U-20 World Cup 2019,11.06.19,Ecuador U-20 vs South Korea U-20,2019,Ecuador,EC,9. Кампанья,Campania,['Leonardo Campana'],SUCCESS,1000000,FALSE,Used Average of Season Before and After
523,735,2435,55,U-20 World Cup 2019,11.06.19,Ecuador U-20 vs South Korea U-20,2019,Ecuador,EC,11. Альварадо,Alexander Alvarado,['Alexander Alvarado'],SUCCESS,450000,FALSE,Found in Curr Season
524,736,2436,55,U-20 World Cup 2019,11.06.19,Ecuador U-20 vs South Korea U-20,2019,Ecuador,EC,20. Плата,Pay,['Gonzalo Plata'],SUCCESS,350000,FALSE,Found in Curr Season
525,748,2448,56,U-20 World Cup 2019,07.06.19,Colombia U-20 vs Ukraine U-20,2019,Colombia,CO,2. Куэста,Cuesta,['Carlos Cuesta'],SUCCESS,3200000,FALSE,Only After
526,756,2456,57,U-20 World Cup 2019,07.06.19,Italy U-20 vs Mali U-20,2019,Mali,ML,16. Койта,Coita,['Youssouf Koita'],SUCCESS,150000,FALSE,Found in Curr Season
527,762,2462,57,U-20 World Cup 2019,07.06.19,Italy U-20 vs Mali U-20,2019,Mali,ML,8. Камара,Kamara,['Mohamed Camara'],SUCCESS,1300000,FALSE,Found in Curr Season
528,767,2467,58,U-20 World Cup 2019,08.06.19,United States U-20 vs Ecuador U-20,2019,United States,US,2. Дест,Dest,['Sergiño Dest'],SUCCESS,18000000,FALSE,Found in Curr Season
529,769,2469,58,U-20 World Cup 2019,08.06.19,United States U-20 vs Ecuador U-20,2019,United States,US,5. Ричардс,Richards,['Chris Richards'],SUCCESS,1200000,FALSE,Only After
530,773,2473,58,U-20 World Cup 2019,08.06.19,United States U-20 vs Ecuador U-20,2019,United States,US,10. Помыкал,Pomykal,['Paxton Pomykal'],SUCCESS,1800000,FALSE,Found in Curr Season
531,776,2476,58,U-20 World Cup 2019,08.06.19,United States U-20 vs Ecuador U-20,2019,Ecuador,EC,2. Поросо,Jackson Porozo,['Jackson Porozo'],SUCCESS,150000,FALSE,Used Average of Season Before and After
532,777,2477,58,U-20 World Cup 2019,08.06.19,United States U-20 vs Ecuador U-20,2019,Ecuador,EC,3. Паласиос,Palacios,['Diego Palacios'],SUCCESS,1000000,FALSE,Found in Curr Season
533,778,2478,58,U-20 World Cup 2019,08.06.19,United States U-20 vs Ecuador U-20,2019,Ecuador,EC,4. Эспиноса,Espinosa,['Jhon Espinoza'],SUCCESS,350000,FALSE,Found in Curr Season
534,779,2479,58,U-20 World Cup 2019,08.06.19,United States U-20 vs Ecuador U-20,2019,Ecuador,EC,6. Вальесилья,Vallecilla,['Gustavo Vallecilla'],SUCCESS,0,FALSE,Only Before + Zero Before
535,780,2480,58,U-20 World Cup 2019,08.06.19,United States U-20 vs Ecuador U-20,2019,Ecuador,EC,8. Сифуэнтес,Cifuentes,['José Cifuentes'],SUCCESS,250000,FALSE,Found in Curr Season
536,782,2482,58,U-20 World Cup 2019,08.06.19,United States U-20 vs Ecuador U-20,2019,Ecuador,EC,11. Альварадо,Alexander Alvarado,['Alexander Alvarado'],SUCCESS,450000,FALSE,Found in Curr Season
537,784,2484,58,U-20 World Cup 2019,08.06.19,United States U-20 vs Ecuador U-20,2019,Ecuador,EC,20. Плата,Fees,['Gonzalo Plata'],SUCCESS,350000,FALSE,Found in Curr Season
538,785,2485,58,U-20 World Cup 2019,08.06.19,United States U-20 vs Ecuador U-20,2019,Ecuador,EC,9. Кампанья,Campania,['Leonardo Campana'],SUCCESS,1000000,FALSE,Used Average of Season Before and After
539,796,2496,59,U-20 World Cup 2019,08.06.19,South Korea U-20 vs Senegal U-20,2019,Senegal,SN,16. Ндиайе,Ndiaye,['Dialy Ndiaye'],SUCCESS,0,FALSE,Only Before + Zero Before
540,800,900,508,"Euros 2016, Qualifiers",11.10.14,Northern Ireland vs Faroe Islands,2014,North. Ireland,NI,4. Макаули,Makauli,['Niall McGinn'],SUCCESS,700000,FALSE,Found in Curr Season
541,801,901,508,"Euros 2016, Qualifiers",11.10.14,Northern Ireland vs Faroe Islands,2014,North. Ireland,NI,6. Бейрд,Baird,['Chris Baird'],SUCCESS,500000,FALSE,Found in Curr Season
542,802,902,508,"Euros 2016, Qualifiers",11.10.14,Northern Ireland vs Faroe Islands,2014,North. Ireland,NI,17. Фергюсон,Ferguson,['Shane Ferguson'],SUCCESS,1000000,FALSE,Found in Curr Season
543,805,905,508,"Euros 2016, Qualifiers",11.10.14,Northern Ireland vs Faroe Islands,2014,North. Ireland,NI,8. Дэвис,Davis,['Steven Davis'],SUCCESS,5500000,FALSE,Found in Curr Season
544,806,906,508,"Euros 2016, Qualifiers",11.10.14,Northern Ireland vs Faroe Islands,2014,North. Ireland,NI,16. Норвуд,Norwood,['Oliver Norwood'],SUCCESS,1750000,FALSE,Found in Curr Season
545,807,907,508,"Euros 2016, Qualifiers",11.10.14,Northern Ireland vs Faroe Islands,2014,North. Ireland,NI,19. Уорд,Ward,['Jamie Ward'],SUCCESS,1750000,FALSE,Found in Curr Season
546,811,911,508,"Euros 2016, Qualifiers",11.10.14,Northern Ireland vs Faroe Islands,2014,Faroe Islands,FO,4. Грегерсен,Gregersen,['Atli Gregersen'],SUCCESS,25000,FALSE,Found in Curr Season
547,812,912,508,"Euros 2016, Qualifiers",11.10.14,Northern Ireland vs Faroe Islands,2014,Faroe Islands,FO,5. Наттестад,Nattestad,['Sonni Nattestad'],SUCCESS,200000,FALSE,Found in Curr Season
548,817,917,508,"Euros 2016, Qualifiers",11.10.14,Northern Ireland vs Faroe Islands,2014,Faroe Islands,FO,10. Хольст,Holst,['Christian Holst'],SUCCESS,100000,FALSE,Found in Curr Season
549,818,918,508,"Euros 2016, Qualifiers",11.10.14,Northern Ireland vs Faroe Islands,2014,Faroe Islands,FO,11. Клеттскар,Klettskar,['Páll Klettskard'],SUCCESS,75000,FALSE,Found in Curr Season
550,823,923,509,"Euros 2016, Qualifiers",14.10.14,Faroe Islands vs Hungary,2014,Faroe Islands,FO,4. Грегерсен,Gregersen,['Atli Gregersen'],SUCCESS,25000,FALSE,Found in Curr Season
551,824,924,509,"Euros 2016, Qualifiers",14.10.14,Faroe Islands vs Hungary,2014,Faroe Islands,FO,5. Наттестад,Nattestad,['Sonni Nattestad'],SUCCESS,200000,FALSE,Found in Curr Season
552,825,925,509,"Euros 2016, Qualifiers",14.10.14,Faroe Islands vs Hungary,2014,Faroe Islands,FO,6. Ханссон,Hansson,['Hallur Hansson'],SUCCESS,100000,FALSE,Found in Curr Season
553,827,927,509,"Euros 2016, Qualifiers",14.10.14,Faroe Islands vs Hungary,2014,Faroe Islands,FO,10. Хольст,Holst,['Christian Holst'],SUCCESS,100000,FALSE,Found in Curr Season
554,831,931,509,"Euros 2016, Qualifiers",14.10.14,Faroe Islands vs Hungary,2014,Hungary,HU,22. Дибус,Dibus,['Dénes Dibusz'],SUCCESS,800000,FALSE,Found in Curr Season
555,832,932,509,"Euros 2016, Qualifiers",14.10.14,Faroe Islands vs Hungary,2014,Hungary,HU,2. Шимон,Shimon,['Krisztián Simon'],SUCCESS,500000,FALSE,Found in Curr Season
556,833,933,509,"Euros 2016, Qualifiers",14.10.14,Faroe Islands vs Hungary,2014,Hungary,HU,3. Корхут,Korhut,['Mihály Korhut'],SUCCESS,600000,FALSE,Found in Curr Season
557,834,934,509,"Euros 2016, Qualifiers",14.10.14,Faroe Islands vs Hungary,2014,Hungary,HU,4. Кадар,Kadar,['Tamás Kádár'],SUCCESS,650000,FALSE,Found in Curr Season
558,835,935,509,"Euros 2016, Qualifiers",14.10.14,Faroe Islands vs Hungary,2014,Hungary,HU,7. Джуджак,Balazs Dzsudzsak,['Balázs Dzsudzsák'],SUCCESS,11000000,FALSE,Found in Curr Season
559,838,938,509,"Euros 2016, Qualifiers",14.10.14,Faroe Islands vs Hungary,2014,Hungary,HU,10. Геро,Gero,['Zoltán Gera'],SUCCESS,500000,FALSE,Found in Curr Season
560,839,939,509,"Euros 2016, Qualifiers",14.10.14,Faroe Islands vs Hungary,2014,Hungary,HU,11. Солои,Soloi,['Ádám Szalai'],SUCCESS,6000000,FALSE,Found in Curr Season
561,840,940,509,"Euros 2016, Qualifiers",14.10.14,Faroe Islands vs Hungary,2014,Hungary,HU,17. Николич,Nikolic,['Nemanja Nikolics'],SUCCESS,1300000,FALSE,Found in Curr Season
562,845,945,510,"Euros 2016, Qualifiers",14.10.14,Finland vs Romania,2014,Finland,FI,7. Еременко,Eremenko,['Roman Eremenko'],SUCCESS,20000000,FALSE,Found in Curr Season
563,847,947,510,"Euros 2016, Qualifiers",14.10.14,Finland vs Romania,2014,Finland,FI,10. Пукки,Pukki,['Teemu Pukki'],SUCCESS,2000000,FALSE,Found in Curr Season
564,848,948,510,"Euros 2016, Qualifiers",14.10.14,Finland vs Romania,2014,Finland,FI,13. Аркивуо,Arquivuo,['Kari Arkivuo'],SUCCESS,350000,FALSE,Found in Curr Season
565,849,949,510,"Euros 2016, Qualifiers",14.10.14,Finland vs Romania,2014,Finland,FI,14. Спарв,Sparv,['Tim Sparv'],SUCCESS,700000,FALSE,Found in Curr Season
566,850,950,510,"Euros 2016, Qualifiers",14.10.14,Finland vs Romania,2014,Finland,FI,19. Ринг,Boxing ring,['Alexander Ring'],SUCCESS,1500000,FALSE,Found in Curr Season
567,852,952,510,"Euros 2016, Qualifiers",14.10.14,Finland vs Romania,2014,Finland,FI,22. Хурме,Hurme,['Jarkko Hurme'],SUCCESS,400000,FALSE,Found in Curr Season
568,853,953,510,"Euros 2016, Qualifiers",14.10.14,Finland vs Romania,2014,Romania,RO,12. Тэтэрушану,Teterushanu,['Ciprian Tătărușanu'],SUCCESS,3500000,FALSE,Found in Curr Season
569,854,954,510,"Euros 2016, Qualifiers",14.10.14,Finland vs Romania,2014,Romania,RO,3. Рац,Rats,['Răzvan Raţ'],SUCCESS,1250000,FALSE,Found in Curr Season
570,856,956,510,"Euros 2016, Qualifiers",14.10.14,Finland vs Romania,2014,Romania,RO,5. Хобан,Hoban,['Ovidiu Hoban'],SUCCESS,1000000,FALSE,Found in Curr Season
571,859,959,510,"Euros 2016, Qualifiers",14.10.14,Finland vs Romania,2014,Romania,RO,8. Пинтилий,Pintilius,['Mihai Pintilii'],SUCCESS,1300000,FALSE,Found in Curr Season
572,861,961,510,"Euros 2016, Qualifiers",14.10.14,Finland vs Romania,2014,Romania,RO,11. Торже,Torje,['Gabriel Torje'],SUCCESS,3500000,FALSE,Found in Curr Season
573,862,962,510,"Euros 2016, Qualifiers",14.10.14,Finland vs Romania,2014,Romania,RO,19. Станку,Stanku,['Bogdan Stancu'],SUCCESS,4500000,FALSE,Found in Curr Season
574,863,963,510,"Euros 2016, Qualifiers",14.10.14,Finland vs Romania,2014,Romania,RO,21. Григоре,Grigore,['Dragoș Grigore'],SUCCESS,2000000,FALSE,Found in Curr Season
575,864,964,511,"Euros 2016, Qualifiers",14.10.14,Greece vs Northern Ireland,2014,Greece,GR,1. Карнезис,Orestis Karnezis,['Orestis Karnezis'],SUCCESS,3500000,FALSE,Found in Curr Season
576,865,965,511,"Euros 2016, Qualifiers",14.10.14,Greece vs Northern Ireland,2014,Greece,GR,2. Маниатис,Maniatis,['Giannis Maniatis'],SUCCESS,5000000,FALSE,Found in Curr Season
577,866,966,511,"Euros 2016, Qualifiers",14.10.14,Greece vs Northern Ireland,2014,Greece,GR,4. Манолас,Manolas,['Konstantinos Manolas'],SUCCESS,15000000,FALSE,Found in Curr Season
578,867,967,511,"Euros 2016, Qualifiers",14.10.14,Greece vs Northern Ireland,2014,Greece,GR,7. Самарас,Samaras,['Georgios Samaras'],SUCCESS,3000000,FALSE,Found in Curr Season
579,868,968,511,"Euros 2016, Qualifiers",14.10.14,Greece vs Northern Ireland,2014,Greece,GR,9. Митроглу,Mitroglou,['Konstantinos Mitroglou'],SUCCESS,8500000,FALSE,Found in Curr Season
580,869,969,511,"Euros 2016, Qualifiers",14.10.14,Greece vs Northern Ireland,2014,Greece,GR,11. Винтра,Vintra,['Loukas Vyntra'],SUCCESS,500000,FALSE,Found in Curr Season
581,870,970,511,"Euros 2016, Qualifiers",14.10.14,Greece vs Northern Ireland,2014,Greece,GR,15. Торосидис,Torosidis,['Vasilios Torosidis'],SUCCESS,5000000,FALSE,Found in Curr Season
582,872,972,511,"Euros 2016, Qualifiers",14.10.14,Greece vs Northern Ireland,2014,Greece,GR,18. Карелис,Karelis,['Nikolaos Karelis'],SUCCESS,2500000,FALSE,Found in Curr Season
583,873,973,511,"Euros 2016, Qualifiers",14.10.14,Greece vs Northern Ireland,2014,Greece,GR,19. Папастатопулос,Papastathopoulos,['Sokratis Papastathopoulos'],SUCCESS,18000000,FALSE,Found in Curr Season
584,874,974,511,"Euros 2016, Qualifiers",14.10.14,Greece vs Northern Ireland,2014,Greece,GR,23. Тахцидис,Tahcidis,['Panagiotis Tachtsidis'],SUCCESS,3000000,FALSE,Found in Curr Season
585,875,975,511,"Euros 2016, Qualifiers",14.10.14,Greece vs Northern Ireland,2014,North. Ireland,NI,1. Кэролл,Carroll,['Roy Carroll'],SUCCESS,150000,FALSE,Found in Curr Season
586,877,977,511,"Euros 2016, Qualifiers",14.10.14,Greece vs Northern Ireland,2014,North. Ireland,NI,4. Макаули,Makauli,['Gareth McAuley'],SUCCESS,500000,FALSE,Found in Curr Season
587,878,978,511,"Euros 2016, Qualifiers",14.10.14,Greece vs Northern Ireland,2014,North. Ireland,NI,6. Бэйрд,Baird,['Chris Baird'],SUCCESS,500000,FALSE,Found in Curr Season
588,879,979,511,"Euros 2016, Qualifiers",14.10.14,Greece vs Northern Ireland,2014,North. Ireland,NI,8. Дэвис,Davis,['Steven Davis'],SUCCESS,5500000,FALSE,Found in Curr Season
589,881,981,511,"Euros 2016, Qualifiers",14.10.14,Greece vs Northern Ireland,2014,North. Ireland,NI,11. Фергюсон,Ferguson,['Shane Ferguson'],SUCCESS,1000000,FALSE,Found in Curr Season
590,883,983,511,"Euros 2016, Qualifiers",14.10.14,Greece vs Northern Ireland,2014,North. Ireland,NI,16. Норвуд,Norwood,['Oliver Norwood'],SUCCESS,1750000,FALSE,Found in Curr Season
591,885,985,511,"Euros 2016, Qualifiers",14.10.14,Greece vs Northern Ireland,2014,North. Ireland,NI,19. Уорд,Ward,['Jamie Ward'],SUCCESS,1750000,FALSE,Found in Curr Season
592,888,988,521,"Euros 2016, Qualifiers",04.09.15,Faroe Islands vs Northern Ireland,2015,Faroe Islands,FO,5. Наттестад,Nattestad,['Sonni Nattestad'],SUCCESS,100000,FALSE,Found in Curr Season
593,889,989,521,"Euros 2016, Qualifiers",04.09.15,Faroe Islands vs Northern Ireland,2015,Faroe Islands,FO,6. Ханссон,Hansson,['Hallur Hansson'],SUCCESS,300000,FALSE,Found in Curr Season
594,893,993,521,"Euros 2016, Qualifiers",04.09.15,Faroe Islands vs Northern Ireland,2015,Faroe Islands,FO,10. Хольст,Holst,['Christian Holst'],SUCCESS,80000,FALSE,Only Before
595,897,997,521,"Euros 2016, Qualifiers",04.09.15,Faroe Islands vs Northern Ireland,2015,North. Ireland,NI,1. Макговерн,Mc Govern,['Michael McGovern'],SUCCESS,400000,FALSE,Found in Curr Season
596,899,999,521,"Euros 2016, Qualifiers",04.09.15,Faroe Islands vs Northern Ireland,2015,North. Ireland,NI,4. Макаули,Makauli,['Gareth McAuley'],SUCCESS,1000000,FALSE,Found in Curr Season
597,906,6,1681,Nations League 2020-2021,15.11.20,Belarus vs Lithuania,2020,Lithuania,LT,13. Уткус,Utkus,['Edgaras Utkus'],SUCCESS,0,FALSE,Only After + Zero After
598,907,7,1237,Copa America 2015,22.06.15,Brazil vs Venezuela,2015,Venezuela,VE,1. Бароха,Baroja,['Alain Baroja'],SUCCESS,300000,FALSE,Used Average of Season Before and After
599,909,9,1237,Copa America 2015,22.06.15,Brazil vs Venezuela,2015,Venezuela,VE,4. Визкаррондо,Vizcarrondo,['Oswaldo Vizcarrondo'],SUCCESS,2000000,FALSE,Found in Curr Season
600,911,11,1237,Copa America 2015,22.06.15,Brazil vs Venezuela,2015,Venezuela,VE,8. Ринкон Т.,T Rincon,['Tomás Rincón'],SUCCESS,2000000,FALSE,Found in Curr Season
601,913,13,1237,Copa America 2015,22.06.15,Brazil vs Venezuela,2015,Venezuela,VE,13. Сейхас,Seijas,['Luis Manuel Seijas'],SUCCESS,700000,FALSE,Found in Curr Season
602,914,14,1237,Copa America 2015,22.06.15,Brazil vs Venezuela,2015,Venezuela,VE,15. Гуэрра,Guerra,['Alejandro Guerra'],SUCCESS,0,FALSE,Used Average of Season Before and After
603,915,15,1237,Copa America 2015,22.06.15,Brazil vs Venezuela,2015,Venezuela,VE,16. Росалес,Rosales,['Roberto Rosales'],SUCCESS,4000000,FALSE,Found in Curr Season
604,916,16,1237,Copa America 2015,22.06.15,Brazil vs Venezuela,2015,Venezuela,VE,18. Аранго,Arango,['Juan Arango'],SUCCESS,1750000,FALSE,Found in Curr Season
605,917,17,1245,Copa America 2016,19.06.16,Argentina vs Venezuela,2016,Venezuela,VE,4. Вискаррондо,Vizcarrondo,['Oswaldo Vizcarrondo'],SUCCESS,1600000,FALSE,Only Before
606,918,18,1245,Copa America 2016,19.06.16,Argentina vs Venezuela,2016,Venezuela,VE,13. Сейяс,Seijas,['Luis Manuel Seijas'],SUCCESS,840000,FALSE,Only Before
