,Unnamed: 0,DF index,Match ID,Competition,Date,Match,Season,Nationality,Country Code,ORIGINAL JERSEY,English Name,Match(es) Found,Status,Market Value,Lookup Still Required?,Lookup Return Case
1675,2267,1823,1550,Nations League 2020-2021,15.11.20,Italy vs Poland,2020,Italy,IT,20. Бернандески,Bernandeschi,['Federico Bernardeschi'],SUCCESS,15000000,FALSE,Found in Curr Season
1676,2271,1827,808,"Euros 2020, Qualifiers",14.10.19,Iceland vs Andorra,2019,Andorra,AD,22. Родригес В.,V Rodriguez,['Víctor Rodríguez'],SUCCESS,125000,FALSE,Found in Curr Season
1677,2272,1828,809,"Euros 2020, Qualifiers",14.10.19,Moldova vs Albania,2019,Moldova,MD,18. Антон Г.,G Anton,['Gheorghe Anton'],SUCCESS,300000,FALSE,Found in Curr Season
1678,2273,1829,809,"Euros 2020, Qualifiers",14.10.19,Moldova vs Albania,2019,Moldova,MD,20. Сидоренко,Sydorenko,['Eugen Sidorenco'],SUCCESS,180000,FALSE,Only Before
1679,2275,1831,821,"Euros 2020, Qualifiers",24.03.19,Cyprus vs Belgium,2019,Cyprus,CY,4. Меркис,Merkis,['Georgios Merkis'],SUCCESS,200000,FALSE,Only Before
1680,2276,1832,821,"Euros 2020, Qualifiers",24.03.19,Cyprus vs Belgium,2019,Cyprus,CY,17. Маргаса,Margasa,['Renato Margaça'],SUCCESS,300000,FALSE,Found in Curr Season
1681,2278,1834,824,"Euros 2020, Qualifiers",08.06.19,Scotland vs Cyprus,2019,Cyprus,CY,17. Маргаса,Margasa,['Renato Margaça'],SUCCESS,300000,FALSE,Found in Curr Season
1682,2282,1838,827,"Euros 2020, Qualifiers",11.06.19,Russia vs Cyprus,2019,Cyprus,CY,17. Маргаса,Margasa,['Renato Margaça'],SUCCESS,300000,FALSE,Found in Curr Season
1683,2283,1839,828,"Euros 2020, Qualifiers",06.09.19,Cyprus vs Kazakhstan,2019,Cyprus,CY,4. Меркис,Merkis,['Georgios Merkis'],SUCCESS,200000,FALSE,Only Before
1684,2286,1842,834,"Euros 2020, Qualifiers",10.10.19,Kazakhstan vs Cyprus,2019,Cyprus,CY,4. Меркис,Merkis,['Georgios Merkis'],SUCCESS,200000,FALSE,Only Before
1685,2287,1843,839,"Euros 2020, Qualifiers",13.10.19,Cyprus vs Russia,2019,Cyprus,CY,4. Меркис,Merkis,['Georgios Merkis'],SUCCESS,200000,FALSE,Only Before
1686,2289,1845,840,"Euros 2020, Qualifiers",16.11.19,Cyprus vs Scotland,2019,Cyprus,CY,4. Меркис,Merkis,['Georgios Merkis'],SUCCESS,200000,FALSE,Only Before
1687,2290,1846,843,"Euros 2020, Qualifiers",19.11.19,Belgium vs Cyprus,2019,Cyprus,CY,4. Меркис,Merkis,['Georgios Merkis'],SUCCESS,200000,FALSE,Only Before
1688,2293,1849,847,"Euros 2020, Qualifiers",23.03.19,Bosnia-Herzegovina vs Armenia,2019,Armenia,AM,15. Дагбашян,Dagbashyan,['Gagik Daghbashyan'],SUCCESS,270000,FALSE,Only Before
1689,2294,1850,848,"Euros 2020, Qualifiers",23.03.19,Liechtenstein vs Greece,2019,Liechtenstein,LI,22. Рекштайнер,Reksteiner,['Martin Rechsteiner'],SUCCESS,0,FALSE,Only Before + Zero Before
1690,2295,1851,848,"Euros 2020, Qualifiers",23.03.19,Liechtenstein vs Greece,2019,Liechtenstein,LI,23. Польверино,Polverino,['Michele Polverino'],SUCCESS,0,FALSE,Only Before + Zero Before
1691,2296,1852,849,"Euros 2020, Qualifiers",26.03.19,Armenia vs Finland,2019,Armenia,AM,15. Дагбашян,Dagbashyan,['Gagik Daghbashyan'],SUCCESS,270000,FALSE,Only Before
1692,2297,1853,850,"Euros 2020, Qualifiers",26.03.19,Italy vs Liechtenstein,2019,Liechtenstein,LI,23. Польверино,Polverino,['Michele Polverino'],SUCCESS,0,FALSE,Only Before + Zero Before
1693,2299,1855,853,"Euros 2020, Qualifiers",08.06.19,Armenia vs Liechtenstein,2019,Liechtenstein,LI,23. Польверино,Polverino,['Michele Polverino'],SUCCESS,0,FALSE,Only Before + Zero Before
1694,2301,1857,356,"Euros 2016, Qualifiers",10.10.14,Latvia vs Iceland,2014,Latvia,LV,12. Колинько,Kolinko,['Aleksandrs Kolinko'],SUCCESS,50000,FALSE,Found in Curr Season
1695,2302,1858,356,"Euros 2016, Qualifiers",10.10.14,Latvia vs Iceland,2014,Latvia,LV,2. Мороз,Moroz,['Viktors Morozs'],SUCCESS,100000,FALSE,Found in Curr Season
1696,2303,1859,356,"Euros 2016, Qualifiers",10.10.14,Latvia vs Iceland,2014,Latvia,LV,3. Булвитис,Bulvitis,['Nauris Bulvitis'],SUCCESS,500000,FALSE,Found in Curr Season
1697,2304,1860,356,"Euros 2016, Qualifiers",10.10.14,Latvia vs Iceland,2014,Latvia,LV,4. Дубра,Dubra,['Kaspars Dubra'],SUCCESS,450000,FALSE,Found in Curr Season
1698,2305,1861,356,"Euros 2016, Qualifiers",10.10.14,Latvia vs Iceland,2014,Latvia,LV,13. Горкшс,Gorkshs,['Kaspars Gorkss'],SUCCESS,350000,FALSE,Found in Curr Season
1699,2306,1862,356,"Euros 2016, Qualifiers",10.10.14,Latvia vs Iceland,2014,Latvia,LV,6. Габов,Gabov,['Vladislavs Gabovs'],SUCCESS,300000,FALSE,Found in Curr Season
1700,2307,1863,356,"Euros 2016, Qualifiers",10.10.14,Latvia vs Iceland,2014,Latvia,LV,7. Ковалев,Kovalev,['Andrejs Kovalovs'],SUCCESS,350000,FALSE,Found in Curr Season
1701,2308,1864,356,"Euros 2016, Qualifiers",10.10.14,Latvia vs Iceland,2014,Latvia,LV,18. Фертовс,Fertovs,['Aleksandrs Fertovs'],SUCCESS,300000,FALSE,Found in Curr Season
1702,2309,1865,356,"Euros 2016, Qualifiers",10.10.14,Latvia vs Iceland,2014,Latvia,LV,10. Шабала,Valerijs Sabala,['Valerijs Sabala'],SUCCESS,450000,FALSE,Found in Curr Season
1703,2311,1867,356,"Euros 2016, Qualifiers",10.10.14,Latvia vs Iceland,2014,Iceland,IS,23. А.Скуласон,A S Kulason,['Ari Freyr Skúlason'],SUCCESS,700000,FALSE,Found in Curr Season
1704,2314,1870,356,"Euros 2016, Qualifiers",10.10.14,Latvia vs Iceland,2014,Iceland,IS,20. Хадльфредссон,Hallfredsson,['Emil Hallfredsson'],SUCCESS,3200000,FALSE,Found in Curr Season
1705,2316,1872,357,"Euros 2016, Qualifiers",10.10.14,Netherlands vs Kazakhstan,2014,Kazakhstan,KZ,1. Мокин,Mokin,['Aleksandr Mokin'],SUCCESS,100000,FALSE,Found in Curr Season
1706,2317,1873,357,"Euros 2016, Qualifiers",10.10.14,Netherlands vs Kazakhstan,2014,Kazakhstan,KZ,4. Воротников,Vorotnikov,['Ilya Vorotnikov'],SUCCESS,250000,FALSE,Found in Curr Season
1707,2318,1874,357,"Euros 2016, Qualifiers",10.10.14,Netherlands vs Kazakhstan,2014,Kazakhstan,KZ,5. Абдулин,Abdulin,['Renat Abdulin'],SUCCESS,100000,FALSE,Found in Curr Season
1708,2319,1875,357,"Euros 2016, Qualifiers",10.10.14,Netherlands vs Kazakhstan,2014,Kazakhstan,KZ,8. Дмитренко,Viktor Dmitrenko,['Viktor Dmitrenko'],SUCCESS,500000,FALSE,Found in Curr Season
1709,2320,1876,357,"Euros 2016, Qualifiers",10.10.14,Netherlands vs Kazakhstan,2014,Kazakhstan,KZ,15. Мирошниченко,Miroshnichenko,['Dmitriy Miroshnichenko'],SUCCESS,350000,FALSE,Found in Curr Season
1710,2321,1877,357,"Euros 2016, Qualifiers",10.10.14,Netherlands vs Kazakhstan,2014,Kazakhstan,KZ,6. Карпович,Andrey Karpovich,['Andrey Karpovich'],SUCCESS,200000,FALSE,Found in Curr Season
1711,2322,1878,357,"Euros 2016, Qualifiers",10.10.14,Netherlands vs Kazakhstan,2014,Kazakhstan,KZ,11. Джолчиев,Dzholchiev,['Bauyrzhan Dzholchiev'],SUCCESS,350000,FALSE,Found in Curr Season
1712,2323,1879,357,"Euros 2016, Qualifiers",10.10.14,Netherlands vs Kazakhstan,2014,Kazakhstan,KZ,16. Суюмбаев,Suyumbaev,['Gafurzhan Suyumbaev'],SUCCESS,200000,FALSE,Found in Curr Season
1713,2324,1880,357,"Euros 2016, Qualifiers",10.10.14,Netherlands vs Kazakhstan,2014,Kazakhstan,KZ,18. Шомко,Shomko,['Dmitriy Shomko'],SUCCESS,600000,FALSE,Found in Curr Season
1714,2325,1881,357,"Euros 2016, Qualifiers",10.10.14,Netherlands vs Kazakhstan,2014,Kazakhstan,KZ,19. Богданов,Bogdanov,['Anatoliy Bogdanov'],SUCCESS,100000,FALSE,Found in Curr Season
1715,2326,1882,357,"Euros 2016, Qualifiers",10.10.14,Netherlands vs Kazakhstan,2014,Kazakhstan,KZ,20. Хижниченко,Khizhnichenko,['Sergey Khizhnichenko'],SUCCESS,300000,FALSE,Found in Curr Season
1716,2327,1883,358,"Euros 2016, Qualifiers",10.10.14,Turkey vs Czech,2014,Turkey,TR,1. Зенгин,Zengin,['Tolga Zengin'],SUCCESS,3500000,FALSE,Found in Curr Season
1717,2328,1884,358,"Euros 2016, Qualifiers",10.10.14,Turkey vs Czech,2014,Turkey,TR,2. Кайя,Semih Kaya,['Semih Kaya'],SUCCESS,9500000,FALSE,Found in Curr Season
1718,2329,1885,358,"Euros 2016, Qualifiers",10.10.14,Turkey vs Czech,2014,Turkey,TR,7. Генюл,Genyul,['Gökhan Gönül'],SUCCESS,8000000,FALSE,Found in Curr Season
1719,2330,1886,358,"Euros 2016, Qualifiers",10.10.14,Turkey vs Czech,2014,Turkey,TR,8. Сельчук Инан,Selcuk Inan,['Selçuk İnan'],SUCCESS,7000000,FALSE,Found in Curr Season
1720,2331,1887,358,"Euros 2016, Qualifiers",10.10.14,Turkey vs Czech,2014,Turkey,TR,16. Туфан,Tufan,['Ozan Tufan'],SUCCESS,7500000,FALSE,Found in Curr Season
1721,2332,1888,358,"Euros 2016, Qualifiers",10.10.14,Turkey vs Czech,2014,Turkey,TR,10. Арда Туран,Arda Turan,['Arda Turan'],SUCCESS,35000000,FALSE,Found in Curr Season
1722,2333,1889,358,"Euros 2016, Qualifiers",10.10.14,Turkey vs Czech,2014,Turkey,TR,11. Тере,Tere,['Gökhan Töre'],SUCCESS,12000000,FALSE,Found in Curr Season
1723,2334,1890,358,"Euros 2016, Qualifiers",10.10.14,Turkey vs Czech,2014,Turkey,TR,15. Топал,Topal,['Mehmet Topal'],SUCCESS,12000000,FALSE,Found in Curr Season
1724,2335,1891,358,"Euros 2016, Qualifiers",10.10.14,Turkey vs Czech,2014,Turkey,TR,18. Эркин,Caner Erkin,['Caner Erkin'],SUCCESS,13000000,FALSE,Found in Curr Season
1725,2337,1893,358,"Euros 2016, Qualifiers",10.10.14,Turkey vs Czech,2014,Czech,CZ,2. Кадержабек,Kaderzhabek,['Pavel Kaderabek'],SUCCESS,3000000,FALSE,Found in Curr Season
1726,2338,1894,359,"Euros 2016, Qualifiers",13.10.14,Kazakhstan vs Czech,2014,Kazakhstan,KZ,22. Сидельников,Sidelnikov,['Andrey Sidelnikov'],SUCCESS,300000,FALSE,Found in Curr Season
1727,2339,1895,359,"Euros 2016, Qualifiers",13.10.14,Kazakhstan vs Czech,2014,Kazakhstan,KZ,4. Воротников,Vorotnikov,['Ilya Vorotnikov'],SUCCESS,250000,FALSE,Found in Curr Season
1728,2340,1896,359,"Euros 2016, Qualifiers",13.10.14,Kazakhstan vs Czech,2014,Kazakhstan,KZ,5. Абдулин,Abdulin,['Renat Abdulin'],SUCCESS,100000,FALSE,Found in Curr Season
1729,2341,1897,359,"Euros 2016, Qualifiers",13.10.14,Kazakhstan vs Czech,2014,Kazakhstan,KZ,15. Мирошниченко,Miroshnichenko,['Dmitriy Miroshnichenko'],SUCCESS,350000,FALSE,Found in Curr Season
1730,2343,1899,359,"Euros 2016, Qualifiers",13.10.14,Kazakhstan vs Czech,2014,Kazakhstan,KZ,6. Карпович,Andrey Karpovich,['Andrey Karpovich'],SUCCESS,200000,FALSE,Found in Curr Season
1731,2349,2505,158,World Cup 2014,13.07.14,Germany vs Argentina,2014,Germany,DE,11. Клозе,Klose,['Miroslav Klose'],SUCCESS,4800000,FALSE,Only Before
1732,2350,2506,158,World Cup 2014,13.07.14,Germany vs Argentina,2014,Argentina,AR,8. Перес Эн.,Peres En,['Enzo Pérez'],SUCCESS,9000000,FALSE,Found in Curr Season
1733,2351,2507,159,World Cup 2014,12.07.14,Brazil vs Netherlands,2014,Brazil,BR,14. Максвелл,Maxwell,['Maxwell'],SUCCESS,4000000,FALSE,Only Before
1734,2352,2508,159,World Cup 2014,12.07.14,Brazil vs Netherlands,2014,Brazil,BR,23. Майкон,Maicon,['Maicon'],SUCCESS,4000000,FALSE,Found in Curr Season
1735,2354,2510,160,World Cup 2014,08.07.14,Brazil vs Germany,2014,Brazil,BR,23. Майкон,Maicon,['Maicon'],SUCCESS,4000000,FALSE,Found in Curr Season
1736,2355,2511,160,World Cup 2014,08.07.14,Brazil vs Germany,2014,Brazil,BR,9. Фред,Fred,['Fred'],SUCCESS,11000000,FALSE,Found in Curr Season
1737,2356,2512,160,World Cup 2014,08.07.14,Brazil vs Germany,2014,Germany,DE,11. Клозе,Klose,['Miroslav Klose'],SUCCESS,4800000,FALSE,Only Before
1738,2357,2513,161,World Cup 2014,09.07.14,Netherlands vs Argentina,2014,Argentina,AR,8. Перес Эн.,Peres En,['Enzo Pérez'],SUCCESS,9000000,FALSE,Found in Curr Season
1739,2358,2514,162,World Cup 2014,04.07.14,France vs Germany,2014,Germany,DE,11. Клозе,Klose,['Miroslav Klose'],SUCCESS,4800000,FALSE,Only Before
1740,2359,2515,163,World Cup 2014,04.07.14,Brazil vs Colombia,2014,Brazil,BR,23. Майкон,Maicon,['Maicon'],SUCCESS,4000000,FALSE,Found in Curr Season
1741,2360,2516,163,World Cup 2014,04.07.14,Brazil vs Colombia,2014,Brazil,BR,9. Фред,Fred,['Fred'],SUCCESS,11000000,FALSE,Found in Curr Season
1742,2361,2517,163,World Cup 2014,04.07.14,Brazil vs Colombia,2014,Colombia,CO,3. Йепес,Yepes,['Mario Yepes'],SUCCESS,600000,FALSE,Only Before
1743,2362,2518,163,World Cup 2014,04.07.14,Brazil vs Colombia,2014,Colombia,CO,13. Гуарин,Guarin,['Fredy Guarín'],SUCCESS,18000000,FALSE,Found in Curr Season
1744,2363,2519,164,World Cup 2014,05.07.14,Argentina vs Belgium,2014,Belgium,BE,15. ван Буйтен,van Buyten,['Daniel Van Buyten'],SUCCESS,1600000,FALSE,Only Before
1745,2364,2520,166,World Cup 2014,28.06.14,Brazil vs Chile,2014,Brazil,BR,9. Фред,Fred,['Fred'],SUCCESS,11000000,FALSE,Found in Curr Season
1746,2365,2521,167,World Cup 2014,28.06.14,Colombia vs Uruguay,2014,Colombia,CO,3. Йепес,Yepes,['Mario Yepes'],SUCCESS,600000,FALSE,Only Before
1747,2366,2522,167,World Cup 2014,28.06.14,Colombia vs Uruguay,2014,Colombia,CO,8. Агилар,Abel Aguilar,['Abel Aguilar'],SUCCESS,3000000,FALSE,Found in Curr Season
1748,2367,2523,167,World Cup 2014,28.06.14,Colombia vs Uruguay,2014,Uruguay,UY,10. Форлан,Forlan,['Diego Forlán'],SUCCESS,800000,FALSE,Only Before
1749,2368,2524,168,World Cup 2014,29.06.14,Netherlands vs Mexico,2014,Mexico,MX,2. Маса Родригес,Masa Rodriguez,['Francisco Rodríguez'],SUCCESS,2750000,FALSE,Found in Curr Season
1750,2369,2525,169,World Cup 2014,29.06.14,Costa Rica vs Greece,2014,Greece,GR,10. Карагунис,Karagunis,['Georgios Karagounis'],SUCCESS,800000,FALSE,Only Before
1751,2370,2526,169,World Cup 2014,29.06.14,Costa Rica vs Greece,2014,Greece,GR,14. Салпигидис,Dimitrios Salpingidis,['Dimitrios Salpingidis'],SUCCESS,1250000,FALSE,Found in Curr Season
1752,2371,2527,170,World Cup 2014,30.06.14,France vs Nigeria,2014,Nigeria,NG,1. Эньяма,Enyama,['Vincent Enyeama'],SUCCESS,4000000,FALSE,Found in Curr Season
1753,2372,2528,170,World Cup 2014,30.06.14,France vs Nigeria,2014,Nigeria,NG,13. Ошанива,Oshaniva,['Juwon Oshaniwa'],SUCCESS,250000,FALSE,Found in Curr Season
1754,2373,2529,171,World Cup 2014,30.06.14,Germany vs Algeria,2014,Algeria,DZ,19. Таидер,Taider,['Saphir Taïder'],SUCCESS,9000000,FALSE,Found in Curr Season
1755,2374,2530,173,World Cup 2014,01.07.14,Belgium vs United States,2014,Belgium,BE,15. ван Буйтен,van Buyten,['Daniel Van Buyten'],SUCCESS,1600000,FALSE,Only Before
1756,2375,2531,173,World Cup 2014,01.07.14,Belgium vs United States,2014,United States,US,3. Гонсалес О.,O Gonzalez,['Omar González'],SUCCESS,400000,FALSE,Found in Curr Season
1757,2376,2532,173,World Cup 2014,01.07.14,Belgium vs United States,2014,United States,US,7. Бисли,Bisli,['DaMarcus Beasley'],SUCCESS,1000000,FALSE,Found in Curr Season
1758,2377,2533,174,World Cup 2014,12.06.14,Brazil vs Croatia,2014,Brazil,BR,9. Фред,Fred,['Fred'],SUCCESS,11000000,FALSE,Found in Curr Season
1759,2378,2534,174,World Cup 2014,12.06.14,Brazil vs Croatia,2014,Croatia,HR,1. Плетикоса,Pletikosa,['Stipe Pletikosa'],SUCCESS,1600000,FALSE,Only Before
1760,2379,2535,175,World Cup 2014,13.06.14,Mexico vs Cameroon,2014,Mexico,MX,2. Маса Родригес,Masa Rodriguez,['Francisco Rodríguez'],SUCCESS,2750000,FALSE,Found in Curr Season
1761,2380,2536,175,World Cup 2014,13.06.14,Mexico vs Cameroon,2014,Mexico,MX,23. Васкес Х.,H  Vaskes,['José Juan Vázquez'],SUCCESS,1300000,FALSE,Found in Curr Season
1762,2381,2537,175,World Cup 2014,13.06.14,Mexico vs Cameroon,2014,Cameroon,CM,16. Итанж,Itang,['Charles Itandje'],SUCCESS,1200000,FALSE,Only Before
1763,2382,2538,175,World Cup 2014,13.06.14,Mexico vs Cameroon,2014,Cameroon,CM,4. Джегу,Jegu,['Aurélien Chedjou'],SUCCESS,11000000,FALSE,Found in Curr Season
1764,2383,2539,175,World Cup 2014,13.06.14,Mexico vs Cameroon,2014,Cameroon,CM,18. Эно,Hainaut,['Eyong Enoh'],SUCCESS,2500000,FALSE,Found in Curr Season
1765,2384,2540,176,World Cup 2014,17.06.14,Brazil vs Mexico,2014,Brazil,BR,9. Фред,Fred,['Fred'],SUCCESS,11000000,FALSE,Found in Curr Season
1766,2385,2541,176,World Cup 2014,17.06.14,Brazil vs Mexico,2014,Mexico,MX,2. Маса Родригес,Masa Rodriguez,['Francisco Rodríguez'],SUCCESS,2750000,FALSE,Found in Curr Season
1767,2386,2542,176,World Cup 2014,17.06.14,Brazil vs Mexico,2014,Mexico,MX,23. Васкес Х.,H  Vaskes,['José Juan Vázquez'],SUCCESS,1300000,FALSE,Found in Curr Season
1768,2387,2543,177,World Cup 2014,19.06.14,Cameroon vs Croatia,2014,Cameroon,CM,16. Итанж,Itang,['Charles Itandje'],SUCCESS,1200000,FALSE,Only Before
1769,2388,2544,177,World Cup 2014,19.06.14,Cameroon vs Croatia,2014,Cameroon,CM,18. Эно,Hainaut,['Eyong Enoh'],SUCCESS,2500000,FALSE,Found in Curr Season
1770,2390,2546,177,World Cup 2014,19.06.14,Cameroon vs Croatia,2014,Croatia,HR,1. Плетикоса,Pletikosa,['Stipe Pletikosa'],SUCCESS,1600000,FALSE,Only Before
1771,2391,2547,178,World Cup 2014,23.06.14,Cameroon vs Brazil,2014,Cameroon,CM,16. Итанж,Itang,['Charles Itandje'],SUCCESS,1200000,FALSE,Only Before
1772,2392,2548,178,World Cup 2014,23.06.14,Cameroon vs Brazil,2014,Cameroon,CM,18. Эно,Hainaut,['Eyong Enoh'],SUCCESS,2500000,FALSE,Found in Curr Season
1773,2394,2550,178,World Cup 2014,23.06.14,Cameroon vs Brazil,2014,Brazil,BR,9. Фред,Fred,['Fred'],SUCCESS,11000000,FALSE,Found in Curr Season
1774,2395,2551,179,World Cup 2014,23.06.14,Croatia vs Mexico,2014,Croatia,HR,1. Плетикоса,Pletikosa,['Stipe Pletikosa'],SUCCESS,1600000,FALSE,Only Before
1775,2396,2552,179,World Cup 2014,23.06.14,Croatia vs Mexico,2014,Mexico,MX,2. Маса Родригес,Masa Rodriguez,['Francisco Rodríguez'],SUCCESS,2750000,FALSE,Found in Curr Season
1776,2397,2553,179,World Cup 2014,23.06.14,Croatia vs Mexico,2014,Mexico,MX,23. Васкес Х.,H  Vaskes,['José Juan Vázquez'],SUCCESS,1300000,FALSE,Found in Curr Season
1777,2399,2555,181,World Cup 2014,14.06.14,Chile vs Australia,2014,Australia,AU,5. Миллигэн,Milligan,['Mark Milligan'],SUCCESS,750000,FALSE,Found in Curr Season
1778,2400,2556,181,World Cup 2014,14.06.14,Chile vs Australia,2014,Australia,AU,6. Шпиранович,Spiranovic,['Matthew Spiranovic'],SUCCESS,750000,FALSE,Found in Curr Season
1779,2401,2557,181,World Cup 2014,14.06.14,Chile vs Australia,2014,Australia,AU,22. Уилкинсон,Wilkinson,['Alex Wilkinson'],SUCCESS,650000,FALSE,Found in Curr Season
1780,2402,2558,181,World Cup 2014,14.06.14,Chile vs Australia,2014,Australia,AU,23. Брешиано,Bresciano,['Mark Bresciano'],SUCCESS,500000,FALSE,Found in Curr Season
1781,2403,2559,181,World Cup 2014,14.06.14,Chile vs Australia,2014,Australia,AU,4. Кэйхилл,Cahill,['Tim Cahill'],SUCCESS,700000,FALSE,Found in Curr Season
1782,2404,2560,181,World Cup 2014,14.06.14,Chile vs Australia,2014,Australia,AU,11. Оар,Oar,['Tommy Oar'],SUCCESS,2000000,FALSE,Found in Curr Season
1783,2405,2561,182,World Cup 2014,18.06.14,Australia vs Netherlands,2014,Australia,AU,6. Шпиранович,Spiranovic,['Matthew Spiranovic'],SUCCESS,750000,FALSE,Found in Curr Season
1784,2406,2562,182,World Cup 2014,18.06.14,Australia vs Netherlands,2014,Australia,AU,22. Уилкинсон,Wilkinson,['Alex Wilkinson'],SUCCESS,650000,FALSE,Found in Curr Season
1785,2407,2563,182,World Cup 2014,18.06.14,Australia vs Netherlands,2014,Australia,AU,17. Маккей,Mackay,['Matt McKay'],SUCCESS,550000,FALSE,Found in Curr Season
1786,2408,2564,182,World Cup 2014,18.06.14,Australia vs Netherlands,2014,Australia,AU,23. Брешиано,Bresciano,['Mark Bresciano'],SUCCESS,500000,FALSE,Found in Curr Season
1787,2409,2565,182,World Cup 2014,18.06.14,Australia vs Netherlands,2014,Australia,AU,4. Кэйхилл,Cahill,['Tim Cahill'],SUCCESS,700000,FALSE,Found in Curr Season
1788,2410,2566,182,World Cup 2014,18.06.14,Australia vs Netherlands,2014,Australia,AU,11. Оар,Oar,['Tommy Oar'],SUCCESS,2000000,FALSE,Found in Curr Season
1789,2411,2567,184,World Cup 2014,23.06.14,Australia vs Spain,2014,Australia,AU,6. Шпиранович,Spiranovic,['Matthew Spiranovic'],SUCCESS,750000,FALSE,Found in Curr Season
1790,2412,2568,184,World Cup 2014,23.06.14,Australia vs Spain,2014,Australia,AU,22. Уилкинсон,Wilkinson,['Alex Wilkinson'],SUCCESS,650000,FALSE,Found in Curr Season
1791,2413,2569,184,World Cup 2014,23.06.14,Australia vs Spain,2014,Australia,AU,13. Бозанич,Bozanić,['Oliver Bozanic'],SUCCESS,500000,FALSE,Found in Curr Season
1792,2414,2570,184,World Cup 2014,23.06.14,Australia vs Spain,2014,Australia,AU,17. Маккей,Mackay,['Matt McKay'],SUCCESS,550000,FALSE,Found in Curr Season
1793,2415,2571,184,World Cup 2014,23.06.14,Australia vs Spain,2014,Australia,AU,11. Оар,Oar,['Tommy Oar'],SUCCESS,2000000,FALSE,Found in Curr Season
1794,2416,2572,184,World Cup 2014,23.06.14,Australia vs Spain,2014,Australia,AU,9. Таггарт,Taggart,['Adam Taggart'],SUCCESS,120000,FALSE,Only Before
1795,2418,2574,186,World Cup 2014,14.06.14,Colombia vs Greece,2014,Colombia,CO,3. Йепес,Yepes,['Mario Yepes'],SUCCESS,600000,FALSE,Only Before
1796,2419,2575,186,World Cup 2014,14.06.14,Colombia vs Greece,2014,Colombia,CO,8. Агилар,Abel Aguilar,['Abel Aguilar'],SUCCESS,3000000,FALSE,Found in Curr Season
1797,2421,2577,186,World Cup 2014,14.06.14,Colombia vs Greece,2014,Greece,GR,14. Салпигидис,Dimitrios Salpingidis,['Dimitrios Salpingidis'],SUCCESS,1250000,FALSE,Found in Curr Season
1798,2422,2578,186,World Cup 2014,14.06.14,Colombia vs Greece,2014,Greece,GR,17. Гекас,Gekas,['Theofanis Gekas'],SUCCESS,800000,FALSE,Found in Curr Season
1799,2423,2579,187,World Cup 2014,15.06.14,Ivory Coast vs Japan,2014,Ivory Coast,CI,1. Барри,Barry,['Boubacar Copa'],SUCCESS,1500000,FALSE,Found in Curr Season
1800,2424,2580,187,World Cup 2014,15.06.14,Ivory Coast vs Japan,2014,Ivory Coast,CI,5. Зокора,Zokora,['Didier Zokora'],SUCCESS,6400000,FALSE,Only Before
1801,2425,2581,187,World Cup 2014,15.06.14,Ivory Coast vs Japan,2014,Japan,JP,6. Моришигэ,Morishige,['Masato Morishige'],SUCCESS,900000,FALSE,Found in Curr Season
1802,2426,2582,187,World Cup 2014,15.06.14,Ivory Coast vs Japan,2014,Japan,JP,16. Ямагучи,Yamaguchi,['Hotaru Yamaguchi'],SUCCESS,1000000,FALSE,Found in Curr Season
1803,2427,2583,187,World Cup 2014,15.06.14,Ivory Coast vs Japan,2014,Japan,JP,4. Хонда,Honda,['Keisuke Honda'],SUCCESS,20000000,FALSE,Found in Curr Season
1804,2428,2584,188,World Cup 2014,19.06.14,Colombia vs Ivory Coast,2014,Colombia,CO,3. Йепес,Yepes,['Mario Yepes'],SUCCESS,600000,FALSE,Only Before
1805,2429,2585,188,World Cup 2014,19.06.14,Colombia vs Ivory Coast,2014,Colombia,CO,8. Агилар,Abel Aguilar,['Abel Aguilar'],SUCCESS,3000000,FALSE,Found in Curr Season
1806,2431,2587,188,World Cup 2014,19.06.14,Colombia vs Ivory Coast,2014,Ivory Coast,CI,5. Зокора,Zokora,['Didier Zokora'],SUCCESS,6400000,FALSE,Only Before
1807,2432,2588,189,World Cup 2014,20.06.14,Japan vs Greece,2014,Japan,JP,15. Конно,Konno,['Yasuyuki Konno'],SUCCESS,1000000,FALSE,Found in Curr Season
1808,2433,2589,189,World Cup 2014,20.06.14,Japan vs Greece,2014,Japan,JP,16. Ямагучи,Yamaguchi,['Hotaru Yamaguchi'],SUCCESS,1000000,FALSE,Found in Curr Season
1809,2434,2590,189,World Cup 2014,20.06.14,Japan vs Greece,2014,Japan,JP,4. Хонда,Honda,['Keisuke Honda'],SUCCESS,20000000,FALSE,Found in Curr Season
1810,2435,2591,189,World Cup 2014,20.06.14,Japan vs Greece,2014,Japan,JP,13. Окубо,Okubo,['Yoshito Okubo'],SUCCESS,800000,FALSE,Only Before
1811,2437,2593,190,World Cup 2014,24.06.14,Japan vs Colombia,2014,Japan,JP,15. Конно,Konno,['Yasuyuki Konno'],SUCCESS,1000000,FALSE,Found in Curr Season
1812,2438,2594,190,World Cup 2014,24.06.14,Japan vs Colombia,2014,Japan,JP,14. Аояма,Aoyama,['Toshihiro Aoyama'],SUCCESS,1000000,FALSE,Found in Curr Season
1813,2439,2595,190,World Cup 2014,24.06.14,Japan vs Colombia,2014,Japan,JP,4. Хонда,Honda,['Keisuke Honda'],SUCCESS,20000000,FALSE,Found in Curr Season
