Team Name,Interval Range,Total Matches,Total Wins,Win Percentage,Interval Side
Burkina Faso,$5000000.0 - $10000000,6,1,16.666666666666664,More Valuable
Burkina Faso,$10000000 - $50000000.0,34,22,64.70588235294117,More Valuable
Burkina Faso,$50000000.0 - $100000000,10,5,50.0,More Valuable
Burkina Faso,$100000000 - $500000000.0,0,0,0.0,More Valuable
Burkina Faso,$500000000.0 - $1000000000,0,0,0.0,More Valuable
Burkina Faso,$-100000 - $-500000.0,1,1,100.0,Less Valuable
Burkina Faso,$-1000000 - $-5000000.0,3,0,0.0,Less Valuable
Burkina Faso,$-5000000.0 - $-10000000,1,1,100.0,Less Valuable
Burkina Faso,$-10000000 - $-50000000.0,6,2,33.33333333333333,Less Valuable
Burkina Faso,$-50000000.0 - $-100000000,5,0,0.0,Less Valuable
Burkina Faso,$-100000000 - $-500000000.0,2,0,0.0,Less Valuable
Burkina Faso,$-500000000.0 - $-1000000000,0,0,0.0,Less Valuable
Burundi,$100000 - $500000.0,3,1,33.33333333333333,More Valuable
Burundi,$1000000 - $5000000.0,7,4,57.14285714285714,More Valuable
Burundi,$5000000.0 - $10000000,0,0,0.0,More Valuable
Burundi,$10000000 - $50000000.0,1,1,100.0,More Valuable
Burundi,$50000000.0 - $100000000,0,0,0.0,More Valuable
Burundi,$100000000 - $500000000.0,0,0,0.0,More Valuable
Burundi,$500000000.0 - $1000000000,0,0,0.0,More Valuable
Burundi,$-100000 - $-500000.0,3,0,0.0,Less Valuable
Burundi,$-1000000 - $-5000000.0,5,2,40.0,Less Valuable
Burundi,$-5000000.0 - $-10000000,3,0,0.0,Less Valuable
Burundi,$-10000000 - $-50000000.0,6,1,16.666666666666664,Less Valuable
Burundi,$-50000000.0 - $-100000000,5,0,0.0,Less Valuable
Burundi,$-100000000 - $-500000000.0,4,0,0.0,Less Valuable
Burundi,$-500000000.0 - $-1000000000,0,0,0.0,Less Valuable
Cambodia,$100000 - $500000.0,2,2,100.0,More Valuable
Cambodia,$1000000 - $5000000.0,0,0,0.0,More Valuable
Cambodia,$5000000.0 - $10000000,0,0,0.0,More Valuable
Cambodia,$10000000 - $50000000.0,0,0,0.0,More Valuable
Cambodia,$50000000.0 - $100000000,0,0,0.0,More Valuable
Cambodia,$100000000 - $500000000.0,0,0,0.0,More Valuable
Cambodia,$500000000.0 - $1000000000,0,0,0.0,More Valuable
Cambodia,$-100000 - $-500000.0,9,0,0.0,Less Valuable
Cambodia,$-1000000 - $-5000000.0,4,0,0.0,Less Valuable
Cambodia,$-5000000.0 - $-10000000,1,0,0.0,Less Valuable
Cambodia,$-10000000 - $-50000000.0,3,0,0.0,Less Valuable
Cambodia,$-50000000.0 - $-100000000,1,0,0.0,Less Valuable
Cambodia,$-100000000 - $-500000000.0,0,0,0.0,Less Valuable
Cambodia,$-500000000.0 - $-1000000000,0,0,0.0,Less Valuable
Cameroon,$100000 - $500000.0,0,0,0,More Valuable
Cameroon,$1000000 - $5000000.0,1,0,0.0,More Valuable
Cameroon,$5000000.0 - $10000000,1,1,100.0,More Valuable
Cameroon,$10000000 - $50000000.0,23,11,47.82608695652174,More Valuable
Cameroon,$50000000.0 - $100000000,29,18,62.06896551724138,More Valuable
Cameroon,$100000000 - $500000000.0,2,2,100.0,More Valuable
Cameroon,$500000000.0 - $1000000000,0,0,0,More Valuable
Cameroon,$-100000 - $-500000.0,0,0,0,Less Valuable
Cameroon,$-1000000 - $-5000000.0,1,0,0.0,Less Valuable
Cameroon,$-5000000.0 - $-10000000,1,1,100.0,Less Valuable
Cameroon,$-10000000 - $-50000000.0,15,5,33.33333333333333,Less Valuable
Cameroon,$-50000000.0 - $-100000000,7,2,28.57142857142857,Less Valuable
Cameroon,$-100000000 - $-500000000.0,4,2,50.0,Less Valuable
Cameroon,$-500000000.0 - $-1000000000,0,0,0,Less Valuable
Canada,$100000 - $500000.0,0,0,0,More Valuable
Canada,$1000000 - $5000000.0,5,2,40.0,More Valuable
Canada,$5000000.0 - $10000000,13,7,53.84615384615385,More Valuable
Canada,$10000000 - $50000000.0,14,10,71.42857142857143,More Valuable
Canada,$50000000.0 - $100000000,10,6,60.0,More Valuable
Canada,$100000000 - $500000000.0,7,6,85.71428571428571,More Valuable
Canada,$500000000.0 - $1000000000,0,0,0,More Valuable
Canada,$-100000 - $-500000.0,0,0,0,Less Valuable
Canada,$-1000000 - $-5000000.0,1,0,0.0,Less Valuable
Canada,$-5000000.0 - $-10000000,1,0,0.0,Less Valuable
Canada,$-10000000 - $-50000000.0,12,1,8.333333333333332,Less Valuable
Canada,$-50000000.0 - $-100000000,4,1,25.0,Less Valuable
Canada,$-100000000 - $-500000000.0,1,0,0.0,Less Valuable
Canada,$-500000000.0 - $-1000000000,0,0,0,Less Valuable
Cape Verde,$100000 - $500000.0,1,0,0.0,More Valuable
Cape Verde,$1000000 - $5000000.0,5,4,80.0,More Valuable
Cape Verde,$5000000.0 - $10000000,16,9,56.25,More Valuable
Cape Verde,$10000000 - $50000000.0,15,7,46.666666666666664,More Valuable
Cape Verde,$50000000.0 - $100000000,0,0,0.0,More Valuable
Cape Verde,$100000000 - $500000000.0,0,0,0.0,More Valuable
Cape Verde,$500000000.0 - $1000000000,0,0,0.0,More Valuable
Cape Verde,$-100000 - $-500000.0,1,1,100.0,Less Valuable
Cape Verde,$-1000000 - $-5000000.0,5,2,40.0,Less Valuable
Cape Verde,$-5000000.0 - $-10000000,3,1,33.33333333333333,Less Valuable
Cape Verde,$-10000000 - $-50000000.0,10,2,20.0,Less Valuable
Cape Verde,$-50000000.0 - $-100000000,6,1,16.666666666666664,Less Valuable
Cape Verde,$-100000000 - $-500000000.0,2,0,0.0,Less Valuable
Cape Verde,$-500000000.0 - $-1000000000,0,0,0.0,Less Valuable
Cayman Islands,$-100000 - $-500000.0,3,0,0.0,Less Valuable
Cayman Islands,$-1000000 - $-5000000.0,0,0,0.0,Less Valuable
Cayman Islands,$-5000000.0 - $-10000000,1,0,0.0,Less Valuable
Cayman Islands,$-10000000 - $-50000000.0,0,0,0.0,Less Valuable
Cayman Islands,$-50000000.0 - $-100000000,1,0,0.0,Less Valuable
Cayman Islands,$-100000000 - $-500000000.0,0,0,0.0,Less Valuable
Cayman Islands,$-500000000.0 - $-1000000000,0,0,0.0,Less Valuable
Central African Republic,$100000 - $500000.0,3,0,0.0,More Valuable
Central African Republic,$1000000 - $5000000.0,8,4,50.0,More Valuable
Central African Republic,$5000000.0 - $10000000,2,1,50.0,More Valuable
Central African Republic,$10000000 - $50000000.0,4,1,25.0,More Valuable
Central African Republic,$50000000.0 - $100000000,0,0,0.0,More Valuable
Central African Republic,$100000000 - $500000000.0,0,0,0.0,More Valuable
Central African Republic,$500000000.0 - $1000000000,0,0,0.0,More Valuable
Central African Republic,$-100000 - $-500000.0,0,0,0,Less Valuable
Central African Republic,$-1000000 - $-5000000.0,4,1,25.0,Less Valuable
Central African Republic,$-5000000.0 - $-10000000,6,0,0.0,Less Valuable
Central African Republic,$-10000000 - $-50000000.0,6,1,16.666666666666664,Less Valuable
Central African Republic,$-50000000.0 - $-100000000,5,0,0.0,Less Valuable
Central African Republic,$-100000000 - $-500000000.0,4,1,25.0,Less Valuable
Central African Republic,$-500000000.0 - $-1000000000,0,0,0,Less Valuable
Chad,$100000 - $500000.0,3,0,0.0,More Valuable
Chad,$1000000 - $5000000.0,3,1,33.33333333333333,More Valuable
Chad,$5000000.0 - $10000000,0,0,0.0,More Valuable
Chad,$10000000 - $50000000.0,0,0,0.0,More Valuable
Chad,$50000000.0 - $100000000,0,0,0.0,More Valuable
Chad,$100000000 - $500000000.0,0,0,0.0,More Valuable
Chad,$500000000.0 - $1000000000,0,0,0.0,More Valuable
Chad,$-100000 - $-500000.0,1,1,100.0,Less Valuable
Chad,$-1000000 - $-5000000.0,3,1,33.33333333333333,Less Valuable
Chad,$-5000000.0 - $-10000000,1,0,0.0,Less Valuable
Chad,$-10000000 - $-50000000.0,8,1,12.5,Less Valuable
Chad,$-50000000.0 - $-100000000,2,0,0.0,Less Valuable
Chad,$-100000000 - $-500000000.0,0,0,0.0,Less Valuable
Chad,$-500000000.0 - $-1000000000,0,0,0.0,Less Valuable
Chile,$100000 - $500000.0,0,0,0,More Valuable
Chile,$1000000 - $5000000.0,1,0,0.0,More Valuable
Chile,$5000000.0 - $10000000,1,0,0.0,More Valuable
Chile,$10000000 - $50000000.0,6,4,66.66666666666666,More Valuable
Chile,$50000000.0 - $100000000,24,17,70.83333333333334,More Valuable
Chile,$100000000 - $500000000.0,12,8,66.66666666666666,More Valuable
Chile,$500000000.0 - $1000000000,0,0,0,More Valuable
Chile,$-100000 - $-500000.0,0,0,0,Less Valuable
Chile,$-1000000 - $-5000000.0,3,1,33.33333333333333,Less Valuable
Chile,$-5000000.0 - $-10000000,0,0,0,Less Valuable
Chile,$-10000000 - $-50000000.0,4,1,25.0,Less Valuable
Chile,$-50000000.0 - $-100000000,5,2,40.0,Less Valuable
Chile,$-100000000 - $-500000000.0,22,5,22.727272727272727,Less Valuable
Chile,$-500000000.0 - $-1000000000,1,0,0.0,Less Valuable
China,$100000 - $500000.0,3,0,0.0,More Valuable
China,$1000000 - $5000000.0,13,6,46.15384615384615,More Valuable
China,$5000000.0 - $10000000,9,6,66.66666666666666,More Valuable
China,$10000000 - $50000000.0,6,5,83.33333333333334,More Valuable
China,$50000000.0 - $100000000,0,0,0.0,More Valuable
China,$100000000 - $500000000.0,0,0,0.0,More Valuable
China,$500000000.0 - $1000000000,0,0,0.0,More Valuable
China,$-100000 - $-500000.0,2,2,100.0,Less Valuable
China,$-1000000 - $-5000000.0,2,0,0.0,Less Valuable
China,$-5000000.0 - $-10000000,3,0,0.0,Less Valuable
China,$-10000000 - $-50000000.0,5,2,40.0,Less Valuable
China,$-50000000.0 - $-100000000,2,0,0.0,Less Valuable
China,$-100000000 - $-500000000.0,1,0,0.0,Less Valuable
China,$-500000000.0 - $-1000000000,0,0,0.0,Less Valuable
Chinese Taipei,$100000 - $500000.0,5,2,40.0,More Valuable
Chinese Taipei,$1000000 - $5000000.0,2,2,100.0,More Valuable
Chinese Taipei,$5000000.0 - $10000000,0,0,0.0,More Valuable
Chinese Taipei,$10000000 - $50000000.0,0,0,0.0,More Valuable
Chinese Taipei,$50000000.0 - $100000000,0,0,0.0,More Valuable
Chinese Taipei,$100000000 - $500000000.0,0,0,0.0,More Valuable
Chinese Taipei,$500000000.0 - $1000000000,0,0,0.0,More Valuable
Chinese Taipei,$-100000 - $-500000.0,2,0,0.0,Less Valuable
Chinese Taipei,$-1000000 - $-5000000.0,9,0,0.0,Less Valuable
Chinese Taipei,$-5000000.0 - $-10000000,2,0,0.0,Less Valuable
Chinese Taipei,$-10000000 - $-50000000.0,1,0,0.0,Less Valuable
Chinese Taipei,$-50000000.0 - $-100000000,0,0,0.0,Less Valuable
Chinese Taipei,$-100000000 - $-500000000.0,0,0,0.0,Less Valuable
Chinese Taipei,$-500000000.0 - $-1000000000,0,0,0.0,Less Valuable
Colombia,$100000 - $500000.0,0,0,0,More Valuable
Colombia,$1000000 - $5000000.0,3,0,0.0,More Valuable
Colombia,$5000000.0 - $10000000,1,0,0.0,More Valuable
Colombia,$10000000 - $50000000.0,10,6,60.0,More Valuable
Colombia,$50000000.0 - $100000000,15,11,73.33333333333333,More Valuable
Colombia,$100000000 - $500000000.0,28,15,53.57142857142857,More Valuable
Colombia,$500000000.0 - $1000000000,0,0,0,More Valuable
Colombia,$-100000 - $-500000.0,0,0,0,Less Valuable
Colombia,$-1000000 - $-5000000.0,2,1,50.0,Less Valuable
Colombia,$-5000000.0 - $-10000000,2,0,0.0,Less Valuable
Colombia,$-10000000 - $-50000000.0,3,3,100.0,Less Valuable
Colombia,$-50000000.0 - $-100000000,4,2,50.0,Less Valuable
Colombia,$-100000000 - $-500000000.0,17,1,5.88235294117647,Less Valuable
Colombia,$-500000000.0 - $-1000000000,1,0,0.0,Less Valuable
Comoros,$100000 - $500000.0,0,0,0,More Valuable
Comoros,$1000000 - $5000000.0,8,1,12.5,More Valuable
Comoros,$5000000.0 - $10000000,4,4,100.0,More Valuable
Comoros,$10000000 - $50000000.0,0,0,0,More Valuable
Comoros,$50000000.0 - $100000000,0,0,0,More Valuable
Comoros,$100000000 - $500000000.0,0,0,0,More Valuable
Comoros,$500000000.0 - $1000000000,0,0,0,More Valuable
Comoros,$-100000 - $-500000.0,0,0,0,Less Valuable
Comoros,$-1000000 - $-5000000.0,2,0,0.0,Less Valuable
Comoros,$-5000000.0 - $-10000000,4,2,50.0,Less Valuable
Comoros,$-10000000 - $-50000000.0,17,2,11.76470588235294,Less Valuable
Comoros,$-50000000.0 - $-100000000,3,1,33.33333333333333,Less Valuable
Comoros,$-100000000 - $-500000000.0,4,0,0.0,Less Valuable
Comoros,$-500000000.0 - $-1000000000,0,0,0,Less Valuable
Congo,$100000 - $500000.0,0,0,0,More Valuable
Congo,$1000000 - $5000000.0,10,1,10.0,More Valuable
Congo,$5000000.0 - $10000000,16,13,81.25,More Valuable
Congo,$10000000 - $50000000.0,2,0,0.0,More Valuable
Congo,$50000000.0 - $100000000,0,0,0,More Valuable
Congo,$100000000 - $500000000.0,0,0,0,More Valuable
Congo,$500000000.0 - $1000000000,0,0,0,More Valuable
Congo,$-100000 - $-500000.0,1,0,0.0,Less Valuable
Congo,$-1000000 - $-5000000.0,3,2,66.66666666666666,Less Valuable
Congo,$-5000000.0 - $-10000000,7,2,28.57142857142857,Less Valuable
Congo,$-10000000 - $-50000000.0,14,3,21.428571428571427,Less Valuable
Congo,$-50000000.0 - $-100000000,3,0,0.0,Less Valuable
Congo,$-100000000 - $-500000000.0,4,0,0.0,Less Valuable
Congo,$-500000000.0 - $-1000000000,0,0,0.0,Less Valuable
Costa Rica,$100000 - $500000.0,1,0,0.0,More Valuable
Costa Rica,$1000000 - $5000000.0,10,6,60.0,More Valuable
Costa Rica,$5000000.0 - $10000000,10,7,70.0,More Valuable
Costa Rica,$10000000 - $50000000.0,24,14,58.333333333333336,More Valuable
Costa Rica,$50000000.0 - $100000000,0,0,0.0,More Valuable
Costa Rica,$100000000 - $500000000.0,0,0,0.0,More Valuable
Costa Rica,$500000000.0 - $1000000000,0,0,0.0,More Valuable
Costa Rica,$-100000 - $-500000.0,0,0,0,Less Valuable
Costa Rica,$-1000000 - $-5000000.0,4,1,25.0,Less Valuable
Costa Rica,$-5000000.0 - $-10000000,2,1,50.0,Less Valuable
Costa Rica,$-10000000 - $-50000000.0,16,7,43.75,Less Valuable
Costa Rica,$-50000000.0 - $-100000000,7,2,28.57142857142857,Less Valuable
Costa Rica,$-100000000 - $-500000000.0,12,3,25.0,Less Valuable
Costa Rica,$-500000000.0 - $-1000000000,0,0,0,Less Valuable
Croatia,$100000 - $500000.0,0,0,0,More Valuable
Croatia,$1000000 - $5000000.0,0,0,0,More Valuable
Croatia,$5000000.0 - $10000000,0,0,0,More Valuable
Croatia,$10000000 - $50000000.0,9,6,66.66666666666666,More Valuable
Croatia,$50000000.0 - $100000000,23,14,60.86956521739131,More Valuable
Croatia,$100000000 - $500000000.0,36,25,69.44444444444444,More Valuable
Croatia,$500000000.0 - $1000000000,0,0,0,More Valuable
Croatia,$-100000 - $-500000.0,1,0,0.0,Less Valuable
Croatia,$-1000000 - $-5000000.0,0,0,0.0,Less Valuable
Croatia,$-5000000.0 - $-10000000,0,0,0.0,Less Valuable
Croatia,$-10000000 - $-50000000.0,7,3,42.857142857142854,Less Valuable
Croatia,$-50000000.0 - $-100000000,2,1,50.0,Less Valuable
Croatia,$-100000000 - $-500000000.0,18,5,27.77777777777778,Less Valuable
Croatia,$-500000000.0 - $-1000000000,1,0,0.0,Less Valuable
Cuba,$100000 - $500000.0,1,1,100.0,More Valuable
Cuba,$1000000 - $5000000.0,2,2,100.0,More Valuable
Cuba,$5000000.0 - $10000000,0,0,0.0,More Valuable
Cuba,$10000000 - $50000000.0,0,0,0.0,More Valuable
Cuba,$50000000.0 - $100000000,0,0,0.0,More Valuable
Cuba,$100000000 - $500000000.0,0,0,0.0,More Valuable
Cuba,$500000000.0 - $1000000000,0,0,0.0,More Valuable
Cuba,$-100000 - $-500000.0,0,0,0,Less Valuable
Cuba,$-1000000 - $-5000000.0,5,1,20.0,Less Valuable
Cuba,$-5000000.0 - $-10000000,8,0,0.0,Less Valuable
Cuba,$-10000000 - $-50000000.0,7,0,0.0,Less Valuable
Cuba,$-50000000.0 - $-100000000,3,0,0.0,Less Valuable
Cuba,$-100000000 - $-500000000.0,0,0,0,Less Valuable
Cuba,$-500000000.0 - $-1000000000,0,0,0,Less Valuable
Curaçao,$100000 - $500000.0,3,2,66.66666666666666,More Valuable
Curaçao,$1000000 - $5000000.0,5,2,40.0,More Valuable
Curaçao,$5000000.0 - $10000000,10,3,30.0,More Valuable
Curaçao,$10000000 - $50000000.0,1,0,0.0,More Valuable
Curaçao,$50000000.0 - $100000000,0,0,0.0,More Valuable
Curaçao,$100000000 - $500000000.0,0,0,0.0,More Valuable
Curaçao,$500000000.0 - $1000000000,0,0,0.0,More Valuable
Curaçao,$-100000 - $-500000.0,1,0,0.0,Less Valuable
Curaçao,$-1000000 - $-5000000.0,3,0,0.0,Less Valuable
Curaçao,$-5000000.0 - $-10000000,1,0,0.0,Less Valuable
Curaçao,$-10000000 - $-50000000.0,0,0,0.0,Less Valuable
Curaçao,$-50000000.0 - $-100000000,1,0,0.0,Less Valuable
Curaçao,$-100000000 - $-500000000.0,0,0,0.0,Less Valuable
Curaçao,$-500000000.0 - $-1000000000,0,0,0.0,Less Valuable
Cyprus,$100000 - $500000.0,0,0,0,More Valuable
Cyprus,$1000000 - $5000000.0,5,1,20.0,More Valuable
Cyprus,$5000000.0 - $10000000,5,2,40.0,More Valuable
Cyprus,$10000000 - $50000000.0,4,4,100.0,More Valuable
Cyprus,$50000000.0 - $100000000,0,0,0,More Valuable
Cyprus,$100000000 - $500000000.0,0,0,0,More Valuable
Cyprus,$500000000.0 - $1000000000,0,0,0,More Valuable
Cyprus,$-100000 - $-500000.0,0,0,0,Less Valuable
Cyprus,$-1000000 - $-5000000.0,1,0,0.0,Less Valuable
Cyprus,$-5000000.0 - $-10000000,5,1,20.0,Less Valuable
Cyprus,$-10000000 - $-50000000.0,17,3,17.647058823529413,Less Valuable
Cyprus,$-50000000.0 - $-100000000,17,3,17.647058823529413,Less Valuable
Cyprus,$-100000000 - $-500000000.0,21,1,4.761904761904762,Less Valuable
Cyprus,$-500000000.0 - $-1000000000,1,0,0.0,Less Valuable
Czech Republic,$100000 - $500000.0,1,0,0.0,More Valuable
Czech Republic,$1000000 - $5000000.0,2,1,50.0,More Valuable
Czech Republic,$5000000.0 - $10000000,4,2,50.0,More Valuable
Czech Republic,$10000000 - $50000000.0,15,5,33.33333333333333,More Valuable
Czech Republic,$50000000.0 - $100000000,14,13,92.85714285714286,More Valuable
Czech Republic,$100000000 - $500000000.0,5,4,80.0,More Valuable
Czech Republic,$500000000.0 - $1000000000,0,0,0.0,More Valuable
Czech Republic,$-100000 - $-500000.0,0,0,0,Less Valuable
Czech Republic,$-1000000 - $-5000000.0,1,0,0.0,Less Valuable
Czech Republic,$-5000000.0 - $-10000000,3,1,33.33333333333333,Less Valuable
Czech Republic,$-10000000 - $-50000000.0,8,3,37.5,Less Valuable
Czech Republic,$-50000000.0 - $-100000000,8,6,75.0,Less Valuable
Czech Republic,$-100000000 - $-500000000.0,16,2,12.5,Less Valuable
Czech Republic,$-500000000.0 - $-1000000000,2,1,50.0,Less Valuable
DR Congo,$100000 - $500000.0,0,0,0,More Valuable
DR Congo,$1000000 - $5000000.0,2,1,50.0,More Valuable
DR Congo,$5000000.0 - $10000000,4,4,100.0,More Valuable
DR Congo,$10000000 - $50000000.0,45,25,55.55555555555556,More Valuable
DR Congo,$50000000.0 - $100000000,8,2,25.0,More Valuable
DR Congo,$100000000 - $500000000.0,0,0,0,More Valuable
DR Congo,$500000000.0 - $1000000000,0,0,0,More Valuable
DR Congo,$-100000 - $-500000.0,0,0,0,Less Valuable
DR Congo,$-1000000 - $-5000000.0,1,1,100.0,Less Valuable
DR Congo,$-5000000.0 - $-10000000,1,1,100.0,Less Valuable
DR Congo,$-10000000 - $-50000000.0,5,0,0.0,Less Valuable
DR Congo,$-50000000.0 - $-100000000,8,1,12.5,Less Valuable
DR Congo,$-100000000 - $-500000000.0,3,0,0.0,Less Valuable
DR Congo,$-500000000.0 - $-1000000000,0,0,0,Less Valuable
Denmark,$100000 - $500000.0,0,0,0,More Valuable
Denmark,$1000000 - $5000000.0,2,2,100.0,More Valuable
Denmark,$5000000.0 - $10000000,3,2,66.66666666666666,More Valuable
Denmark,$10000000 - $50000000.0,11,7,63.63636363636363,More Valuable
Denmark,$50000000.0 - $100000000,15,9,60.0,More Valuable
Denmark,$100000000 - $500000000.0,27,17,62.96296296296296,More Valuable
Denmark,$500000000.0 - $1000000000,0,0,0,More Valuable
Denmark,$-100000 - $-500000.0,3,1,33.33333333333333,Less Valuable
Denmark,$-1000000 - $-5000000.0,1,0,0.0,Less Valuable
Denmark,$-5000000.0 - $-10000000,4,3,75.0,Less Valuable
Denmark,$-10000000 - $-50000000.0,3,1,33.33333333333333,Less Valuable
Denmark,$-50000000.0 - $-100000000,6,2,33.33333333333333,Less Valuable
Denmark,$-100000000 - $-500000000.0,14,3,21.428571428571427,Less Valuable
Denmark,$-500000000.0 - $-1000000000,0,0,0.0,Less Valuable
Djibouti,$-100000 - $-500000.0,7,1,14.285714285714285,Less Valuable
Djibouti,$-1000000 - $-5000000.0,4,0,0.0,Less Valuable
Djibouti,$-5000000.0 - $-10000000,4,0,0.0,Less Valuable
Djibouti,$-10000000 - $-50000000.0,5,0,0.0,Less Valuable
Djibouti,$-50000000.0 - $-100000000,1,0,0.0,Less Valuable
Djibouti,$-100000000 - $-500000000.0,2,0,0.0,Less Valuable
Djibouti,$-500000000.0 - $-1000000000,0,0,0.0,Less Valuable
Dominica,$-100000 - $-500000.0,1,0,0.0,Less Valuable
Dominica,$-1000000 - $-5000000.0,5,0,0.0,Less Valuable
Dominica,$-5000000.0 - $-10000000,1,0,0.0,Less Valuable
Dominica,$-10000000 - $-50000000.0,0,0,0.0,Less Valuable
Dominica,$-50000000.0 - $-100000000,0,0,0.0,Less Valuable
Dominica,$-100000000 - $-500000000.0,0,0,0.0,Less Valuable
Dominica,$-500000000.0 - $-1000000000,0,0,0.0,Less Valuable
Dominican Republic,$100000 - $500000.0,5,2,40.0,More Valuable
Dominican Republic,$1000000 - $5000000.0,2,1,50.0,More Valuable
Dominican Republic,$5000000.0 - $10000000,0,0,0.0,More Valuable
Dominican Republic,$10000000 - $50000000.0,0,0,0.0,More Valuable
Dominican Republic,$50000000.0 - $100000000,0,0,0.0,More Valuable
Dominican Republic,$100000000 - $500000000.0,0,0,0.0,More Valuable
Dominican Republic,$500000000.0 - $1000000000,0,0,0.0,More Valuable
Dominican Republic,$-100000 - $-500000.0,1,0,0.0,Less Valuable
Dominican Republic,$-1000000 - $-5000000.0,0,0,0.0,Less Valuable
Dominican Republic,$-5000000.0 - $-10000000,1,0,0.0,Less Valuable
Dominican Republic,$-10000000 - $-50000000.0,0,0,0.0,Less Valuable
Dominican Republic,$-50000000.0 - $-100000000,0,0,0.0,Less Valuable
Dominican Republic,$-100000000 - $-500000000.0,0,0,0.0,Less Valuable
Dominican Republic,$-500000000.0 - $-1000000000,0,0,0.0,Less Valuable
Ecuador,$100000 - $500000.0,0,0,0,More Valuable
Ecuador,$1000000 - $5000000.0,3,2,66.66666666666666,More Valuable
Ecuador,$5000000.0 - $10000000,2,1,50.0,More Valuable
Ecuador,$10000000 - $50000000.0,22,9,40.909090909090914,More Valuable
Ecuador,$50000000.0 - $100000000,1,1,100.0,More Valuable
Ecuador,$100000000 - $500000000.0,2,1,50.0,More Valuable
Ecuador,$500000000.0 - $1000000000,0,0,0,More Valuable
Ecuador,$-100000 - $-500000.0,0,0,0,Less Valuable
Ecuador,$-1000000 - $-5000000.0,3,1,33.33333333333333,Less Valuable
Ecuador,$-5000000.0 - $-10000000,1,0,0.0,Less Valuable
Ecuador,$-10000000 - $-50000000.0,3,1,33.33333333333333,Less Valuable
Ecuador,$-50000000.0 - $-100000000,12,4,33.33333333333333,Less Valuable
Ecuador,$-100000000 - $-500000000.0,22,4,18.181818181818183,Less Valuable
Ecuador,$-500000000.0 - $-1000000000,2,0,0.0,Less Valuable
Egypt,$100000 - $500000.0,1,1,100.0,More Valuable
Egypt,$1000000 - $5000000.0,3,3,100.0,More Valuable
Egypt,$5000000.0 - $10000000,6,3,50.0,More Valuable
Egypt,$10000000 - $50000000.0,30,20,66.66666666666666,More Valuable
Egypt,$50000000.0 - $100000000,4,2,50.0,More Valuable
Egypt,$100000000 - $500000000.0,15,12,80.0,More Valuable
Egypt,$500000000.0 - $1000000000,0,0,0.0,More Valuable
Egypt,$-100000 - $-500000.0,0,0,0,Less Valuable
Egypt,$-1000000 - $-5000000.0,2,2,100.0,Less Valuable
Egypt,$-5000000.0 - $-10000000,1,0,0.0,Less Valuable
Egypt,$-10000000 - $-50000000.0,10,5,50.0,Less Valuable
Egypt,$-50000000.0 - $-100000000,5,1,20.0,Less Valuable
Egypt,$-100000000 - $-500000000.0,6,1,16.666666666666664,Less Valuable
Egypt,$-500000000.0 - $-1000000000,0,0,0,Less Valuable
El Salvador,$100000 - $500000.0,9,7,77.77777777777779,More Valuable
El Salvador,$1000000 - $5000000.0,3,3,100.0,More Valuable
El Salvador,$5000000.0 - $10000000,0,0,0.0,More Valuable
El Salvador,$10000000 - $50000000.0,0,0,0.0,More Valuable
El Salvador,$50000000.0 - $100000000,0,0,0.0,More Valuable
El Salvador,$100000000 - $500000000.0,0,0,0.0,More Valuable
El Salvador,$500000000.0 - $1000000000,0,0,0.0,More Valuable
El Salvador,$-100000 - $-500000.0,8,4,50.0,Less Valuable
El Salvador,$-1000000 - $-5000000.0,5,1,20.0,Less Valuable
El Salvador,$-5000000.0 - $-10000000,10,4,40.0,Less Valuable
El Salvador,$-10000000 - $-50000000.0,17,1,5.88235294117647,Less Valuable
El Salvador,$-50000000.0 - $-100000000,7,0,0.0,Less Valuable
El Salvador,$-100000000 - $-500000000.0,2,0,0.0,Less Valuable
El Salvador,$-500000000.0 - $-1000000000,0,0,0.0,Less Valuable
England,$100000 - $500000.0,0,0,0,More Valuable
England,$1000000 - $5000000.0,0,0,0,More Valuable
England,$5000000.0 - $10000000,1,0,0.0,More Valuable
England,$10000000 - $50000000.0,2,1,50.0,More Valuable
England,$50000000.0 - $100000000,9,2,22.22222222222222,More Valuable
England,$100000000 - $500000000.0,58,37,63.793103448275865,More Valuable
England,$500000000.0 - $1000000000,28,23,82.14285714285714,More Valuable
Equatorial Guinea,$100000 - $500000.0,2,1,50.0,More Valuable
Equatorial Guinea,$1000000 - $5000000.0,7,5,71.42857142857143,More Valuable
Equatorial Guinea,$5000000.0 - $10000000,5,4,80.0,More Valuable
Equatorial Guinea,$10000000 - $50000000.0,0,0,0.0,More Valuable
Equatorial Guinea,$50000000.0 - $100000000,0,0,0.0,More Valuable
Equatorial Guinea,$100000000 - $500000000.0,0,0,0.0,More Valuable
Equatorial Guinea,$500000000.0 - $1000000000,0,0,0.0,More Valuable
Equatorial Guinea,$-100000 - $-500000.0,7,2,28.57142857142857,Less Valuable
Equatorial Guinea,$-1000000 - $-5000000.0,8,2,25.0,Less Valuable
Equatorial Guinea,$-5000000.0 - $-10000000,3,0,0.0,Less Valuable
Equatorial Guinea,$-10000000 - $-50000000.0,20,7,35.0,Less Valuable
Equatorial Guinea,$-50000000.0 - $-100000000,2,1,50.0,Less Valuable
