,Match ID,Competition,Match,Date,Nationality,Team Country Code,Season,Status,Name,Market Value,Lookup Still Required?,Lookup Return Case,Impute Required?,Name(s) Found,ORIGINAL JERSEY,Match Case
0,Africa Cup of Nations_0,African Cup of Nations 2015,Ivory Coast vs Ghana,2015-02-08,Ivory Coast,CI,2015,SUCCESS,Boubacar Copa,1200000.0,False,Only Before,False,Boubacar Copa,1 Boubacar Copa,single
1,Africa Cup of Nations_0,African Cup of Nations 2015,Ivory Coast vs Ghana,2015-02-08,Ivory Coast,CI,2015,SUCCESS,Wilfried Kanon,500000.0,False,Found in Curr Season,False,Wilfried Kanon,22 Wilfried Kanon,single
2,Africa Cup of Nations_0,African Cup of Nations 2015,Ivory Coast vs Ghana,2015-02-08,Ivory Coast,CI,2015,SUCCESS,Kolo Touré,3600000.0,False,Only Before,False,Kolo Touré,4 Kolo Touré,single
3,Africa Cup of Nations_0,African Cup of Nations 2015,Ivory Coast vs Ghana,2015-02-08,Ivory Coast,CI,2015,SUCCESS,Eric Bailly,4800000.0,False,Used Season After * .8 But Had Both,False,Eric Bailly,21 Eric Bailly,single
4,Africa Cup of Nations_0,African Cup of Nations 2015,Ivory Coast vs Ghana,2015-02-08,Ivory Coast,CI,2015,SUCCESS,Geoffroy Serey Dié,3000000.0,False,Found in Curr Season,False,Geoffroy Serey Dié,20 Geoffroy Serey Dié,single
5,Africa Cup of Nations_0,African Cup of Nations 2015,Ivory Coast vs Ghana,2015-02-08,Ivory Coast,CI,2015,SUCCESS,Yaya Touré,24000000.0,False,Only Before,False,Yaya Touré,19 Yaya Touré,single
6,Africa Cup of Nations_0,African Cup of Nations 2015,Ivory Coast vs Ghana,2015-02-08,Ivory Coast,CI,2015,SUCCESS,Serge Aurier,10000000.0,False,Found in Curr Season,False,Serge Aurier,17 Serge Aurier,single
7,Africa Cup of Nations_0,African Cup of Nations 2015,Ivory Coast vs Ghana,2015-02-08,Ivory Coast,CI,2015,SUCCESS,Siaka Tiéné,1000000.0,False,Found in Curr Season,False,Siaka Tiéné,5 Siaka Tiéné,single
8,Africa Cup of Nations_0,African Cup of Nations 2015,Ivory Coast vs Ghana,2015-02-08,Ivory Coast,CI,2015,SUCCESS,Gervinho,17500000.0,False,Found in Curr Season,False,Gervinho,10 Gervinho,single
9,Africa Cup of Nations_0,African Cup of Nations 2015,Ivory Coast vs Ghana,2015-02-08,Ivory Coast,CI,2015,SUCCESS,Max Gradel,3000000.0,False,Found in Curr Season,False,Max Gradel,15 Max Gradel,single
