"interval","sum_rank_prediction_correct","average_rank_prediction_correct","sample_size","seasons"
67,13,0.0666666666666667,195,"2023_2024"
69,10,0.0543478260869565,184,"2023_2024"
71,10,0.0558659217877095,179,"2023_2024"
73,9,0.0526315789473684,171,"2023_2024"
75,9,0.0548780487804878,164,"2023_2024"
77,8,0.0506329113924051,158,"2023_2024"
79,8,0.0526315789473684,152,"2023_2024"
81,7,0.0486111111111111,144,"2023_2024"
83,5,0.0367647058823529,136,"2023_2024"
85,4,0.031496062992126,127,"2023_2024"
87,4,0.0330578512396694,121,"2023_2024"
89,4,0.0350877192982456,114,"2023_2024"
91,4,0.036697247706422,109,"2023_2024"
93,4,0.0380952380952381,105,"2023_2024"
95,4,0.0396039603960396,101,"2023_2024"
97,4,0.0416666666666667,96,"2023_2024"
99,2,0.0222222222222222,90,"2023_2024"
101,2,0.0232558139534884,86,"2023_2024"
103,2,0.0240963855421687,83,"2023_2024"
105,2,0.0256410256410256,78,"2023_2024"
107,2,0.027027027027027,74,"2023_2024"
109,2,0.0289855072463768,69,"2023_2024"
111,2,0.0294117647058824,68,"2023_2024"
113,2,0.0298507462686567,67,"2023_2024"
115,2,0.03125,64,"2023_2024"
117,1,0.0178571428571429,56,"2023_2024"
119,1,0.0178571428571429,56,"2023_2024"
121,1,0.0181818181818182,55,"2023_2024"
123,1,0.0192307692307692,52,"2023_2024"
125,1,0.0192307692307692,52,"2023_2024"
127,1,0.0196078431372549,51,"2023_2024"
129,1,0.02,50,"2023_2024"
131,1,0.0208333333333333,48,"2023_2024"
133,1,0.0222222222222222,45,"2023_2024"
135,1,0.0232558139534884,43,"2023_2024"
137,1,0.0256410256410256,39,"2023_2024"
139,1,0.027027027027027,37,"2023_2024"
141,1,0.0277777777777778,36,"2023_2024"
143,1,0.0303030303030303,33,"2023_2024"
145,1,0.032258064516129,31,"2023_2024"
147,1,0.0333333333333333,30,"2023_2024"
149,0,0,23,"2023_2024"
151,0,0,21,"2023_2024"
153,0,0,19,"2023_2024"
155,0,0,16,"2023_2024"
157,0,0,14,"2023_2024"
159,0,0,14,"2023_2024"
161,0,0,13,"2023_2024"
163,0,0,12,"2023_2024"
165,0,0,11,"2023_2024"
167,0,0,10,"2023_2024"
169,0,0,8,"2023_2024"
171,0,0,8,"2023_2024"
173,0,0,8,"2023_2024"
175,0,0,8,"2023_2024"
177,0,0,8,"2023_2024"
179,0,0,8,"2023_2024"
181,0,0,8,"2023_2024"
183,0,0,8,"2023_2024"
185,0,0,8,"2023_2024"
187,0,0,8,"2023_2024"
189,0,0,8,"2023_2024"
191,0,0,5,"2023_2024"
193,0,0,4,"2023_2024"
195,0,0,2,"2023_2024"
197,0,0,1,"2023_2024"
199,0,0,1,"2023_2024"
201,0,NA,0,"2023_2024"
203,0,NA,0,"2023_2024"
205,0,NA,0,"2023_2024"
207,0,NA,0,"2023_2024"
209,0,NA,0,"2023_2024"
