"interval","sum_rank_prediction_correct","average_rank_prediction_correct","sample_size","seasons"
1,1,0.333333333333333,3,"2023_2024"
3,3,0.230769230769231,13,"2023_2024"
5,7,0.318181818181818,22,"2023_2024"
7,10,0.344827586206897,29,"2023_2024"
9,10,0.263157894736842,38,"2023_2024"
11,12,0.25,48,"2023_2024"
13,13,0.228070175438596,57,"2023_2024"
15,15,0.223880597014925,67,"2023_2024"
17,18,0.233766233766234,77,"2023_2024"
19,19,0.223529411764706,85,"2023_2024"
21,21,0.21875,96,"2023_2024"
23,22,0.20952380952381,105,"2023_2024"
25,27,0.226890756302521,119,"2023_2024"
27,29,0.233870967741935,124,"2023_2024"
29,29,0.223076923076923,130,"2023_2024"
31,33,0.240875912408759,137,"2023_2024"
33,35,0.244755244755245,143,"2023_2024"
35,40,0.246913580246914,162,"2023_2024"
37,42,0.241379310344828,174,"2023_2024"
39,45,0.244565217391304,184,"2023_2024"
41,49,0.246231155778894,199,"2023_2024"
43,50,0.23696682464455,211,"2023_2024"
45,52,0.231111111111111,225,"2023_2024"
47,54,0.229787234042553,235,"2023_2024"
49,56,0.228571428571429,245,"2023_2024"
51,58,0.223076923076923,260,"2023_2024"
53,58,0.218867924528302,265,"2023_2024"
55,59,0.214545454545455,275,"2023_2024"
57,62,0.21830985915493,284,"2023_2024"
59,62,0.213058419243986,291,"2023_2024"
61,63,0.209302325581395,301,"2023_2024"
63,63,0.207920792079208,303,"2023_2024"
65,65,0.210355987055016,309,"2023_2024"
67,67,0.211356466876972,317,"2023_2024"
69,70,0.214723926380368,326,"2023_2024"
71,71,0.211309523809524,336,"2023_2024"
73,71,0.207602339181287,342,"2023_2024"
75,71,0.204022988505747,348,"2023_2024"
77,72,0.202247191011236,356,"2023_2024"
79,72,0.200557103064067,359,"2023_2024"
81,74,0.201634877384196,367,"2023_2024"
83,76,0.2,380,"2023_2024"
85,76,0.195876288659794,388,"2023_2024"
87,76,0.193877551020408,392,"2023_2024"
89,76,0.191919191919192,396,"2023_2024"
91,76,0.188118811881188,404,"2023_2024"
93,76,0.187192118226601,406,"2023_2024"
95,76,0.184914841849148,411,"2023_2024"
97,78,0.1875,416,"2023_2024"
99,78,0.184397163120567,423,"2023_2024"
101,78,0.183529411764706,425,"2023_2024"
103,78,0.181818181818182,429,"2023_2024"
105,78,0.180555555555556,432,"2023_2024"
107,78,0.179310344827586,435,"2023_2024"
109,78,0.17687074829932,441,"2023_2024"
111,78,0.176470588235294,442,"2023_2024"
113,78,0.175280898876404,445,"2023_2024"
115,78,0.174496644295302,447,"2023_2024"
117,79,0.17439293598234,453,"2023_2024"
119,79,0.174008810572687,454,"2023_2024"
121,79,0.173245614035088,456,"2023_2024"
123,79,0.172866520787746,457,"2023_2024"
125,79,0.172866520787746,457,"2023_2024"
127,79,0.172489082969432,458,"2023_2024"
129,79,0.171366594360087,461,"2023_2024"
131,79,0.170995670995671,462,"2023_2024"
133,79,0.16989247311828,465,"2023_2024"
135,79,0.169164882226981,467,"2023_2024"
137,79,0.167728237791932,471,"2023_2024"
139,79,0.167372881355932,472,"2023_2024"
141,79,0.166315789473684,475,"2023_2024"
143,79,0.165271966527197,478,"2023_2024"
145,79,0.164926931106472,479,"2023_2024"
147,79,0.163561076604555,483,"2023_2024"
149,80,0.163934426229508,488,"2023_2024"
151,80,0.163934426229508,488,"2023_2024"
153,80,0.162932790224033,491,"2023_2024"
155,80,0.161943319838057,494,"2023_2024"
157,80,0.161616161616162,495,"2023_2024"
159,80,0.161290322580645,496,"2023_2024"
161,80,0.161290322580645,496,"2023_2024"
163,80,0.160642570281124,498,"2023_2024"
165,80,0.160642570281124,498,"2023_2024"
167,80,0.159680638722555,501,"2023_2024"
169,80,0.159680638722555,501,"2023_2024"
171,80,0.159680638722555,501,"2023_2024"
173,80,0.159680638722555,501,"2023_2024"
175,80,0.159680638722555,501,"2023_2024"
177,80,0.159680638722555,501,"2023_2024"
179,80,0.159680638722555,501,"2023_2024"
181,80,0.159680638722555,501,"2023_2024"
183,80,0.159680638722555,501,"2023_2024"
185,80,0.159680638722555,501,"2023_2024"
187,80,0.159680638722555,501,"2023_2024"
189,80,0.158730158730159,504,"2023_2024"
191,80,0.158415841584158,505,"2023_2024"
193,80,0.158415841584158,505,"2023_2024"
195,80,0.157790927021696,507,"2023_2024"
197,80,0.15748031496063,508,"2023_2024"
199,80,0.157170923379175,509,"2023_2024"
201,80,0.157170923379175,509,"2023_2024"
203,80,0.157170923379175,509,"2023_2024"
205,80,0.157170923379175,509,"2023_2024"
207,80,0.157170923379175,509,"2023_2024"
209,80,0.157170923379175,509,"2023_2024"
