,Match ID,Competition,Match,Date,Nationality,Team Country Code,Season,Status,Name,Market Value,Lookup Still Required?,Lookup Return Case,Impute Required?,Name(s) Found,ORIGINAL JERSEY,Match Case,Status New
0,Euros_0,Euros 2020,Italy vs England,2021-07-11,Italy,IT,2021,SUCCESS,Gianluigi Donnarumma,60000000.0,False,Found in Curr Season,False,Gianluigi Donnarumma,21 Gianluigi Donnarumma,single,
1,Euros_0,Euros 2020,Italy vs England,2021-07-11,Italy,IT,2021,SUCCESS,Giorgio Chiellini,2000000.0,False,Found in Curr Season,False,Giorgio Chiellini,3 Giorgio Chiellini,single,
2,Euros_0,Euros 2020,Italy vs England,2021-07-11,Italy,IT,2021,SUCCESS,Leonardo Bonucci,13000000.0,False,Found in Curr Season,False,Leonardo Bonucci,19 Leonardo Bonucci,single,
3,Euros_0,Euros 2020,Italy vs England,2021-07-11,Italy,IT,2021,SUCCESS,Giovanni Di Lorenzo,22000000.0,False,Found in Curr Season,False,Giovanni Di Lorenzo,2 Giovanni Di Lorenzo,single,
4,Euros_0,Euros 2020,Italy vs England,2021-07-11,Italy,IT,2021,SUCCESS,Jorginho,50000000.0,False,Found in Curr Season,False,Jorginho,8 Jorginho,single,
5,Euros_0,Euros 2020,Italy vs England,2021-07-11,Italy,IT,2021,SUCCESS,Marco Verratti,60000000.0,False,Found in Curr Season,False,Marco Verratti,6 Marco Verratti,single,
6,Euros_0,Euros 2020,Italy vs England,2021-07-11,Italy,IT,2021,SUCCESS,Nicolò Barella,55000000.0,False,Found in Curr Season,False,Nicolò Barella,18 Nicolò Barella,single,
7,Euros_0,Euros 2020,Italy vs England,2021-07-11,Italy,IT,2021,SUCCESS,Lorenzo Insigne,48000000.0,False,Found in Curr Season,False,Lorenzo Insigne,10 Lorenzo Insigne,single,
8,Euros_0,Euros 2020,Italy vs England,2021-07-11,Italy,IT,2021,SUCCESS,Federico Chiesa,80000000.0,False,Used Average of Season Before and After,False,Federico Chiesa,14 Federico Chiesa,single,
9,Euros_0,Euros 2020,Italy vs England,2021-07-11,Italy,IT,2021,SUCCESS,Ciro Immobile,45000000.0,False,Found in Curr Season,False,Ciro Immobile,17 Ciro Immobile,single,
10,Euros_0,Euros 2020,Italy vs England,2021-07-11,England,EN,2021,SUCCESS,Jordan Pickford,26000000.0,False,Found in Curr Season,False,Jordan Pickford,1 Jordan Pickford,single,
11,Euros_0,Euros 2020,Italy vs England,2021-07-11,England,EN,2021,SUCCESS,John Stones,25000000.0,False,Found in Curr Season,False,John Stones,5 John Stones,single,
12,Euros_0,Euros 2020,Italy vs England,2021-07-11,England,EN,2021,SUCCESS,Harry Maguire,40000000.0,False,Found in Curr Season,False,Harry Maguire,6 Harry Maguire,single,
13,Euros_0,Euros 2020,Italy vs England,2021-07-11,England,EN,2021,SUCCESS,Kyle Walker,40000000.0,False,Found in Curr Season,False,Kyle Walker,2 Kyle Walker,single,
14,Euros_0,Euros 2020,Italy vs England,2021-07-11,England,EN,2021,SUCCESS,Declan Rice,55000000.0,False,Found in Curr Season,False,Declan Rice,4 Declan Rice,single,
