,TeamName,Starter_1,Starter_2,Starter_3,Starter_4,Starter_5,Starter_6,Starter_7,Starter_8,Starter_9,Starter_10,Starter_11,Sub_1,Sub_2,Sub_3,Sub_4,Sub_5,Unused_1,Unused_2,Unused_3,Unused_4,Unused_5,Unused_6,Unused_7,Unused_8,Unused_9,Unused_10,Unused_11,Unused_12,Unused_13,Unused_14,Unused_15,Competition,Date,Match
107,Ghana U20,1 Lawrence Ati Zigi,2 Emmanuel Ntim,14 Joseph Aidoo,3 Patrick Kpozo,5 Kingsley Fobi,6 Godfred Donsah,10 Clifford Aboagye,17 Yaw Yeboah,7 Samuel Tetteh,18 Barnes Osei,9 Emmanuel Boateng,11 Abraham Attobrah,13 David Atanga,19 Benjamin Tetteh,-,-,12 Kwame Baah,16 Mutawakilu Seidu,15 Joseph Adjei,4 Joseph Bempah,8 Kofi Yeboah,20 Prosper Kasim,-,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Wed Jun 10, 2015",Ghana U20 vs Mali U20
107,Mali U20,16 Djigui Diarra,6 Hamidou Maiga,12 Souleymane Coulibaly,4 Youssouf Koné,17 Falaye Sacko,8 Diadié Samassékou,3 Souleymane Diarra,13 Aboubacar Doumbia,19 Adama Traoré,18 Dieudonné Gbaklé,2 Mohamed Diallo,10 Hamidou Traoré,11 Malick Touré,-,-,-,1 Mahamane Baye,21 Sory Traoré,20 Fousseni Diabaté,7 Lassine Konaté,9 Saliou Guindo,15 Souleymane Sissoko,-,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Wed Jun 10, 2015",Ghana U20 vs Mali U20
108,USA U20,1 Zack Steffen,4 Cameron Carter-Vickers,5 Matt Miazga,6 Kellyn Acosta,17 Desevio Payne,15 Mark Delgado,19 Gedion Zelalem,8 Emerson Hyndman,11 Bradford Jamieson IV,7 Paul Arriola,9 Rubio Rubín,3 John Requejo,13 Tommy Thompson,20 Jordan Allen,-,-,12 Thomas Olsen,21 Jeff Caldwell,16 Conor Donovan,18 Erik Palmer-Brown,2 Shaq Moore,10 Joel Soñora,-,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Wed Jun 10, 2015",USA U20 vs Colombia U20
108,Colombia U20,1 Álvaro Montero,5 Juan Quintero,13 Davinson Sánchez,3 Jeison Angulo,6 Andrés Tello,19 Víctor Gutiérrez,14 Rodin Quiñones,8 Alexis Zapata,11 Jeison Lucumí,16 Jarlan Barrera,20 Rafael Borré,9 Joao Rodríguez,7 Déinner Quiñones,18 Carlos Ibargüen,-,-,12 Luis Vásquez,21 Yasser Chávez,2 Aldayr Hernández,4 Daniel Londoño,10 Sergio Villarreal,17 Juan Otero,-,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Wed Jun 10, 2015",USA U20 vs Colombia U20
109,Ukraine U20,12 Bogdan Sarnavskyi,2 Taras Kacharaba,4 Mykyta Burda,18 Eduard Sobol,8 Pavlo Polegenko,21 Igor Kharatin,7 Yevgen Chumak,14 Valeriy Luchkevych,9 Vladyslav Kabaev,17 Viktor Kovalenko,10 Artem Besedin,13 Artem Gabelok,20 Yevgeniy Nemtinov,11 Roman Yaremchuk,-,-,16 Yevgen Grytsenko,1 Roman Pidkivka,3 Artur Kuznetsov,19 Oleksiy Kovtun,5 Yuriy Tkachuk,6 Vyacheslav Tankovskyi,15 Mykyta Tatarkov,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Wed Jun 10, 2015",Ukraine U20 vs Senegal U20
109,Senegal U20,21 Ibrahima Sy,4 Mouhameth Sané,6 Elimane Cissé,13 Alhassane Sylla,15 Moussa Wagué,17 Roger Gomis,12 Mamadou Loum,8 Sidy Sarr,20 Rémi Nassalan,14 Moussa Koné,19 Mamadou Thiam,11 Malick Niang,18 Alassane Sow,7 Ibrahima Wadji,-,-,1 Khadime Ndiaye,16 Seydou Sy,3 Andelinou Corréa,9 Moussa Ba,2 Abdoulaye Ndione,10 Fallou Niang,5 Papa Faye,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Wed Jun 10, 2015",Ukraine U20 vs Senegal U20
110,Austria U20,1 Tino Casali,4 Lukas Gugganig,5 Philipp Lienhart,3 Daniel Rosenbichler,13 Michael Brandner,18 Martin Rasner,17 Konrad Laimer,8 Peter Michorl,20 Florian Grillitsch,10 Markus Blutsch,14 Bernd Gschweidl,9 Valentin Grubeck,11 Andreas Gruber,7 Jakob Kreuzer,-,-,12 Johannes Kreidl,21 Stefan Mitmasser,15 Patrick Puchegger,6 Francesco Lovric,19 Lukas Grgic,2 Marcus Maier,-,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Thu Jun 11, 2015",Austria U20 vs Uzbekistan U20
110,Uzbekistan U20,12 Dilshod Khamroev,3 Ibrokhim Abdullaev,5 Odildzhon Khamrobekov,6 Akramzhon Komilov,2 Rustam Ashurmatov,4 Mirzhamol Kosimov,8 Javokhir Sokhibov,14 Khurshid Giyosov,17 Dostonbek Khamdamov,10 Otabek Shukurov,19 Zabikhillo Urinboev,15 Nazhmiddin Normurodov,9 Eldor Shomurodov,-,-,-,1 Sarvar Karimov,21 Botirali Ergashev,7 Timur Talipov,13 Abbos Otakhonov,11 Javokhir Sidikov,18 Ravshanbek Khursanov,16 Sardorbek Azimov,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Thu Jun 11, 2015",Austria U20 vs Uzbekistan U20
111,Brazil U20,21 Jean,3 Lucão,4 Marlon,16 Jorge,2 João Pedro,5 Danilo Barbosa,19 Jajá,8 Boschilia,7 Marcos Guilherme,10 Gabriel Jesus,9 Judivan,20 Jean Carlos Silva,18 Andreas Pereira,11 Malcom,-,-,1 Marcos Felipe,12 Georgemy,15 Léo Pereira,14 Iago Maidana,6 Caju,13 Rodrigo Ramos,17 Alef,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Thu Jun 11, 2015",Brazil U20 vs Uruguay U20
111,Uruguay U20,12 Gastón Guruceaga,4 Mauricio Lemos,19 Erick Cabaco,17 Mathías Suárez,18 Guillermo Cotugno,6 Diego Poyet,5 Nahitan Nández,8 Mauro Arambarri,10 Gastón Pereiro,9 Jaime Báez,11 Franco Acosta,7 Facundo Castro,20 Rodrigo Amaral,-,-,-,21 Michel Tabárez,1 Thiago Cardozo,2 Agustín Ale,3 Cristian Tassano,13 Marcelo Saracchi,14 Enrique Etcheverry,16 Ramiro Guerra,15 Kevin Méndez,-,-,-,-,-,-,-,U-20 World Cup 2015,"Thu Jun 11, 2015",Brazil U20 vs Uruguay U20
112,Portugal U20,12 André Moreira,3 João Nunes,14 Domingos Duarte,5 Rafa Soares,13 Mauro Riquicho,6 Tomás Podstawski,7 Raphael Guzzo,10 Rony Lopes,20 Gonçalo Guedes,18 Gelson Martins,9 André Silva,15 Estrela,16 Janio Bikel,17 Ivo Rodrigues,-,-,1 Tiago Sá,21 Guilherme Oliveira,4 Nélson Monte,2 Pedro Rebocho,11 Nuno Santos,19 João Vigário,-,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Thu Jun 11, 2015",Portugal U20 vs New Zealand U20
112,New Zealand U20,12 Nikola Tzanev,14 Cory Brown,4 Sam Brotherton,6 Bill Tuiloma,3 Deklan Wynne,17 Andrew Blake,16 Te Atawhai Hudson-Wihongi,8 Moses Dyer,15 Monty Patterson,9 Alex Rufer,20 Noah Billingsley,18 Andre de Jong,7 Joel Stevens,19 Stuart Holthusen,-,-,21 Damian Hirst,1 Oliver Sail,2 Jesse Edge,5 Adam Mitchell,13 Brock Messenger,11 Matthew Ridenton,-,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Thu Jun 11, 2015",Portugal U20 vs New Zealand U20
113,Germany U20,1 Marvin Schwäbe,15 Marc Oliver Kempf,5 Niklas Stark,16 Robert Bauer,4 Kevin Akpoguma,6 Julian Weigl,2 Grischa Prömel,7 Levin Öztunali,11 Julian Brandt,10 Marc Stendera,18 Hany Mukhtar,8 Matti Steinmann,17 Jeremy Dudziak,20 Marvin Stefaniak,-,-,12 Timon Wellenreuther,21 Daniel Mesenhöler,14 Anthony Syhre,3 Maximilian Wittek,13 Thomas Hagn,9 Pascal Köpke,19 Felix Lohkemper,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Thu Jun 11, 2015",Germany U20 vs Nigeria U20
113,Nigeria U20,1 Joshua Enaholo,19 Zaharaddeen Bello,5 Wilfred Ndidi,3 Mustapha Abdullahi,2 Musa Muhammed,12 Ifeanyi Ifeanyi,4 Akinjide Idowu,8 Kingsley Sokari,7 Bernard Bulbwa,13 Saviour Godwin,18 Taiwo Awoniyi,14 Chidiebere Nwakali,9 Isaac Success,-,-,-,16 Dele Alampasu,6 Prince Omego,11 Musa Yahaya,15 Ifeanyi Mathew,20 Moses Simon,17 Chidera Ezeh,10 Kelechi Iheanacho,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Thu Jun 11, 2015",Germany U20 vs Nigeria U20
114,New Zealand U20,1 Oliver Sail,4 Sam Brotherton,5 Adam Mitchell,3 Deklan Wynne,2 Jesse Edge,6 Bill Tuiloma,8 Moses Dyer,11 Matthew Ridenton,10 Clayton Lewis,7 Joel Stevens,9 Alex Rufer,16 Te Atawhai Hudson-Wihongi,20 Noah Billingsley,15 Monty Patterson,-,-,21 Damian Hirst,12 Nikola Tzanev,14 Cory Brown,13 Brock Messenger,17 Andrew Blake,18 Andre de Jong,19 Stuart Holthusen,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"May 30, 2015",New Zealand U20 vs Ukraine U20
114,Ukraine U20,12 Bogdan Sarnavskyi,2 Taras Kacharaba,4 Mykyta Burda,18 Eduard Sobol,8 Pavlo Polegenko,21 Igor Kharatin,7 Yevgen Chumak,17 Viktor Kovalenko,9 Vladyslav Kabaev,15 Mykyta Tatarkov,10 Artem Besedin,6 Vyacheslav Tankovskyi,20 Yevgeniy Nemtinov,11 Roman Yaremchuk,-,-,16 Yevgen Grytsenko,1 Roman Pidkivka,3 Artur Kuznetsov,19 Oleksiy Kovtun,14 Valeriy Luchkevych,5 Yuriy Tkachuk,13 Artem Gabelok,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"May 30, 2015",New Zealand U20 vs Ukraine U20
115,USA U20,1 Zack Steffen,4 Cameron Carter-Vickers,5 Matt Miazga,6 Kellyn Acosta,2 Shaq Moore,15 Mark Delgado,8 Emerson Hyndman,10 Joel Soñora,20 Jordan Allen,9 Rubio Rubín,14 Maki Tall,13 Tommy Thompson,19 Gedion Zelalem,11 Bradford Jamieson IV,-,-,12 Thomas Olsen,21 Jeff Caldwell,16 Conor Donovan,18 Erik Palmer-Brown,3 John Requejo,17 Desevio Payne,7 Paul Arriola,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"May 30, 2015",USA U20 vs Myanmar U20
115,Myanmar U20,1 Myo Min Latt,17 Thiha Htet Aung,3 Htike Htike Aung,5 Nanda Kyaw,16 Myo Ko Tun,6 Kyaw Min Oo,11 Maung Maung Lwin,8 Maung Maung Soe,15 Yan Naing Oo,9 Aung Thu,10 Than Paing,-,-,-,-,-,18 Pyae Sone Chit,21 Wai Lin Aung,4 Naing Lin Tun,12 Hlaing Myo Aung,2 Aung Moe Htwe,14 Nan Wai Min,20 Myo Zaw Oo,19 Swan Htet Aung,13 Yan Lin Aung,7 Nyein Chan Aung,-,-,-,-,-,U-20 World Cup 2015,"May 30, 2015",USA U20 vs Myanmar U20
116,Myanmar U20,1 Myo Min Latt,17 Thiha Htet Aung,3 Htike Htike Aung,5 Nanda Kyaw,16 Myo Ko Tun,6 Kyaw Min Oo,11 Maung Maung Lwin,8 Maung Maung Soe,15 Yan Naing Oo,9 Aung Thu,10 Than Paing,4 Naing Lin Tun,14 Nan Wai Min,13 Yan Lin Aung,-,-,18 Pyae Sone Chit,21 Wai Lin Aung,12 Hlaing Myo Aung,2 Aung Moe Htwe,20 Myo Zaw Oo,19 Swan Htet Aung,7 Nyein Chan Aung,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 2, 2015",Myanmar U20 vs Ukraine U20
116,Ukraine U20,12 Bogdan Sarnavskyi,2 Taras Kacharaba,4 Mykyta Burda,18 Eduard Sobol,8 Pavlo Polegenko,7 Yevgen Chumak,17 Viktor Kovalenko,11 Roman Yaremchuk,9 Vladyslav Kabaev,15 Mykyta Tatarkov,10 Artem Besedin,14 Valeriy Luchkevych,5 Yuriy Tkachuk,13 Artem Gabelok,-,-,16 Yevgen Grytsenko,1 Roman Pidkivka,3 Artur Kuznetsov,19 Oleksiy Kovtun,21 Igor Kharatin,6 Vyacheslav Tankovskyi,20 Yevgeniy Nemtinov,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 2, 2015",Myanmar U20 vs Ukraine U20
117,New Zealand U20,1 Oliver Sail,4 Sam Brotherton,5 Adam Mitchell,3 Deklan Wynne,2 Jesse Edge,6 Bill Tuiloma,8 Moses Dyer,11 Matthew Ridenton,10 Clayton Lewis,7 Joel Stevens,20 Noah Billingsley,17 Andrew Blake,15 Monty Patterson,19 Stuart Holthusen,-,-,21 Damian Hirst,12 Nikola Tzanev,14 Cory Brown,16 Te Atawhai Hudson-Wihongi,13 Brock Messenger,9 Alex Rufer,18 Andre de Jong,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 2, 2015",New Zealand U20 vs USA U20
117,USA U20,1 Zack Steffen,4 Cameron Carter-Vickers,5 Matt Miazga,6 Kellyn Acosta,17 Desevio Payne,15 Mark Delgado,19 Gedion Zelalem,8 Emerson Hyndman,11 Bradford Jamieson IV,7 Paul Arriola,9 Rubio Rubín,3 John Requejo,13 Tommy Thompson,10 Joel Soñora,-,-,12 Thomas Olsen,21 Jeff Caldwell,16 Conor Donovan,18 Erik Palmer-Brown,2 Shaq Moore,20 Jordan Allen,-,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 2, 2015",New Zealand U20 vs USA U20
118,Myanmar U20,1 Myo Min Latt,4 Naing Lin Tun,3 Htike Htike Aung,5 Nanda Kyaw,14 Nan Wai Min,16 Myo Ko Tun,6 Kyaw Min Oo,8 Maung Maung Soe,15 Yan Naing Oo,11 Maung Maung Lwin,9 Aung Thu,10 Than Paing,-,-,-,-,18 Pyae Sone Chit,21 Wai Lin Aung,12 Hlaing Myo Aung,2 Aung Moe Htwe,20 Myo Zaw Oo,19 Swan Htet Aung,13 Yan Lin Aung,7 Nyein Chan Aung,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 5, 2015",Myanmar U20 vs New Zealand U20
118,New Zealand U20,12 Nikola Tzanev,4 Sam Brotherton,6 Bill Tuiloma,3 Deklan Wynne,13 Brock Messenger,16 Te Atawhai Hudson-Wihongi,8 Moses Dyer,10 Clayton Lewis,15 Monty Patterson,20 Noah Billingsley,9 Alex Rufer,17 Andrew Blake,18 Andre de Jong,7 Joel Stevens,-,-,21 Damian Hirst,1 Oliver Sail,14 Cory Brown,2 Jesse Edge,5 Adam Mitchell,11 Matthew Ridenton,19 Stuart Holthusen,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 5, 2015",Myanmar U20 vs New Zealand U20
119,Ukraine U20,12 Bogdan Sarnavskyi,2 Taras Kacharaba,4 Mykyta Burda,18 Eduard Sobol,8 Pavlo Polegenko,21 Igor Kharatin,7 Yevgen Chumak,17 Viktor Kovalenko,14 Valeriy Luchkevych,9 Vladyslav Kabaev,10 Artem Besedin,5 Yuriy Tkachuk,13 Artem Gabelok,11 Roman Yaremchuk,-,-,16 Yevgen Grytsenko,1 Roman Pidkivka,3 Artur Kuznetsov,19 Oleksiy Kovtun,6 Vyacheslav Tankovskyi,20 Yevgeniy Nemtinov,15 Mykyta Tatarkov,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 5, 2015",Ukraine U20 vs USA U20
119,USA U20,1 Zack Steffen,4 Cameron Carter-Vickers,18 Erik Palmer-Brown,6 Kellyn Acosta,2 Shaq Moore,15 Mark Delgado,19 Gedion Zelalem,8 Emerson Hyndman,20 Jordan Allen,7 Paul Arriola,11 Bradford Jamieson IV,16 Conor Donovan,10 Joel Soñora,9 Rubio Rubín,-,-,12 Thomas Olsen,21 Jeff Caldwell,5 Matt Miazga,3 John Requejo,13 Tommy Thompson,17 Desevio Payne,-,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 5, 2015",Ukraine U20 vs USA U20
120,Argentina U20,1 Augusto Batalla,3 Lucas Suárez,20 Facundo Monteseirín,6 Tiago Casasola,4 Nicolás Tripichio,10 Tomás Martínez,8 Leonardo Rolón,19 Emiliano Buendía,17 Kaku,11 Ángel Correa,9 Giovanni Simeone,5 Andrés Cubas,14 Cristian Pavón,7 Cristian Espinoza,-,-,13 Agustín Rossi,12 José Devecchi,18 Leandro Vega,2 Emanuel Mammana,21 Rodrigo Moreira,16 Daniel Ibáñez,15 Maxi Rolón,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"May 30, 2015",Argentina U20 vs Panama U20
120,Panama U20,1 Jaime De Gracia,2 Chin Hormechea,6 Fidel Escobar,14 Jesús Araya,4 Jomar Díaz,8 Luis Pereira,10 Jhamal Rodríguez,7 Julián Velarde,19 Jesús González,9 Ismael Díaz,18 Carlos Small,5 Francisco Narbón,16 Édson Samms,11 Ervin Zorrilla,-,-,21 Pedro Campos,12 Martín Meléndez,3 Shaquille Coronado,13 Christopher Bared,15 Adalberto Carrasquilla,17 Justin Simons,20 Rubén Barrow,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"May 30, 2015",Argentina U20 vs Panama U20
121,Ghana U20,1 Lawrence Ati Zigi,2 Emmanuel Ntim,14 Joseph Aidoo,21 Patrick Asmah,4 Joseph Bempah,6 Godfred Donsah,17 Yaw Yeboah,13 David Atanga,7 Samuel Tetteh,11 Abraham Attobrah,19 Benjamin Tetteh,18 Barnes Osei,9 Emmanuel Boateng,20 Prosper Kasim,-,-,12 Kwame Baah,16 Mutawakilu Seidu,15 Joseph Adjei,3 Patrick Kpozo,5 Kingsley Fobi,8 Kofi Yeboah,-,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"May 30, 2015",Ghana U20 vs Austria U20
121,Austria U20,1 Tino Casali,4 Lukas Gugganig,5 Philipp Lienhart,16 Alexander Joppich,3 Daniel Rosenbichler,18 Martin Rasner,17 Konrad Laimer,20 Florian Grillitsch,10 Markus Blutsch,9 Valentin Grubeck,14 Bernd Gschweidl,6 Francesco Lovric,13 Michael Brandner,11 Andreas Gruber,-,-,12 Johannes Kreidl,21 Stefan Mitmasser,15 Patrick Puchegger,19 Lukas Grgic,8 Peter Michorl,2 Marcus Maier,7 Jakob Kreuzer,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"May 30, 2015",Ghana U20 vs Austria U20
122,Austria U20,1 Tino Casali,6 Francesco Lovric,4 Lukas Gugganig,16 Alexander Joppich,3 Daniel Rosenbichler,18 Martin Rasner,17 Konrad Laimer,20 Florian Grillitsch,11 Andreas Gruber,9 Valentin Grubeck,14 Bernd Gschweidl,13 Michael Brandner,10 Markus Blutsch,7 Jakob Kreuzer,-,-,21 Stefan Mitmasser,21 Johannes Kreidl,15 Patrick Puchegger,5 Philipp Lienhart,19 Lukas Grgic,8 Peter Michorl,2 Marcus Maier,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 2, 2015",Austria U20 vs Panama U20
122,Panama U20,1 Jaime De Gracia,2 Chin Hormechea,6 Fidel Escobar,14 Jesús Araya,4 Jomar Díaz,8 Luis Pereira,10 Jhamal Rodríguez,7 Julián Velarde,19 Jesús González,9 Ismael Díaz,18 Carlos Small,5 Francisco Narbón,16 Édson Samms,11 Ervin Zorrilla,-,-,21 Pedro Campos,12 Martín Meléndez,3 Shaquille Coronado,13 Christopher Bared,15 Adalberto Carrasquilla,17 Justin Simons,20 Rubén Barrow,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 2, 2015",Austria U20 vs Panama U20
123,Argentina U20,1 Augusto Batalla,20 Facundo Monteseirín,2 Emanuel Mammana,21 Rodrigo Moreira,4 Nicolás Tripichio,5 Andrés Cubas,8 Leonardo Rolón,3 Lucas Suárez,10 Tomás Martínez,11 Ángel Correa,9 Giovanni Simeone,17 Kaku,7 Cristian Espinoza,19 Emiliano Buendía,-,-,13 Agustín Rossi,12 José Devecchi,18 Leandro Vega,6 Tiago Casasola,16 Daniel Ibáñez,14 Cristian Pavón,15 Maxi Rolón,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 2, 2015",Argentina U20 vs Ghana U20
123,Ghana U20,1 Lawrence Ati Zigi,2 Emmanuel Ntim,14 Joseph Aidoo,21 Patrick Asmah,5 Kingsley Fobi,6 Godfred Donsah,11 Abraham Attobrah,10 Clifford Aboagye,7 Samuel Tetteh,17 Yaw Yeboah,19 Benjamin Tetteh,8 Kofi Yeboah,13 David Atanga,-,-,-,12 Kwame Baah,16 Mutawakilu Seidu,15 Joseph Adjei,3 Patrick Kpozo,4 Joseph Bempah,18 Barnes Osei,9 Emmanuel Boateng,20 Prosper Kasim,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 2, 2015",Argentina U20 vs Ghana U20
124,Panama U20,1 Jaime De Gracia,6 Fidel Escobar,14 Jesús Araya,13 Christopher Bared,4 Jomar Díaz,5 Francisco Narbón,17 Justin Simons,19 Jesús González,16 Édson Samms,10 Jhamal Rodríguez,11 Ervin Zorrilla,7 Julián Velarde,9 Ismael Díaz,18 Carlos Small,-,-,21 Pedro Campos,12 Martín Meléndez,3 Shaquille Coronado,15 Adalberto Carrasquilla,-,-,-,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 5, 2015",Panama U20 vs Ghana U20
124,Ghana U20,1 Lawrence Ati Zigi,2 Emmanuel Ntim,14 Joseph Aidoo,21 Patrick Asmah,5 Kingsley Fobi,6 Godfred Donsah,17 Yaw Yeboah,10 Clifford Aboagye,7 Samuel Tetteh,11 Abraham Attobrah,19 Benjamin Tetteh,9 Emmanuel Boateng,13 David Atanga,20 Prosper Kasim,-,-,12 Kwame Baah,16 Mutawakilu Seidu,15 Joseph Adjei,3 Patrick Kpozo,4 Joseph Bempah,8 Kofi Yeboah,18 Barnes Osei,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 5, 2015",Panama U20 vs Ghana U20
125,Austria U20,1 Tino Casali,4 Lukas Gugganig,5 Philipp Lienhart,16 Alexander Joppich,3 Daniel Rosenbichler,18 Martin Rasner,17 Konrad Laimer,11 Andreas Gruber,10 Markus Blutsch,9 Valentin Grubeck,14 Bernd Gschweidl,15 Patrick Puchegger,6 Francesco Lovric,13 Michael Brandner,-,-,21 Stefan Mitmasser,21 Johannes Kreidl,19 Lukas Grgic,20 Florian Grillitsch,8 Peter Michorl,2 Marcus Maier,7 Jakob Kreuzer,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 5, 2015",Austria U20 vs Argentina U20
125,Argentina U20,1 Augusto Batalla,20 Facundo Monteseirín,2 Emanuel Mammana,6 Tiago Casasola,4 Nicolás Tripichio,5 Andrés Cubas,8 Leonardo Rolón,7 Cristian Espinoza,10 Tomás Martínez,11 Ángel Correa,9 Giovanni Simeone,17 Kaku,14 Cristian Pavón,19 Emiliano Buendía,-,-,13 Agustín Rossi,12 José Devecchi,3 Lucas Suárez,18 Leandro Vega,21 Rodrigo Moreira,16 Daniel Ibáñez,15 Maxi Rolón,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 5, 2015",Austria U20 vs Argentina U20
126,Qatar U20,1 Yousef Hassan,5 Serigne Abdou,6 Salem Al-Hajri,3 Fahad Shenain,12 Jassem Mohammed,18 Assim Madibo,8 Ahmad Moein Doozandeh,10 Akram Afif,14 Ahmed Al-Saadi,7 Jassim Al-Jalabi,19 Almoez Ali,15 Sultan Al-Brake,4 Abdullah Al-Ahrak,11 Sultan Bakhit,-,-,13 Mohamed Al-Bakri,21 Yazan Naim,2 Tameem Al-Muhaza,20 Tarek Salman,17 Bassam Al-Rawi,16 Abdulrahman Anad,9 Said Brahmi,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"May 31, 2015",Qatar U20 vs Colombia U20
126,Colombia U20,1 Álvaro Montero,5 Juan Quintero,13 Davinson Sánchez,3 Jeison Angulo,6 Andrés Tello,15 Sebastián Ayala,19 Víctor Gutiérrez,8 Alexis Zapata,11 Jeison Lucumí,9 Joao Rodríguez,20 Rafael Borré,10 Sergio Villarreal,16 Jarlan Barrera,17 Juan Otero,-,-,12 Luis Vásquez,21 Yasser Chávez,2 Aldayr Hernández,4 Daniel Londoño,7 Déinner Quiñones,14 Rodin Quiñones,18 Carlos Ibargüen,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"May 31, 2015",Qatar U20 vs Colombia U20
127,Portugal U20,12 André Moreira,3 João Nunes,14 Domingos Duarte,5 Rafa Soares,13 Mauro Riquicho,6 Tomás Podstawski,7 Raphael Guzzo,10 Rony Lopes,20 Gonçalo Guedes,18 Gelson Martins,9 André Silva,11 Nuno Santos,8 Francisco Ramos,17 Ivo Rodrigues,-,-,1 Tiago Sá,21 Guilherme Oliveira,4 Nélson Monte,2 Pedro Rebocho,19 João Vigário,15 Estrela,16 Janio Bikel,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"May 31, 2015",Portugal U20 vs Senegal U20
127,Senegal U20,21 Ibrahima Sy,4 Mouhameth Sané,6 Elimane Cissé,13 Alhassane Sylla,15 Moussa Wagué,12 Mamadou Loum,17 Roger Gomis,8 Sidy Sarr,14 Moussa Koné,7 Ibrahima Wadji,19 Mamadou Thiam,10 Fallou Niang,11 Malick Niang,5 Papa Faye,-,-,1 Khadime Ndiaye,16 Seydou Sy,3 Andelinou Corréa,2 Abdoulaye Ndione,18 Alassane Sow,20 Rémi Nassalan,-,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"May 31, 2015",Portugal U20 vs Senegal U20
128,Qatar U20,1 Yousef Hassan,5 Serigne Abdou,6 Salem Al-Hajri,3 Fahad Shenain,12 Jassem Mohammed,18 Assim Madibo,8 Ahmad Moein Doozandeh,10 Akram Afif,14 Ahmed Al-Saadi,7 Jassim Al-Jalabi,19 Almoez Ali,2 Tameem Al-Muhaza,4 Abdullah Al-Ahrak,11 Sultan Bakhit,-,-,13 Mohamed Al-Bakri,21 Yazan Naim,20 Tarek Salman,15 Sultan Al-Brake,17 Bassam Al-Rawi,16 Abdulrahman Anad,9 Said Brahmi,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 3, 2015",Qatar U20 vs Portugal U20
128,Portugal U20,12 André Moreira,3 João Nunes,14 Domingos Duarte,5 Rafa Soares,13 Mauro Riquicho,6 Tomás Podstawski,8 Francisco Ramos,10 Rony Lopes,17 Ivo Rodrigues,18 Gelson Martins,9 André Silva,11 Nuno Santos,19 João Vigário,16 Janio Bikel,-,-,1 Tiago Sá,21 Guilherme Oliveira,4 Nélson Monte,2 Pedro Rebocho,15 Estrela,7 Raphael Guzzo,20 Gonçalo Guedes,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 3, 2015",Qatar U20 vs Portugal U20
129,Senegal U20,21 Ibrahima Sy,4 Mouhameth Sané,6 Elimane Cissé,13 Alhassane Sylla,15 Moussa Wagué,12 Mamadou Loum,17 Roger Gomis,8 Sidy Sarr,14 Moussa Koné,7 Ibrahima Wadji,19 Mamadou Thiam,3 Andelinou Corréa,2 Abdoulaye Ndione,11 Malick Niang,-,-,1 Khadime Ndiaye,16 Seydou Sy,10 Fallou Niang,18 Alassane Sow,5 Papa Faye,20 Rémi Nassalan,-,-,-,-,-,-,-,-,-,U-20 World Cup 2015,"Jun 3, 2015",Senegal U20 vs Colombia U20
