,TeamName,Starter_1,Starter_2,Starter_3,Starter_4,Starter_5,Starter_6,Starter_7,Starter_8,Starter_9,Starter_10,Starter_11,Sub_1,Sub_2,Sub_3,Sub_4,Sub_5,Unused_1,Unused_2,Unused_3,Unused_4,Unused_5,Unused_6,Unused_7,Unused_8,Unused_9,Unused_10,Unused_11,Unused_12,Unused_13,Unused_14,Unused_15,Competition,Date,Match
67,Panama,1 Luis Mejía,3 Hárold Cummings,5 Román Torres,15 Éric Davis,23 Amir Murillo,4 Fidel Escobar,11 Armando Cooper,19 Alberto Quintero,10 Yoel Bárcenas,9 Gaby Torres,18 Abdiel Arroyo,21 Omar Browne,14 Valentín Pimentel,16 Rolando Blackburn,-,-,12 José Calderón,22 Orlando Mosquera,13 Adolfo Machado,6 Kevin Galván,2 Francisco Palacios,20 Ernesto Walker,8 Marcos Sánchez,7 Puma,17 José Fajardo,-,-,-,-,-,-,Gold Cup 2019,"Sun Jun 30, 2019",Jamaica vs Panama
68,USA,1 Zack Steffen,5 Walker Zimmerman,23 Aaron Long,13 Tim Ream,2 Nick Lima,4 Michael Bradley,8 Weston McKennie,10 Christian Pulisic,7 Paul Arriola,21 Tyler Boyd,9 Gyasi Zardes,3 Omar González,11 Jordan Morris,-,-,-,12 Sean Johnson,22 Tyler Miller,19 Matt Miazga,16 Daniel Lovitz,14 Reggie Cannon,6 Wil Trapp,15 Cristian Roldán,20 Djordje Mihailovic,18 Jonathan Lewis,17 Jozy Altidore,-,-,-,-,-,Gold Cup 2019,"Sun Jun 30, 2019",USA vs Curaçao
68,Curaçao,1 Eloy Room,2 Cuco Martina,4 Darryl Lachman,21 Ayrton Statie,13 Juriën Gaari,15 Shermaine Martina,10 Leandro Bacuna,18 Elson Hooi,14 Kenji Gorré,11 Gevaro Nepomuceno,19 Jafar Arias,5 Jurich Carolina,6 Michaël Maria,16 Gino van Kessel,-,-,22 Jarzinho Pieter,23 Zeus de la Paz,3 Shermar Martina,12 Shanon Carmelia,17 Gersinio Constansia,20 Jimbertson Vapor,7 Jarchinio Antonia,-,-,-,-,-,-,-,-,Gold Cup 2019,"Sun Jun 30, 2019",USA vs Curaçao
69,Canada,18 Milan Borjan,4 Derek Cornelius,13 Atiba Hutchinson,14 Mark-Anthony Kaye,23 Marcus Godinho,6 Samuel Piette,21 Jonathan Osorio,8 Scott Arfield,12 Alphonso Davies,10 Junior Hoilett,20 Jonathan David,7 Russell Teibert,11 Liam Millar,19 Lucas Cavallini,-,-,1 Jayson Leutwiler,22 Maxime Crépeau,17 Kamal Miller,15 Doneil Henry,3 Ashtone Morgan,2 Zachary Brault-Guillard,16 Noble Okello,5 Will Johnson,9 Cyle Larin,-,-,-,-,-,-,Gold Cup 2019,"Jun 15, 2019",Canada vs Martinique
69,Martinique,1 Loïc Chauvet,6 Jean-Sylvain Babin,8 Jordy Delem,18 Samuel Camille,5 Karl Vitulin,3 Joris Marveaux,19 Daniel Hérelle,14 Yann Thimon,9 Kévin Fortuné,20 Stéphane Abaul,17 Kévin Parsemain,12 Johnny Marajo,13 Christof Jougon,10 Mickaël Biron,-,-,16 Arnaud Huyghues des Etages,23 Stéphane Michalet,21 Sébastien Crétinoir,2 Yordan Thimon,22 Romario Barthéléry,15 Audrick Linord,11 Grégory Eneleda,4 Rodrigue César,7 Grégory Pastel,-,-,-,-,-,-,Gold Cup 2019,"Jun 15, 2019",Canada vs Martinique
70,Mexico,13 Guillermo Ochoa,2 Néstor Araújo,3 Carlos Salcedo,23 Jesús Gallardo,21 Luis Rodríguez,5 Diego Reyes,8 Carlos Rodríguez,18 Andrés Guardado,11 Roberto Alvarado,22 Uriel Antuna,9 Raúl Jiménez,17 César Montes,7 Orbelín Pineda,14 Alexis Vega,-,-,1 Jonathan Orozco,12 Hugo González,15 Héctor Moreno,4 Edson Álvarez,6 Jonathan dos Santos,16 Érick Gutiérrez,19 Fernando Navarro,10 Luis Montes,20 Rodolfo Pizarro,-,-,-,-,-,-,Gold Cup 2019,"Jun 15, 2019",Mexico vs Cuba
70,Cuba,1 Sandy Sánchez,4 Yasmani López,6 Yosel Piedra,14 Karel Espino,5 Dariel Morejón,15 Lionis Martínez,2 Andy Baquero,20 Luismel Morris,10 Aricheell Hernández,7 Rolando Abreu,23 Luis Paradela,8 Alejandro Portal,13 Aníbal Álvarez,16 Daniel Luis,-,-,12 Elier Pozo,21 Nelson Johnston,3 Erick Rizo,19 Jorge Kindelán,22 Roberney Caballero,18 Reynaldo Pérez,17 Jean Carlos Rodríguez,9 Maikel Reyes,-,-,-,-,-,-,-,Gold Cup 2019,"Jun 15, 2019",Mexico vs Cuba
71,Cuba,1 Sandy Sánchez,6 Yosel Piedra,16 Daniel Luis,5 Dariel Morejón,3 Erick Rizo,14 Karel Espino,2 Andy Baquero,9 Maikel Reyes,22 Roberney Caballero,10 Aricheell Hernández,23 Luis Paradela,8 Alejandro Portal,13 Aníbal Álvarez,18 Reynaldo Pérez,-,-,12 Elier Pozo,21 Nelson Johnston,15 Lionis Martínez,19 Jorge Kindelán,20 Luismel Morris,7 Rolando Abreu,17 Jean Carlos Rodríguez,-,-,-,-,-,-,-,-,Gold Cup 2019,"Jun 19, 2019",Cuba vs Martinique
71,Martinique,1 Loïc Chauvet,6 Jean-Sylvain Babin,8 Jordy Delem,18 Samuel Camille,22 Romario Barthéléry,3 Joris Marveaux,19 Daniel Hérelle,10 Mickaël Biron,9 Kévin Fortuné,20 Stéphane Abaul,17 Kévin Parsemain,2 Yordan Thimon,12 Johnny Marajo,7 Grégory Pastel,-,-,16 Arnaud Huyghues des Etages,23 Stéphane Michalet,21 Sébastien Crétinoir,5 Karl Vitulin,15 Audrick Linord,11 Grégory Eneleda,4 Rodrigue César,14 Yann Thimon,13 Christof Jougon,-,-,-,-,-,-,Gold Cup 2019,"Jun 19, 2019",Cuba vs Martinique
72,Mexico,13 Guillermo Ochoa,2 Néstor Araújo,5 Diego Reyes,23 Jesús Gallardo,21 Luis Rodríguez,4 Edson Álvarez,6 Jonathan dos Santos,16 Érick Gutiérrez,11 Roberto Alvarado,22 Uriel Antuna,9 Raúl Jiménez,8 Carlos Rodríguez,18 Andrés Guardado,10 Luis Montes,-,-,1 Jonathan Orozco,12 Hugo González,15 Héctor Moreno,3 Carlos Salcedo,17 César Montes,7 Orbelín Pineda,19 Fernando Navarro,20 Rodolfo Pizarro,14 Alexis Vega,-,-,-,-,-,-,Gold Cup 2019,"Jun 19, 2019",Mexico vs Canada
72,Canada,18 Milan Borjan,4 Derek Cornelius,15 Doneil Henry,13 Atiba Hutchinson,7 Russell Teibert,2 Zachary Brault-Guillard,14 Mark-Anthony Kaye,5 Will Johnson,12 Alphonso Davies,9 Cyle Larin,19 Lucas Cavallini,21 Jonathan Osorio,8 Scott Arfield,20 Jonathan David,-,-,1 Jayson Leutwiler,22 Maxime Crépeau,17 Kamal Miller,3 Ashtone Morgan,23 Marcus Godinho,6 Samuel Piette,16 Noble Okello,10 Junior Hoilett,11 Liam Millar,-,-,-,-,-,-,Gold Cup 2019,"Jun 19, 2019",Mexico vs Canada
73,Canada,18 Milan Borjan,4 Derek Cornelius,15 Doneil Henry,12 Alphonso Davies,23 Marcus Godinho,6 Samuel Piette,8 Scott Arfield,21 Jonathan Osorio,20 Jonathan David,10 Junior Hoilett,19 Lucas Cavallini,17 Kamal Miller,3 Ashtone Morgan,11 Liam Millar,-,-,1 Jayson Leutwiler,22 Maxime Crépeau,2 Zachary Brault-Guillard,7 Russell Teibert,13 Atiba Hutchinson,16 Noble Okello,14 Mark-Anthony Kaye,5 Will Johnson,9 Cyle Larin,-,-,-,-,-,-,Gold Cup 2019,"Jun 23, 2019",Canada vs Cuba
73,Cuba,1 Sandy Sánchez,6 Yosel Piedra,19 Jorge Kindelán,5 Dariel Morejón,2 Andy Baquero,8 Alejandro Portal,13 Aníbal Álvarez,22 Roberney Caballero,9 Maikel Reyes,10 Aricheell Hernández,23 Luis Paradela,14 Karel Espino,7 Rolando Abreu,17 Jean Carlos Rodríguez,-,-,12 Elier Pozo,21 Nelson Johnston,15 Lionis Martínez,-,-,-,-,-,-,-,-,-,-,-,-,Gold Cup 2019,"Jun 23, 2019",Canada vs Cuba
74,Martinique,1 Loïc Chauvet,6 Jean-Sylvain Babin,8 Jordy Delem,18 Samuel Camille,22 Romario Barthéléry,3 Joris Marveaux,19 Daniel Hérelle,14 Yann Thimon,9 Kévin Fortuné,20 Stéphane Abaul,17 Kévin Parsemain,15 Audrick Linord,12 Johnny Marajo,13 Christof Jougon,-,-,16 Arnaud Huyghues des Etages,23 Stéphane Michalet,21 Sébastien Crétinoir,2 Yordan Thimon,5 Karl Vitulin,11 Grégory Eneleda,4 Rodrigue César,7 Grégory Pastel,10 Mickaël Biron,-,-,-,-,-,-,Gold Cup 2019,"Jun 23, 2019",Martinique vs Mexico
74,Mexico,1 Jonathan Orozco,3 Carlos Salcedo,17 César Montes,23 Jesús Gallardo,19 Fernando Navarro,4 Edson Álvarez,8 Carlos Rodríguez,18 Andrés Guardado,11 Roberto Alvarado,22 Uriel Antuna,9 Raúl Jiménez,6 Jonathan dos Santos,20 Rodolfo Pizarro,14 Alexis Vega,-,-,12 Hugo González,13 Guillermo Ochoa,15 Héctor Moreno,2 Néstor Araújo,5 Diego Reyes,21 Luis Rodríguez,16 Érick Gutiérrez,7 Orbelín Pineda,10 Luis Montes,-,-,-,-,-,-,Gold Cup 2019,"Jun 23, 2019",Martinique vs Mexico
75,Haiti,1 Johny Placide,3 Mechack Jérôme,4 Ricardo Adé,10 Wilde-Donald Guerrier,2 Carlens Arcus,19 Steeven Saba,21 Bryan Alceus,8 Zachary Herivaux,14 Hérold Charles,9 Duckens Nazon,20 Frantzdy Pierrot,6 Jems Geffrard,11 Derrick Etienne Jr.,18 Jonel Désiré,-,-,12 Josué Duverger,23 Isaac Rouaud,16 Andrew Jean-Baptiste,22 Alex Júnior,5 Djimy Alexis,13 Bicou Bissainthe,17 Dutherson Clerveaux,7 Hervé Bazile,15 Mikaël Cantave,-,-,-,-,-,-,Gold Cup 2019,"Jun 16, 2019",Haiti vs Bermuda
75,Bermuda,1 Dale Eve,6 Jaylon Bather,16 Dante Leverock,3 Calon Minors,8 Donte Brangman,13 Osagi Bascome,11 Willie Clemons,19 Reggie Lambe,10 Zeiko Lewis,7 Lejaun Simmons,21 Nahki Wells,15 Milan Butterfield,17 Justin Donawa,9 Jonte Smith,-,-,12 Jahquil Hill,23 Quinaceo Hunt,20 Liam Evans,4 Roger Lee,5 Jalen Harvey,2 Chikosi Basden,18 Tre Ming,22 Marco Warren,14 Cecoy Robinson,-,-,-,-,-,-,Gold Cup 2019,"Jun 16, 2019",Haiti vs Bermuda
76,Costa Rica,23 Leonel Moreira,6 Óscar Duarte,19 Kendall Waston,8 Bryan Oviedo,16 Cristian Gamboa,5 Celso Borges,13 Allan Cruz,12 Joel Campbell,20 Elías Aguilar,11 Mayron George,14 Jonathan McDonald,10 Bryan Ruiz,2 Randall Leal,9 Álvaro Saborío,-,-,1 Bryan Segura,18 Marco Madrigal,15 Francisco Calvo,3 Giancarlo González,22 Ronald Matarrita,4 Keysher Fuller,17 Yeltsin Tejeda,7 Christian Bolaños,-,-,-,-,-,-,-,Gold Cup 2019,"Jun 16, 2019",Costa Rica vs Nicaragua
76,Nicaragua,1 Justo Lorente,5 Carlos Montenegro,6 Luis Copete,3 Manuel Rosas,2 Josué Quijano,8 Marlon López,17 Renato Punyed,11 Juan Barrera,21 Francisco Flores,15 Byron Bonilla,18 Jorge Betancur,9 Dany Cadena,16 Armando Goufas,7 Carlos Chavarría,-,-,12 Henry Maradiaga,23 Brayan Rodríguez,4 René Huete,20 Óscar López,19 Camphers Pérez,14 Kevin Serapio,13 Junior Arteaga,22 Agenor Báez,10 Luis Galeano,-,-,-,-,-,-,Gold Cup 2019,"Jun 16, 2019",Costa Rica vs Nicaragua
77,Nicaragua,12 Henry Maradiaga,20 Óscar López,6 Luis Copete,3 Manuel Rosas,2 Josué Quijano,14 Kevin Serapio,15 Byron Bonilla,17 Renato Punyed,9 Dany Cadena,11 Juan Barrera,18 Jorge Betancur,21 Francisco Flores,10 Luis Galeano,16 Armando Goufas,-,-,1 Justo Lorente,23 Brayan Rodríguez,4 René Huete,19 Camphers Pérez,13 Junior Arteaga,22 Agenor Báez,-,-,-,-,-,-,-,-,-,Gold Cup 2019,"Jun 20, 2019",Nicaragua vs Haiti
77,Haiti,1 Johny Placide,16 Andrew Jean-Baptiste,6 Jems Geffrard,10 Wilde-Donald Guerrier,2 Carlens Arcus,19 Steeven Saba,21 Bryan Alceus,8 Zachary Herivaux,11 Derrick Etienne Jr.,9 Duckens Nazon,20 Frantzdy Pierrot,22 Alex Júnior,15 Mikaël Cantave,18 Jonel Désiré,-,-,12 Josué Duverger,23 Isaac Rouaud,3 Mechack Jérôme,4 Ricardo Adé,5 Djimy Alexis,13 Bicou Bissainthe,17 Dutherson Clerveaux,14 Hérold Charles,7 Hervé Bazile,-,-,-,-,-,-,Gold Cup 2019,"Jun 20, 2019",Nicaragua vs Haiti
78,Costa Rica,23 Leonel Moreira,6 Óscar Duarte,19 Kendall Waston,8 Bryan Oviedo,16 Cristian Gamboa,5 Celso Borges,13 Allan Cruz,12 Joel Campbell,20 Elías Aguilar,11 Mayron George,14 Jonathan McDonald,22 Ronald Matarrita,10 Bryan Ruiz,7 Christian Bolaños,-,-,1 Bryan Segura,18 Marco Madrigal,15 Francisco Calvo,3 Giancarlo González,4 Keysher Fuller,17 Yeltsin Tejeda,2 Randall Leal,9 Álvaro Saborío,-,-,-,-,-,-,-,Gold Cup 2019,"Jun 20, 2019",Costa Rica vs Bermuda
78,Bermuda,1 Dale Eve,6 Jaylon Bather,16 Dante Leverock,5 Jalen Harvey,8 Donte Brangman,15 Milan Butterfield,13 Osagi Bascome,10 Zeiko Lewis,19 Reggie Lambe,11 Willie Clemons,21 Nahki Wells,18 Tre Ming,17 Justin Donawa,9 Jonte Smith,-,-,12 Jahquil Hill,23 Quinaceo Hunt,20 Liam Evans,4 Roger Lee,3 Calon Minors,2 Chikosi Basden,7 Lejaun Simmons,22 Marco Warren,14 Cecoy Robinson,-,-,-,-,-,-,Gold Cup 2019,"Jun 20, 2019",Costa Rica vs Bermuda
79,Bermuda,1 Dale Eve,6 Jaylon Bather,16 Dante Leverock,3 Calon Minors,8 Donte Brangman,13 Osagi Bascome,11 Willie Clemons,7 Lejaun Simmons,10 Zeiko Lewis,22 Marco Warren,21 Nahki Wells,4 Roger Lee,5 Jalen Harvey,14 Cecoy Robinson,-,-,12 Jahquil Hill,23 Quinaceo Hunt,20 Liam Evans,2 Chikosi Basden,18 Tre Ming,15 Milan Butterfield,19 Reggie Lambe,17 Justin Donawa,9 Jonte Smith,-,-,-,-,-,-,Gold Cup 2019,"Jun 24, 2019",Bermuda vs Nicaragua
79,Nicaragua,12 Henry Maradiaga,20 Óscar López,6 Luis Copete,3 Manuel Rosas,2 Josué Quijano,14 Kevin Serapio,17 Renato Punyed,11 Juan Barrera,15 Byron Bonilla,10 Luis Galeano,18 Jorge Betancur,19 Camphers Pérez,9 Dany Cadena,16 Armando Goufas,-,-,1 Justo Lorente,23 Brayan Rodríguez,4 René Huete,21 Francisco Flores,13 Junior Arteaga,22 Agenor Báez,-,-,-,-,-,-,-,-,-,Gold Cup 2019,"Jun 24, 2019",Bermuda vs Nicaragua
80,Haiti,1 Johny Placide,16 Andrew Jean-Baptiste,6 Jems Geffrard,22 Alex Júnior,5 Djimy Alexis,19 Steeven Saba,21 Bryan Alceus,18 Jonel Désiré,11 Derrick Etienne Jr.,7 Hervé Bazile,9 Duckens Nazon,13 Bicou Bissainthe,14 Hérold Charles,15 Mikaël Cantave,-,-,12 Josué Duverger,23 Isaac Rouaud,3 Mechack Jérôme,4 Ricardo Adé,2 Carlens Arcus,17 Dutherson Clerveaux,8 Zachary Herivaux,20 Frantzdy Pierrot,-,-,-,-,-,-,-,Gold Cup 2019,"Jun 24, 2019",Haiti vs Costa Rica
80,Costa Rica,23 Leonel Moreira,15 Francisco Calvo,3 Giancarlo González,22 Ronald Matarrita,4 Keysher Fuller,5 Celso Borges,13 Allan Cruz,12 Joel Campbell,2 Randall Leal,10 Bryan Ruiz,9 Álvaro Saborío,6 Óscar Duarte,20 Elías Aguilar,11 Mayron George,-,-,1 Bryan Segura,18 Marco Madrigal,19 Kendall Waston,8 Bryan Oviedo,16 Cristian Gamboa,17 Yeltsin Tejeda,7 Christian Bolaños,14 Jonathan McDonald,-,-,-,-,-,-,-,Gold Cup 2019,"Jun 24, 2019",Haiti vs Costa Rica
81,Curaçao,1 Eloy Room,2 Cuco Martina,4 Darryl Lachman,5 Jurich Carolina,13 Juriën Gaari,15 Shermaine Martina,6 Michaël Maria,10 Leandro Bacuna,11 Gevaro Nepomuceno,18 Elson Hooi,9 Charlison Benschop,21 Ayrton Statie,16 Gino van Kessel,19 Jafar Arias,-,-,22 Jarzinho Pieter,23 Zeus de la Paz,3 Shermar Martina,12 Shanon Carmelia,17 Gersinio Constansia,20 Jimbertson Vapor,14 Kenji Gorré,7 Jarchinio Antonia,-,-,-,-,-,-,-,Gold Cup 2019,"Jun 17, 2019",Curaçao vs El Salvador
81,El Salvador,1 Henry Hernández,3 Roberto Domínguez,4 Iván Mancia,15 Jonathan Jiménez,21 Bryan Tamacas,6 Narciso Orellana,7 Darwin Cerén,16 Óscar Cerén,10 Jaime Alás,14 Andrés Flores,9 Nelson Bonilla,20 Rubén Marroquín,12 Marvin Monterroza,11 Juan Carlos Portillo,-,-,18 Kevin Carabantes,22 Óscar Pleitez,2 Xavier García,5 Alexander Mendoza,19 Gerson Mayén,23 Diego Coca,13 Santos Ortiz,17 Brayan Paz,8 David Rugamas,-,-,-,-,-,-,Gold Cup 2019,"Jun 17, 2019",Curaçao vs El Salvador
82,Jamaica,1 Andre Blake,17 Damion Lowe,14 Shaun Francis,20 Kemar Lawrence,5 Alvas Powell,3 Michael Hector,22 Devon Williams,16 Peter-Lee Vassell,7 Leon Bailey,6 Dever Orgill,18 Brian Brown,4 Andre Lewis,12 Junior Flemmings,11 Shamar Nicholson,-,-,13 Dwayne Miller,23 Amal Knight,2 Jamoi Topey,15 Je-Vaughn Watson,21 Kevon Lambert,9 Ricardo Morris,19 Tyreek Magee,8 Maalique Foster,10 Darren Mattocks,-,-,-,-,-,-,Gold Cup 2019,"Jun 17, 2019",Jamaica vs Honduras
82,Honduras,1 Luis López,4 Henry Figueroa,3 Maynor Figueroa,7 Emilio Izaguirre,21 Brayan Beckeles,16 Héctor Castellanos,19 Luis Garrido,10 Alexander López,17 Alberth Elis,9 Choco Lozano,12 Romell Quioto,6 Bryan Acosta,14 Michaell Chirinos,11 Rubilio Castillo,-,-,18 Rafael Zúñiga,22 Harold Fonseca,5 Éver Alvarado,2 Félix Crisanto,15 Denil Maldonado,13 Danilo Acosta,20 Jorge Álvarez,8 Alejandro Reyes,23 Róger Rojas,-,-,-,-,-,-,Gold Cup 2019,"Jun 17, 2019",Jamaica vs Honduras
83,El Salvador,1 Henry Hernández,3 Roberto Domínguez,4 Iván Mancia,15 Jonathan Jiménez,21 Bryan Tamacas,6 Narciso Orellana,7 Darwin Cerén,16 Óscar Cerén,11 Juan Carlos Portillo,14 Andrés Flores,9 Nelson Bonilla,12 Marvin Monterroza,19 Gerson Mayén,10 Jaime Alás,-,-,18 Kevin Carabantes,22 Óscar Pleitez,2 Xavier García,5 Alexander Mendoza,20 Rubén Marroquín,23 Diego Coca,13 Santos Ortiz,17 Brayan Paz,8 David Rugamas,-,-,-,-,-,-,Gold Cup 2019,"Jun 21, 2019",El Salvador vs Jamaica
83,Jamaica,1 Andre Blake,17 Damion Lowe,14 Shaun Francis,20 Kemar Lawrence,5 Alvas Powell,3 Michael Hector,4 Andre Lewis,12 Junior Flemmings,7 Leon Bailey,6 Dever Orgill,18 Brian Brown,9 Ricardo Morris,10 Darren Mattocks,11 Shamar Nicholson,-,-,13 Dwayne Miller,23 Amal Knight,2 Jamoi Topey,15 Je-Vaughn Watson,21 Kevon Lambert,22 Devon Williams,19 Tyreek Magee,16 Peter-Lee Vassell,8 Maalique Foster,-,-,-,-,-,-,Gold Cup 2019,"Jun 21, 2019",El Salvador vs Jamaica
84,Honduras,1 Luis López,21 Brayan Beckeles,3 Maynor Figueroa,4 Henry Figueroa,7 Emilio Izaguirre,20 Jorge Álvarez,14 Michaell Chirinos,10 Alexander López,19 Luis Garrido,17 Alberth Elis,9 Choco Lozano,6 Bryan Acosta,8 Alejandro Reyes,11 Rubilio Castillo,-,-,18 Rafael Zúñiga,22 Harold Fonseca,5 Éver Alvarado,2 Félix Crisanto,15 Denil Maldonado,16 Héctor Castellanos,12 Romell Quioto,23 Róger Rojas,-,-,-,-,-,-,-,Gold Cup 2019,"Jun 21, 2019",Honduras vs Curaçao
84,Curaçao,1 Eloy Room,2 Cuco Martina,4 Darryl Lachman,21 Ayrton Statie,13 Juriën Gaari,6 Michaël Maria,10 Leandro Bacuna,18 Elson Hooi,7 Jarchinio Antonia,11 Gevaro Nepomuceno,19 Jafar Arias,12 Shanon Carmelia,15 Shermaine Martina,16 Gino van Kessel,-,-,22 Jarzinho Pieter,23 Zeus de la Paz,3 Shermar Martina,5 Jurich Carolina,17 Gersinio Constansia,20 Jimbertson Vapor,14 Kenji Gorré,-,-,-,-,-,-,-,-,Gold Cup 2019,"Jun 21, 2019",Honduras vs Curaçao
85,Jamaica,1 Andre Blake,17 Damion Lowe,14 Shaun Francis,20 Kemar Lawrence,5 Alvas Powell,15 Je-Vaughn Watson,22 Devon Williams,9 Ricardo Morris,4 Andre Lewis,12 Junior Flemmings,11 Shamar Nicholson,3 Michael Hector,21 Kevon Lambert,19 Tyreek Magee,-,-,13 Dwayne Miller,23 Amal Knight,2 Jamoi Topey,16 Peter-Lee Vassell,7 Leon Bailey,8 Maalique Foster,18 Brian Brown,6 Dever Orgill,10 Darren Mattocks,-,-,-,-,-,-,Gold Cup 2019,"Jun 25, 2019",Jamaica vs Curaçao
85,Curaçao,1 Eloy Room,2 Cuco Martina,4 Darryl Lachman,21 Ayrton Statie,13 Juriën Gaari,6 Michaël Maria,10 Leandro Bacuna,18 Elson Hooi,7 Jarchinio Antonia,11 Gevaro Nepomuceno,19 Jafar Arias,15 Shermaine Martina,14 Kenji Gorré,16 Gino van Kessel,-,-,22 Jarzinho Pieter,23 Zeus de la Paz,3 Shermar Martina,5 Jurich Carolina,12 Shanon Carmelia,17 Gersinio Constansia,20 Jimbertson Vapor,-,-,-,-,-,-,-,-,Gold Cup 2019,"Jun 25, 2019",Jamaica vs Curaçao
86,Honduras,1 Luis López,4 Henry Figueroa,3 Maynor Figueroa,5 Éver Alvarado,2 Félix Crisanto,19 Luis Garrido,20 Jorge Álvarez,6 Bryan Acosta,14 Michaell Chirinos,17 Alberth Elis,11 Rubilio Castillo,7 Emilio Izaguirre,16 Héctor Castellanos,12 Romell Quioto,-,-,18 Rafael Zúñiga,22 Harold Fonseca,15 Denil Maldonado,21 Brayan Beckeles,8 Alejandro Reyes,10 Alexander López,9 Choco Lozano,23 Róger Rojas,-,-,-,-,-,-,-,Gold Cup 2019,"Jun 25, 2019",Honduras vs El Salvador
86,El Salvador,1 Henry Hernández,3 Roberto Domínguez,4 Iván Mancia,15 Jonathan Jiménez,21 Bryan Tamacas,6 Narciso Orellana,7 Darwin Cerén,16 Óscar Cerén,11 Juan Carlos Portillo,12 Marvin Monterroza,9 Nelson Bonilla,19 Gerson Mayén,13 Santos Ortiz,8 David Rugamas,-,-,18 Kevin Carabantes,22 Óscar Pleitez,2 Xavier García,5 Alexander Mendoza,20 Rubén Marroquín,23 Diego Coca,10 Jaime Alás,14 Andrés Flores,17 Brayan Paz,-,-,-,-,-,-,Gold Cup 2019,"Jun 25, 2019",Honduras vs El Salvador
87,Panama,1 Luis Mejía,3 Hárold Cummings,5 Román Torres,15 Éric Davis,23 Amir Murillo,4 Fidel Escobar,11 Armando Cooper,19 Alberto Quintero,10 Yoel Bárcenas,9 Gaby Torres,17 José Fajardo,20 Ernesto Walker,21 Omar Browne,18 Abdiel Arroyo,-,-,12 José Calderón,22 Orlando Mosquera,13 Adolfo Machado,6 Kevin Galván,2 Francisco Palacios,8 Marcos Sánchez,7 Puma,14 Valentín Pimentel,16 Rolando Blackburn,-,-,-,-,-,-,Gold Cup 2019,"Jun 18, 2019",Panama vs Trinidad
87,Trinidad,1 Marvin Phillip,2 Aubrey David,5 Daneil Cyrus,17 Mekeil Williams,16 Alvin Jones,8 Khaleem Hyland,19 Kevan George,13 Nathan Lewis,20 Jomal Williams,10 Kevin Molino,11 Levi García,3 Joevin Jones,23 Leston Paul,7 Cordell Cato,-,-,21 Greg Ranjitsingh,22 Adrian Foncette,4 Neveal Hackshaw,12 Carlyle Mitchell,15 Curtis Gonzales,14 Akeem Humphrey,6 Duane Muckette,9 Shahdon Winchester,18 Lester Peltier,-,-,-,-,-,-,Gold Cup 2019,"Jun 18, 2019",Panama vs Trinidad
88,USA,1 Zack Steffen,5 Walker Zimmerman,23 Aaron Long,13 Tim Ream,2 Nick Lima,4 Michael Bradley,8 Weston McKennie,10 Christian Pulisic,7 Paul Arriola,21 Tyler Boyd,9 Gyasi Zardes,6 Wil Trapp,15 Cristian Roldán,20 Djordje Mihailovic,-,-,12 Sean Johnson,22 Tyler Miller,3 Omar González,19 Matt Miazga,16 Daniel Lovitz,14 Reggie Cannon,18 Jonathan Lewis,11 Jordan Morris,17 Jozy Altidore,-,-,-,-,-,-,Gold Cup 2019,"Jun 18, 2019",USA vs Guyana
88,Guyana,1 Akel Clarke,20 Matthew Briggs,15 Terence Vancooten,13 Liam Gordon,5 Jordan Dover,4 Elliot Bonds,21 Brandon Beresford,7 Keanu Marsh-Brown,11 Callum Harriott,16 Neil Danns,10 Emery Welshman,8 Sam Cox,23 Anthony Jeffrey,9 Sheldon Holder,-,-,18 Alex Murray,22 Quillan Roberts,2 Kevin Layne,6 Ronayne Marsh-Brown,19 Stephen Duke-McKenna,3 Kadell Daniel,14 Daniel Wilson,12 Pernell Schultz,17 Terell Ondaan,-,-,-,-,-,-,Gold Cup 2019,"Jun 18, 2019",USA vs Guyana
89,Guyana,1 Akel Clarke,20 Matthew Briggs,15 Terence Vancooten,13 Liam Gordon,5 Jordan Dover,8 Sam Cox,4 Elliot Bonds,16 Neil Danns,11 Callum Harriott,17 Terell Ondaan,10 Emery Welshman,19 Stephen Duke-McKenna,7 Keanu Marsh-Brown,23 Anthony Jeffrey,-,-,18 Alex Murray,22 Quillan Roberts,2 Kevin Layne,6 Ronayne Marsh-Brown,21 Brandon Beresford,3 Kadell Daniel,14 Daniel Wilson,12 Pernell Schultz,9 Sheldon Holder,-,-,-,-,-,-,Gold Cup 2019,"Jun 22, 2019",Guyana vs Panama
89,Panama,1 Luis Mejía,3 Hárold Cummings,5 Román Torres,15 Éric Davis,23 Amir Murillo,4 Fidel Escobar,11 Armando Cooper,19 Alberto Quintero,10 Yoel Bárcenas,16 Rolando Blackburn,18 Abdiel Arroyo,7 Puma,14 Valentín Pimentel,9 Gaby Torres,-,-,12 José Calderón,22 Orlando Mosquera,13 Adolfo Machado,6 Kevin Galván,2 Francisco Palacios,20 Ernesto Walker,21 Omar Browne,8 Marcos Sánchez,17 José Fajardo,-,-,-,-,-,-,Gold Cup 2019,"Jun 22, 2019",Guyana vs Panama
