,TeamName,Starter_1,Starter_2,Starter_3,Starter_4,Starter_5,Starter_6,Starter_7,Starter_8,Starter_9,Starter_10,Starter_11,Sub_1,Sub_2,Sub_3,Sub_4,Sub_5,Unused_1,Unused_2,Unused_3,Unused_4,Unused_5,Unused_6,Unused_7,Unused_8,Unused_9,Unused_10,Unused_11,Unused_12,Unused_13,Unused_14,Unused_15,Competition,Date,Match
169,South Africa,1 Ronwen Williams,5 Siyanda Xulu,19 Nkosinathi Sibisi,6 Aubrey Modiba,20 Khuliso Mudau,4 Teboho Mokoena,13 Yaya Sithole,11 Themba Zwane,21 Mihlali Mayambela,23 Thapelo Morena,9 Evidence Makgopa,3 Terrence Mashego,15 Thabang Monare,7 Oswin Appollis,17 Zakhele Lepasa,-,16 Veli Mothwa,22 Ricardo Goss,2 Nyiko Mobbie,8 Jayden Adams,-,-,-,-,-,-,-,-,-,-,-,African Cup of Nations 2023,"Sat Feb 10, 2024",South Africa vs DR Congo
169,DR Congo,16 Dimitry Bertaud,5 Dylan Batubinsika,22 Chancel Mbemba,12 Joris Kayembe,4 Brian Bayeye,8 Samuel Moutoussamy,6 Aaron Tshibola,7 Grady Diangana,11 Silas,10 Théo Bongonda,23 Simon Banza,27 Nuke Mfulu,20 Yoane Wissa,13 Meschack Elia,17 Cédric Bakambu,19 Fiston Mayele,21 Baggio Siadi,1 Lionel Mpasi-Nzau,2 Henoc Inonga,15 Rocky Bushiri,26 Arthur Masuaku,24 Gédéon Kalulu,18 Charles Pickel,-,-,-,-,-,-,-,-,African Cup of Nations 2023,"Sat Feb 10, 2024",South Africa vs DR Congo
170,Nigeria,23 Stanley Nwabali,21 Calvin Bassey,5 William Troost-Ekong,6 Semi Ajayi,8 Frank Onyeka,17 Alex Iwobi,12 Bright Osayi-Samuel,2 Ola Aina,18 Ademola Lookman,15 Moses Simon,9 Victor Osimhen,22 Kenneth Omeruo,10 Joe Aribo,11 Samuel Chukwueze,14 Kelechi Iheanacho,24 Terem Moffi,1 Francis Uzoho,16 Olorunleke Ojo,20 Chidozie Awaziem,13 Bruno Onyemaechi,25 Raphael Onyedika,4 Alhassan Yusuf,7 Ahmed Musa,-,-,-,-,-,-,-,-,African Cup of Nations 2023,"Wed Feb 7, 2024",Nigeria vs South Africa
170,South Africa,1 Ronwen Williams,5 Siyanda Xulu,14 Mothobi Mvala,18 Grant Kekana,6 Aubrey Modiba,20 Khuliso Mudau,4 Teboho Mokoena,13 Yaya Sithole,10 Percy Tau,11 Themba Zwane,9 Evidence Makgopa,19 Nkosinathi Sibisi,21 Mihlali Mayambela,17 Zakhele Lepasa,-,-,16 Veli Mothwa,22 Ricardo Goss,3 Terrence Mashego,2 Nyiko Mobbie,23 Thapelo Morena,15 Thabang Monare,8 Jayden Adams,7 Oswin Appollis,-,-,-,-,-,-,-,African Cup of Nations 2023,"Wed Feb 7, 2024",Nigeria vs South Africa
171,Ivory Coast,1 Yahia Fofana,21 Evan Ndicka,12 Willy Boly,3 Ghislain Konan,5 Wilfried Singo,4 Jean Michaël Seri,6 Seko Fofana,8 Franck Kessié,24 Simon Adingra,15 Max Gradel,22 Sébastien Haller,18 Ibrahim Sangaré,27 Lazare Amani,9 Jonathan Bamba,13 Jérémie Boga,11 Jean-Philippe Krasso,16 Charles Folly Ayayi,23 Badra Ali Sangaré,2 Ousmane Diomande,26 Ismaël Diallo,25 Idrissa Doumbia,19 Nicolas Pépé,10 Karim Konaté,-,-,-,-,-,-,-,-,African Cup of Nations 2023,"Wed Feb 7, 2024",Ivory Coast vs DR Congo
171,DR Congo,1 Lionel Mpasi-Nzau,2 Henoc Inonga,22 Chancel Mbemba,26 Arthur Masuaku,24 Gédéon Kalulu,18 Charles Pickel,8 Samuel Moutoussamy,14 Gaël Kakuta,20 Yoane Wissa,13 Meschack Elia,17 Cédric Bakambu,6 Aaron Tshibola,10 Théo Bongonda,11 Silas,19 Fiston Mayele,23 Simon Banza,21 Baggio Siadi,16 Dimitry Bertaud,5 Dylan Batubinsika,12 Joris Kayembe,4 Brian Bayeye,27 Nuke Mfulu,7 Grady Diangana,-,-,-,-,-,-,-,-,African Cup of Nations 2023,"Wed Feb 7, 2024",Ivory Coast vs DR Congo
172,Nigeria,23 Stanley Nwabali,21 Calvin Bassey,5 William Troost-Ekong,6 Semi Ajayi,8 Frank Onyeka,17 Alex Iwobi,2 Ola Aina,3 Zaidu,18 Ademola Lookman,15 Moses Simon,9 Victor Osimhen,22 Kenneth Omeruo,10 Joe Aribo,4 Alhassan Yusuf,19 Paul Onuachu,-,1 Francis Uzoho,16 Olorunleke Ojo,20 Chidozie Awaziem,12 Bright Osayi-Samuel,7 Ahmed Musa,11 Samuel Chukwueze,14 Kelechi Iheanacho,24 Terem Moffi,-,-,-,-,-,-,-,African Cup of Nations 2023,"Fri Feb 2, 2024",Nigeria vs Angola
172,Angola,1 Signori Antonio,3 Jonathan Buatu,6 Kialonda Gaspar,13 Tô Carneiro,21 Eddie Afonso,23 Show,20 Estrela,16 Fredy,10 Gelson Dala,7 Gilberto,19 Mabululu,17 Bruno Paz,11 Felício Milson,18 Jérémie Bela,15 Zito Luvumbo,9 Zini,12 Kadú,24 Gelson,5 Kinito,25 Inácio Miguel,4 Manuel Keliano,-,-,-,-,-,-,-,-,-,-,African Cup of Nations 2023,"Fri Feb 2, 2024",Nigeria vs Angola
173,DR Congo,1 Lionel Mpasi-Nzau,2 Henoc Inonga,22 Chancel Mbemba,26 Arthur Masuaku,24 Gédéon Kalulu,18 Charles Pickel,8 Samuel Moutoussamy,20 Yoane Wissa,13 Meschack Elia,10 Théo Bongonda,17 Cédric Bakambu,12 Joris Kayembe,6 Aaron Tshibola,11 Silas,23 Simon Banza,-,21 Baggio Siadi,16 Dimitry Bertaud,5 Dylan Batubinsika,15 Rocky Bushiri,4 Brian Bayeye,27 Nuke Mfulu,7 Grady Diangana,19 Fiston Mayele,-,-,-,-,-,-,-,African Cup of Nations 2023,"Fri Feb 2, 2024",DR Congo vs Guinea
173,Guinea,22 Ibrahim Koné,5 Mouctar Diakhaby,17 Julian Jeanvier,3 Issiaga Sylla,12 Ibrahim Diakité,6 Amadou Diawara,8 Naby Keïta,21 Sekou Sylla,18 Aguibou Camara,7 Morgan Guilavogui,11 Mohamed Bayo,2 Antoine Conte,23 Abdoulaye Touré,19 François Kamano,9 Serhou Guirassy,25 Facinet Conte,16 Moussa Camara,4 Saïdou Sow,13 Mohamed Camara,20 Mory Konaté,15 Seydouba Cissé,14 Karim Cissé,24 José Kanté,-,-,-,-,-,-,-,-,African Cup of Nations 2023,"Fri Feb 2, 2024",DR Congo vs Guinea
174,Mali,16 Djigui Diarra,6 Sikou Niakaté,5 Kiki Kouyaté,17 Falaye Sacko,2 Hamari Traoré,8 Diadié Samassékou,11 Lassana Coulibaly,4 Amadou Haidara,21 Adama Traoré,26 Kamory Doumbia,25 Lassine Sinayoko,15 Mamadou Fofana,24 Boubacar Traoré,10 Yves Bissouma,19 Fousseni Diabaté,9 Ibrahim Sissoko,27 Dorgeles Nene,1 Ismael Diawara,13 Moussa Diarra,23 Aliou Dieng,7 Moussa Doumbia,18 Youssoufou Niakaté,20 Sékou Koïta,-,-,-,-,-,-,-,-,African Cup of Nations 2023,"Sat Feb 3, 2024",Mali vs Ivory Coast
174,Ivory Coast,1 Yahia Fofana,21 Evan Ndicka,7 Odilon Kossounou,3 Ghislain Konan,17 Serge Aurier,4 Jean Michaël Seri,8 Franck Kessié,6 Seko Fofana,15 Max Gradel,19 Nicolas Pépé,20 Christian Kouamé,12 Willy Boly,5 Wilfried Singo,24 Simon Adingra,14 Oumar Diakité,22 Sébastien Haller,23 Badra Ali Sangaré,26 Ismaël Diallo,18 Ibrahim Sangaré,27 Lazare Amani,9 Jonathan Bamba,13 Jérémie Boga,10 Karim Konaté,-,-,-,-,-,-,-,-,African Cup of Nations 2023,"Sat Feb 3, 2024",Mali vs Ivory Coast
175,Cape Verde,1 Vozinha,4 Roberto Lopes,5 Logan Costa,8 João Paulo,23 Steven Moreira,26 Kevin Lenini,10 Jamiro Monteiro,18 Kenny Rocha Santos,11 Garry Rodrigues,20 Ryan Mendes,7 Jovane,15 Laros Duarte,6 Patrick Andrade,17 Willy Semedo,21 Bebé,9 Benchimol,19 Bryan Teixeira,24 Dylan Silva,2 Stopira,3 Diney Borges,16 Dylan Tavares,13 Cuca,14 Deroy Duarte,-,-,-,-,-,-,-,-,African Cup of Nations 2023,"Sat Feb 3, 2024",Cape Verde vs South Africa
175,South Africa,1 Ronwen Williams,14 Mothobi Mvala,18 Grant Kekana,6 Aubrey Modiba,20 Khuliso Mudau,4 Teboho Mokoena,13 Yaya Sithole,23 Thapelo Morena,10 Percy Tau,11 Themba Zwane,9 Evidence Makgopa,3 Terrence Mashego,2 Nyiko Mobbie,8 Jayden Adams,12 Thapelo Maseko,21 Mihlali Mayambela,17 Zakhele Lepasa,16 Veli Mothwa,22 Ricardo Goss,5 Siyanda Xulu,19 Nkosinathi Sibisi,15 Thabang Monare,7 Oswin Appollis,-,-,-,-,-,-,-,-,African Cup of Nations 2023,"Sat Feb 3, 2024",Cape Verde vs South Africa
176,Angola,22 Neblú,3 Jonathan Buatu,6 Kialonda Gaspar,13 Tô Carneiro,21 Eddie Afonso,23 Show,20 Estrela,16 Fredy,10 Gelson Dala,7 Gilberto,19 Mabululu,1 Signori Antonio,4 Manuel Keliano,18 Jérémie Bela,15 Zito Luvumbo,9 Zini,12 Kadú,5 Kinito,25 Inácio Miguel,17 Bruno Paz,11 Felício Milson,-,-,-,-,-,-,-,-,-,-,African Cup of Nations 2023,"Sat Jan 27, 2024",Angola vs Namibia
176,Namibia,1 Lloyd Kazapua,21 Lubeni Haukongo,12 Kennedy Amutenya,4 Riaan Hanamub,20 Ivan Kamberipa,18 Aprocius Petrus,6 Ngero Katua,10 Prins Tjiueza,7 Deon Hotto,9 Bethuel Muzeu,13 Peter Shalulile,3 Ananias Gebhardt,19 Petrus Shitembi,8 Uetuuru Kambato,11 Absalom Iimbondi,-,16 Kamaijanda Ndisiro,23 Edward Maova,2 Denzil Haoseb,5 Charles Hambira,22 Ryan Nyambe,15 Marcel Papama,17 Wendell Rudath,14 Joslin Kamatuka,-,-,-,-,-,-,-,African Cup of Nations 2023,"Sat Jan 27, 2024",Angola vs Namibia
177,Nigeria,23 Stanley Nwabali,21 Calvin Bassey,5 William Troost-Ekong,6 Semi Ajayi,8 Frank Onyeka,17 Alex Iwobi,2 Ola Aina,3 Zaidu,18 Ademola Lookman,15 Moses Simon,9 Victor Osimhen,1 Francis Uzoho,22 Kenneth Omeruo,12 Bright Osayi-Samuel,19 Paul Onuachu,-,20 Chidozie Awaziem,25 Raphael Onyedika,10 Joe Aribo,4 Alhassan Yusuf,7 Ahmed Musa,11 Samuel Chukwueze,14 Kelechi Iheanacho,24 Terem Moffi,-,-,-,-,-,-,-,African Cup of Nations 2023,"Sat Jan 27, 2024",Nigeria vs Cameroon
177,Cameroon,1 Fabrice Ondoa,21 Jean-Charles Castelletto,4 Christopher Wooh,15 Oumar Gonzalez,8 Frank Anguissa,22 Olivier Ntcham,3 Nicolas Moumi Ngamaleu,5 Nouhou,11 Georges-Kevin N'Koudou,12 Karl Toko Ekambi,9 Frank Magri,26 Enzo Tchato,19 Faris Moumbagna,10 Vincent Aboubakar,-,-,16 Devis Epassy,24 André Onana,2 Harold Moukoudi,18 Darlin Yongwa,14 Junior Tchamadeu,17 Yvan Neyou,20 Ben Elliott,6 Olivier Kemen,7 Clinton N'Jie,-,-,-,-,-,-,African Cup of Nations 2023,"Sat Jan 27, 2024",Nigeria vs Cameroon
178,Equat. Guinea,1 Jesús Owono,16 Saúl Coco,21 Esteban Orozco,11 Basilio Ndong,15 Carlos Akapo,4 Federico Bikoro,22 Pablo Ganet,8 Jannick Buyla,6 Iban Salvador,7 José Machín,10 Emilio Nsue,19 Luís Asué,-,-,-,-,13 Aitor Embela,23 Manuel Sapunga,5 José Elo,3 Marvin Anieboh,2 Néstor Senra,14 Álex Balboa,12 Charles Ondo,20 Santiago Eneme,26 José Nabil,18 Noé Ela,27 Óscar Siafa,-,-,-,-,African Cup of Nations 2023,"Sun Jan 28, 2024",Equat. Guinea vs Guinea
178,Guinea,22 Ibrahim Koné,5 Mouctar Diakhaby,17 Julian Jeanvier,3 Issiaga Sylla,12 Ibrahim Diakité,6 Amadou Diawara,20 Mory Konaté,21 Sekou Sylla,7 Morgan Guilavogui,18 Aguibou Camara,11 Mohamed Bayo,8 Naby Keïta,19 François Kamano,9 Serhou Guirassy,-,-,16 Moussa Camara,1 Aly Keita,2 Antoine Conte,4 Saïdou Sow,13 Mohamed Camara,15 Seydouba Cissé,14 Karim Cissé,24 José Kanté,-,-,-,-,-,-,-,African Cup of Nations 2023,"Sun Jan 28, 2024",Equat. Guinea vs Guinea
179,Egypt,23 Gabaski,6 Ahmed Hegazy,24 Mohamed Abdelmonem,13 Ahmed Fatouh,3 Mohamed Hany,14 Marwan Ateya,17 Mohamed Elneny,5 Hamdi Fathi,7 Mahmoud Trezeguet,25 Zizo,19 Mostafa Mohamed,12 Mohamed Hamdi,4 Omar Kamal,27 Mohanad Lasheen,20 Mahmoud Hamada,18 Mostafa Fathi,22 Omar Marmoush,1 Ahmed El Shenawy,26 Mohamed Sobhi,2 Ali Gabr,15 Yasser Ibrahim,9 Ahmed Hassan,11 Kahraba,-,-,-,-,-,-,-,-,African Cup of Nations 2023,"Sun Jan 28, 2024",Egypt vs DR Congo
179,DR Congo,1 Lionel Mpasi-Nzau,5 Dylan Batubinsika,22 Chancel Mbemba,26 Arthur Masuaku,24 Gédéon Kalulu,18 Charles Pickel,8 Samuel Moutoussamy,20 Yoane Wissa,13 Meschack Elia,10 Théo Bongonda,17 Cédric Bakambu,2 Henoc Inonga,6 Aaron Tshibola,7 Grady Diangana,11 Silas,23 Simon Banza,21 Baggio Siadi,16 Dimitry Bertaud,15 Rocky Bushiri,12 Joris Kayembe,4 Brian Bayeye,27 Nuke Mfulu,19 Fiston Mayele,-,-,-,-,-,-,-,-,African Cup of Nations 2023,"Sun Jan 28, 2024",Egypt vs DR Congo
180,Cape Verde,1 Vozinha,4 Roberto Lopes,5 Logan Costa,8 João Paulo,23 Steven Moreira,26 Kevin Lenini,10 Jamiro Monteiro,14 Deroy Duarte,7 Jovane,20 Ryan Mendes,21 Bebé,18 Kenny Rocha Santos,11 Garry Rodrigues,17 Willy Semedo,9 Benchimol,-,12 Márcio Rosa,24 Dylan Silva,2 Stopira,3 Diney Borges,16 Dylan Tavares,13 Cuca,6 Patrick Andrade,19 Bryan Teixeira,-,-,-,-,-,-,-,African Cup of Nations 2023,"Mon Jan 29, 2024",Cape Verde vs Mauritania
180,Mauritania,16 Babacar Niasse,5 Lamine Ba,21 El Hassan Houeibib,2 Khadim Diaw,20 Ibrahima Keita,4 Omaré Gassama,8 Bodda Mouhsine,9 Hemeya Tanji,23 Sidi Bouna Amar,19 Aboubakary Koita,11 Souleymane Anne,7 El-Hadji Ba,6 Guessouma Fofana,17 Yassin El Welly,25 Pape Ibnou Ba,27 Aboubakar Kamara,1 Namori Diaw,24 Bakary N'Diaye,3 Aly Abeid,12 Bakari Camara,26 Oumar Ngom,10 Idrissa Thiam,15 Souleymane Doukara,-,-,-,-,-,-,-,-,African Cup of Nations 2023,"Mon Jan 29, 2024",Cape Verde vs Mauritania
181,Senegal,16 Edouard Mendy,19 Moussa Niakhaté,22 Abdou Diallo,3 Kalidou Koulibaly,17 Pape Matar Sarr,25 Lamine Camara,15 Krépin Diatta,14 Ismail Jakobs,10 Sadio Mané,18 Ismaïla Sarr,20 Habib Diallo,5 Idrissa Gueye,7 Nicolas Jackson,9 Bamba Dieng,13 Iliman Ndiaye,-,1 Alfred Gomis,23 Mory Diaw,2 Formose Mendy,4 Abdoulaye Seck,12 Fodé Ballo-Touré,6 Nampalys Mendy,8 Cheikhou Kouyaté,11 Pathé Ciss,-,-,-,-,-,-,-,African Cup of Nations 2023,"Mon Jan 29, 2024",Senegal vs Ivory Coast
181,Ivory Coast,1 Yahia Fofana,21 Evan Ndicka,7 Odilon Kossounou,3 Ghislain Konan,17 Serge Aurier,4 Jean Michaël Seri,18 Ibrahim Sangaré,6 Seko Fofana,15 Max Gradel,14 Oumar Diakité,11 Jean-Philippe Krasso,5 Wilfried Singo,8 Franck Kessié,20 Christian Kouamé,19 Nicolas Pépé,24 Simon Adingra,22 Sébastien Haller,23 Badra Ali Sangaré,12 Willy Boly,26 Ismaël Diallo,25 Idrissa Doumbia,27 Lazare Amani,13 Jérémie Boga,-,-,-,-,-,-,-,-,African Cup of Nations 2023,"Mon Jan 29, 2024",Senegal vs Ivory Coast
182,Mali,16 Djigui Diarra,6 Sikou Niakaté,5 Kiki Kouyaté,17 Falaye Sacko,2 Hamari Traoré,12 Mohamed Camara,11 Lassana Coulibaly,4 Amadou Haidara,26 Kamory Doumbia,21 Adama Traoré,25 Lassine Sinayoko,15 Mamadou Fofana,8 Diadié Samassékou,24 Boubacar Traoré,19 Fousseni Diabaté,20 Sékou Koïta,1 Ismael Diawara,13 Moussa Diarra,23 Aliou Dieng,10 Yves Bissouma,18 Youssoufou Niakaté,9 Ibrahim Sissoko,27 Dorgeles Nene,-,-,-,-,-,-,-,-,African Cup of Nations 2023,"Tue Jan 30, 2024",Mali vs Burkina Faso
182,Burkina Faso,16 Hervé Koffi,12 Edmond Tapsoba,14 Issoufou Dayo,25 Steeve Yago,9 Issa Kaboré,18 Ismahila Ouédraogo,20 Gustavo Sangaré,22 Ibrahim Blati Touré,15 Abdoul Tapsoba,10 Bertrand Traoré,13 Mohamed Konaté,4 Adamo Nagalo,6 Sacha Bansé,17 Stephane Aziz Ki,8 Cedric Badolo,7 Dango Ouattara,23 Kilian Nikièma,1 Hillel Konaté,5 Nasser Djiga,3 Abdoul Guiebre,26 Dramane Salou,11 Mamady Bangré,2 Djibril Ouattara,-,-,-,-,-,-,-,-,African Cup of Nations 2023,"Tue Jan 30, 2024",Mali vs Burkina Faso
183,Morocco,1 Bono,5 Nayef Aguerd,6 Romain Saïss,3 Noussair Mazraoui,2 Achraf Hakimi,4 Sofyan Amrabat,8 Azzedine Ounahi,15 Selim Amallah,16 Abde Ezzalzouli,21 Amine Adli,19 Youssef En-Nesyri,25 Yahia Attiyat Allah,11 Ismael Saibari,10 Amine Harit,20 Ayoub El Kaabi,-,12 Munir Mohamedi,13 Yunis Abdelhamid,26 Chadi Riad,27 Mohamed Chibi,14 Oussama El Azzouzi,24 Amir Richardson,23 Bilal El Khannouss,9 Tarik Tissoudali,-,-,-,-,-,-,-,African Cup of Nations 2023,"Tue Jan 30, 2024",Morocco vs South Africa
183,South Africa,1 Ronwen Williams,14 Mothobi Mvala,18 Grant Kekana,6 Aubrey Modiba,20 Khuliso Mudau,4 Teboho Mokoena,13 Yaya Sithole,23 Thapelo Morena,10 Percy Tau,11 Themba Zwane,9 Evidence Makgopa,15 Thabang Monare,12 Thapelo Maseko,17 Zakhele Lepasa,-,-,16 Veli Mothwa,22 Ricardo Goss,5 Siyanda Xulu,19 Nkosinathi Sibisi,3 Terrence Mashego,2 Nyiko Mobbie,8 Jayden Adams,7 Oswin Appollis,21 Mihlali Mayambela,-,-,-,-,-,-,African Cup of Nations 2023,"Tue Jan 30, 2024",Morocco vs South Africa
184,Ivory Coast,1 Yahia Fofana,21 Evan Ndicka,2 Ousmane Diomande,3 Ghislain Konan,5 Wilfried Singo,18 Ibrahim Sangaré,6 Seko Fofana,8 Franck Kessié,9 Jonathan Bamba,13 Jérémie Boga,11 Jean-Philippe Krasso,12 Willy Boly,17 Serge Aurier,25 Idrissa Doumbia,19 Nicolas Pépé,10 Karim Konaté,23 Badra Ali Sangaré,7 Odilon Kossounou,26 Ismaël Diallo,4 Jean Michaël Seri,15 Max Gradel,20 Christian Kouamé,14 Oumar Diakité,-,-,-,-,-,-,-,-,African Cup of Nations 2023,"Jan 13, 2024",Ivory Coast vs Guinea-Bissau
184,Guinea-Bissau,12 Ouparine Djoco,22 Opa Sangante,4 Marcelo Djaló,2 Fali Candé,15 Jefferson Encada,8 Alfa Semedo,19 Janio Bikel,16 Moreto Cassamá,10 Carlos Mané,14 Mauro Rodrigues,17 Mama Baldé,7 Dálcio,13 Carlos Mendes,3 Franculino,24 Zé Turbo,-,1 Jonas Mendes,6 Nito,25 Edgar Ié,5 Houboulang Mendes,21 Nanu,20 Sori Mané,9 Zinho Gano,11 Marciano Sanca,-,-,-,-,-,-,-,African Cup of Nations 2023,"Jan 13, 2024",Ivory Coast vs Guinea-Bissau
185,Nigeria,23 Stanley Nwabali,5 William Troost-Ekong,6 Semi Ajayi,3 Zaidu,2 Ola Aina,8 Frank Onyeka,4 Alhassan Yusuf,17 Alex Iwobi,18 Ademola Lookman,15 Moses Simon,9 Victor Osimhen,21 Calvin Bassey,12 Bright Osayi-Samuel,10 Joe Aribo,11 Samuel Chukwueze,19 Paul Onuachu,1 Francis Uzoho,20 Chidozie Awaziem,22 Kenneth Omeruo,13 Bruno Onyemaechi,25 Raphael Onyedika,7 Ahmed Musa,14 Kelechi Iheanacho,-,-,-,-,-,-,-,-,African Cup of Nations 2023,"Jan 14, 2024",Nigeria vs Equat. Guinea
185,Equat. Guinea,1 Jesús Owono,16 Saúl Coco,21 Esteban Orozco,11 Basilio Ndong,15 Carlos Akapo,4 Federico Bikoro,7 José Machín,22 Pablo Ganet,8 Jannick Buyla,6 Iban Salvador,10 Emilio Nsue,14 Álex Balboa,20 Santiago Eneme,26 José Nabil,19 Luís Asué,-,13 Aitor Embela,23 Manuel Sapunga,5 José Elo,3 Marvin Anieboh,2 Néstor Senra,12 Charles Ondo,18 Noé Ela,27 Óscar Siafa,-,-,-,-,-,-,-,African Cup of Nations 2023,"Jan 14, 2024",Nigeria vs Equat. Guinea
186,Equat. Guinea,1 Jesús Owono,16 Saúl Coco,21 Esteban Orozco,11 Basilio Ndong,15 Carlos Akapo,4 Federico Bikoro,6 Iban Salvador,17 Josete Miranda,7 José Machín,22 Pablo Ganet,10 Emilio Nsue,3 Marvin Anieboh,8 Jannick Buyla,20 Santiago Eneme,19 Luís Asué,18 Noé Ela,13 Aitor Embela,23 Manuel Sapunga,5 José Elo,14 Álex Balboa,12 Charles Ondo,9 Salomón Obama,27 Óscar Siafa,-,-,-,-,-,-,-,-,African Cup of Nations 2023,"Jan 18, 2024",Equat. Guinea vs Guinea-Bissau
186,Guinea-Bissau,12 Ouparine Djoco,4 Marcelo Djaló,20 Sori Mané,2 Fali Candé,15 Jefferson Encada,19 Janio Bikel,8 Alfa Semedo,16 Moreto Cassamá,17 Mama Baldé,14 Mauro Rodrigues,3 Franculino,7 Dálcio,10 Carlos Mané,13 Carlos Mendes,24 Zé Turbo,11 Marciano Sanca,1 Jonas Mendes,6 Nito,25 Edgar Ié,5 Houboulang Mendes,21 Nanu,18 Famana Quizera,9 Zinho Gano,-,-,-,-,-,-,-,-,African Cup of Nations 2023,"Jan 18, 2024",Equat. Guinea vs Guinea-Bissau
187,Ivory Coast,1 Yahia Fofana,21 Evan Ndicka,2 Ousmane Diomande,3 Ghislain Konan,17 Serge Aurier,18 Ibrahim Sangaré,6 Seko Fofana,8 Franck Kessié,13 Jérémie Boga,20 Christian Kouamé,11 Jean-Philippe Krasso,5 Wilfried Singo,9 Jonathan Bamba,19 Nicolas Pépé,10 Karim Konaté,14 Oumar Diakité,23 Badra Ali Sangaré,7 Odilon Kossounou,12 Willy Boly,26 Ismaël Diallo,4 Jean Michaël Seri,27 Lazare Amani,15 Max Gradel,-,-,-,-,-,-,-,-,African Cup of Nations 2023,"Jan 18, 2024",Ivory Coast vs Nigeria
187,Nigeria,23 Stanley Nwabali,21 Calvin Bassey,5 William Troost-Ekong,6 Semi Ajayi,8 Frank Onyeka,17 Alex Iwobi,2 Ola Aina,3 Zaidu,18 Ademola Lookman,11 Samuel Chukwueze,9 Victor Osimhen,22 Kenneth Omeruo,12 Bright Osayi-Samuel,15 Moses Simon,19 Paul Onuachu,-,1 Francis Uzoho,20 Chidozie Awaziem,13 Bruno Onyemaechi,25 Raphael Onyedika,10 Joe Aribo,7 Ahmed Musa,14 Kelechi Iheanacho,24 Terem Moffi,-,-,-,-,-,-,-,African Cup of Nations 2023,"Jan 18, 2024",Ivory Coast vs Nigeria
188,Equat. Guinea,1 Jesús Owono,16 Saúl Coco,21 Esteban Orozco,11 Basilio Ndong,15 Carlos Akapo,4 Federico Bikoro,22 Pablo Ganet,17 Josete Miranda,6 Iban Salvador,7 José Machín,10 Emilio Nsue,8 Jannick Buyla,14 Álex Balboa,20 Santiago Eneme,19 Luís Asué,27 Óscar Siafa,13 Aitor Embela,23 Manuel Sapunga,5 José Elo,2 Néstor Senra,25 Fede Nguema,12 Charles Ondo,26 José Nabil,-,-,-,-,-,-,-,-,African Cup of Nations 2023,"Jan 22, 2024",Equat. Guinea vs Ivory Coast
188,Ivory Coast,1 Yahia Fofana,21 Evan Ndicka,12 Willy Boly,3 Ghislain Konan,5 Wilfried Singo,18 Ibrahim Sangaré,6 Seko Fofana,8 Franck Kessié,20 Christian Kouamé,19 Nicolas Pépé,14 Oumar Diakité,13 Jérémie Boga,15 Max Gradel,24 Simon Adingra,11 Jean-Philippe Krasso,10 Karim Konaté,23 Badra Ali Sangaré,7 Odilon Kossounou,26 Ismaël Diallo,17 Serge Aurier,4 Jean Michaël Seri,27 Lazare Amani,9 Jonathan Bamba,-,-,-,-,-,-,-,-,African Cup of Nations 2023,"Jan 22, 2024",Equat. Guinea vs Ivory Coast
189,Guinea-Bissau,1 Jonas Mendes,22 Opa Sangante,25 Edgar Ié,21 Nanu,5 Houboulang Mendes,6 Nito,19 Janio Bikel,7 Dálcio,13 Carlos Mendes,18 Famana Quizera,9 Zinho Gano,2 Fali Candé,8 Alfa Semedo,3 Franculino,24 Zé Turbo,11 Marciano Sanca,12 Ouparine Djoco,23 Fernando Embadje,4 Marcelo Djaló,15 Jefferson Encada,20 Sori Mané,16 Moreto Cassamá,14 Mauro Rodrigues,-,-,-,-,-,-,-,-,African Cup of Nations 2023,"Jan 22, 2024",Guinea-Bissau vs Nigeria
189,Nigeria,23 Stanley Nwabali,21 Calvin Bassey,6 Semi Ajayi,22 Kenneth Omeruo,10 Joe Aribo,8 Frank Onyeka,12 Bright Osayi-Samuel,2 Ola Aina,15 Moses Simon,11 Samuel Chukwueze,9 Victor Osimhen,20 Chidozie Awaziem,3 Zaidu,25 Raphael Onyedika,17 Alex Iwobi,18 Ademola Lookman,1 Francis Uzoho,5 William Troost-Ekong,13 Bruno Onyemaechi,7 Ahmed Musa,14 Kelechi Iheanacho,24 Terem Moffi,19 Paul Onuachu,-,-,-,-,-,-,-,-,African Cup of Nations 2023,"Jan 22, 2024",Guinea-Bissau vs Nigeria
190,Egypt,16 Mohamed El Shenawy,6 Ahmed Hegazy,24 Mohamed Abdelmonem,12 Mohamed Hamdi,3 Mohamed Hany,17 Mohamed Elneny,5 Hamdi Fathi,25 Zizo,7 Mahmoud Trezeguet,10 Mohamed Salah,19 Mostafa Mohamed,4 Omar Kamal,8 Emam Ashour,9 Ahmed Hassan,22 Omar Marmoush,-,23 Gabaski,26 Mohamed Sobhi,2 Ali Gabr,13 Ahmed Fatouh,14 Marwan Ateya,27 Mohanad Lasheen,18 Mostafa Fathi,11 Kahraba,-,-,-,-,-,-,-,African Cup of Nations 2023,"Jan 14, 2024",Egypt vs Mozambique
