"interval","sum_mv_prediction_correct","average_mv_prediction_correct","sample_size"
10000,15,0.5,30
20000,15,0.5,30
30000,15,0.5,30
40000,15,0.5,30
50000,15,0.5,30
60000,15,0.5,30
70000,15,0.5,30
80000,15,0.5,30
90000,15,0.5,30
1e+05,15,0.5,30
110000,15,0.5,30
120000,15,0.5,30
130000,15,0.5,30
140000,15,0.5,30
150000,15,0.5,30
160000,15,0.5,30
170000,15,0.5,30
180000,15,0.5,30
190000,15,0.5,30
2e+05,15,0.5,30
210000,15,0.5,30
220000,15,0.5,30
230000,15,0.5,30
240000,15,0.5,30
250000,15,0.5,30
260000,15,0.5,30
270000,15,0.5,30
280000,15,0.5,30
290000,15,0.5,30
3e+05,15,0.5,30
310000,15,0.5,30
320000,15,0.5,30
330000,15,0.5,30
340000,15,0.5,30
350000,15,0.5,30
360000,15,0.5,30
370000,15,0.5,30
380000,15,0.5,30
390000,15,0.5,30
4e+05,15,0.5,30
410000,15,0.5,30
420000,15,0.5,30
430000,15,0.5,30
440000,15,0.5,30
450000,15,0.5,30
460000,15,0.5,30
470000,14,0.482758620689655,29
480000,14,0.482758620689655,29
490000,14,0.482758620689655,29
5e+05,14,0.482758620689655,29
510000,14,0.482758620689655,29
520000,14,0.482758620689655,29
530000,14,0.482758620689655,29
540000,14,0.482758620689655,29
550000,14,0.482758620689655,29
560000,14,0.482758620689655,29
570000,14,0.482758620689655,29
580000,14,0.482758620689655,29
590000,14,0.482758620689655,29
6e+05,14,0.482758620689655,29
610000,14,0.482758620689655,29
620000,14,0.482758620689655,29
630000,14,0.482758620689655,29
640000,14,0.482758620689655,29
650000,14,0.482758620689655,29
660000,14,0.482758620689655,29
670000,14,0.482758620689655,29
680000,14,0.482758620689655,29
690000,14,0.482758620689655,29
7e+05,14,0.482758620689655,29
710000,14,0.482758620689655,29
720000,14,0.482758620689655,29
730000,14,0.482758620689655,29
740000,14,0.482758620689655,29
750000,14,0.482758620689655,29
760000,14,0.482758620689655,29
770000,14,0.482758620689655,29
780000,14,0.482758620689655,29
790000,14,0.482758620689655,29
8e+05,14,0.482758620689655,29
810000,14,0.482758620689655,29
820000,14,0.482758620689655,29
830000,14,0.482758620689655,29
840000,14,0.482758620689655,29
850000,14,0.482758620689655,29
860000,14,0.482758620689655,29
870000,14,0.482758620689655,29
880000,14,0.482758620689655,29
890000,14,0.482758620689655,29
9e+05,14,0.482758620689655,29
910000,14,0.482758620689655,29
920000,14,0.482758620689655,29
930000,14,0.482758620689655,29
940000,14,0.482758620689655,29
950000,14,0.482758620689655,29
960000,14,0.482758620689655,29
970000,14,0.482758620689655,29
980000,14,0.482758620689655,29
990000,14,0.482758620689655,29
1e+06,14,0.482758620689655,29
1010000,14,0.482758620689655,29
1020000,14,0.482758620689655,29
1030000,14,0.482758620689655,29
1040000,14,0.482758620689655,29
1050000,14,0.482758620689655,29
1060000,14,0.482758620689655,29
1070000,14,0.482758620689655,29
1080000,14,0.482758620689655,29
1090000,14,0.482758620689655,29
1100000,14,0.482758620689655,29
1110000,14,0.482758620689655,29
1120000,14,0.482758620689655,29
1130000,14,0.482758620689655,29
1140000,14,0.482758620689655,29
1150000,14,0.482758620689655,29
1160000,14,0.482758620689655,29
1170000,14,0.482758620689655,29
1180000,14,0.482758620689655,29
1190000,14,0.482758620689655,29
1200000,14,0.482758620689655,29
1210000,14,0.482758620689655,29
1220000,14,0.482758620689655,29
1230000,14,0.482758620689655,29
1240000,14,0.482758620689655,29
1250000,14,0.482758620689655,29
1260000,14,0.482758620689655,29
1270000,14,0.482758620689655,29
1280000,14,0.482758620689655,29
1290000,14,0.482758620689655,29
1300000,14,0.482758620689655,29
1310000,14,0.482758620689655,29
1320000,14,0.482758620689655,29
1330000,14,0.482758620689655,29
1340000,14,0.482758620689655,29
1350000,14,0.482758620689655,29
1360000,14,0.482758620689655,29
1370000,13,0.464285714285714,28
1380000,13,0.464285714285714,28
1390000,13,0.464285714285714,28
1400000,13,0.464285714285714,28
1410000,13,0.464285714285714,28
1420000,13,0.464285714285714,28
1430000,13,0.464285714285714,28
1440000,13,0.464285714285714,28
1450000,13,0.464285714285714,28
1460000,13,0.464285714285714,28
1470000,13,0.464285714285714,28
1480000,13,0.464285714285714,28
1490000,13,0.464285714285714,28
1500000,13,0.464285714285714,28
1510000,13,0.464285714285714,28
1520000,13,0.464285714285714,28
1530000,13,0.464285714285714,28
1540000,13,0.464285714285714,28
1550000,13,0.464285714285714,28
1560000,13,0.464285714285714,28
1570000,13,0.464285714285714,28
1580000,13,0.464285714285714,28
1590000,13,0.464285714285714,28
1600000,13,0.464285714285714,28
1610000,13,0.464285714285714,28
1620000,13,0.464285714285714,28
1630000,13,0.464285714285714,28
1640000,13,0.464285714285714,28
1650000,13,0.464285714285714,28
1660000,13,0.464285714285714,28
1670000,13,0.464285714285714,28
1680000,13,0.464285714285714,28
1690000,13,0.464285714285714,28
1700000,13,0.464285714285714,28
1710000,13,0.464285714285714,28
1720000,13,0.464285714285714,28
1730000,13,0.464285714285714,28
1740000,13,0.464285714285714,28
1750000,13,0.464285714285714,28
1760000,13,0.464285714285714,28
1770000,12,0.444444444444444,27
1780000,12,0.444444444444444,27
1790000,12,0.444444444444444,27
1800000,12,0.444444444444444,27
1810000,12,0.444444444444444,27
1820000,12,0.444444444444444,27
1830000,12,0.444444444444444,27
1840000,12,0.444444444444444,27
1850000,12,0.444444444444444,27
1860000,12,0.444444444444444,27
1870000,12,0.444444444444444,27
1880000,12,0.444444444444444,27
1890000,12,0.444444444444444,27
1900000,12,0.444444444444444,27
1910000,12,0.444444444444444,27
1920000,12,0.444444444444444,27
1930000,12,0.444444444444444,27
1940000,12,0.444444444444444,27
1950000,12,0.444444444444444,27
1960000,12,0.444444444444444,27
1970000,12,0.444444444444444,27
1980000,12,0.444444444444444,27
1990000,12,0.444444444444444,27
2e+06,12,0.444444444444444,27
2010000,12,0.444444444444444,27
2020000,12,0.444444444444444,27
2030000,12,0.444444444444444,27
2040000,12,0.444444444444444,27
2050000,12,0.444444444444444,27
2060000,12,0.444444444444444,27
2070000,12,0.444444444444444,27
2080000,12,0.444444444444444,27
2090000,12,0.444444444444444,27
2100000,12,0.444444444444444,27
2110000,12,0.444444444444444,27
2120000,12,0.444444444444444,27
2130000,12,0.444444444444444,27
2140000,12,0.444444444444444,27
2150000,12,0.444444444444444,27
2160000,12,0.444444444444444,27
2170000,12,0.444444444444444,27
2180000,12,0.444444444444444,27
2190000,12,0.444444444444444,27
2200000,12,0.444444444444444,27
2210000,12,0.444444444444444,27
2220000,12,0.444444444444444,27
2230000,12,0.444444444444444,27
2240000,12,0.444444444444444,27
2250000,12,0.444444444444444,27
2260000,12,0.444444444444444,27
2270000,12,0.444444444444444,27
2280000,12,0.444444444444444,27
2290000,12,0.444444444444444,27
2300000,12,0.444444444444444,27
2310000,12,0.444444444444444,27
2320000,12,0.444444444444444,27
2330000,12,0.444444444444444,27
2340000,12,0.444444444444444,27
2350000,12,0.444444444444444,27
2360000,12,0.444444444444444,27
2370000,12,0.444444444444444,27
2380000,12,0.444444444444444,27
2390000,12,0.444444444444444,27
2400000,12,0.444444444444444,27
2410000,12,0.444444444444444,27
2420000,12,0.444444444444444,27
2430000,12,0.444444444444444,27
2440000,12,0.444444444444444,27
2450000,12,0.444444444444444,27
2460000,12,0.444444444444444,27
2470000,12,0.444444444444444,27
2480000,12,0.444444444444444,27
2490000,12,0.444444444444444,27
2500000,12,0.444444444444444,27
2510000,12,0.444444444444444,27
2520000,12,0.444444444444444,27
2530000,12,0.444444444444444,27
2540000,12,0.444444444444444,27
2550000,12,0.444444444444444,27
2560000,12,0.444444444444444,27
2570000,12,0.444444444444444,27
2580000,12,0.444444444444444,27
2590000,12,0.444444444444444,27
2600000,12,0.444444444444444,27
2610000,12,0.444444444444444,27
2620000,12,0.444444444444444,27
2630000,12,0.444444444444444,27
2640000,12,0.444444444444444,27
2650000,12,0.444444444444444,27
2660000,12,0.444444444444444,27
2670000,12,0.444444444444444,27
2680000,12,0.444444444444444,27
