,Unnamed: 0,Match ID,Competition,Match,Date,Nationality,Team Country Code,Season,Status,Name,Market Value,Lookup Still Required?,Lookup Return Case,Impute Required?,Name(s) Found,ORIGINAL JERSEY,Match Case,Status II,Status III
26159,793,1351,"Olympics, 2016",Algeria vs Portugal,2016-08-10,Algeria,DZ,2016,FAIL,0,0,True,Lookup Required,False,0,Miloud Rebiaï,none,,
26179,813,1351,"Olympics, 2016",Algeria vs Portugal,2016-08-10,Portugal,PT,2016,FAIL,0,0,True,Lookup Required,False,0,Carlos Mané,none,,
26190,824,1352,"Olympics, 2016",Portugal vs Germany,2016-08-13,Portugal,PT,2016,FAIL,0,0,True,Lookup Required,False,0,Carlos Mané,none,,
26203,837,1353,"Olympics, 2016",Nigeria vs Denmark,2016-08-13,Nigeria,NG,2016,FAIL,0,0,True,Lookup Required,False,0,Muenfuh Sincere,none,,
26215,849,1353,"Olympics, 2016",Nigeria vs Denmark,2016-08-13,Denmark,DK,2016,FAIL,0,0,True,Lookup Required,False,0,Edigeison Gomes,none,,
26216,850,1353,"Olympics, 2016",Nigeria vs Denmark,2016-08-13,Denmark,DK,2016,FAIL,0,0,True,Lookup Required,False,0,Jakob Blåbjerg,none,,
26217,851,1353,"Olympics, 2016",Nigeria vs Denmark,2016-08-13,Denmark,DK,2016,FAIL,0,0,True,Lookup Required,False,0,Pascal Gregor,none,,
26226,860,1354,"Olympics, 2016",South Korea vs Honduras,2016-08-13,South Korea,KR,2016,FAIL,0,0,True,Lookup Required,False,0,Lee Seul-chan,none,,
26229,863,1354,"Olympics, 2016",South Korea vs Honduras,2016-08-13,South Korea,KR,2016,FAIL,0,0,True,Lookup Required,False,0,Moon Chang-jin,none,,
26247,881,1355,"Olympics, 2016",Brazil vs Colombia,2016-08-13,Brazil,BR,2016,FAIL,0,0,True,Lookup Required,False,0,Zeca,none,,
26269,903,1356,"Olympics, 2016",Brazil vs Honduras,2016-08-17,Brazil,BR,2016,FAIL,0,0,True,Lookup Required,False,0,Zeca,none,,
26291,925,1357,"Olympics, 2016",Nigeria vs Germany,2016-08-17,Nigeria,NG,2016,FAIL,0,0,True,Lookup Required,False,0,Muenfuh Sincere,none,,
26324,958,1358,"Olympics, 2016",Honduras vs Nigeria,2016-08-20,Nigeria,NG,2016,FAIL,0,0,True,Lookup Required,False,0,Muenfuh Sincere,none,,
26335,969,1359,"Olympics, 2016",Brazil vs Germany,2016-08-20,Brazil,BR,2016,FAIL,0,0,True,Lookup Required,False,0,Zeca,none,,
26477,11,2073,"World Cup Qualifiers, Africa, 2022",Namibia vs Congo,02-09-2021,Congo, CG,2021,FAIL,0,0.0,True,Lookup Required,False,0,C Mafoumbi,none,,
26478,12,2073,"World Cup Qualifiers, Africa, 2022",Namibia vs Congo,02-09-2021,Congo, CG,2021,FAIL,0,0.0,True,Lookup Required,False,0,R Tsouka,none,,
26479,13,2073,"World Cup Qualifiers, Africa, 2022",Namibia vs Congo,02-09-2021,Congo, CG,2021,FAIL,0,0.0,True,Lookup Required,False,0,V Rozan,none,,
26480,14,2073,"World Cup Qualifiers, Africa, 2022",Namibia vs Congo,02-09-2021,Congo, CG,2021,FAIL,0,0.0,True,Lookup Required,False,0,S Bitsindou,none,,
26486,20,2073,"World Cup Qualifiers, Africa, 2022",Namibia vs Congo,02-09-2021,Congo, CG,2021,FAIL,0,0.0,True,Lookup Required,False,0,M Tchibota,none,,
26511,45,2075,"World Cup Qualifiers, Africa, 2022",Niger vs Burkina Faso,02-09-2021,Niger,NE,2021,FAIL,0,0,True,Lookup Required,False,0,Nasser Garba,none,,
26517,51,2075,"World Cup Qualifiers, Africa, 2022",Niger vs Burkina Faso,02-09-2021,Niger,NE,2021,FAIL,0,0,True,Lookup Required,False,0,A Al Faz,none,,
26534,68,2076,"World Cup Qualifiers, Africa, 2022",Cape Verde vs Liberia,10-10-2021,Cape Verde,CV,2021,FAIL,0,0,True,Lookup Required,False,0,Pico,none,,
26576,110,2078,"World Cup Qualifiers, Africa, 2022",Eritrea vs Namibia,04-09-2019,Eritrea,ER,2019,FAIL,0,0,True,Lookup Required,False,0,K Solomun,none,,
26577,111,2078,"World Cup Qualifiers, Africa, 2022",Eritrea vs Namibia,04-09-2019,Eritrea,ER,2019,FAIL,0,0,True,Lookup Required,False,0,E Ki,none,,
26578,112,2078,"World Cup Qualifiers, Africa, 2022",Eritrea vs Namibia,04-09-2019,Eritrea,ER,2019,FAIL,0,0,True,Lookup Required,False,0,F Tumzghi,none,,
26579,113,2078,"World Cup Qualifiers, Africa, 2022",Eritrea vs Namibia,04-09-2019,Eritrea,ER,2019,FAIL,0,0,True,Lookup Required,False,0,Y Selomon,none,,
26580,114,2078,"World Cup Qualifiers, Africa, 2022",Eritrea vs Namibia,04-09-2019,Eritrea,ER,2019,FAIL,0,0,True,Lookup Required,False,0,A Teklezgi,none,,
26581,115,2078,"World Cup Qualifiers, Africa, 2022",Eritrea vs Namibia,04-09-2019,Eritrea,ER,2019,FAIL,0,0,True,Lookup Required,False,0,A Sulieman,none,,
26621,155,2080,"World Cup Qualifiers, Africa, 2022",Mozambique vs Cote d'Ivoire,03-09-2021,Mozambique,MZ,2021,FAIL,0,0,True,Lookup Required,False,0,O Nhaca,none,,
26626,160,2080,"World Cup Qualifiers, Africa, 2022",Mozambique vs Cote d'Ivoire,03-09-2021,Mozambique,MZ,2021,FAIL,0,0,True,Lookup Required,False,0,C Mathe,none,,
26654,188,2081,"World Cup Qualifiers, Africa, 2022",Uganda vs Kenya,11-11-2021,Kenya,KE,2021,FAIL,0,0,True,Lookup Required,False,0,A Nondi Obiero,none,,
26690,224,2083,"World Cup Qualifiers, Africa, 2022",Cameroon vs Cote d'Ivoire,16-11-2021,Cameroon,CM,2021,FAIL,0,0,True,Lookup Required,False,0,N Tolo,none,,
26762,296,2086,"World Cup Qualifiers, Africa, 2022",Mauritania vs Zambia,03-09-2021,Mauritania,MR,2021,FAIL,0,0,True,Lookup Required,False,0,M Khalil,none,,
26931,465,2094,"World Cup Qualifiers, Africa, 2022",Cape Verde vs Nigeria,07-09-2021,Cape Verde,CV,2021,FAIL,0,0,True,Lookup Required,False,0,Pico,none,,
26994,528,2097,"World Cup Qualifiers, Africa, 2022",Congo vs Togo,12-10-2021,Congo, CG,2021,FAIL,0,0,True,Lookup Required,False,0,C Mafoumbi,none,,
26995,529,2097,"World Cup Qualifiers, Africa, 2022",Congo vs Togo,12-10-2021,Congo, CG,2021,FAIL,0,0,True,Lookup Required,False,0,K Mouandza Mapata,none,,
26996,530,2097,"World Cup Qualifiers, Africa, 2022",Congo vs Togo,12-10-2021,Congo, CG,2021,FAIL,0,0,True,Lookup Required,False,0,V Rozan,none,,
26997,531,2097,"World Cup Qualifiers, Africa, 2022",Congo vs Togo,12-10-2021,Congo, CG,2021,FAIL,0,0,True,Lookup Required,False,0,R Goteni,none,,
27000,534,2097,"World Cup Qualifiers, Africa, 2022",Congo vs Togo,12-10-2021,Congo, CG,2021,FAIL,0,0,True,Lookup Required,False,0,H Ossete,none,,
27002,536,2097,"World Cup Qualifiers, Africa, 2022",Congo vs Togo,12-10-2021,Congo, CG,2021,FAIL,0,0,True,Lookup Required,False,0,P Mboungou,none,,
27003,537,2097,"World Cup Qualifiers, Africa, 2022",Congo vs Togo,12-10-2021,Congo, CG,2021,FAIL,0,0,True,Lookup Required,False,0,G Mbenza,none,,
27008,542,2097,"World Cup Qualifiers, Africa, 2022",Congo vs Togo,12-10-2021,Togo,TG,2021,FAIL,0,0,True,Lookup Required,False,0,D Dakonam,none,,
27053,587,2099,"World Cup Qualifiers, Africa, 2022",Guinea vs Sudan,09-10-2021,Sudan,SD,2021,FAIL,0,0,True,Lookup Required,False,0,M Ering,none,,
27078,612,2100,"World Cup Qualifiers, Africa, 2022",Egypt vs Libya,08-10-2021,Libya,LY,2021,FAIL,0,0,True,Lookup Required,False,0,M Al Muneer,none,,
27186,720,2105,"World Cup Qualifiers, Africa, 2022",Malawi vs Mozambique,07-09-2021,Mozambique,MZ,2021,FAIL,0,0,True,Lookup Required,False,0,O Nhaca,none,,
27191,725,2105,"World Cup Qualifiers, Africa, 2022",Malawi vs Mozambique,07-09-2021,Mozambique,MZ,2021,FAIL,0,0,True,Lookup Required,False,0,E Novela,none,,
27273,807,2109,"World Cup Qualifiers, Africa, 2022",Mozambique vs Cameroon,11-10-2021,Cameroon,CM,2021,FAIL,0,0,True,Lookup Required,False,0,N Tolo,none,,
27291,825,2110,"World Cup Qualifiers, Africa, 2022",Senegal vs Congo,14-11-2021,Congo, CG,2021,FAIL,0,0,True,Lookup Required,False,0,C Mafoumbi,none,,
27292,826,2110,"World Cup Qualifiers, Africa, 2022",Senegal vs Congo,14-11-2021,Congo, CG,2021,FAIL,0,0,True,Lookup Required,False,0,R Tsouka,none,,
27293,827,2110,"World Cup Qualifiers, Africa, 2022",Senegal vs Congo,14-11-2021,Congo, CG,2021,FAIL,0,0,True,Lookup Required,False,0,V Rozan,none,,
27294,828,2110,"World Cup Qualifiers, Africa, 2022",Senegal vs Congo,14-11-2021,Congo, CG,2021,FAIL,0,0,True,Lookup Required,False,0,C Bakoua,none,,
27295,829,2110,"World Cup Qualifiers, Africa, 2022",Senegal vs Congo,14-11-2021,Congo, CG,2021,FAIL,0,0,True,Lookup Required,False,0,R Ovouka,none,,
27301,835,2110,"World Cup Qualifiers, Africa, 2022",Senegal vs Congo,14-11-2021,Congo, CG,2021,FAIL,0,0,True,Lookup Required,False,0,G Mbenza,none,,
27304,838,2111,"World Cup Qualifiers, Africa, 2022",Madagascar vs Benin,02-09-2021,Madagascar,MG,2021,FAIL,0,0,True,Lookup Required,False,0,Bapasy,none,,
27339,873,2112,"World Cup Qualifiers, Africa, 2022",South Africa vs Ethiopia,12-10-2021,Ethiopia,ET,2021,FAIL,0,0,True,Lookup Required,False,0,R Yusef,none,,
27360,894,2113,"World Cup Qualifiers, Africa, 2022",Guinea-Bissau vs São Tomé and Príncipe,10-09-2019,São Tomé and Príncipe,ST,2019,FAIL,0,0,True,Lookup Required,False,0,Pogba,none,,
27362,896,2113,"World Cup Qualifiers, Africa, 2022",Guinea-Bissau vs São Tomé and Príncipe,10-09-2019,São Tomé and Príncipe,ST,2019,FAIL,0,0,True,Lookup Required,False,0,Pereira Edley,none,,
27363,897,2113,"World Cup Qualifiers, Africa, 2022",Guinea-Bissau vs São Tomé and Príncipe,10-09-2019,São Tomé and Príncipe,ST,2019,FAIL,0,0,True,Lookup Required,False,0,Pires de Mata,none,,
27403,937,2115,"World Cup Qualifiers, Africa, 2022",Congo DR vs Madagascar,07-10-2021,Madagascar,MG,2021,FAIL,0,0,True,Lookup Required,False,0,Bapasy,none,,
27412,946,2116,"World Cup Qualifiers, Africa, 2022",Congo vs Senegal,07-09-2021,Congo, CG,2021,FAIL,0,0,True,Lookup Required,False,0,C Mafoumbi,none,,
27413,947,2116,"World Cup Qualifiers, Africa, 2022",Congo vs Senegal,07-09-2021,Congo, CG,2021,FAIL,0,0,True,Lookup Required,False,0,R Tsouka,none,,
27414,948,2116,"World Cup Qualifiers, Africa, 2022",Congo vs Senegal,07-09-2021,Congo, CG,2021,FAIL,0,0,True,Lookup Required,False,0,V Rozan,none,,
27415,949,2116,"World Cup Qualifiers, Africa, 2022",Congo vs Senegal,07-09-2021,Congo, CG,2021,FAIL,0,0,True,Lookup Required,False,0,Baron Kibamba,none,,
27418,952,2116,"World Cup Qualifiers, Africa, 2022",Congo vs Senegal,07-09-2021,Congo, CG,2021,FAIL,0,0,True,Lookup Required,False,0,P Mboungou,none,,
27444,978,2117,"World Cup Qualifiers, Africa, 2022",Tanzania vs Madagascar,07-09-2021,Tanzania,TZ,2021,FAIL,0,0,True,Lookup Required,False,0,R Mwakasugule,none,,
27447,981,2117,"World Cup Qualifiers, Africa, 2022",Tanzania vs Madagascar,07-09-2021,Madagascar,MG,2021,FAIL,0,0,True,Lookup Required,False,0,Bapasy,none,,
27464,998,2118,"World Cup Qualifiers, Africa, 2022",Libya vs Gabon,01-09-2021,Libya,LY,2021,FAIL,0,0,True,Lookup Required,False,0,Faisal Saleh,none,,
27504,1038,2120,"World Cup Qualifiers, Africa, 2022",Ethiopia vs Ghana,11-11-2021,Ethiopia,ET,2021,FAIL,0,0,True,Lookup Required,False,0,R Yusef,none,,
27551,1085,2122,"World Cup Qualifiers, Africa, 2022",Libya vs Egypt,11-10-2021,Libya,LY,2021,FAIL,0,0,True,Lookup Required,False,0,Faisal Saleh,none,,
27617,51,1419,Nations League 2018-2020,Spain vs England,15.10.18,Spain,ES,2018,FAIL,0,0.0,True,Lookup Required,False,0,T Alcantara,none,,
27808,242,1428,Nations League 2018-2020,Turkey vs Russia,07.09.18,Turkey,TR,2018,FAIL,0,0.0,True,Lookup Required,False,0,Krntl,none,,
27815,249,1428,Nations League 2018-2020,Turkey vs Russia,07.09.18,Turkey,TR,2018,FAIL,0,0.0,True,Lookup Required,False,0,Yazc,none,,
27819,253,1428,Nations League 2018-2020,Turkey vs Russia,07.09.18,Russia,RU,2018,FAIL,0,0.0,True,Lookup Required,False,0,Lunyov,none,,
27826,260,1428,Nations League 2018-2020,Turkey vs Russia,07.09.18,Russia,RU,2018,FAIL,0,0.0,True,Lookup Required,False,0,Yerokhin,none,,
27929,363,1433,Nations League 2018-2020,Sweden vs Russia,20.11.18,Russia,RU,2018,FAIL,0,0.0,True,Lookup Required,False,0,Lunyov,none,,
27936,370,1433,Nations League 2018-2020,Sweden vs Russia,20.11.18,Russia,RU,2018,FAIL,0,0.0,True,Lookup Required,False,0,Yerokhin,none,,
28182,616,1445,Nations League 2018-2020,Denmark vs Ireland,19.11.18,Denmark,DK,2018,FAIL,0,0,True,Lookup Required,False,0,Roennow,none,,
28220,654,1446,Nations League 2018-2020,Albania vs Israel,07.09.18,Israel,IL,2018,FAIL,0,0,True,Lookup Required,False,0,Natkho,none,,
28253,687,1448,Nations League 2018-2020,Israel vs Scotland,11.10.18,Israel,IL,2018,FAIL,0,0,True,Lookup Required,False,0,Natkho,none,,
28275,709,1449,Nations League 2018-2020,Israel vs Albania,14.10.18,Israel,IL,2018,FAIL,0,0,True,Lookup Required,False,0,Natkho,none,,
28330,764,1451,Nations League 2018-2020,Scotland vs Israel,20.11.18,Israel,IL,2018,FAIL,0,0,True,Lookup Required,False,0,Natkho,none,,
28635,1069,1465,Nations League 2018-2020,Norway vs Cyprus,06.09.18,Cyprus,CY,2018,FAIL,0,0,True,Lookup Required,False,0,Demetriou,none,,
29613,947,3075,"World Cup Qualifiers, Europe, 2018",Moldova vs Georgia,11-06-2017,Moldova,MD,2017,FAIL,0,0,True,Lookup Required,False,0,I îgîrla,none,,
29789,23,1367,"Olympics, 2020",New Zealand vs South Korea,2021-07-22,New Zealand,NZ,2021,FAIL,0,0,True,Lookup Required,False,0,Gianni Stensness,none,,
29803,37,1367,"Olympics, 2020",New Zealand vs South Korea,2021-07-22,South Korea,KR,2021,FAIL,0,0,True,Lookup Required,False,0,Kang Yoon-sung,none,,
29826,60,1368,"Olympics, 2020",Honduras vs Romania,2021-07-22,Romania,RO,2021,FAIL,0,0,True,Lookup Required,False,0,Marco Dulca,none,,
29833,67,1369,"Olympics, 2020",New Zealand vs Honduras,2021-07-25,New Zealand,NZ,2021,FAIL,0,0,True,Lookup Required,False,0,Gianni Stensness,none,,
29855,89,1370,"Olympics, 2020",Romania vs South Korea,2021-07-25,Romania,RO,2021,FAIL,0,0,True,Lookup Required,False,0,Marco Dulca,none,,
29858,92,1370,"Olympics, 2020",Romania vs South Korea,2021-07-25,Romania,RO,2021,FAIL,0,0,True,Lookup Required,False,0,Radu Boboc,none,,
29869,103,1370,"Olympics, 2020",Romania vs South Korea,2021-07-25,South Korea,KR,2021,FAIL,0,0,True,Lookup Required,False,0,Kang Yoon-sung,none,,
29871,105,1370,"Olympics, 2020",Romania vs South Korea,2021-07-25,South Korea,KR,2021,FAIL,0,0,True,Lookup Required,False,0,Jeong Seung-won,none,,
29879,113,1371,"Olympics, 2020",Romania vs New Zealand,2021-07-28,Romania,RO,2021,FAIL,0,0,True,Lookup Required,False,0,Marco Dulca,none,,
29884,118,1371,"Olympics, 2020",Romania vs New Zealand,2021-07-28,Romania,RO,2021,FAIL,0,0,True,Lookup Required,False,0,Eduard Florescu,none,,
29889,123,1371,"Olympics, 2020",Romania vs New Zealand,2021-07-28,New Zealand,NZ,2021,FAIL,0,0,True,Lookup Required,False,0,Gianni Stensness,none,,
29902,136,1372,"Olympics, 2020",South Korea vs Honduras,2021-07-28,South Korea,KR,2021,FAIL,0,0,True,Lookup Required,False,0,Kang Yoon-sung,none,,
29942,176,1374,"Olympics, 2020",Argentina vs Australia,2021-07-22,Argentina,AR,2021,FAIL,0,0,True,Lookup Required,False,0,Jeremías Ledesma,none,,
29947,181,1374,"Olympics, 2020",Argentina vs Australia,2021-07-22,Argentina,AR,2021,FAIL,0,0,True,Lookup Required,False,0,Fausto Vera,none,,
29958,192,1374,"Olympics, 2020",Argentina vs Australia,2021-07-22,Australia,AU,2021,FAIL,0,0,True,Lookup Required,False,0,Lachlan Wales,none,,
29975,209,1375,"Olympics, 2020",Egypt vs Argentina,2021-07-25,Argentina,AR,2021,FAIL,0,0,True,Lookup Required,False,0,Jeremías Ledesma,none,,
29979,213,1375,"Olympics, 2020",Egypt vs Argentina,2021-07-25,Argentina,AR,2021,FAIL,0,0,True,Lookup Required,False,0,Claudio Bravo,none,,
29980,214,1375,"Olympics, 2020",Egypt vs Argentina,2021-07-25,Argentina,AR,2021,FAIL,0,0,True,Lookup Required,False,0,Fausto Vera,none,,
29983,217,1375,"Olympics, 2020",Egypt vs Argentina,2021-07-25,Argentina,AR,2021,FAIL,0,0,True,Lookup Required,False,0,Pedro de la Vega,none,,
29991,225,1376,"Olympics, 2020",Australia vs Spain,2021-07-25,Australia,AU,2021,FAIL,0,0,True,Lookup Required,False,0,Lachlan Wales,none,,
30015,249,1377,"Olympics, 2020",Australia vs Egypt,2021-07-28,Australia,AU,2021,FAIL,0,0,True,Lookup Required,False,0,Lachlan Wales,none,,
30041,275,1378,"Olympics, 2020",Spain vs Argentina,2021-07-28,Argentina,AR,2021,FAIL,0,0,True,Lookup Required,False,0,Jeremías Ledesma,none,,
30045,279,1378,"Olympics, 2020",Spain vs Argentina,2021-07-28,Argentina,AR,2021,FAIL,0,0,True,Lookup Required,False,0,Claudio Bravo,none,,
30046,280,1378,"Olympics, 2020",Spain vs Argentina,2021-07-28,Argentina,AR,2021,FAIL,0,0,True,Lookup Required,False,0,Fausto Vera,none,,
30047,281,1378,"Olympics, 2020",Spain vs Argentina,2021-07-28,Argentina,AR,2021,FAIL,0,0,True,Lookup Required,False,0,Tomás Belmonte,none,,
30117,351,1381,"Olympics, 2020",Brazil vs Ivory Coast,2021-07-25,Ivory Coast,CI,2021,FAIL,0,0,True,Lookup Required,False,0,Youssouf Dao,none,,
30183,417,1384,"Olympics, 2020",Germany vs Ivory Coast,2021-07-28,Ivory Coast,CI,2021,FAIL,0,0,True,Lookup Required,False,0,Youssouf Dao,none,,
30205,439,1385,"Olympics, 2020",Spain vs Ivory Coast,2021-07-31,Ivory Coast,CI,2021,FAIL,0,0,True,Lookup Required,False,0,Youssouf Dao,none,,
30218,452,1386,"Olympics, 2020",Japan vs New Zealand,2021-07-31,New Zealand,NZ,2021,FAIL,0,0,True,Lookup Required,False,0,Gianni Stensness,none,,
30254,488,1388,"Olympics, 2020",South Korea vs Mexico,2021-07-31,South Korea,KR,2021,FAIL,0,0,True,Lookup Required,False,0,Kang Yoon-sung,none,,
30553,787,1402,Nations League 2018-2020,Netherlands vs France,16.11.18,France,FR,2018,FAIL,0,0,True,Lookup Required,False,0,N`Zonzi,none,,
30862,1096,1416,Nations League 2018-2020,England vs Spain,08.09.18,Spain,ES,2018,FAIL,0,0,True,Lookup Required,False,0,T Alcantara,none,,
30967,101,1062,"Euros 2024, Qualifiers",Switzerland vs Andorra,12.09.23,Andorra,AD,2023,FAIL,0,0,True,Lookup Required,False,0,Sola,none,,
31052,186,1066,"Euros 2024, Qualifiers",Andorra vs Kosovo,12.10.23,Andorra,AD,2023,FAIL,0,0,True,Lookup Required,False,0,Vieitez,none,,
31138,272,1070,"Euros 2024, Qualifiers",Israel vs Switzerland,15.11.23,Israel,IL,2023,FAIL,0,0,True,Lookup Required,False,0,Gorno,none,,
31272,406,1076,"Euros 2024, Qualifiers",Andorra vs Israel,21.11.23,Andorra,AD,2023,FAIL,0,0,True,Lookup Required,False,0,Vieitez,none,,
31999,33,2327,"World Cup Qualifiers, Asia, 2018",Qatar vs China PR,05-09-2017,China PR,CN,2017,FAIL,0,0,True,Lookup Required,False,0,CZeng,none,,
32006,40,2327,"World Cup Qualifiers, Asia, 2018",Qatar vs China PR,05-09-2017,China PR,CN,2017,FAIL,0,0,True,Lookup Required,False,0,Zheng Zhi,none,,
32022,56,2328,"World Cup Qualifiers, Asia, 2018",Kyrgyzstan vs Bangladesh,13-10-2015,Bangladesh,BD,2015,FAIL,0,0,True,Lookup Required,False,0,M Islam Nazir,none,,
32062,96,2330,"World Cup Qualifiers, Asia, 2018",Hong Kong vs China PR,17-11-2015,Hong Kong,HK,2015,FAIL,0,0,True,Lookup Required,False,0,Mc Kee Jaimes Anthony,none,,
32069,103,2330,"World Cup Qualifiers, Asia, 2018",Hong Kong vs China PR,17-11-2015,China PR,CN,2015,FAIL,0,0,True,Lookup Required,False,0,Zou Zheng,none,,
32071,105,2330,"World Cup Qualifiers, Asia, 2018",Hong Kong vs China PR,17-11-2015,China PR,CN,2015,FAIL,0,0,True,Lookup Required,False,0,Zheng Zhi,none,,
32075,109,2330,"World Cup Qualifiers, Asia, 2018",Hong Kong vs China PR,17-11-2015,China PR,CN,2015,FAIL,0,0,True,Lookup Required,False,0,XYang,none,,
32076,110,2331,"World Cup Qualifiers, Asia, 2018",Brunei vs Chinese Taipei,17-03-2015,Brunei,BN,2015,FAIL,0,0,True,Lookup Required,False,0,W Yussof,none,,
32077,111,2331,"World Cup Qualifiers, Asia, 2018",Brunei vs Chinese Taipei,17-03-2015,Brunei,BN,2015,FAIL,0,0,True,Lookup Required,False,0,A Mu'iz,none,,
32078,112,2331,"World Cup Qualifiers, Asia, 2018",Brunei vs Chinese Taipei,17-03-2015,Brunei,BN,2015,FAIL,0,0,True,Lookup Required,False,0,A Saleh,none,,
32079,113,2331,"World Cup Qualifiers, Asia, 2018",Brunei vs Chinese Taipei,17-03-2015,Brunei,BN,2015,FAIL,0,0,True,Lookup Required,False,0,A Zahari,none,,
32080,114,2331,"World Cup Qualifiers, Asia, 2018",Brunei vs Chinese Taipei,17-03-2015,Brunei,BN,2015,FAIL,0,0,True,Lookup Required,False,0,F Hassan,none,,
32081,115,2331,"World Cup Qualifiers, Asia, 2018",Brunei vs Chinese Taipei,17-03-2015,Brunei,BN,2015,FAIL,0,0,True,Lookup Required,False,0,H Hamzah,none,,
32082,116,2331,"World Cup Qualifiers, Asia, 2018",Brunei vs Chinese Taipei,17-03-2015,Brunei,BN,2015,FAIL,0,0,True,Lookup Required,False,0,Hanif Hamir,none,,
32083,117,2331,"World Cup Qualifiers, Asia, 2018",Brunei vs Chinese Taipei,17-03-2015,Brunei,BN,2015,FAIL,0,0,True,Lookup Required,False,0,R Petara,none,,
32084,118,2331,"World Cup Qualifiers, Asia, 2018",Brunei vs Chinese Taipei,17-03-2015,Brunei,BN,2015,FAIL,0,0,True,Lookup Required,False,0,S Othman,none,,
32085,119,2331,"World Cup Qualifiers, Asia, 2018",Brunei vs Chinese Taipei,17-03-2015,Brunei,BN,2015,FAIL,0,0,True,Lookup Required,False,0,Adi Said,none,,
32086,120,2331,"World Cup Qualifiers, Asia, 2018",Brunei vs Chinese Taipei,17-03-2015,Brunei,BN,2015,FAIL,0,0,True,Lookup Required,False,0,S Said,none,,
32092,126,2331,"World Cup Qualifiers, Asia, 2018",Brunei vs Chinese Taipei,17-03-2015,Chinese Taipei,TW,2015,FAIL,0,0,True,Lookup Required,False,0,Chu En-Le,none,,
32128,162,2333,"World Cup Qualifiers, Asia, 2018",Thailand vs Chinese Taipei,12-11-2015,Thailand,TH,2015,FAIL,0,0,True,Lookup Required,False,0,A-nan P,none,,
32132,166,2333,"World Cup Qualifiers, Asia, 2018",Thailand vs Chinese Taipei,12-11-2015,Chinese Taipei,TW,2015,FAIL,0,0,True,Lookup Required,False,0,Yuan Chen Xavier Tsan,none,,
32158,192,2334,"World Cup Qualifiers, Asia, 2018",Jordan vs Bangladesh,24-03-2016,Bangladesh,BD,2016,FAIL,0,0,True,Lookup Required,False,0,M Islam Nazir,none,,
32170,204,2335,"World Cup Qualifiers, Asia, 2018",China PR vs Qatar,15-11-2016,China PR,CN,2016,FAIL,0,0,True,Lookup Required,False,0,Zheng Zhi,none,,
32206,240,2336,"World Cup Qualifiers, Asia, 2018",Saudi Arabia vs Timor-Leste,03-09-2015,Timor-Leste,TL,2015,FAIL,0,0,True,Lookup Required,False,0,Chiquito,none,,
32270,304,2339,"World Cup Qualifiers, Asia, 2018",Bhutan vs China PR,16-06-2015,China PR,CN,2015,FAIL,0,0,True,Lookup Required,False,0,Zheng Zhi,none,,
32273,307,2339,"World Cup Qualifiers, Asia, 2018",Bhutan vs China PR,16-06-2015,China PR,CN,2015,FAIL,0,0,True,Lookup Required,False,0,XYang,none,,
32329,363,2342,"World Cup Qualifiers, Asia, 2018",Syria vs Cambodia,24-03-2016,Cambodia,KH,2016,FAIL,0,0,True,Lookup Required,False,0,Um Serei Rath,none,,
32383,417,2344,"World Cup Qualifiers, Asia, 2018",United Arab Emirates vs Timor-Leste,12-11-2015,Timor-Leste,TL,2015,FAIL,0,0,True,Lookup Required,False,0,Chiquito,none,,
32384,418,2345,"World Cup Qualifiers, Asia, 2018",China PR vs Maldives,24-03-2016,China PR,CN,2016,FAIL,0,0,True,Lookup Required,False,0,CZeng,none,,
