,Unnamed: 0.1,Unnamed: 0,Match ID,Competition,Match,Date,Nationality,Team Country Code,Season,Status,Name,Market Value,Lookup Still Required?,Lookup Return Case,Impute Required?,Name(s) Found,ORIGINAL JERSEY,Match Case
45102,45102,2,4350,"World Cup 2018, Qualifiers, CONMEBOL",Ecuador vs Peru,05-Sep-17,Ecuador,EC,2017,SUCCESS,"['Felipe Caicedo', 'Luis Caicedo', 'Marcos Caicedo', 'Romario Caicedo', 'Beder Caicedo', 'Moisés Caicedo', 'Jordy Caicedo']",2500000.0,False,Used Large Dataset,False,"['Felipe Caicedo', 'Luis Caicedo', 'Marcos Caicedo', 'Romario Caicedo', 'Beder Caicedo', 'Moisés Caicedo', 'Jordy Caicedo']",Caicedo,multiple
45232,45232,132,4356,"World Cup 2018, Qualifiers, CONMEBOL",Chile vs Ecuador,05-Oct-17,Chile,CL,2017,SUCCESS,"['Claudio Bravo', 'Christian Bravo']",3500000.0,False,Used Large Dataset,False,"['Claudio Bravo', 'Christian Bravo']",Bravo,multiple
45449,45449,349,4366,"World Cup 2022, Qualifiers, CONMEBOL",Argentina vs Ecuador,08-Oct-20,Ecuador,EC,2020,SUCCESS,"['Felipe Caicedo', 'Luis Caicedo', 'Marcos Caicedo', 'Romario Caicedo', 'Beder Caicedo', 'Moisés Caicedo', 'Jordy Caicedo']",5000000.0,False,Used Large Dataset,False,"['Felipe Caicedo', 'Luis Caicedo', 'Marcos Caicedo', 'Romario Caicedo', 'Beder Caicedo', 'Moisés Caicedo', 'Jordy Caicedo']",Caicedo,multiple
45525,45525,425,4370,"World Cup 2022, Qualifiers, CONMEBOL",Ecuador vs Uruguay,13-Oct-20,Ecuador,EC,2020,SUCCESS,"['Felipe Caicedo', 'Luis Caicedo', 'Marcos Caicedo', 'Romario Caicedo', 'Beder Caicedo', 'Moisés Caicedo', 'Jordy Caicedo']",5000000.0,False,Used Large Dataset,False,"['Felipe Caicedo', 'Luis Caicedo', 'Marcos Caicedo', 'Romario Caicedo', 'Beder Caicedo', 'Moisés Caicedo', 'Jordy Caicedo']",Caicedo,multiple
45607,45607,507,4374,"World Cup 2022, Qualifiers, CONMEBOL",Bolivia vs Ecuador,12-Nov-20,Bolivia,BO,2020,SUCCESS,"['Oscar Ribera', 'Juan Ribera', 'David Ribera', 'Daniel Ribera']",0.0,False,Used Large Dataset,False,"['Oscar Ribera', 'Juan Ribera', 'David Ribera', 'Daniel Ribera']",Ribera,multiple
45622,45622,522,4374,"World Cup 2022, Qualifiers, CONMEBOL",Bolivia vs Ecuador,12-Nov-20,Ecuador,EC,2020,SUCCESS,"['Felipe Caicedo', 'Luis Caicedo', 'Marcos Caicedo', 'Romario Caicedo', 'Beder Caicedo', 'Moisés Caicedo', 'Jordy Caicedo']",5000000.0,False,Used Large Dataset,False,"['Felipe Caicedo', 'Luis Caicedo', 'Marcos Caicedo', 'Romario Caicedo', 'Beder Caicedo', 'Moisés Caicedo', 'Jordy Caicedo']",Caicedo,multiple
45721,45721,621,4379,"World Cup 2022, Qualifiers, CONMEBOL",Ecuador vs Colombia,17-Nov-20,Ecuador,EC,2020,SUCCESS,"['Felipe Caicedo', 'Luis Caicedo', 'Marcos Caicedo', 'Romario Caicedo', 'Beder Caicedo', 'Moisés Caicedo', 'Jordy Caicedo']",5000000.0,False,Used Large Dataset,False,"['Felipe Caicedo', 'Luis Caicedo', 'Marcos Caicedo', 'Romario Caicedo', 'Beder Caicedo', 'Moisés Caicedo', 'Jordy Caicedo']",Caicedo,multiple
45852,45852,752,4385,"World Cup 2022, Qualifiers, CONMEBOL",Uruguay vs Paraguay,03-Jun-21,Uruguay,UY,2021,SUCCESS,"['Álvaro González', 'Giovanni González', 'Facundo González']",1500000.0,False,Used Large Dataset,False,"['Álvaro González', 'Giovanni González', 'Facundo González']",González,multiple
45891,45891,791,4386,"World Cup 2022, Qualifiers, CONMEBOL",Peru vs Colombia,03-Jun-21,Colombia,CO,2021,SUCCESS,"['Cristián Zapata', 'Róbinson Zapata', 'Duván Zapata']",28000000.0,False,Used Large Dataset,False,"['Cristián Zapata', 'Róbinson Zapata', 'Duván Zapata']",Zapata,multiple
45903,45903,803,4387,"World Cup 2022, Qualifiers, CONMEBOL",Argentina vs Chile,03-Jun-21,Chile,CL,2021,SUCCESS,"['Claudio Bravo', 'Christian Bravo']",1000000.0,False,Used Large Dataset,False,"['Claudio Bravo', 'Christian Bravo']",Bravo,multiple
45908,45908,808,4387,"World Cup 2022, Qualifiers, CONMEBOL",Argentina vs Chile,03-Jun-21,Chile,CL,2021,SUCCESS,"['Charles Aránguiz', 'Pablo Aránguiz']",3500000.0,False,Used Large Dataset,False,"['Charles Aránguiz', 'Pablo Aránguiz']",Aránguiz,multiple
45967,45967,867,4390,"World Cup 2022, Qualifiers, CONMEBOL",Colombia vs Argentina,08-Jun-21,Colombia,CO,2021,SUCCESS,"['Cristián Zapata', 'Róbinson Zapata', 'Duván Zapata']",28000000.0,False,Used Large Dataset,False,"['Cristián Zapata', 'Róbinson Zapata', 'Duván Zapata']",Zapata,multiple
45992,45992,892,4391,"World Cup 2022, Qualifiers, CONMEBOL",Venezuela vs Uruguay,08-Jun-21,Uruguay,UY,2021,SUCCESS,"['Álvaro González', 'Giovanni González', 'Facundo González']",1500000.0,False,Used Large Dataset,False,"['Álvaro González', 'Giovanni González', 'Facundo González']",González,multiple
46024,46024,924,4393,"World Cup 2022, Qualifiers, CONMEBOL",Chile vs Bolivia,08-Jun-21,Chile,CL,2021,SUCCESS,"['Claudio Bravo', 'Christian Bravo']",1000000.0,False,Used Large Dataset,False,"['Claudio Bravo', 'Christian Bravo']",Bravo,multiple
46030,46030,930,4393,"World Cup 2022, Qualifiers, CONMEBOL",Chile vs Bolivia,08-Jun-21,Chile,CL,2021,SUCCESS,"['Charles Aránguiz', 'Pablo Aránguiz']",3500000.0,False,Used Large Dataset,False,"['Charles Aránguiz', 'Pablo Aránguiz']",Aránguiz,multiple
46039,46039,939,4393,"World Cup 2022, Qualifiers, CONMEBOL",Chile vs Bolivia,08-Jun-21,Bolivia,BO,2021,SUCCESS,"['José Sagredo', 'Jesús Sagredo']",0.0,False,Used Large Dataset,False,"['José Sagredo', 'Jesús Sagredo']",Sagredo,multiple
46060,46060,960,4394,"World Cup 2022, Qualifiers, CONMEBOL",Bolivia vs Colombia,02-Sep-21,Colombia,CO,2021,SUCCESS,"['Jeison Murillo', 'Óscar Murillo']",3500000.0,False,Used Large Dataset,False,"['Jeison Murillo', 'Óscar Murillo']",Murillo,multiple
46134,46134,1034,4398,"World Cup 2022, Qualifiers, CONMEBOL",Chile vs Brazil,02-Sep-21,Chile,CL,2021,SUCCESS,"['Claudio Bravo', 'Christian Bravo']",1000000.0,False,Used Large Dataset,False,"['Claudio Bravo', 'Christian Bravo']",Bravo,multiple
46139,46139,1039,4398,"World Cup 2022, Qualifiers, CONMEBOL",Chile vs Brazil,02-Sep-21,Chile,CL,2021,SUCCESS,"['Charles Aránguiz', 'Pablo Aránguiz']",3500000.0,False,Used Large Dataset,False,"['Charles Aránguiz', 'Pablo Aránguiz']",Aránguiz,multiple
46167,46167,1067,4399,"World Cup 2022, Qualifiers, CONMEBOL",Ecuador vs Chile,05-Sep-21,Chile,CL,2021,SUCCESS,"['Claudio Bravo', 'Christian Bravo']",1000000.0,False,Used Large Dataset,False,"['Claudio Bravo', 'Christian Bravo']",Bravo,multiple
46174,46174,1074,4399,"World Cup 2022, Qualifiers, CONMEBOL",Ecuador vs Chile,05-Sep-21,Chile,CL,2021,SUCCESS,"['Charles Aránguiz', 'Pablo Aránguiz']",3500000.0,False,Used Large Dataset,False,"['Charles Aránguiz', 'Pablo Aránguiz']",Aránguiz,multiple
46192,46192,1092,4400,"World Cup 2022, Qualifiers, CONMEBOL",Paraguay vs Colombia,05-Sep-21,Colombia,CO,2021,SUCCESS,"['Jeison Murillo', 'Óscar Murillo']",3500000.0,False,Used Large Dataset,False,"['Jeison Murillo', 'Óscar Murillo']",Murillo,multiple
46850,46850,650,1900,"World Cup Qualifiers, Africa, 2014",Egypt vs Guinea,10-09-2013,Guinea,GN,2013,SUCCESS,"['Issiaga Sylla', 'Idrissa Sylla', 'Ismaël Sylla']",2000000.0,False,Used Large Dataset,False,"['Issiaga Sylla', 'Idrissa Sylla', 'Ismaël Sylla']",I Sylla,multiple
49517,49517,17,907,"Euros 2024, Qualifiers",Ireland vs Netherlands,10.09.23,Netherlands,NL,2023,SUCCESS,"['Nigel de Jong', 'Siem de Jong', 'Luuk de Jong', 'Frenkie de Jong']",90000000.0,False,Used Large Dataset,False,"['Nigel de Jong', 'Siem de Jong', 'Luuk de Jong', 'Frenkie de Jong']",de Jong,multiple
50897,50897,297,1985,"World Cup Qualifiers, Africa, 2018",Cape Verde vs Burkina Faso,12-11-2016,Burkina Faso,BF,2016,SUCCESS,"['Mbah Koné', 'Hervé Koffi', 'Hillel Konaté']",5000000.0,False,Used Large Dataset,False,"['Mbah Koné', 'Hervé Koffi', 'Hillel Konaté']",H Ko,multiple
51187,51187,587,1998,"World Cup Qualifiers, Africa, 2018",Morocco vs Cote d'Ivoire,12-11-2016,Cote d'Ivoire,CI,2016,SUCCESS,"['Adama Traoré', 'Alassane Traoré']",1000000.0,False,Used Large Dataset,False,"['Adama Traoré', 'Alassane Traoré']",A Traoré,multiple
51222,51222,622,2000,"World Cup Qualifiers, Africa, 2018",Libya vs Tunisia,11-11-2016,Libya,LY,2016,SUCCESS,"['Abdulsalam Al-Fitori', 'Abdulrahman Al-Amaami']",0.0,False,Used Large Dataset,False,"['Abdulsalam Al-Fitori', 'Abdulrahman Al-Amaami']",Abdelrahman Fetori,multiple
51436,51436,836,2010,"World Cup Qualifiers, Africa, 2018",Burkina Faso vs South Africa,08-10-2016,Burkina Faso,BF,2016,SUCCESS,"['Mbah Koné', 'Hervé Koffi', 'Hillel Konaté']",5000000.0,False,Used Large Dataset,False,"['Mbah Koné', 'Hervé Koffi', 'Hillel Konaté']",H Ko,multiple
52999,52999,199,865,"Euros 2020, Qualifiers",Italy vs Greece,12.10.19,Italy,IT,2019,SUCCESS,"['Davide Astori', 'Domenico Criscito', 'Lorenzo De Silvestri', 'Mattia De Sciglio', 'Matteo Darmian', 'Daniele De Rossi', 'Alessandro Diamanti', 'Daniel Osvaldo', 'Mattia Destro', 'Daniele Padelli', 'Daniele Rugani', 'Davide Santon', 'Davide Zappacosta', 'Gianluigi Donnarumma', ""Danilo D'Ambrosio"", 'Danilo Cataldi', 'Daniele Baselli', 'Domenico Berardi', 'Giovanni Di Lorenzo', 'Federico Dimarco', 'Davide Calabria', 'Davide Frattesi', 'Destiny Udogie']",10500000.0,False,Used Large Dataset,False,"['Davide Astori', 'Domenico Criscito', 'Lorenzo De Silvestri', 'Mattia De Sciglio', 'Matteo Darmian', 'Daniele De Rossi', 'Alessandro Diamanti', 'Daniel Osvaldo', 'Mattia Destro', 'Daniele Padelli', 'Daniele Rugani', 'Davide Santon', 'Davide Zappacosta', 'Gianluigi Donnarumma', ""Danilo D'Ambrosio"", 'Danilo Cataldi', 'Daniele Baselli', 'Domenico Berardi', 'Giovanni Di Lorenzo', 'Federico Dimarco', 'Davide Calabria', 'Davide Frattesi', 'Destiny Udogie']",D,multiple
53264,53264,464,878,"Euros 2024, Qualifiers",Spain vs Norway,25.03.23,Spain,ES,2023,SUCCESS,"['Nacho Fernández', 'Nacho Monreal']",5000000.0,False,Used Large Dataset,False,"['Nacho Fernández', 'Nacho Monreal']",Nacho,multiple
53862,53862,1062,905,"Euros 2024, Qualifiers",Netherlands vs Greece,07.09.23,Netherlands,NL,2023,SUCCESS,"['Nigel de Jong', 'Siem de Jong', 'Luuk de Jong', 'Frenkie de Jong']",90000000.0,False,Used Large Dataset,False,"['Nigel de Jong', 'Siem de Jong', 'Luuk de Jong', 'Frenkie de Jong']",de Jong,multiple
54383,54383,483,576,"Euros 2016, Qualifiers",Croatia vs Norway,28.03.15,Norway,NO,2015,SUCCESS,"['Mohamed Elyounoussi', 'Tarik Elyounoussi']",2000000.0,False,Used Large Dataset,False,"['Mohamed Elyounoussi', 'Tarik Elyounoussi']",Elyounoussi,multiple
54511,54511,611,582,"Euros 2016, Qualifiers",Bulgaria vs Norway,03.09.15,Norway,NO,2015,SUCCESS,"['Mohamed Elyounoussi', 'Tarik Elyounoussi']",2000000.0,False,Used Large Dataset,False,"['Mohamed Elyounoussi', 'Tarik Elyounoussi']",Elyounoussi,multiple
56960,56960,860,3984,"World Cup 2018, Qualifiers, CONCACAF",Dominica vs Canada,11-Jun-15,Dominica,DM,2015,SUCCESS,"['Ericson Joseph', 'Malcolm Joseph', 'Mitchell Joseph', 'Vernent Joseph', 'Travist Joseph', 'Andrez Joseph', 'Curdel Joseph']",0.0,False,Used Large Dataset,False,"['Ericson Joseph', 'Malcolm Joseph', 'Mitchell Joseph', 'Vernent Joseph', 'Travist Joseph', 'Andrez Joseph', 'Curdel Joseph']",Joseph,multiple
61869,61869,269,367,"Euros 2016, Qualifiers",Netherlands vs Turkey,28.03.15,Netherlands,NL,2015,SUCCESS,"['Nigel de Jong', 'Siem de Jong', 'Luuk de Jong', 'Frenkie de Jong']",4000000.0,False,Used Large Dataset,False,"['Nigel de Jong', 'Siem de Jong', 'Luuk de Jong', 'Frenkie de Jong']",de Jong,multiple
63042,63042,342,2037,"World Cup Qualifiers, Africa, 2018",Tunisia vs Guinea,09-10-2016,Guinea,GN,2016,SUCCESS,"['Alsény Bangoura', 'Alkhaly Bangoura', 'Aboubacar Bangoura']",0.0,False,Used Large Dataset,False,"['Alsény Bangoura', 'Alkhaly Bangoura', 'Aboubacar Bangoura']",A Bangoura,multiple
63043,63043,343,2037,"World Cup Qualifiers, Africa, 2018",Tunisia vs Guinea,09-10-2016,Guinea,GN,2016,SUCCESS,"['Fodé Camara', 'Fode Camara']",-,False,Used Large Dataset,False,"['Fodé Camara', 'Fode Camara']",F Camara,multiple
63122,63122,422,2041,"World Cup Qualifiers, Africa, 2018",Mauritania vs Tunisia,13-11-2015,Mauritania,MR,2015,SUCCESS,"['Mamadou Idrissa Wade', 'Mohamed Wade']",0.0,False,Used Large Dataset,False,"['Mamadou Idrissa Wade', 'Mohamed Wade']",M Wade,multiple
63331,63331,631,2051,"World Cup Qualifiers, Africa, 2022",Mozambique vs Malawi,16-11-2021,Malawi,MW,2021,SUCCESS,"['Gilbert Chirwa', 'Gomezgani Chirwa', 'Gaddie Chirwa']",0.0,False,Used Large Dataset,False,"['Gilbert Chirwa', 'Gomezgani Chirwa', 'Gaddie Chirwa']",G Chirwa,multiple
63467,63467,767,2057,"World Cup Qualifiers, Africa, 2022",Sudan vs Guinea,06-10-2021,Guinea,GN,2021,SUCCESS,"['Aboubacar Bwanga Camara', 'Abdoul Camara', 'Aboubacar Camara', 'Alsény Camara', 'Abdoulaye Camara', 'Abdoulaye Naby Camara', 'Abdoulaye Paye Camara', 'Aguibou Camara']",20000000.0,False,Used Large Dataset,False,"['Aboubacar Bwanga Camara', 'Abdoul Camara', 'Aboubacar Camara', 'Alsény Camara', 'Abdoulaye Camara', 'Abdoulaye Naby Camara', 'Abdoulaye Paye Camara', 'Aguibou Camara']",A Camara,multiple
63537,63537,837,2061,"World Cup Qualifiers, Africa, 2022",Djibouti vs Niger,06-09-2021,Djibouti,DJ,2021,SUCCESS,"['Mohamed Bourhan Mohamed', 'Moussa Helem Mohamed', 'Mohamed Fouad Mohamed']",0.0,False,Used Large Dataset,False,"['Mohamed Bourhan Mohamed', 'Moussa Helem Mohamed', 'Mohamed Fouad Mohamed']",M Mohamed,multiple
63733,63733,1033,2069,"World Cup Qualifiers, Africa, 2022",Chad vs Sudan,05-09-2019,Sudan,SD,2019,SUCCESS,"['Ahmed Al Basha', 'Ahmed Hamed Mahmoud', 'Ahmed Wadah']",0.0,False,Used Large Dataset,False,"['Ahmed Al Basha', 'Ahmed Hamed Mahmoud', 'Ahmed Wadah']",Ahmed Hamid Al Tash,multiple
64149,64149,349,3349,"World Cup Qualifiers, Europe, 2022",Slovenia vs Russia,11-10-2021,Russia,RU,2021,SUCCESS,"['Aleksey Miranchuk', 'Anton Miranchuk']",10000000.0,False,Used Large Dataset,False,"['Aleksey Miranchuk', 'Anton Miranchuk']",A Miranchuk,multiple
64599,64599,799,3370,"World Cup Qualifiers, Europe, 2022",Russia vs Malta,07-09-2021,Russia,RU,2021,SUCCESS,"['Aleksey Miranchuk', 'Anton Miranchuk']",10000000.0,False,Used Large Dataset,False,"['Aleksey Miranchuk', 'Anton Miranchuk']",A Miranchuk,multiple
65941,65941,1041,3482,"African Cup of Nations, 2015",Mali vs Cameroon,20-01-2015,Mali,ML,2015,SUCCESS,"['Sekou Koita', 'Seydou Keita']",500000.0,False,Used Large Dataset,False,"['Sekou Koita', 'Seydou Keita']",S Kéita,multiple
66870,66870,870,1047,"Euros 2024, Qualifiers",Israel vs Kosovo,25.03.23,Kosovo,XK,2023,SUCCESS,"['Amir Rrahmani', 'Albion Rrahmani']",25000000.0,False,Used Large Dataset,False,"['Amir Rrahmani', 'Albion Rrahmani']",Rrahmani,multiple
66970,66970,970,1052,"Euros 2024, Qualifiers",Kosovo vs Andorra,28.03.23,Kosovo,XK,2023,SUCCESS,"['Amir Rrahmani', 'Albion Rrahmani']",25000000.0,False,Used Large Dataset,False,"['Amir Rrahmani', 'Albion Rrahmani']",Rrahmani,multiple
66992,66992,992,1053,"Euros 2024, Qualifiers",Kosovo vs Romania,16.06.23,Kosovo,XK,2023,SUCCESS,"['Amir Rrahmani', 'Albion Rrahmani']",25000000.0,False,Used Large Dataset,False,"['Amir Rrahmani', 'Albion Rrahmani']",Rrahmani,multiple
71510,71510,10,4300,"World Cup 2018, Qualifiers, CONMEBOL",Uruguay vs Peru,29-Mar-16,Uruguay,UY,2016,SUCCESS,"['Luis Suárez', 'Mathías Suárez', 'Damián Suárez']",90000000.0,False,Used Large Dataset,False,"['Luis Suárez', 'Mathías Suárez', 'Damián Suárez']",Suárez,multiple
71556,71556,56,4302,"World Cup 2018, Qualifiers, CONMEBOL",Paraguay vs Brazil,29-Mar-16,Brazil,BR,2016,SUCCESS,"['Dani Alves', 'Diego Alves']",6000000.0,False,Used Large Dataset,False,"['Dani Alves', 'Diego Alves']",D Alves,multiple
71576,71576,76,4303,"World Cup 2018, Qualifiers, CONMEBOL",Ecuador vs Brazil,01-Sep-16,Ecuador,EC,2016,SUCCESS,"['Felipe Caicedo', 'Luis Caicedo', 'Marcos Caicedo', 'Romario Caicedo', 'Beder Caicedo', 'Moisés Caicedo', 'Jordy Caicedo']",3000000.0,False,Used Large Dataset,False,"['Felipe Caicedo', 'Luis Caicedo', 'Marcos Caicedo', 'Romario Caicedo', 'Beder Caicedo', 'Moisés Caicedo', 'Jordy Caicedo']",Caicedo,multiple
71578,71578,78,4303,"World Cup 2018, Qualifiers, CONMEBOL",Ecuador vs Brazil,01-Sep-16,Brazil,BR,2016,SUCCESS,"['Dani Alves', 'Diego Alves']",6000000.0,False,Used Large Dataset,False,"['Dani Alves', 'Diego Alves']",D Alves,multiple
71630,71630,130,4305,"World Cup 2018, Qualifiers, CONMEBOL",Colombia vs Venezuela,01-Sep-16,Venezuela,VE,2016,SUCCESS,"['José Martínez', 'Josef Martínez', 'David Martínez']",3000000.0,False,Used Large Dataset,False,"['José Martínez', 'Josef Martínez', 'David Martínez']",Martinez,multiple
71674,71674,174,4307,"World Cup 2018, Qualifiers, CONMEBOL",Argentina vs Uruguay,01-Sep-16,Uruguay,UY,2016,SUCCESS,"['Luis Suárez', 'Mathías Suárez', 'Damián Suárez']",90000000.0,False,Used Large Dataset,False,"['Luis Suárez', 'Mathías Suárez', 'Damián Suárez']",Suárez,multiple
71683,71683,183,4308,"World Cup 2018, Qualifiers, CONMEBOL",Uruguay vs Paraguay,06-Sep-16,Uruguay,UY,2016,SUCCESS,"['Gastón Ramírez', 'Ignacio Ramírez']",6000000.0,False,Used Large Dataset,False,"['Gastón Ramírez', 'Ignacio Ramírez']",Ramírez,multiple
71686,71686,186,4308,"World Cup 2018, Qualifiers, CONMEBOL",Uruguay vs Paraguay,06-Sep-16,Uruguay,UY,2016,SUCCESS,"['Luis Suárez', 'Mathías Suárez', 'Damián Suárez']",90000000.0,False,Used Large Dataset,False,"['Luis Suárez', 'Mathías Suárez', 'Damián Suárez']",Suárez,multiple
71729,71729,229,4310,"World Cup 2018, Qualifiers, CONMEBOL",Venezuela vs Argentina,06-Sep-16,Venezuela,VE,2016,SUCCESS,"['José Martínez', 'Josef Martínez', 'David Martínez']",3000000.0,False,Used Large Dataset,False,"['José Martínez', 'Josef Martínez', 'David Martínez']",Martinez,multiple
71743,71743,243,4311,"World Cup 2018, Qualifiers, CONMEBOL",Brazil vs Colombia,06-Sep-16,Brazil,BR,2016,SUCCESS,"['Dani Alves', 'Diego Alves']",6000000.0,False,Used Large Dataset,False,"['Dani Alves', 'Diego Alves']",D Alves,multiple
71785,71785,285,4312,"World Cup 2018, Qualifiers, CONMEBOL",Peru vs Ecuador,06-Sep-16,Ecuador,EC,2016,SUCCESS,"['Felipe Caicedo', 'Luis Caicedo', 'Marcos Caicedo', 'Romario Caicedo', 'Beder Caicedo', 'Moisés Caicedo', 'Jordy Caicedo']",3000000.0,False,Used Large Dataset,False,"['Felipe Caicedo', 'Luis Caicedo', 'Marcos Caicedo', 'Romario Caicedo', 'Beder Caicedo', 'Moisés Caicedo', 'Jordy Caicedo']",Caicedo,multiple
71796,71796,296,4313,"World Cup 2018, Qualifiers, CONMEBOL",Ecuador vs Chile,06-Oct-16,Ecuador,EC,2016,SUCCESS,"['Felipe Caicedo', 'Luis Caicedo', 'Marcos Caicedo', 'Romario Caicedo', 'Beder Caicedo', 'Moisés Caicedo', 'Jordy Caicedo']",3000000.0,False,Used Large Dataset,False,"['Felipe Caicedo', 'Luis Caicedo', 'Marcos Caicedo', 'Romario Caicedo', 'Beder Caicedo', 'Moisés Caicedo', 'Jordy Caicedo']",Caicedo,multiple
71818,71818,318,4314,"World Cup 2018, Qualifiers, CONMEBOL",Uruguay vs Venezuela,06-Oct-16,Uruguay,UY,2016,SUCCESS,"['Luis Suárez', 'Mathías Suárez', 'Damián Suárez']",90000000.0,False,Used Large Dataset,False,"['Luis Suárez', 'Mathías Suárez', 'Damián Suárez']",Suárez,multiple
71875,71875,375,4317,"World Cup 2018, Qualifiers, CONMEBOL",Brazil vs Bolivia,06-Oct-16,Brazil,BR,2016,SUCCESS,"['Dani Alves', 'Diego Alves']",6000000.0,False,Used Large Dataset,False,"['Dani Alves', 'Diego Alves']",D Alves,multiple
71917,71917,417,4318,"World Cup 2018, Qualifiers, CONMEBOL",Colombia vs Uruguay,11-Oct-16,Uruguay,UY,2016,SUCCESS,"['Luis Suárez', 'Mathías Suárez', 'Damián Suárez']",90000000.0,False,Used Large Dataset,False,"['Luis Suárez', 'Mathías Suárez', 'Damián Suárez']",Suárez,multiple
71993,71993,493,4322,"World Cup 2018, Qualifiers, CONMEBOL",Venezuela vs Brazil,11-Oct-16,Venezuela,VE,2016,SUCCESS,"['José Martínez', 'Josef Martínez', 'David Martínez']",3000000.0,False,Used Large Dataset,False,"['José Martínez', 'Josef Martínez', 'David Martínez']",Martinez,multiple
71996,71996,496,4322,"World Cup 2018, Qualifiers, CONMEBOL",Venezuela vs Brazil,11-Oct-16,Brazil,BR,2016,SUCCESS,"['Dani Alves', 'Diego Alves']",6000000.0,False,Used Large Dataset,False,"['Dani Alves', 'Diego Alves']",D Alves,multiple
72038,72038,538,4324,"World Cup 2018, Qualifiers, CONMEBOL",Venezuela vs Bolivia,10-Nov-16,Venezuela,VE,2016,SUCCESS,"['José Martínez', 'Josef Martínez', 'David Martínez']",3000000.0,False,Used Large Dataset,False,"['José Martínez', 'Josef Martínez', 'David Martínez']",Martinez,multiple
72059,72059,559,4325,"World Cup 2018, Qualifiers, CONMEBOL",Uruguay vs Ecuador,10-Nov-16,Uruguay,UY,2016,SUCCESS,"['Luis Suárez', 'Mathías Suárez', 'Damián Suárez']",90000000.0,False,Used Large Dataset,False,"['Luis Suárez', 'Mathías Suárez', 'Damián Suárez']",Suárez,multiple
72071,72071,571,4325,"World Cup 2018, Qualifiers, CONMEBOL",Uruguay vs Ecuador,10-Nov-16,Ecuador,EC,2016,SUCCESS,"['Felipe Caicedo', 'Luis Caicedo', 'Marcos Caicedo', 'Romario Caicedo', 'Beder Caicedo', 'Moisés Caicedo', 'Jordy Caicedo']",3000000.0,False,Used Large Dataset,False,"['Felipe Caicedo', 'Luis Caicedo', 'Marcos Caicedo', 'Romario Caicedo', 'Beder Caicedo', 'Moisés Caicedo', 'Jordy Caicedo']",Caicedo,multiple
72095,72095,595,4327,"World Cup 2018, Qualifiers, CONMEBOL",Brazil vs Argentina,10-Nov-16,Brazil,BR,2016,SUCCESS,"['Dani Alves', 'Diego Alves']",6000000.0,False,Used Large Dataset,False,"['Dani Alves', 'Diego Alves']",D Alves,multiple
72110,72110,610,4327,"World Cup 2018, Qualifiers, CONMEBOL",Brazil vs Argentina,10-Nov-16,Argentina,AR,2016,SUCCESS,"['Enzo Pérez', 'Pablo Pérez', 'Nehuén Pérez']",8000000.0,False,Used Large Dataset,False,"['Enzo Pérez', 'Pablo Pérez', 'Nehuén Pérez']",Pérez,multiple
72132,72132,632,4328,"World Cup 2018, Qualifiers, CONMEBOL",Bolivia vs Paraguay,15-Nov-16,Paraguay,PY,2016,SUCCESS,"['Cristian Riveros', 'Marcos Riveros', 'Blas Riveros']",0.0,False,Used Large Dataset,False,"['Cristian Riveros', 'Marcos Riveros', 'Blas Riveros']",Riveros,multiple
72148,72148,648,4329,"World Cup 2018, Qualifiers, CONMEBOL",Ecuador vs Venezuela,15-Nov-16,Ecuador,EC,2016,SUCCESS,"['Felipe Caicedo', 'Luis Caicedo', 'Marcos Caicedo', 'Romario Caicedo', 'Beder Caicedo', 'Moisés Caicedo', 'Jordy Caicedo']",3000000.0,False,Used Large Dataset,False,"['Felipe Caicedo', 'Luis Caicedo', 'Marcos Caicedo', 'Romario Caicedo', 'Beder Caicedo', 'Moisés Caicedo', 'Jordy Caicedo']",Caicedo,multiple
72157,72157,657,4329,"World Cup 2018, Qualifiers, CONMEBOL",Ecuador vs Venezuela,15-Nov-16,Venezuela,VE,2016,SUCCESS,"['José Martínez', 'Josef Martínez', 'David Martínez']",3000000.0,False,Used Large Dataset,False,"['José Martínez', 'Josef Martínez', 'David Martínez']",Martinez,multiple
72203,72203,703,4331,"World Cup 2018, Qualifiers, CONMEBOL",Chile vs Uruguay,15-Nov-16,Uruguay,UY,2016,SUCCESS,"['Luis Suárez', 'Mathías Suárez', 'Damián Suárez']",90000000.0,False,Used Large Dataset,False,"['Luis Suárez', 'Mathías Suárez', 'Damián Suárez']",Suárez,multiple
72216,72216,716,4332,"World Cup 2018, Qualifiers, CONMEBOL",Peru vs Brazil,15-Nov-16,Brazil,BR,2016,SUCCESS,"['Dani Alves', 'Diego Alves']",6000000.0,False,Used Large Dataset,False,"['Dani Alves', 'Diego Alves']",D Alves,multiple
72235,72235,735,4333,"World Cup 2018, Qualifiers, CONMEBOL",Colombia vs Bolivia,23-Mar-17,Colombia,CO,2017,SUCCESS,"['Macnelly Torres', 'Dani Torres']",1500000.0,False,Used Large Dataset,False,"['Macnelly Torres', 'Dani Torres']",Torres,multiple
72283,72283,783,4335,"World Cup 2018, Qualifiers, CONMEBOL",Paraguay vs Ecuador,23-Mar-17,Ecuador,EC,2017,SUCCESS,"['Narciso Mina', 'Arturo Mina', 'Freddy Mina']",900000.0,False,Used Large Dataset,False,"['Narciso Mina', 'Arturo Mina', 'Freddy Mina']",Mina,multiple
