"interval","sum_mv_prediction_correct","average_mv_prediction_correct","sample_size"
10000,0,NA,0
20000,0,NA,0
30000,0,NA,0
40000,0,NA,0
50000,0,NA,0
60000,0,NA,0
70000,0,NA,0
80000,0,NA,0
90000,0,NA,0
1e+05,0,NA,0
110000,0,NA,0
120000,0,NA,0
130000,0,NA,0
140000,0,NA,0
150000,0,NA,0
160000,0,NA,0
170000,0,NA,0
180000,0,NA,0
190000,0,NA,0
2e+05,0,NA,0
210000,0,NA,0
220000,0,NA,0
230000,0,NA,0
240000,0,NA,0
250000,0,NA,0
260000,0,NA,0
270000,0,NA,0
280000,0,NA,0
290000,0,NA,0
3e+05,0,NA,0
310000,0,NA,0
320000,0,NA,0
330000,0,NA,0
340000,0,NA,0
350000,0,NA,0
360000,0,NA,0
370000,0,NA,0
380000,0,NA,0
390000,0,NA,0
4e+05,0,NA,0
410000,0,NA,0
420000,0,NA,0
430000,0,NA,0
440000,0,NA,0
450000,0,NA,0
460000,0,NA,0
470000,1,1,1
480000,1,1,1
490000,1,1,1
5e+05,1,1,1
510000,1,1,1
520000,1,1,1
530000,1,1,1
540000,1,1,1
550000,1,1,1
560000,1,1,1
570000,1,1,1
580000,1,1,1
590000,1,1,1
6e+05,1,1,1
610000,1,1,1
620000,1,1,1
630000,1,1,1
640000,1,1,1
650000,1,1,1
660000,1,1,1
670000,1,1,1
680000,1,1,1
690000,1,1,1
7e+05,1,1,1
710000,1,1,1
720000,1,1,1
730000,1,1,1
740000,1,1,1
750000,1,1,1
760000,1,1,1
770000,1,1,1
780000,1,1,1
790000,1,1,1
8e+05,1,1,1
810000,1,1,1
820000,1,1,1
830000,1,1,1
840000,1,1,1
850000,1,1,1
860000,1,1,1
870000,1,1,1
880000,1,1,1
890000,1,1,1
9e+05,1,1,1
910000,1,1,1
920000,1,1,1
930000,1,1,1
940000,1,1,1
950000,1,1,1
960000,1,1,1
970000,1,1,1
980000,1,1,1
990000,1,1,1
1e+06,1,1,1
1010000,1,1,1
1020000,1,1,1
1030000,1,1,1
1040000,1,1,1
1050000,1,1,1
1060000,1,1,1
1070000,1,1,1
1080000,1,1,1
1090000,1,1,1
1100000,1,1,1
1110000,1,1,1
1120000,1,1,1
1130000,1,1,1
1140000,1,1,1
1150000,1,1,1
1160000,1,1,1
1170000,1,1,1
1180000,1,1,1
1190000,1,1,1
1200000,1,1,1
1210000,1,1,1
1220000,1,1,1
1230000,1,1,1
1240000,1,1,1
1250000,1,1,1
1260000,1,1,1
1270000,1,1,1
1280000,1,1,1
1290000,1,1,1
1300000,1,1,1
1310000,1,1,1
1320000,1,1,1
1330000,1,1,1
1340000,1,1,1
1350000,1,1,1
1360000,2,1,2
1370000,2,1,2
1380000,2,1,2
1390000,2,1,2
1400000,2,1,2
1410000,2,1,2
1420000,2,1,2
1430000,2,1,2
1440000,2,1,2
1450000,2,1,2
1460000,2,1,2
1470000,2,1,2
1480000,2,1,2
1490000,2,1,2
1500000,2,1,2
1510000,2,1,2
1520000,2,1,2
1530000,2,1,2
1540000,2,1,2
1550000,2,1,2
1560000,2,1,2
1570000,2,1,2
1580000,2,1,2
1590000,2,1,2
1600000,2,1,2
1610000,2,1,2
1620000,2,1,2
1630000,2,1,2
1640000,2,1,2
1650000,2,1,2
1660000,2,1,2
1670000,2,1,2
1680000,2,1,2
1690000,2,1,2
1700000,2,1,2
1710000,2,1,2
1720000,2,1,2
1730000,2,1,2
1740000,2,1,2
1750000,2,1,2
1760000,2,1,2
1770000,3,1,3
1780000,3,1,3
1790000,3,1,3
1800000,3,1,3
1810000,3,1,3
1820000,3,1,3
1830000,3,1,3
1840000,3,1,3
1850000,3,1,3
1860000,3,1,3
1870000,3,1,3
1880000,3,1,3
1890000,3,1,3
1900000,3,1,3
1910000,3,1,3
1920000,3,1,3
1930000,3,1,3
1940000,3,1,3
1950000,3,1,3
1960000,3,1,3
1970000,3,1,3
1980000,3,1,3
1990000,3,1,3
2e+06,3,1,3
2010000,3,1,3
2020000,3,1,3
2030000,3,1,3
2040000,3,1,3
2050000,3,1,3
2060000,3,1,3
2070000,3,1,3
2080000,3,1,3
2090000,3,1,3
2100000,3,1,3
2110000,3,1,3
2120000,3,1,3
2130000,3,1,3
2140000,3,1,3
2150000,3,1,3
2160000,3,1,3
2170000,3,1,3
2180000,3,1,3
2190000,3,1,3
2200000,3,1,3
2210000,3,1,3
2220000,3,1,3
2230000,3,1,3
2240000,3,1,3
2250000,3,1,3
2260000,3,1,3
2270000,3,1,3
2280000,3,1,3
2290000,3,1,3
2300000,3,1,3
2310000,3,1,3
2320000,3,1,3
2330000,3,1,3
2340000,3,1,3
2350000,3,1,3
2360000,3,1,3
2370000,3,1,3
2380000,3,1,3
2390000,3,1,3
2400000,3,1,3
2410000,3,1,3
2420000,3,1,3
2430000,3,1,3
2440000,3,1,3
2450000,3,1,3
2460000,3,1,3
2470000,3,1,3
2480000,3,1,3
2490000,3,1,3
2500000,3,1,3
2510000,3,1,3
2520000,3,1,3
2530000,3,1,3
2540000,3,1,3
2550000,3,1,3
2560000,3,1,3
2570000,3,1,3
2580000,3,1,3
2590000,3,1,3
2600000,3,1,3
2610000,3,1,3
2620000,3,1,3
2630000,3,1,3
2640000,3,1,3
2650000,3,1,3
2660000,3,1,3
2670000,3,1,3
2680000,3,1,3
2690000,3,1,3
2700000,3,1,3
2710000,3,1,3
2720000,3,1,3
2730000,3,1,3
2740000,3,1,3
2750000,3,1,3
2760000,3,1,3
2770000,3,1,3
2780000,3,1,3
2790000,3,1,3
2800000,3,1,3
2810000,3,1,3
2820000,3,0.75,4
2830000,3,0.75,4
2840000,3,0.75,4
2850000,3,0.75,4
2860000,3,0.75,4
2870000,3,0.75,4
2880000,3,0.75,4
2890000,3,0.75,4
2900000,3,0.75,4
2910000,3,0.75,4
2920000,3,0.75,4
2930000,3,0.75,4
2940000,3,0.75,4
2950000,3,0.75,4
2960000,3,0.75,4
2970000,3,0.75,4
2980000,3,0.75,4
2990000,3,0.75,4
3e+06,3,0.75,4
3010000,3,0.75,4
3020000,3,0.75,4
3030000,3,0.75,4
3040000,3,0.75,4
3050000,3,0.75,4
3060000,3,0.75,4
3070000,3,0.75,4
3080000,3,0.75,4
3090000,3,0.75,4
3100000,3,0.75,4
3110000,3,0.75,4
3120000,3,0.75,4
3130000,3,0.75,4
3140000,3,0.75,4
3150000,3,0.75,4
3160000,3,0.75,4
3170000,3,0.75,4
3180000,3,0.75,4
3190000,3,0.75,4
3200000,3,0.75,4
3210000,3,0.75,4
3220000,3,0.75,4
3230000,3,0.75,4
3240000,3,0.75,4
3250000,3,0.75,4
3260000,3,0.75,4
3270000,3,0.75,4
3280000,3,0.75,4
3290000,3,0.75,4
3300000,3,0.75,4
3310000,3,0.75,4
3320000,3,0.75,4
3330000,3,0.75,4
3340000,3,0.75,4
3350000,3,0.75,4
3360000,3,0.75,4
3370000,3,0.75,4
3380000,3,0.75,4
3390000,3,0.75,4
3400000,3,0.75,4
3410000,3,0.6,5
3420000,3,0.6,5
3430000,3,0.6,5
3440000,3,0.6,5
3450000,3,0.6,5
3460000,3,0.6,5
3470000,3,0.6,5
3480000,3,0.6,5
3490000,3,0.6,5
3500000,3,0.6,5
3510000,3,0.6,5
3520000,3,0.6,5
3530000,3,0.6,5
3540000,3,0.6,5
3550000,3,0.6,5
3560000,3,0.6,5
3570000,3,0.6,5
3580000,3,0.6,5
3590000,3,0.6,5
3600000,3,0.6,5
3610000,3,0.6,5
3620000,3,0.6,5
3630000,3,0.6,5
3640000,3,0.6,5
3650000,3,0.6,5
3660000,3,0.6,5
3670000,3,0.6,5
3680000,3,0.6,5
3690000,3,0.6,5
3700000,3,0.6,5
3710000,3,0.6,5
3720000,3,0.6,5
3730000,3,0.6,5
3740000,3,0.6,5
3750000,3,0.6,5
3760000,3,0.6,5
3770000,3,0.6,5
3780000,3,0.6,5
3790000,3,0.6,5
3800000,3,0.6,5
3810000,3,0.6,5
3820000,3,0.6,5
3830000,3,0.6,5
3840000,3,0.6,5
3850000,3,0.6,5
3860000,3,0.6,5
3870000,3,0.6,5
3880000,3,0.6,5
3890000,3,0.6,5
3900000,3,0.6,5
3910000,3,0.6,5
3920000,3,0.6,5
3930000,3,0.6,5
3940000,3,0.6,5
3950000,3,0.6,5
3960000,3,0.6,5
3970000,3,0.6,5
3980000,3,0.6,5
3990000,3,0.6,5
4e+06,3,0.6,5
4010000,3,0.6,5
4020000,3,0.6,5
4030000,3,0.6,5
4040000,3,0.6,5
4050000,3,0.6,5
4060000,3,0.6,5
4070000,3,0.6,5
4080000,3,0.6,5
4090000,3,0.6,5
4100000,3,0.6,5
4110000,3,0.6,5
4120000,3,0.6,5
4130000,3,0.6,5
4140000,3,0.6,5
4150000,3,0.6,5
4160000,3,0.6,5
4170000,3,0.6,5
4180000,3,0.6,5
4190000,3,0.6,5
4200000,3,0.6,5
4210000,3,0.6,5
4220000,3,0.6,5
4230000,3,0.6,5
4240000,3,0.6,5
4250000,3,0.6,5
4260000,3,0.6,5
4270000,3,0.6,5
4280000,3,0.6,5
4290000,3,0.6,5
4300000,3,0.6,5
4310000,3,0.6,5
4320000,3,0.6,5
4330000,3,0.6,5
4340000,3,0.6,5
4350000,3,0.6,5
4360000,3,0.6,5
4370000,3,0.6,5
4380000,3,0.6,5
4390000,3,0.6,5
4400000,3,0.6,5
4410000,3,0.6,5
4420000,3,0.6,5
4430000,3,0.6,5
4440000,3,0.6,5
