,Unnamed: 0,Match ID,Competition,Match,Date,Nationality,Team Country Code,Season,Status,Name,Market Value,Lookup Still Required?,Lookup Return Case,Impute Required?,Name(s) Found,ORIGINAL JERSEY,Match Case,Status New
60,174,2593,"World Cup Qualifiers, Asia, 2022",Vietnam vs Indonesia,07-06-2021,Vietnam,VN,2021,FAIL,"['Minh Toan Tran', 'Phi Son Tran']",0,TRUE,Failed Using Name Looking at Season and Season +-1,FALSE,Bùi Tấn Trường,Bùi Tn Trng,multiple,Done
61,175,2596,"World Cup Qualifiers, Asia, 2022",Malaysia vs Vietnam,11-6-2021,Vietnam,VN,2021,FAIL,"['Minh Toan Tran', 'Phi Son Tran']",0,TRUE,Failed Using Name Looking at Season and Season +-1,FALSE,Bùi Tấn Trường,Bùi Tn Trng,multiple,Done
62,177,2600,"World Cup Qualifiers, Asia, 2022",Iraq vs Syria,11-11-2021,Syria,SY,2021,FAIL,"['Ahmad Al-Khassi', 'Ahmad Al-Shemali', 'Khaled Al-Mobayed']",0,TRUE,Failed Using Name Looking at Season and Season +-1,FALSE,Khalid Ali Al-Hajjaji,Khalid Alhaji,multiple,Done
63,178,2613,"World Cup Qualifiers, Asia, 2022",China PR vs Vietnam,07-10-2021,Vietnam,VN,2021,FAIL,"['Minh Toan Tran', 'Phi Son Tran']",0,TRUE,Failed Using Name Looking at Season and Season +-1,FALSE,Bùi Tấn Trường,Bùi Tn Trng,multiple,Done
64,179,1934,"World Cup Qualifiers, Africa, 2018",Namibia vs Gambia,13-10-2015,Gambia,GM,2015,FAIL,"['Abdou Jammeh', 'Adama Jammeh']",0,TRUE,Failed Using Name Looking at Season and Season +-1,FALSE,Adama Jammeh,A Jammeh,multiple,Done
65,187,4380,"World Cup 2022, Qualifiers, CONMEBOL",Venezuela vs Chile,17-Nov-20,Venezuela,VE,2020,FAIL,"['Luis González', 'Óscar González', 'César González']",0,TRUE,Failed Using Name Looking at Season and Season +-1,FALSE,Omar Gonzalez,Gonzalez,multiple,Done
66,188,4384,"World Cup 2022, Qualifiers, CONMEBOL",Bolivia vs Venezuela,03-Jun-21,Venezuela,VE,2021,FAIL,"['Luis González', 'Óscar González', 'César González']",0,TRUE,Failed Using Name Looking at Season and Season +-1,FALSE,Omar Gonzalez,Gonzalez,multiple,Done
67,189,4385,"World Cup 2022, Qualifiers, CONMEBOL",Uruguay vs Paraguay,03-Jun-21,Paraguay,PY,2021,FAIL,"['Luis Cardozo', 'Óscar Cardozo']",0,TRUE,Failed Using Name Looking at Season and Season +-1,FALSE,Angel Cardozo Lucena,Cardozo,multiple,Done
68,190,4391,"World Cup 2022, Qualifiers, CONMEBOL",Venezuela vs Uruguay,08-Jun-21,Venezuela,VE,2021,FAIL,"['Luis González', 'Óscar González', 'César González']",0,TRUE,Failed Using Name Looking at Season and Season +-1,FALSE,Omar Gonzalez,Gonzalez,multiple,Done
69,191,4392,"World Cup 2022, Qualifiers, CONMEBOL",Paraguay vs Brazil,08-Jun-21,Paraguay,PY,2021,FAIL,"['Luis Cardozo', 'Óscar Cardozo']",0,TRUE,Failed Using Name Looking at Season and Season +-1,FALSE,Angel Cardozo Lucena,Cardozo,multiple,Done
70,192,4395,"World Cup 2022, Qualifiers, CONMEBOL",Ecuador vs Paraguay,02-Sep-21,Ecuador,EC,2021,FAIL,"['Leonardo Campana', 'Leonel Quiñónez', 'Leonardo Realpe']",0,TRUE,Failed Using Name Looking at Season and Season +-1,FALSE,Fernando Leon,Leon,multiple,Done
71,193,1875,"World Cup Intercontinental Playoffs, 2014",Uruguay vs Jordan,20-11-2013,Jordan,JO,2013,FAIL,"['Mohammad Khater', 'Mohannad Khairullah']",0,TRUE,Failed Using Name Looking at Season and Season +-1,FALSE,Mohammad Khater,Moh'd Khier,multiple,Done
72,202,2552,"World Cup Qualifiers, Asia, 2022",Vietnam vs Japan,11-11-2021,Vietnam,VN,2021,FAIL,"['Minh Toan Tran', 'Phi Son Tran']",0,TRUE,Failed Using Name Looking at Season and Season +-1,FALSE,Bùi Tấn Trường,Bùi Tn Trng,multiple,Done
73,206,2563,"World Cup Qualifiers, Asia, 2022",Vietnam vs Saudi Arabia,16-11-2021,Vietnam,VN,2021,FAIL,"['Minh Toan Tran', 'Phi Son Tran']",0,TRUE,Failed Using Name Looking at Season and Season +-1,FALSE,Mohamed Fasal,Bùi Tn Trng,multiple,Done
74,211,578,"Euros 2016, Qualifiers",Croatia vs Italy,12.06.15,Italy,IT,2015,FAIL,"['Lorenzo Pellegrini', 'Luca Pellegrini', 'Pietro Pellegri']",0,TRUE,Failed Using Name Looking at Season and Season +-1,FALSE,Graziano Pelle,Pelle,multiple,Done
75,212,583,"Euros 2016, Qualifiers",Italy vs Malta,03.09.15,Italy,IT,2015,FAIL,"['Lorenzo Pellegrini', 'Luca Pellegrini', 'Pietro Pellegri']",0,TRUE,Failed Using Name Looking at Season and Season +-1,FALSE,Graziano Pelle,Pelle,multiple,Done
76,213,586,"Euros 2016, Qualifiers",Italy vs Bulgaria,06.09.15,Italy,IT,2015,FAIL,"['Lorenzo Pellegrini', 'Luca Pellegrini', 'Pietro Pellegri']",0,TRUE,Failed Using Name Looking at Season and Season +-1,FALSE,Graziano Pelle,Pelle,multiple,Done
77,214,587,"Euros 2016, Qualifiers",Azerbaijan vs Italy,10.10.15,Italy,IT,2015,FAIL,"['Lorenzo Pellegrini', 'Luca Pellegrini', 'Pietro Pellegri']",0,TRUE,Failed Using Name Looking at Season and Season +-1,FALSE,Graziano Pelle,Pelle,multiple,Done
78,215,591,"Euros 2016, Qualifiers",Italy vs Norway,13.10.15,Italy,IT,2015,FAIL,"['Lorenzo Pellegrini', 'Luca Pellegrini', 'Pietro Pellegri']",0,TRUE,Failed Using Name Looking at Season and Season +-1,FALSE,Graziano Pelle,Pelle,multiple,Done
79,216,3944,"World Cup 2014, Qualifiers, CONCACAF",Jamaica vs USA,07-Jun-13,Jamaica,JM,2013,FAIL,"['Jason Johnson', 'Jermaine Johnson', 'Daniel Johnson']",0,TRUE,Failed Using Name Looking at Season and Season +-1,FALSE,Fabian Johnson,Johnson,multiple,Done
80,217,3944,"World Cup 2014, Qualifiers, CONCACAF",Jamaica vs USA,07-Jun-13,Jamaica,JM,2013,FAIL,"['Jason Johnson', 'Jermaine Johnson', 'Daniel Johnson']",0,TRUE,Failed Using Name Looking at Season and Season +-1,FALSE,Fabian Johnson,Johnson,multiple,Done
81,218,3944,"World Cup 2014, Qualifiers, CONCACAF",Jamaica vs USA,07-Jun-13,USA,US,2013,FAIL,"['Omar González', 'Jesse González']",0,TRUE,Failed Using Name Looking at Season and Season +-1,FALSE,Omar Gonzalez,Gonzalez,multiple,Done
82,223,3947,"World Cup 2014, Qualifiers, CONCACAF",Honduras vs Jamaica,11-Jun-13,Jamaica,JM,2013,FAIL,"['Jason Johnson', 'Jermaine Johnson', 'Daniel Johnson']",0,TRUE,Failed Using Name Looking at Season and Season +-1,FALSE,Jermaine Johnson,Johnson,multiple,Done
83,225,3947,"World Cup 2014, Qualifiers, CONCACAF",Honduras vs Jamaica,11-Jun-13,Jamaica,JM,2013,FAIL,"['Kemar Beckford', 'Deshane Beckford']",0,TRUE,Failed Using Name Looking at Season and Season +-1,FALSE,Jermaine Beckford,Beckford,multiple,Done
84,226,3948,"World Cup 2014, Qualifiers, CONCACAF",USA vs Panama,11-Jun-13,USA,US,2013,FAIL,"['Omar González', 'Jesse González']",0,TRUE,Failed Using Name Looking at Season and Season +-1,FALSE,Omar Gonzalez,Gonzalez,multiple,Done
85,229,3949,"World Cup 2014, Qualifiers, CONCACAF",USA vs Honduras,18-Jun-13,USA,US,2013,FAIL,"['Omar González', 'Jesse González']",0,TRUE,Failed Using Name Looking at Season and Season +-1,FALSE,Omar Gonzalez,Gonzalez,multiple,Done
86,233,3951,"World Cup 2014, Qualifiers, CONCACAF",Costa Rica vs USA,06-Sep-13,USA,US,2013,FAIL,"['Omar González', 'Jesse González']",0,TRUE,Failed Using Name Looking at Season and Season +-1,FALSE,Omar Gonzalez,Gonzalez,multiple,Done
87,237,3956,"World Cup 2014, Qualifiers, CONCACAF",USA vs Mexico,10-Sep-13,USA,US,2013,FAIL,"['Omar González', 'Jesse González']",0,TRUE,Failed Using Name Looking at Season and Season +-1,FALSE,Omar Gonzalez,Gonzalez,multiple,Done
88,241,3958,"World Cup 2014, Qualifiers, CONCACAF",USA vs Jamaica,11-Oct-13,Jamaica,JM,2013,FAIL,"['Jason Johnson', 'Jermaine Johnson', 'Daniel Johnson']",0,TRUE,Failed Using Name Looking at Season and Season +-1,FALSE,Jermaine Johnson,Johnson,multiple,Done
89,248,3901,"World Cup 2014, Qualifiers, CONCACAF",Costa Rica vs El Salvador,08-Jun-12,El Salvador,SV,2012,FAIL,"['Kenner Gutiérrez', 'Jorge Gutiérrez']",0,TRUE,Failed Using Name Looking at Season and Season +-1,FALSE,Isidro Gutierrez,Gutiérrez,multiple,Done
90,257,3907,"World Cup 2014, Qualifiers, CONCACAF",Guyana vs Costa Rica,12-Jun-12,Guyana,GY,2012,FAIL,"['Ariel Rodriguez', 'Osvaldo Rodriguez']",0,TRUE,Failed Using Name Looking at Season and Season +-1,FALSE,John Rodriguez,Rodrigues,multiple,Done
91,281,3933,"World Cup 2014, Qualifiers, CONCACAF",Honduras vs USA,06-Feb-13,USA,US,2013,FAIL,"['Omar González', 'Jesse González']",0,TRUE,Failed Using Name Looking at Season and Season +-1,FALSE,Omar Gonzalez,Gonzalez,multiple,Done
92,286,3934,"World Cup 2014, Qualifiers, CONCACAF",Mexico vs Jamaica,06-Feb-13,Jamaica,JM,2013,FAIL,"['Jason Johnson', 'Jermaine Johnson', 'Daniel Johnson']",0,TRUE,Failed Using Name Looking at Season and Season +-1,FALSE,Jermaine Johnson,Johnson,multiple,Done
93,287,3934,"World Cup 2014, Qualifiers, CONCACAF",Mexico vs Jamaica,06-Feb-13,Jamaica,JM,2013,FAIL,"['Jason Johnson', 'Jermaine Johnson', 'Daniel Johnson']",0,TRUE,Failed Using Name Looking at Season and Season +-1,FALSE,Jermaine Johnson,Johnson,multiple,Done
94,289,3937,"World Cup 2014, Qualifiers, CONCACAF",USA vs Costa Rica,22-Mar-13,USA,US,2013,FAIL,"['Omar González', 'Jesse González']",0,TRUE,Failed Using Name Looking at Season and Season +-1,FALSE,Omar Gonzalez,Gonzalez,multiple,Done
95,292,3938,"World Cup 2014, Qualifiers, CONCACAF",Jamaica vs Panama,22-Mar-13,Jamaica,JM,2013,FAIL,"['Kemar Beckford', 'Deshane Beckford']",0,TRUE,Failed Using Name Looking at Season and Season +-1,FALSE,Jermaine Beckford,Beckford,multiple,Done
96,293,3939,"World Cup 2014, Qualifiers, CONCACAF",Costa Rica vs Jamaica,26-Mar-13,Jamaica,JM,2013,FAIL,"['Kemar Beckford', 'Deshane Beckford']",0,TRUE,Failed Using Name Looking at Season and Season +-1,FALSE,Jermaine Beckford,Beckford,multiple,Done
97,294,3940,"World Cup 2014, Qualifiers, CONCACAF",Mexico vs USA,26-Mar-13,USA,US,2013,FAIL,"['Omar González', 'Jesse González']",0,TRUE,Failed Using Name Looking at Season and Season +-1,FALSE,Omar Gonzalez,Gonzalez,multiple,Done
