,Unnamed: 0,Match ID,Competition,Match,Date,Nationality,Team Country Code,Season,Status,Name,Market Value,Lookup Still Required?,Lookup Return Case,Impute Required?,Name(s) Found,ORIGINAL JERSEY,Match Case,Status New
494,1157,2321,"World Cup Qualifiers, Asia, 2018",Japan vs Cambodia,03-09-2015,Cambodia,KH,2015,FAIL,Sovann Ouk,0,TRUE,Failed Using Name Looking at Season and Season +-1,FALSE,Sovann Ouk,Sovan Sok,single,Done
495,1161,11,"U-20 World Cup, 2015",Ukraine U-20 vs Senegal U-20,10.06.15,Ukraine U-20,UA,2015,FAIL,Taras Kacharaba,0,TRUE,Failed Using Name Looking at Season and Season +-1,FALSE,Taras Kacharaba,Kacharaba,single,Done
496,1162,11,"U-20 World Cup, 2015",Ukraine U-20 vs Senegal U-20,10.06.15,Ukraine U-20,UA,2015,FAIL,Oleg Danchenko,0,TRUE,Failed Using Name Looking at Season and Season +-1,FALSE,Polehenko,Polehenko,single,Done
497,1163,11,"U-20 World Cup, 2015",Ukraine U-20 vs Senegal U-20,10.06.15,Ukraine U-20,UA,2015,FAIL,Igor Kharatin,0,TRUE,Failed Using Name Looking at Season and Season +-1,FALSE,Igor Kharatin,Kharatin,single,Done
498,1164,16,"U-20 World Cup, 2015",New Zealand U-20 vs Ukraine U-20,30.05.15,Ukraine U-20,UA,2015,FAIL,Taras Kacharaba,0,TRUE,Failed Using Name Looking at Season and Season +-1,FALSE,Taras Kacharaba,Kacharaba,single,Done
499,1165,16,"U-20 World Cup, 2015",New Zealand U-20 vs Ukraine U-20,30.05.15,Ukraine U-20,UA,2015,FAIL,Oleg Danchenko,0,TRUE,Failed Using Name Looking at Season and Season +-1,FALSE,Polehenko,Polehenko,single,Done
500,1166,16,"U-20 World Cup, 2015",New Zealand U-20 vs Ukraine U-20,30.05.15,Ukraine U-20,UA,2015,FAIL,Igor Kharatin,0,TRUE,Failed Using Name Looking at Season and Season +-1,FALSE,Igor Kharatin,Kharatin,single,Done
501,1167,16,"U-20 World Cup, 2015",New Zealand U-20 vs Ukraine U-20,30.05.15,Ukraine U-20,UA,2015,FAIL,Vyacheslav Tankovskyi,0,TRUE,Failed Using Name Looking at Season and Season +-1,FALSE,Vyacheslav Tankovskyi,Tankovskyi,single,Done
502,1168,18,"U-20 World Cup, 2015",Myanmar U-20 vs Ukraine U-20,02.06.15,Ukraine U-20,UA,2015,FAIL,Taras Kacharaba,0,TRUE,Failed Using Name Looking at Season and Season +-1,FALSE,Taras Kacharaba,Kacharaba,single,Done
503,1169,18,"U-20 World Cup, 2015",Myanmar U-20 vs Ukraine U-20,02.06.15,Ukraine U-20,UA,2015,FAIL,Oleg Danchenko,0,TRUE,Failed Using Name Looking at Season and Season +-1,FALSE,Polehenko,Polehenko,single,Done
