,index,Match ID,Competition,Match,Date,Nationality,Team Country Code,Season,Status,Name,Market Value,Lookup Still Required?,Lookup Return Case,Impute Required?,Name(s) Found,ORIGINAL JERSEY,Match Case,Status New,Market Value New
3721,66375,2206,"World Cup Qualifiers, Africa, 2026",Ethiopia vs Sierra Leone,15-11-2023,Ethiopia,ET,2023,SUCCESS,Abel Yalew,0,False,Only Before,False,Abel Yalew,A Yalew,single,,0
3722,66376,2206,"World Cup Qualifiers, Africa, 2026",Ethiopia vs Sierra Leone,15-11-2023,Sierra Leone,SL,2023,SUCCESS,Abu Dumbuya,120000,False,Only Before,False,Abu Dumbuya,A Dumbuya,single,,0
3723,66377,2207,"World Cup Qualifiers, Africa, 2026",Tunisia vs São Tomé and Príncipe,17-11-2023,São Tomé and Príncipe,ST,2023,SUCCESS,Lúcio Oliveira,0,False,Only Before,False,Lúcio Oliveira,Lúcio Oliveira,single,,0
3724,66378,2207,"World Cup Qualifiers, Africa, 2026",Tunisia vs São Tomé and Príncipe,17-11-2023,São Tomé and Príncipe,ST,2023,SUCCESS,Adjakson Ramos,0,False,Only Before,False,Adjakson Ramos,Adjakson Ramos,single,,0
3725,66379,2207,"World Cup Qualifiers, Africa, 2026",Tunisia vs São Tomé and Príncipe,17-11-2023,São Tomé and Príncipe,ST,2023,SUCCESS,Adjeil Neves,0,False,Only Before,False,Adjeil Neves,Adjeil Neves,single,,0
3726,66380,2207,"World Cup Qualifiers, Africa, 2026",Tunisia vs São Tomé and Príncipe,17-11-2023,São Tomé and Príncipe,ST,2023,SUCCESS,Ronaldo Lumungo,0,False,Only Before,False,Ronaldo Lumungo,Ronaldo Lumungo,single,,0
3727,66381,2209,"World Cup Qualifiers, Africa, 2026",Guinea vs Uganda,17-11-2023,Uganda,UG,2023,SUCCESS,Kenneth Semakula,0,False,Only Before,False,Kenneth Semakula,K Semakula,single,,0
3728,66382,2209,"World Cup Qualifiers, Africa, 2026",Guinea vs Uganda,17-11-2023,Uganda,UG,2023,SUCCESS,Bobosi Byaruhanga,0,False,Only Before,False,Bobosi Byaruhanga,B Byaruhanga,single,,0
3729,66383,2209,"World Cup Qualifiers, Africa, 2026",Guinea vs Uganda,17-11-2023,Uganda,UG,2023,SUCCESS,Travis Mutyaba,0,False,Only Before,False,Travis Mutyaba,T Mutyaba,single,,0
3730,66384,2210,"World Cup Qualifiers, Africa, 2026",Botswana vs Mozambique,16-11-2023,Botswana,BW,2023,SUCCESS,Alford Velaphi,0,False,Only Before,False,Alford Velaphi,A Velaphi,single,,0
3731,66385,2210,"World Cup Qualifiers, Africa, 2026",Botswana vs Mozambique,16-11-2023,Botswana,BW,2023,SUCCESS,Mosha Gaolaolwe,0,False,Only Before,False,Mosha Gaolaolwe,M Gaolaolwe,single,,0
3732,66386,2210,"World Cup Qualifiers, Africa, 2026",Botswana vs Mozambique,16-11-2023,Botswana,BW,2023,SUCCESS,Kitso Mangolo,0,False,Only Before,False,Kitso Mangolo,B Mangolo,single,,0
3733,66387,2210,"World Cup Qualifiers, Africa, 2026",Botswana vs Mozambique,16-11-2023,Botswana,BW,2023,SUCCESS,Godiraone Modingwane,0,False,Only Before,False,Godiraone Modingwane,G Modingwane,single,,0
3734,66388,2210,"World Cup Qualifiers, Africa, 2026",Botswana vs Mozambique,16-11-2023,Botswana,BW,2023,SUCCESS,Lebogang Ditsele,120000,False,Only Before,False,Lebogang Ditsele,L Ditsele,single,,0
3735,66389,2210,"World Cup Qualifiers, Africa, 2026",Botswana vs Mozambique,16-11-2023,Botswana,BW,2023,SUCCESS,Thabang Sesinyi,60000,False,Only Before,False,Thabang Sesinyi,T Sesinyi,single,,0
3736,66390,2211,"World Cup Qualifiers, Africa, 2026",Liberia vs Malawi,17-11-2023,Malawi,MW,2023,SUCCESS,Brighton Munthali,0,False,Only Before,False,Brighton Munthali,B Munthali,single,,0
3737,66391,2211,"World Cup Qualifiers, Africa, 2026",Liberia vs Malawi,17-11-2023,Malawi,MW,2023,SUCCESS,Stanley Sanudi,180000,False,Only Before,False,Stanley Sanudi,S Sanudi,single,,0
3738,66392,2211,"World Cup Qualifiers, Africa, 2026",Liberia vs Malawi,17-11-2023,Malawi,MW,2023,SUCCESS,Lawrence Chaziya,60000,False,Only Before,False,Lawrence Chaziya,L Chaziya,single,,0
3739,66393,2211,"World Cup Qualifiers, Africa, 2026",Liberia vs Malawi,17-11-2023,Malawi,MW,2023,SUCCESS,Denis Chembezi,180000,False,Only Before,False,Denis Chembezi,D Chembezi,single,,0
3740,66394,2211,"World Cup Qualifiers, Africa, 2026",Liberia vs Malawi,17-11-2023,Malawi,MW,2023,SUCCESS,Lloyd Aaron,0,False,Only Before,False,Lloyd Aaron,L Aaron,single,,0
3741,66395,2211,"World Cup Qualifiers, Africa, 2026",Liberia vs Malawi,17-11-2023,Malawi,MW,2023,SUCCESS,Robert Saizi,0,False,Only Before,False,Robert Saizi,R Saizi,single,,0
3742,66396,2211,"World Cup Qualifiers, Africa, 2026",Liberia vs Malawi,17-11-2023,Malawi,MW,2023,SUCCESS,Chimwemwe Idana,150000,False,Only Before,False,Chimwemwe Idana,C Idana,single,,0
3743,66397,2211,"World Cup Qualifiers, Africa, 2026",Liberia vs Malawi,17-11-2023,Malawi,MW,2023,SUCCESS,Blessings Mpokera,0,False,Only Before,False,Blessings Mpokera,B Mpokera,single,,0
3744,66398,2211,"World Cup Qualifiers, Africa, 2026",Liberia vs Malawi,17-11-2023,Malawi,MW,2023,SUCCESS,Chifundo Mphasi,0,False,Only Before,False,Chifundo Mphasi,C Mphasi,single,,0
3745,66399,2212,"World Cup Qualifiers, Africa, 2026",Libya vs Cameroon,21-11-2023,Libya,LY,2023,SUCCESS,Murad Al-Wuheeshi,0,False,Only Before,False,Murad Al-Wuheeshi,Murad Al Wuheeshi,single,,0
3746,66400,2212,"World Cup Qualifiers, Africa, 2026",Libya vs Cameroon,21-11-2023,Libya,LY,2023,SUCCESS,Salah Fakroun,0,False,Only Before,False,Salah Fakroun,Salah Fakroun,single,,0
3747,66401,2212,"World Cup Qualifiers, Africa, 2026",Libya vs Cameroon,21-11-2023,Libya,LY,2023,SUCCESS,Fadel Ali Salama,0,False,Only Before,False,Fadel Ali Salama,Fadel Salama,single,,0
3748,66402,2212,"World Cup Qualifiers, Africa, 2026",Libya vs Cameroon,21-11-2023,Libya,LY,2023,SUCCESS,Noor Aldeen Al-Qulaib,0,False,Only Before,False,Noor Aldeen Al-Qulaib,Nour Al Din Al Qulaib,single,,0
3749,66403,2213,"World Cup Qualifiers, Africa, 2026",Somalia vs Uganda,21-11-2023,Somalia,SO,2023,SUCCESS,Mustaf Yuusuf,0,False,Only Before,False,Mustaf Yuusuf,M Yuusuf,single,,0
3750,66404,2213,"World Cup Qualifiers, Africa, 2026",Somalia vs Uganda,21-11-2023,Somalia,SO,2023,SUCCESS,Isse Ismail,0,False,Only Before,False,Isse Ismail,I Ismail,single,,0
3751,66405,2213,"World Cup Qualifiers, Africa, 2026",Somalia vs Uganda,21-11-2023,Somalia,SO,2023,SUCCESS,Ibrahim Ilyas,0,False,Only Before,False,Ibrahim Ilyas,I Ilyaas,single,,0
3752,66406,2213,"World Cup Qualifiers, Africa, 2026",Somalia vs Uganda,21-11-2023,Uganda,UG,2023,SUCCESS,Kenneth Semakula,0,False,Only Before,False,Kenneth Semakula,K Semakula,single,,0
3753,66407,2213,"World Cup Qualifiers, Africa, 2026",Somalia vs Uganda,21-11-2023,Uganda,UG,2023,SUCCESS,Travis Mutyaba,0,False,Only Before,False,Travis Mutyaba,T Mutyaba,single,,0
3754,66408,2214,"World Cup Qualifiers, Africa, 2026",Egypt vs Djibouti,16-11-2023,Djibouti,DJ,2023,SUCCESS,Ali Youssouf Farada,0,False,Only Before,False,Ali Youssouf Farada,Ali Fareda,single,,0
3755,66409,2214,"World Cup Qualifiers, Africa, 2026",Egypt vs Djibouti,16-11-2023,Djibouti,DJ,2023,SUCCESS,Moussa Hamadou Araita,0,False,Only Before,False,Moussa Hamadou Araita,Moussa Hamadou Araita,single,,0
3756,66410,2214,"World Cup Qualifiers, Africa, 2026",Egypt vs Djibouti,16-11-2023,Djibouti,DJ,2023,SUCCESS,Warsama Ibrahim Aden,0,False,Only Before,False,Warsama Ibrahim Aden,Ibrahim Aden,single,,0
3757,66411,2214,"World Cup Qualifiers, Africa, 2026",Egypt vs Djibouti,16-11-2023,Djibouti,DJ,2023,SUCCESS,Doualeh Mahamoud Elabeh,0,False,Only Before,False,Doualeh Mahamoud Elabeh,Mahamoud Elabeh,single,,0
3758,66412,2214,"World Cup Qualifiers, Africa, 2026",Egypt vs Djibouti,16-11-2023,Djibouti,DJ,2023,SUCCESS,Warsama Hassan,60000,False,Only Before,False,Warsama Hassan,Warsama Hassan Houssein,single,,0
3759,66413,2214,"World Cup Qualifiers, Africa, 2026",Egypt vs Djibouti,16-11-2023,Djibouti,DJ,2023,SUCCESS,Abdi Idleh Hamza,0,False,Only Before,False,Abdi Idleh Hamza,Hamza Idleh,single,,0
3760,66414,2214,"World Cup Qualifiers, Africa, 2026",Egypt vs Djibouti,16-11-2023,Djibouti,DJ,2023,SUCCESS,Mahdi Houssein Mahabeh,0,False,Only Before,False,Mahdi Houssein Mahabeh,M Mahabeh,single,,0
3761,66415,2214,"World Cup Qualifiers, Africa, 2026",Egypt vs Djibouti,16-11-2023,Djibouti,DJ,2023,SUCCESS,Gabriel Dadzie,0,False,Only Before,False,Gabriel Dadzie,G Dadzie,single,,0
3762,66416,2214,"World Cup Qualifiers, Africa, 2026",Egypt vs Djibouti,16-11-2023,Djibouti,DJ,2023,SUCCESS,Samuel Akinbinu,0,False,Only Before,False,Samuel Akinbinu,S Akinbinu,single,,0
3763,66417,2215,"World Cup Qualifiers, Africa, 2026",Comoros vs Central African Republic,17-11-2023,Central African Republic,CF,2023,SUCCESS,Flory Yangao,0,False,Only Before,False,Flory Yangao,F Yangao,single,,0
3764,66418,2216,"World Cup Qualifiers, Africa, 2026",Eswatini vs Libya,17-11-2023,Eswatini,SZ,2023,SUCCESS,Sibongakhonkhe Silenge,0,False,Only Before,False,Sibongakhonkhe Silenge,S Silenge,single,,0
3765,66419,2216,"World Cup Qualifiers, Africa, 2026",Eswatini vs Libya,17-11-2023,Eswatini,SZ,2023,SUCCESS,Kwakhe Thwala,0,False,Only Before,False,Kwakhe Thwala,K Thwala,single,,0
3766,66420,2216,"World Cup Qualifiers, Africa, 2026",Eswatini vs Libya,17-11-2023,Eswatini,SZ,2023,SUCCESS,Mzwandile Mabelesa,0,False,Only Before,False,Mzwandile Mabelesa,M Mabelesa,single,,0
3767,66421,2216,"World Cup Qualifiers, Africa, 2026",Eswatini vs Libya,17-11-2023,Eswatini,SZ,2023,SUCCESS,Sifiso Matse,0,False,Only Before,False,Sifiso Matse,S Matse,single,,0
3768,66422,2216,"World Cup Qualifiers, Africa, 2026",Eswatini vs Libya,17-11-2023,Eswatini,SZ,2023,SUCCESS,Bongwa Matsebula,0,False,Only Before,False,Bongwa Matsebula,B Matsebula,single,,0
3769,66423,2216,"World Cup Qualifiers, Africa, 2026",Eswatini vs Libya,17-11-2023,Libya,LY,2023,SUCCESS,Murad Al-Wuheeshi,0,False,Only Before,False,Murad Al-Wuheeshi,Murad Al Wuheeshi,single,,0
3770,66424,2216,"World Cup Qualifiers, Africa, 2026",Eswatini vs Libya,17-11-2023,Libya,LY,2023,SUCCESS,Salah Fakroun,0,False,Only Before,False,Salah Fakroun,Salah Fakroun,single,,0
3771,66425,2216,"World Cup Qualifiers, Africa, 2026",Eswatini vs Libya,17-11-2023,Libya,LY,2023,SUCCESS,Omar Al Khouja,0,False,Only Before,False,Omar Al Khouja,Omar Al Khoja,single,,0
3772,66426,2216,"World Cup Qualifiers, Africa, 2026",Eswatini vs Libya,17-11-2023,Libya,LY,2023,SUCCESS,Fadel Ali Salama,0,False,Only Before,False,Fadel Ali Salama,Fadel Salama,single,,0
3773,66427,2217,"World Cup Qualifiers, Africa, 2026",Rwanda vs Zimbabwe,15-11-2023,Rwanda,RW,2023,SUCCESS,Gilbert Mugisha,0,False,Only Before,False,Gilbert Mugisha,G Mugisha,single,,0
3774,66428,2218,"World Cup Qualifiers, Africa, 2026",Niger vs Zambia,21-11-2023,Niger,NE,2023,SUCCESS,Mahamadou Tanja,0,False,Only Before,False,Mahamadou Tanja,M Tandja,single,,0
3775,66429,2218,"World Cup Qualifiers, Africa, 2026",Niger vs Zambia,21-11-2023,Niger,NE,2023,SUCCESS,Abdoulaye Boureima Katkoré,0,False,Only Before,False,Abdoulaye Boureima Katkoré,B Katkore,single,,0
3776,66430,2218,"World Cup Qualifiers, Africa, 2026",Niger vs Zambia,21-11-2023,Niger,NE,2023,SUCCESS,Ousmane Diabaté,0,False,Only Before,False,Ousmane Diabaté,O Diabaté,single,,0
3777,66431,2219,"World Cup Qualifiers, Africa, 2026",Senegal vs South Sudan,18-11-2023,South Sudan,SS,2023,SUCCESS,Atendele Geriga,0,False,Only Before,False,Atendele Geriga,A Geriga,single,,0
3778,66432,2219,"World Cup Qualifiers, Africa, 2026",Senegal vs South Sudan,18-11-2023,South Sudan,SS,2023,SUCCESS,Rashid Toha,0,False,Only Before,False,Rashid Toha,R Toha,single,,0
3779,66433,2219,"World Cup Qualifiers, Africa, 2026",Senegal vs South Sudan,18-11-2023,South Sudan,SS,2023,SUCCESS,Ajak Riak,0,False,Only Before,False,Ajak Riak,A Riak,single,,0
3780,66434,2220,"World Cup Qualifiers, Africa, 2026",Seychelles vs Kenya,20-11-2023,Seychelles,SC,2023,SUCCESS,Ryan Henriette,0,False,Only Before,False,Ryan Henriette,R Henriette,single,,0
3781,66435,2220,"World Cup Qualifiers, Africa, 2026",Seychelles vs Kenya,20-11-2023,Kenya,KE,2023,SUCCESS,Patrick Matasi,0,False,Only Before,False,Patrick Matasi,P Matasi,single,,0
3782,66436,2221,"World Cup Qualifiers, Africa, 2026",Mali vs Central African Republic,20-11-2023,Central African Republic,CF,2023,SUCCESS,Brad Pirioua,0,False,Only Before,False,Brad Pirioua,B Pirioua,single,,0
3783,66437,2221,"World Cup Qualifiers, Africa, 2026",Mali vs Central African Republic,20-11-2023,Central African Republic,CF,2023,SUCCESS,Karl Namnganda,0,False,Only Before,False,Karl Namnganda,K Namnganda,single,,0
3784,66438,2221,"World Cup Qualifiers, Africa, 2026",Mali vs Central African Republic,20-11-2023,Central African Republic,CF,2023,SUCCESS,Trésor Toropité,0,False,Only Before,False,Trésor Toropité,T Toropite,single,,0
3785,66439,2222,"World Cup Qualifiers, Africa, 2026",Djibouti vs Guinea-Bissau,20-11-2023,Djibouti,DJ,2023,SUCCESS,Ali Youssouf Farada,0,False,Only Before,False,Ali Youssouf Farada,Ali Fareda,single,,0
3786,66440,2222,"World Cup Qualifiers, Africa, 2026",Djibouti vs Guinea-Bissau,20-11-2023,Djibouti,DJ,2023,SUCCESS,Moussa Hamadou Araita,0,False,Only Before,False,Moussa Hamadou Araita,Moussa Hamadou Araita,single,,0
3787,66441,2222,"World Cup Qualifiers, Africa, 2026",Djibouti vs Guinea-Bissau,20-11-2023,Djibouti,DJ,2023,SUCCESS,Warsama Ibrahim Aden,0,False,Only Before,False,Warsama Ibrahim Aden,Ibrahim Aden,single,,0
3788,66442,2222,"World Cup Qualifiers, Africa, 2026",Djibouti vs Guinea-Bissau,20-11-2023,Djibouti,DJ,2023,SUCCESS,Mohamed Fouad Mohamed,0,False,Only Before,False,Mohamed Fouad Mohamed,Fouad Mohamed,single,,0
3789,66443,2222,"World Cup Qualifiers, Africa, 2026",Djibouti vs Guinea-Bissau,20-11-2023,Djibouti,DJ,2023,SUCCESS,Ahmed Aden,0,False,Only Before,False,Ahmed Aden,Ahmed Aden,single,,0
3790,66444,2222,"World Cup Qualifiers, Africa, 2026",Djibouti vs Guinea-Bissau,20-11-2023,Djibouti,DJ,2023,SUCCESS,Abdi Idleh Hamza,0,False,Only Before,False,Abdi Idleh Hamza,Hamza Idleh,single,,0
3791,66445,2222,"World Cup Qualifiers, Africa, 2026",Djibouti vs Guinea-Bissau,20-11-2023,Djibouti,DJ,2023,SUCCESS,Warsama Hassan,60000,False,Only Before,False,Warsama Hassan,Warsama Hassan Houssein,single,,0
3792,66446,2222,"World Cup Qualifiers, Africa, 2026",Djibouti vs Guinea-Bissau,20-11-2023,Djibouti,DJ,2023,SUCCESS,Gabriel Dadzie,0,False,Only Before,False,Gabriel Dadzie,G Dadzie,single,,0
3793,66447,2222,"World Cup Qualifiers, Africa, 2026",Djibouti vs Guinea-Bissau,20-11-2023,Djibouti,DJ,2023,SUCCESS,Samuel Akinbinu,0,False,Only Before,False,Samuel Akinbinu,S Akinbinu,single,,0
3794,66448,2223,"World Cup Qualifiers, Africa, 2026",Chad vs Madagascar,20-11-2023,Chad,TD,2023,SUCCESS,Gabin Allambatnan,0,False,Only Before,False,Gabin Allambatnan,G Allambatnan,single,,0
3795,66449,2223,"World Cup Qualifiers, Africa, 2026",Chad vs Madagascar,20-11-2023,Chad,TD,2023,SUCCESS,Abderamane Ahmat,0,False,Only Before,False,Abderamane Ahmat,A Ahmat,single,,0
3796,66450,2223,"World Cup Qualifiers, Africa, 2026",Chad vs Madagascar,20-11-2023,Madagascar,MG,2023,SUCCESS,Melvin Adrien,90000,False,Only Before,False,Melvin Adrien,M Adrien,single,,0
3797,66451,2223,"World Cup Qualifiers, Africa, 2026",Chad vs Madagascar,20-11-2023,Madagascar,MG,2023,SUCCESS,Berajo,0,False,Only Before,False,Berajo,Berajo,single,,0
3798,66452,4274,"World Cup 2018, Qualifiers, CONMEBOL",Bolivia vs Uruguay,08-Oct-15,Bolivia,BO,2015,SUCCESS,Juan Carlos Zampiery,0,False,Only Before,False,Juan Carlos Zampiery,Zampiery,single,,0
3799,66453,4274,"World Cup 2018, Qualifiers, CONMEBOL",Bolivia vs Uruguay,08-Oct-15,Bolivia,BO,2015,SUCCESS,Edward Zenteno,0,False,Only Before,False,Edward Zenteno,Zenteno,single,,0
3800,66454,4274,"World Cup 2018, Qualifiers, CONMEBOL",Bolivia vs Uruguay,08-Oct-15,Bolivia,BO,2015,SUCCESS,Wálter Veizaga,0,False,Only Before,False,Wálter Veizaga,Veizaga,single,,0
3801,66455,4278,"World Cup 2018, Qualifiers, CONMEBOL",Ecuador vs Bolivia,13-Oct-15,Bolivia,BO,2015,SUCCESS,Juan Carlos Zampiery,0,False,Only Before,False,Juan Carlos Zampiery,Zampiery,single,,0
3802,66456,4278,"World Cup 2018, Qualifiers, CONMEBOL",Ecuador vs Bolivia,13-Oct-15,Bolivia,BO,2015,SUCCESS,Ronald Eguino,0,False,Only Before,False,Ronald Eguino,Eguino,single,,0
3803,66457,4278,"World Cup 2018, Qualifiers, CONMEBOL",Ecuador vs Bolivia,13-Oct-15,Bolivia,BO,2015,SUCCESS,Edward Zenteno,0,False,Only Before,False,Edward Zenteno,Zenteno,single,,0
3804,66458,4278,"World Cup 2018, Qualifiers, CONMEBOL",Ecuador vs Bolivia,13-Oct-15,Bolivia,BO,2015,SUCCESS,Wálter Veizaga,0,False,Only Before,False,Wálter Veizaga,Veizaga,single,,0
3805,66459,4284,"World Cup 2018, Qualifiers, CONMEBOL",Bolivia vs Venezuela,12-Nov-15,Bolivia,BO,2015,SUCCESS,Edward Zenteno,0,False,Only Before,False,Edward Zenteno,Zenteno,single,,0
3806,66460,4284,"World Cup 2018, Qualifiers, CONMEBOL",Bolivia vs Venezuela,12-Nov-15,Bolivia,BO,2015,SUCCESS,Wálter Veizaga,0,False,Only Before,False,Wálter Veizaga,Veizaga,single,,0
3807,66461,4284,"World Cup 2018, Qualifiers, CONMEBOL",Bolivia vs Venezuela,12-Nov-15,Bolivia,BO,2015,SUCCESS,Rudy Cardozo,0,False,Only Before,False,Rudy Cardozo,Cardozo,single,,0
3808,66462,4284,"World Cup 2018, Qualifiers, CONMEBOL",Bolivia vs Venezuela,12-Nov-15,Bolivia,BO,2015,SUCCESS,Rodrigo Ramallo,0,False,Only Before,False,Rodrigo Ramallo,Ramallo,single,,0
3809,66463,4284,"World Cup 2018, Qualifiers, CONMEBOL",Bolivia vs Venezuela,12-Nov-15,Venezuela,VE,2015,SUCCESS,Rafael Acosta,0,False,Only Before,False,Rafael Acosta,Acosta,single,,0
3810,66464,4284,"World Cup 2018, Qualifiers, CONMEBOL",Bolivia vs Venezuela,12-Nov-15,Venezuela,VE,2015,SUCCESS,Richard Blanco,0,False,Only Before,False,Richard Blanco,Blanco,single,,0
3811,66465,4291,"World Cup 2018, Qualifiers, CONMEBOL",Paraguay vs Bolivia,17-Nov-15,Bolivia,BO,2015,SUCCESS,Ronald Eguino,0,False,Only Before,False,Ronald Eguino,Eguino,single,,0
3812,66466,4291,"World Cup 2018, Qualifiers, CONMEBOL",Paraguay vs Bolivia,17-Nov-15,Bolivia,BO,2015,SUCCESS,Edward Zenteno,0,False,Only Before,False,Edward Zenteno,Zenteno,single,,0
3813,66467,4291,"World Cup 2018, Qualifiers, CONMEBOL",Paraguay vs Bolivia,17-Nov-15,Bolivia,BO,2015,SUCCESS,Wálter Veizaga,0,False,Only Before,False,Wálter Veizaga,Veizaga,single,,0
3814,66468,4291,"World Cup 2018, Qualifiers, CONMEBOL",Paraguay vs Bolivia,17-Nov-15,Bolivia,BO,2015,SUCCESS,Rodrigo Ramallo,0,False,Only Before,False,Rodrigo Ramallo,Ramallo,single,,0
3815,66469,4299,"World Cup 2018, Qualifiers, CONMEBOL",Venezuela vs Chile,29-Mar-16,Venezuela,VE,2016,SUCCESS,Alejandro Guerra,0,False,Only Before,False,Alejandro Guerra,Guerra,single,,0
3816,66470,2731,"World Cup Qualifiers, Asia, 2026",United Arab Emirates vs Nepal,16-11-2023,Nepal,NP,2023,SUCCESS,Sesehang Angdembe,30000,False,Only Before,False,Sesehang Angdembe,S Angdembe,single,,0
3817,66471,2739,"World Cup Qualifiers, Asia, 2026",Yemen vs Sri Lanka,12-10-2023,Sri Lanka,LK,2023,SUCCESS,Sujan Perera,0,False,Only Before,False,Sujan Perera,S Perera,single,,0
3818,66472,2739,"World Cup Qualifiers, Asia, 2026",Yemen vs Sri Lanka,12-10-2023,Sri Lanka,LK,2023,SUCCESS,Chalana Chameera,0,False,Only Before,False,Chalana Chameera,C Chameera,single,,0
3819,66473,2739,"World Cup Qualifiers, Asia, 2026",Yemen vs Sri Lanka,12-10-2023,Sri Lanka,LK,2023,SUCCESS,Charitha Rathnayake,0,False,Only Before,False,Charitha Rathnayake,C Rathnayake,single,,0
3820,66474,2739,"World Cup Qualifiers, Asia, 2026",Yemen vs Sri Lanka,12-10-2023,Sri Lanka,LK,2023,SUCCESS,Chamod Dilshan,0,False,Only Before,False,Chamod Dilshan,C Dilshan,single,,0
3821,66475,2739,"World Cup Qualifiers, Asia, 2026",Yemen vs Sri Lanka,12-10-2023,Sri Lanka,LK,2023,SUCCESS,Nitharshan Mariyathas,0,False,Only Before,False,Nitharshan Mariyathas,M Nitharshan,single,,0
3822,66476,2739,"World Cup Qualifiers, Asia, 2026",Yemen vs Sri Lanka,12-10-2023,Sri Lanka,LK,2023,SUCCESS,Barath Suresh,0,False,Only Before,False,Barath Suresh,B Suresh,single,,0
3823,66477,2739,"World Cup Qualifiers, Asia, 2026",Yemen vs Sri Lanka,12-10-2023,Sri Lanka,LK,2023,SUCCESS,Mohamed Shifan,0,False,Only Before,False,Mohamed Shifan,M Shifan,single,,0
3824,66478,2740,"World Cup Qualifiers, Asia, 2026",Bangladesh vs Lebanon,21-11-2023,Bangladesh,BD,2023,SUCCESS,Jamal Bhuyan,100000,False,Only Before,False,Jamal Bhuyan,J Bhuyan,single,,0
3825,66479,2745,"World Cup Qualifiers, Asia, 2026",Nepal vs Yemen,21-11-2023,Nepal,NP,2023,SUCCESS,Sesehang Angdembe,30000,False,Only Before,False,Sesehang Angdembe,S Angdembe,single,,0
3826,66480,2747,"World Cup Qualifiers, Asia, 2026",Qatar vs Afghanistan,16-11-2023,Afghanistan,AF,2023,SUCCESS,Amanullah Sardari,0,False,Only Before,False,Amanullah Sardari,Amanullah Sardari,single,,0
3827,66481,2747,"World Cup Qualifiers, Asia, 2026",Qatar vs Afghanistan,16-11-2023,Afghanistan,AF,2023,SUCCESS,Mahboob Hanifi,30000,False,Only Before,False,Mahboob Hanifi,Mahboob Hani,single,,0
3828,66482,2747,"World Cup Qualifiers, Asia, 2026",Qatar vs Afghanistan,16-11-2023,Afghanistan,AF,2023,SUCCESS,Mustafa Azadzoy,240000,False,Only Before,False,Mustafa Azadzoy,Mustafa Azadzoy,single,,0
3829,66483,2747,"World Cup Qualifiers, Asia, 2026",Qatar vs Afghanistan,16-11-2023,Afghanistan,AF,2023,SUCCESS,Balal Arezou,0,False,Only Before,False,Balal Arezou,Balal Arezou,single,,0
3830,66484,2747,"World Cup Qualifiers, Asia, 2026",Qatar vs Afghanistan,16-11-2023,Afghanistan,AF,2023,SUCCESS,Ali Nazari,60000,False,Only Before,False,Ali Nazari,Ali Baset Nazari,single,,0
3831,66485,2753,"World Cup Qualifiers, Asia, 2026",Pakistan vs Cambodia,17-10-2023,Pakistan,PK,2023,SUCCESS,Moin Ahmed,0,False,Only Before,False,Moin Ahmed,Moin Ahmed,single,,0
3832,66486,2753,"World Cup Qualifiers, Asia, 2026",Pakistan vs Cambodia,17-10-2023,Pakistan,PK,2023,SUCCESS,Muhammad Waheed,0,False,Only Before,False,Muhammad Waheed,Muhammad Waheed,single,,0
3833,66487,2753,"World Cup Qualifiers, Asia, 2026",Pakistan vs Cambodia,17-10-2023,Pakistan,PK,2023,SUCCESS,Salman Ul haq,0,False,Only Before,False,Salman Ul haq,Salman Ul Haq,single,,0
3834,66488,2756,"World Cup Qualifiers, Asia, 2026",Bangladesh vs Maldives,17-10-2023,Bangladesh,BD,2023,SUCCESS,Jamal Bhuyan,100000,False,Only Before,False,Jamal Bhuyan,J Bhuyan,single,,0
3835,66489,2759,"World Cup Qualifiers, Asia, 2026",Afghanistan vs Mongolia,12-10-2023,Afghanistan,AF,2023,SUCCESS,Faisal Hamidi,60000,False,Only Before,False,Faisal Hamidi,Faisal Hamidi,single,,0
3836,66490,2759,"World Cup Qualifiers, Asia, 2026",Afghanistan vs Mongolia,12-10-2023,Afghanistan,AF,2023,SUCCESS,Mahboob Hanifi,30000,False,Only Before,False,Mahboob Hanifi,Mahboob Hani,single,,0
3837,66491,2759,"World Cup Qualifiers, Asia, 2026",Afghanistan vs Mongolia,12-10-2023,Mongolia,MN,2023,SUCCESS,Orkhon Munkh-Orgil,60000,False,Only Before,False,Orkhon Munkh-Orgil,M Orkhon,single,,0
3838,66492,2759,"World Cup Qualifiers, Asia, 2026",Afghanistan vs Mongolia,12-10-2023,Mongolia,MN,2023,SUCCESS,Tsend-Ayush Khurelbaatar,60000,False,Only Before,False,Tsend-Ayush Khurelbaatar,T Khurelbaatar,single,,0
3839,66493,2759,"World Cup Qualifiers, Asia, 2026",Afghanistan vs Mongolia,12-10-2023,Mongolia,MN,2023,SUCCESS,Tserenbat Baasanjav,0,False,Only Before,False,Tserenbat Baasanjav,B Tserenbat,single,,0
3840,66494,3796,"Gold Cup, 2023",Canada vs Cuba,05-07-2023,Cuba,CU,2023,SUCCESS,Dariel Morejón,0,False,Only Before,False,Dariel Morejón,D Morejon,single,,0
3841,66495,3799,"Gold Cup, 2023",Saint Kitts and Nevis vs United States,29-06-2023,Saint Kitts and Nevis,KN,2023,SUCCESS,Jameel Ible,0,False,Only Before,False,Jameel Ible,J Ible,single,,0
