,Match ID,Competition,Match,Date,Nationality,Team Country Code,Season,Status,Name,Market Value,Lookup Still Required?,Lookup Return Case,Impute Required?,Name(s) Found,ORIGINAL JERSEY,Match Case,Status New,Market Value New
23,3797,"Gold Cup, 2023",Guadeloupe vs Guatemala,05-07-2023,Guadeloupe,GP,2023,FAIL,0,0.0,True,Online Lookup Required,False,0,J Leborgne,none,,0
24,3797,"Gold Cup, 2023",Guadeloupe vs Guatemala,05-07-2023,Guadeloupe,GP,2023,FAIL,0,0.0,True,Online Lookup Required,False,0,T Ambrose,none,,0
25,3803,"Gold Cup, 2023",Martinique vs Panama,01-07-2023,Martinique,MQ,2023,FAIL,0,0.0,True,Online Lookup Required,False,0,T De Percin,none,,0
26,3803,"Gold Cup, 2023",Martinique vs Panama,01-07-2023,Martinique,MQ,2023,FAIL,0,0.0,True,Online Lookup Required,False,0,F Poulolo,none,,0
27,3803,"Gold Cup, 2023",Martinique vs Panama,01-07-2023,Martinique,MQ,2023,FAIL,0,0.0,True,Online Lookup Required,False,0,J Mexique,none,,0
28,3803,"Gold Cup, 2023",Martinique vs Panama,01-07-2023,Martinique,MQ,2023,FAIL,0,0.0,True,Online Lookup Required,False,0,B Labeau,none,,0
29,3807,"Gold Cup, 2023",El Salvador vs Martinique,27-06-2023,Martinique,MQ,2023,FAIL,0,0.0,True,Online Lookup Required,False,0,R Labonne,none,,0
30,3807,"Gold Cup, 2023",El Salvador vs Martinique,27-06-2023,Martinique,MQ,2023,FAIL,0,0.0,True,Online Lookup Required,False,0,F Poulolo,none,,0
31,3807,"Gold Cup, 2023",El Salvador vs Martinique,27-06-2023,Martinique,MQ,2023,FAIL,0,0.0,True,Online Lookup Required,False,0,J Rivierez,none,,0
32,3807,"Gold Cup, 2023",El Salvador vs Martinique,27-06-2023,Martinique,MQ,2023,FAIL,0,0.0,True,Online Lookup Required,False,0,P Burner,none,,0
33,3807,"Gold Cup, 2023",El Salvador vs Martinique,27-06-2023,Martinique,MQ,2023,FAIL,0,0.0,True,Online Lookup Required,False,0,B Labeau,none,,0
34,1334,"Olympics, 2016",Sweden vs Colombia,2016-08-04,Colombia,CO,2016,FAIL - LARGE,0,0.0,True,"Did Not Find in Curr Season, One Up or One Down",False,Martín Payero,Dorlan Pabón,Olympic,Done,0
35,1337,"Olympics, 2016",Japan vs Colombia,2016-08-07,Colombia,CO,2016,FAIL - LARGE,0,0.0,True,"Did Not Find in Curr Season, One Up or One Down",False,Martín Payero,Dorlan Pabón,Olympic,Done,0
36,1339,"Olympics, 2016",Colombia vs Nigeria,2016-08-10,Colombia,CO,2016,FAIL - LARGE,0,0.0,True,"Did Not Find in Curr Season, One Up or One Down",False,Martín Payero,Dorlan Pabón,Olympic,Done,0
37,1340,"Olympics, 2016",Mexico vs Germany,2016-08-04,Germany,DE,2016,SUCCESS,0,0.0,True,Found in Curr Season,False,Jeremy Toljan,Jeremy Toljan,Olympic,Done,3500000
38,1340,"Olympics, 2016",Mexico vs Germany,2016-08-04,Germany,DE,2016,FAIL - LARGE,0,0.0,True,"Did Not Find in Curr Season, One Up or One Down",False,Martín Payero,Davie Selke,Olympic,Done,0
39,1343,"Olympics, 2016",Germany vs South Korea,2016-08-07,Germany,DE,2016,SUCCESS,0,0.0,True,Found in Curr Season,False,Jeremy Toljan,Jeremy Toljan,Olympic,Done,3500000
40,1343,"Olympics, 2016",Germany vs South Korea,2016-08-07,Germany,DE,2016,FAIL - LARGE,0,0.0,True,"Did Not Find in Curr Season, One Up or One Down",False,Martín Payero,Davie Selke,Olympic,Done,0
41,1344,"Olympics, 2016",Germany vs Fiji,2016-08-10,Germany,DE,2016,SUCCESS,0,0.0,True,Found in Curr Season,False,Jeremy Toljan,Jeremy Toljan,Olympic,Done,3500000
42,1346,"Olympics, 2016",Honduras vs Algeria,2016-08-04,Algeria,DZ,2016,FAIL - LARGE,0,0.0,True,"Did Not Find in Curr Season, One Up or One Down",False,Martín Payero,Rachid Aït-Atmane,Olympic,Done,0
43,1347,"Olympics, 2016",Portugal vs Argentina,2016-08-04,Portugal,PT,2016,FAIL - LARGE,0,0.0,True,"Did Not Find in Curr Season, One Up or One Down",False,Martín Payero,Tobias Figueiredo,Olympic,Done,0
44,1347,"Olympics, 2016",Portugal vs Argentina,2016-08-04,Portugal,PT,2016,FAIL - LARGE,0,0.0,True,"Did Not Find in Curr Season, One Up or One Down",False,Martín Payero,Tomás Podstawski,Olympic,Done,0
45,1347,"Olympics, 2016",Portugal vs Argentina,2016-08-04,Portugal,PT,2016,SUCCESS,0,0.0,True,Found in Curr Season,False,Fernando Fonseca,Fernando Fonseca,Olympic,Done,650000
46,1347,"Olympics, 2016",Portugal vs Argentina,2016-08-04,Portugal,PT,2016,FAIL - LARGE,0,0.0,True,"Did Not Find in Curr Season, One Up or One Down",False,Martín Payero,Salvador Agra,Olympic,Done,0
47,1348,"Olympics, 2016",Honduras vs Portugal,2016-08-07,Portugal,PT,2016,FAIL - LARGE,0,0.0,True,"Did Not Find in Curr Season, One Up or One Down",False,Martín Payero,Tobias Figueiredo,Olympic,Done,0
48,1348,"Olympics, 2016",Honduras vs Portugal,2016-08-07,Portugal,PT,2016,FAIL - LARGE,0,0.0,True,"Did Not Find in Curr Season, One Up or One Down",False,Martín Payero,Tomás Podstawski,Olympic,Done,0
49,1348,"Olympics, 2016",Honduras vs Portugal,2016-08-07,Portugal,PT,2016,SUCCESS,0,0.0,True,Found in Curr Season,False,Fernando Fonseca,Fernando Fonseca,Olympic,Done,650000
50,1348,"Olympics, 2016",Honduras vs Portugal,2016-08-07,Portugal,PT,2016,FAIL - LARGE,0,0.0,True,"Did Not Find in Curr Season, One Up or One Down",False,Martín Payero,Salvador Agra,Olympic,Done,0
51,1349,"Olympics, 2016",Argentina vs Algeria,2016-08-07,Algeria,DZ,2016,FAIL - LARGE,0,0.0,True,"Did Not Find in Curr Season, One Up or One Down",False,Martín Payero,Rachid Aït-Atmane,Olympic,Done,0
