,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Match ID,Competition,Match,Date,Nationality,Team Country Code,Season,Status,Name,Market Value,Lookup Still Required?,Lookup Return Case,Impute Required?,Name(s) Found,ORIGINAL JERSEY,Match Case,Status New
92,92,12325,159,3646,"Gold Cup, 2013",Belize vs United States,10-07-2013,Belize,BZ,2013,SUCCESS,"['Luis Torres', 'Dellon Torres']",0.0,False,Large Dataset said 0,False,Ashley Torres,A Torres,multiple,Done
93,93,12425,259,3650,"Gold Cup, 2013",Costa Rica vs Cuba,10-07-2013,Cuba,CU,2013,SUCCESS,"['Ariel Martínez', 'Abel Martínez']",0.0,False,Large Dataset said 0,False,Ariel Martínez,A Martínez,multiple,Done
94,94,12466,300,3652,"Gold Cup, 2013",United States vs Honduras,25-07-2013,Honduras,HN,2013,SUCCESS,"['Juan Carlos García', 'José García']",0.0,False,Large Dataset said 0,False,Juan Carlos García,J García,multiple,Done
95,95,12477,311,3653,"Gold Cup, 2013",Honduras vs Trinidad and Tobago,16-07-2013,Honduras,HN,2013,SUCCESS,"['Jerry Palacios', 'Johnny Palacios']",0.0,False,Large Dataset said 0,False,"['Jerry Palacios', 'Johnny Palacios']",J Palacios,multiple,Multi
96,96,12484,318,3653,"Gold Cup, 2013",Honduras vs Trinidad and Tobago,16-07-2013,Honduras,HN,2013,SUCCESS,"['Jerry Palacios', 'Johnny Palacios']",0.0,False,Large Dataset said 0,False,"['Jerry Palacios', 'Johnny Palacios']",J Palacios,multiple,Multi
97,97,12513,347,3654,"Gold Cup, 2013",United States vs Cuba,13-07-2013,Cuba,CU,2013,SUCCESS,"['Ariel Martínez', 'Abel Martínez']",0.0,False,Large Dataset said 0,False,Ariel Martínez,A Martínez,multiple,Done
98,98,12623,457,3659,"Gold Cup, 2013",Panama vs Cuba,20-07-2013,Cuba,CU,2013,SUCCESS,"['Ariel Martínez', 'Abel Martínez']",0.0,False,Large Dataset said 0,False,Ariel Martínez,A Martínez,multiple,Done
99,99,12686,520,3662,"Gold Cup, 2013",Haiti vs Honduras,09-07-2013,Honduras,HN,2013,SUCCESS,"['Jerry Palacios', 'Johnny Palacios']",0.0,False,Large Dataset said 0,False,Johnny Palacios,J Palacios,multiple,Done
100,100,12687,521,3662,"Gold Cup, 2013",Haiti vs Honduras,09-07-2013,Honduras,HN,2013,SUCCESS,"['Juan Carlos García', 'José García']",0.0,False,Large Dataset said 0,False,Juan Carlos García,J García,multiple,Done
101,101,12742,576,3665,"Gold Cup, 2013",Honduras vs El Salvador,13-07-2013,Honduras,HN,2013,SUCCESS,"['Juan Carlos García', 'José García']",0.0,False,Large Dataset said 0,False,Juan Carlos García,J García,multiple,Done
102,102,12835,669,3670,"Gold Cup, 2015",Cuba vs Guatemala,15-07-2015,Cuba,CU,2015,SUCCESS,"['Ariel Martínez', 'Abel Martínez']",0.0,False,Large Dataset said 0,False,Ariel Martínez,A Martínez,multiple,Done
103,103,12847,681,3670,"Gold Cup, 2015",Cuba vs Guatemala,15-07-2015,Guatemala,GT,2015,SUCCESS,"['Minor López', 'Manuel López']",0.0,False,Large Dataset said 0,False,Minor López,M López,multiple,Done
104,104,12890,724,3672,"Gold Cup, 2015",Trinidad and Tobago vs Guatemala,10-07-2015,Guatemala,GT,2015,SUCCESS,"['Jean Márquez', 'José Márquez']",0.0,False,Large Dataset said 0,False,Jean Márquez,J Márquez,multiple,Done
105,105,12924,758,3674,"Gold Cup, 2015",Guatemala vs Mexico,13-07-2015,Guatemala,GT,2015,SUCCESS,"['Minor López', 'Manuel López']",0.0,False,Large Dataset said 0,False,Minor López,M López,multiple,Done
106,106,12956,790,3675,"Gold Cup, 2015",Mexico vs Cuba,10-07-2015,Cuba,CU,2015,SUCCESS,"['Ariel Martínez', 'Abel Martínez']",0.0,False,Large Dataset said 0,False,Ariel Martínez,A Martínez,multiple,Done
107,107,13154,988,3684,"Gold Cup, 2015",Trinidad and Tobago vs Cuba,12-07-2015,Cuba,CU,2015,SUCCESS,"['Ariel Martínez', 'Abel Martínez']",0.0,False,Large Dataset said 0,False,Ariel Martínez,A Martínez,multiple,Done
108,108,13317,51,2175,"World Cup Qualifiers, Africa, 2022",Sudan vs Chad,10-09-2019,Sudan,SD,2019,SUCCESS,"['Ali Abdalla', 'Faris Abdalla', 'Sofian Abdalla']",0.0,False,Large Dataset said 0,False,Mohamed Abuaagla,Abu Agla Abdalla,multiple,Done
109,109,13320,54,2175,"World Cup Qualifiers, Africa, 2022",Sudan vs Chad,10-09-2019,Sudan,SD,2019,SUCCESS,"['Ahmed Al Basha', 'Ahmed Hamed Mahmoud', 'Ahmed Wadah']",0.0,False,Large Dataset said 0,False,Ahmed Hamed Mahmoud,Ahmed Hamid Al Tash,multiple,Done
110,110,13327,61,2175,"World Cup Qualifiers, Africa, 2022",Sudan vs Chad,10-09-2019,Chad,TD,2019,SUCCESS,"['Azrack Mahamat', 'Ahmat Mahamat']",0.0,False,Large Dataset said 0,False,Azrack Mahamat,A Mahamat,multiple,Done
111,111,13410,144,2179,"World Cup Qualifiers, Africa, 2022",Zimbabwe vs Somalia,10-09-2019,Somalia,SO,2019,SUCCESS,"['Mohamed Ali Mohamed', 'Mohamed Abukar Mohamed']",0.0,False,Large Dataset said 0,False,,M Ali Mohamed,multiple,Done
112,112,13453,187,2181,"World Cup Qualifiers, Africa, 2022",Tanzania vs Burundi,08-09-2019,Burundi,BI,2019,SUCCESS,"['Jean Ndikumana', 'Justin Ndikumana']",0.0,False,Large Dataset said 0,False,Justin Ndikumana,J Ndikumana,multiple,Done
113,113,13543,277,2185,"World Cup Qualifiers, Africa, 2022",Liberia vs Sierra Leone,04-09-2019,Sierra Leone,SL,2019,SUCCESS,"['Ishmeal Koroma', 'Ibrahim Koroma']",0.0,False,Large Dataset said 0,False,Ishmeal Koroma,I Koroma,multiple,Done
114,114,13549,283,2185,"World Cup Qualifiers, Africa, 2022",Liberia vs Sierra Leone,04-09-2019,Sierra Leone,SL,2019,SUCCESS,"['Abdul Bundu', 'Alimamy Bundu']",0.0,False,Large Dataset said 0,False,Alimamy Bundu,A Bundu,multiple,Done
115,115,13551,285,2185,"World Cup Qualifiers, Africa, 2022",Liberia vs Sierra Leone,04-09-2019,Sierra Leone,SL,2019,SUCCESS,"['Mohamed Kamara', 'Musa Kamara']",0.0,False,Large Dataset said 0,False,Musa Kamara,M Kamara,multiple,Done
116,116,13670,404,2191,"World Cup Qualifiers, Africa, 2022",Malawi vs Cote d'Ivoire,08-10-2021,Malawi,MW,2021,SUCCESS,"['Peter Banda', 'Patrick Banda']",0.0,False,Large Dataset said 0,False,Peter Banda,P Banda,multiple,Done
117,117,13741,475,2194,"World Cup Qualifiers, Africa, 2022",Angola vs Libya,07-09-2021,Libya,LY,2021,SUCCESS,"['Ali Salama', 'Fadel Ali Salama']",0.0,False,Large Dataset said 0,False,Ali Salama,Ali Salama,multiple,Done
118,118,13749,483,2194,"World Cup Qualifiers, Africa, 2022",Angola vs Libya,07-09-2021,Libya,LY,2021,SUCCESS,"['Mohamed Ayad', 'Mohamed Zaabia', 'Mohammed Al Tuhami']",0.0,False,Large Dataset said 0,False,"['Mohamed Zaabia', 'Mohammed Al Tuhami']",Mohammad Zubya,multiple,Multi
119,119,13837,571,2198,"World Cup Qualifiers, Africa, 2022",Gabon vs Libya,12-11-2021,Libya,LY,2021,SUCCESS,"['Mohamed Ayad', 'Mohamed Zaabia', 'Mohammed Al Tuhami']",0.0,False,Large Dataset said 0,False,"['Mohamed Zaabia', 'Mohammed Al Tuhami']",Mohammad Zubya,multiple,Multi
120,120,13917,651,2203,"World Cup Qualifiers, Africa, 2026",Algeria vs Somalia,16-11-2023,Somalia,SO,2023,SUCCESS,"['Ayuub Abdi', 'Ahmed Abdullahi Abdi']",0.0,False,Large Dataset said 0,False,Ahmed Abdullahi Abdi,A Abdi,multiple,Done
121,121,14125,859,2213,"World Cup Qualifiers, Africa, 2026",Somalia vs Uganda,21-11-2023,Somalia,SO,2023,SUCCESS,"['Abas Amin Mohamed', 'Abdi Mohamed', 'Abdiwali Abdirahman Mohamed']",0.0,False,Large Dataset said 0,False,Abdi Mohamed,A Mohamed,multiple,Done
122,122,14126,860,2213,"World Cup Qualifiers, Africa, 2026",Somalia vs Uganda,21-11-2023,Somalia,SO,2023,SUCCESS,"['Ayuub Abdi', 'Ahmed Abdullahi Abdi']",0.0,False,Large Dataset said 0,False,Ahmed Abdullahi Abdi,A Abdi,multiple,Done
123,123,14193,927,2216,"World Cup Qualifiers, Africa, 2026",Eswatini vs Libya,17-11-2023,Eswatini,SZ,2023,SUCCESS,"['Sandile Ginindza', 'Samkelo Ginindza']",0.0,False,Large Dataset said 0,False,Samkelo Ginindza,S Ginindza,multiple,Done
124,124,14197,931,2216,"World Cup Qualifiers, Africa, 2026",Eswatini vs Libya,17-11-2023,Eswatini,SZ,2023,SUCCESS,"['Mxolisi Mkhonto', 'Mthunzi Mkhontfo', 'Lindo Mkhonta']",0.0,False,Large Dataset said 0,False,Philani Thabo Mkhontfo,P Mkhonto,multiple,Done
125,125,14299,1033,2220,"World Cup Qualifiers, Africa, 2026",Seychelles vs Kenya,20-11-2023,Kenya,KE,2023,SUCCESS,"['Abdulatif Omar', 'Abud Omar', 'Adisa Omar']",0.0,False,Large Dataset said 0,False,Abud Omar,A Omar,multiple,Done
126,126,14348,1082,2223,"World Cup Qualifiers, Africa, 2026",Chad vs Madagascar,20-11-2023,Chad,TD,2023,SUCCESS,"['Abanga Youssouf', 'Ahmat Moussa Youssouf']",0.0,False,Large Dataset said 0,False,Ahmat Moussa Youssouf,A Youssouf,multiple,Done
127,127,14426,60,4251,"World Cup 2014, Qualifiers, CONMEBOL",Peru vs Ecuador,07-Jun-13,Peru,PE,2013,SUCCESS,"['Cristian Ramírez', 'Moisés Ramírez']",0.0,False,Large Dataset said 0,False,Luis Ramírez,Ramírez,multiple,Done
128,128,14482,116,4254,"World Cup 2014, Qualifiers, CONMEBOL",Venezuela vs Uruguay,11-Jun-13,Venezuela,VE,2013,SUCCESS,"['Franklin Lucena', 'Ronaldo Lucena']",0.0,False,Large Dataset said 0,False,Franklin Lucena,Lucena,multiple,Done
129,129,14517,151,4255,"World Cup 2014, Qualifiers, CONMEBOL",Chile vs Bolivia,11-Jun-13,Bolivia,BO,2013,SUCCESS,"['José Luis Chávez', 'Daniel Chávez', 'Lucas Chávez']",0.0,False,Large Dataset said 0,False,Daniel Chávez,Chávez,multiple,Done
130,130,14557,191,4257,"World Cup 2014, Qualifiers, CONMEBOL",Paraguay vs Bolivia,06-Sep-13,Bolivia,BO,2013,SUCCESS,"['Abraham Cabrera', 'Nelson Cabrera']",0.0,False,Large Dataset said 0,False,Abraham Cabrera,Cabrera,multiple,Done
131,131,14581,215,4258,"World Cup 2014, Qualifiers, CONMEBOL",Chile vs Venezuela,06-Sep-13,Venezuela,VE,2013,SUCCESS,"['Franklin Lucena', 'Ronaldo Lucena']",0.0,False,Large Dataset said 0,False,Franklin Lucena,Lucena,multiple,Done
132,132,14611,245,4260,"World Cup 2014, Qualifiers, CONMEBOL",Bolivia vs Ecuador,10-Sep-13,Bolivia,BO,2013,SUCCESS,"['Abraham Cabrera', 'Nelson Cabrera']",0.0,False,Large Dataset said 0,False,Abraham Cabrera,Cabrera,multiple,Done
133,133,14612,246,4260,"World Cup 2014, Qualifiers, CONMEBOL",Bolivia vs Ecuador,10-Sep-13,Bolivia,BO,2013,SUCCESS,"['Marvin Bejarano', 'Diego Bejarano', 'Danny Bejarano', 'Alejandro Bejarano']",0.0,False,Large Dataset said 0,False,"['Marvin Bejarano', 'Diego Bejarano']",Bejarano,multiple,Multi
134,134,14616,250,4260,"World Cup 2014, Qualifiers, CONMEBOL",Bolivia vs Ecuador,10-Sep-13,Bolivia,BO,2013,SUCCESS,"['Marvin Bejarano', 'Diego Bejarano', 'Danny Bejarano', 'Alejandro Bejarano']",0.0,False,Large Dataset said 0,False,"['Marvin Bejarano', 'Diego Bejarano']",Bejarano,multiple,Multi
135,135,14745,379,4266,"World Cup 2014, Qualifiers, CONMEBOL",Venezuela vs Paraguay,11-Oct-13,Venezuela,VE,2013,SUCCESS,"['Franklin Lucena', 'Ronaldo Lucena']",0.0,False,Large Dataset said 0,False,Franklin Lucena,Lucena,multiple,Done
136,136,14747,381,4266,"World Cup 2014, Qualifiers, CONMEBOL",Venezuela vs Paraguay,11-Oct-13,Venezuela,VE,2013,SUCCESS,"['Rómulo Otero', 'Javier Otero']",0.0,False,Large Dataset said 0,False,Rómulo Otero,Otero,multiple,Done
137,137,14993,627,4278,"World Cup 2018, Qualifiers, CONMEBOL",Ecuador vs Bolivia,13-Oct-15,Bolivia,BO,2015,SUCCESS,"['Daniel Vaca', 'Joselito Vaca', 'Ramiro Vaca', 'Leonardo Vaca', 'Henry Vaca', 'Edward Vaca', 'Pablo Vaca']",0.0,False,Large Dataset said 0,False,Daniel Vaca,Vaca,multiple,Done
138,138,15027,661,4280,"World Cup 2018, Qualifiers, CONMEBOL",Paraguay vs Argentina,13-Oct-15,Paraguay,PY,2015,SUCCESS,"['Nelson Valdez', 'Bruno Valdez', 'Diego Valdez']",0.0,False,Large Dataset said 0,False,Bruno Valdez,Valdez,multiple,Done
139,139,15114,748,4284,"World Cup 2018, Qualifiers, CONMEBOL",Bolivia vs Venezuela,12-Nov-15,Bolivia,BO,2015,SUCCESS,"['Daniel Vaca', 'Joselito Vaca', 'Ramiro Vaca', 'Leonardo Vaca', 'Henry Vaca', 'Edward Vaca', 'Pablo Vaca']",0.0,False,Large Dataset said 0,False,Daniel Vaca,Vaca,multiple,Done
140,140,15128,762,4284,"World Cup 2018, Qualifiers, CONMEBOL",Bolivia vs Venezuela,12-Nov-15,Venezuela,VE,2015,SUCCESS,"['Franklin Lucena', 'Ronaldo Lucena']",0.0,False,Large Dataset said 0,False,Franklin Lucena,Lucena,multiple,Done
141,141,15229,863,4289,"World Cup 2018, Qualifiers, CONMEBOL",Venezuela vs Ecuador,17-Nov-15,Venezuela,VE,2015,SUCCESS,"['Rómulo Otero', 'Javier Otero']",0.0,False,Large Dataset said 0,False,Rómulo Otero,Otero,multiple,Done
142,142,15230,864,4289,"World Cup 2018, Qualifiers, CONMEBOL",Venezuela vs Ecuador,17-Nov-15,Venezuela,VE,2015,SUCCESS,"['Franklin Lucena', 'Ronaldo Lucena']",0.0,False,Large Dataset said 0,False,Franklin Lucena,Lucena,multiple,Done
143,143,15269,903,4291,"World Cup 2018, Qualifiers, CONMEBOL",Paraguay vs Bolivia,17-Nov-15,Paraguay,PY,2015,SUCCESS,"['Nelson Valdez', 'Bruno Valdez', 'Diego Valdez']",0.0,False,Large Dataset said 0,False,Bruno Valdez,Valdez,multiple,Done
144,144,15279,913,4291,"World Cup 2018, Qualifiers, CONMEBOL",Paraguay vs Bolivia,17-Nov-15,Bolivia,BO,2015,SUCCESS,"['Daniel Vaca', 'Joselito Vaca', 'Ramiro Vaca', 'Leonardo Vaca', 'Henry Vaca', 'Edward Vaca', 'Pablo Vaca']",0.0,False,Large Dataset said 0,False,Daniel Vaca,Vaca,multiple,Done
145,145,15398,1032,4296,"World Cup 2018, Qualifiers, CONMEBOL",Peru vs Venezuela,24-Mar-16,Venezuela,VE,2016,SUCCESS,"['Rómulo Otero', 'Javier Otero']",0.0,False,Large Dataset said 0,False,Rómulo Otero,Otero,multiple,Done
146,146,15452,1086,4299,"World Cup 2018, Qualifiers, CONMEBOL",Venezuela vs Chile,29-Mar-16,Venezuela,VE,2016,SUCCESS,"['Rómulo Otero', 'Javier Otero']",0.0,False,Large Dataset said 0,False,Rómulo Otero,Otero,multiple,Done
147,147,15679,213,2739,"World Cup Qualifiers, Asia, 2026",Yemen vs Sri Lanka,12-10-2023,Sri Lanka,LK,2023,SUCCESS,"['Harsha Fernando', 'Jeewantha Fernando']",0.0,False,Large Dataset said 0,False,Harsha Fernando,N Fernando,multiple,Done
148,148,15854,388,2747,"World Cup Qualifiers, Asia, 2026",Qatar vs Afghanistan,16-11-2023,Afghanistan,AF,2023,SUCCESS,"['Maruf Mohammadi', 'Maroof Mohammadi']",0.0,False,Large Dataset said 0,False,Maroof Mohammadi,M Mohammadi,multiple,Done
149,149,16051,585,2756,"World Cup Qualifiers, Asia, 2026",Bangladesh vs Maldives,17-10-2023,Maldives,MV,2023,SUCCESS,"['Ahmed Rasheed', 'Ahmed Maish Rasheed', 'Ahnaf Rasheed']",0.0,False,Large Dataset said 0,False,Ahnaf Rasheed,A Rasheed,multiple,Done
150,150,21028,62,2428,"World Cup Qualifiers, Asia, 2018",Turkmenistan vs India,08-10-2015,India,IN,2015,SUCCESS,"['Sehnaj Singh', 'Seityasen Singh', 'Salam Singh', 'Suresh Singh']",0.0,False,Large Dataset said 0,False,Sehnaj Singh,S Singh,multiple,Done
151,151,21165,199,2436,"World Cup Qualifiers, Asia, 2018",Oman vs Guam,24-03-2016,Oman,OM,2016,SUCCESS,"['Ahmed Al-Khamisi', 'Ahmed Al-Kaabi', 'Khalid Al-Hajri']",0.0,False,Large Dataset said 0,False,Ahmed Kano,Ahmad Almahaijri,multiple,Done
152,152,21198,232,2437,"World Cup Qualifiers, Asia, 2018",Jordan vs Tajikistan,13-10-2015,Tajikistan,TJ,2015,SUCCESS,"['Khasan Rustamov', 'Rustam Soirov', 'Rustam Rizoev']",0.0,False,Large Dataset said 0,False,Khasan Rustamov,H Rustamov,multiple,Done
153,153,21302,336,2442,"World Cup Qualifiers, Asia, 2018",Cambodia vs Macao,12-03-2015,Cambodia,KH,2015,SUCCESS,"['Souhana Sos', 'Sok Sovan']",0.0,False,Large Dataset said 0,False,Souhana Sos,Sos Suhana,multiple,Done
154,154,21368,402,2445,"World Cup Qualifiers, Asia, 2018",Mongolia vs Timor-Leste,17-03-2015,Mongolia,MN,2015,SUCCESS,"['Munkh-Erdene Tuguldur', 'Munkh-Erdene Batkhyag']",0.0,False,Large Dataset said 0,False,Munkh-Erdene Tuguldur,T Munkh-Erdene,multiple,Done
155,155,21386,420,2446,"World Cup Qualifiers, Asia, 2018",Bangladesh vs Tajikistan,16-06-2015,Bangladesh,BD,2015,SUCCESS,"['Raihan Hasan', 'Robiul Hasan']",0.0,False,Large Dataset said 0,False,Raihan Hasan,R Hasan,multiple,Done
156,156,21392,426,2446,"World Cup Qualifiers, Asia, 2018",Bangladesh vs Tajikistan,16-06-2015,Bangladesh,BD,2015,SUCCESS,"['Sohel Rana', 'Mohamed Sohel Rana', 'Md Sohel Rana']",0.0,False,Large Dataset said 0,False,Sohel Rana,Sohel Rana,multiple,Done
157,157,21403,437,2446,"World Cup Qualifiers, Asia, 2018",Bangladesh vs Tajikistan,16-06-2015,Tajikistan,TJ,2015,SUCCESS,"['Umedzhon Sharipov', 'Umardzhon Sharipov']",0.0,False,Large Dataset said 0,False,Umardzhon Sharipov,U Sharipov,multiple,Done
158,158,21497,531,2451,"World Cup Qualifiers, Asia, 2018",Maldives vs Bhutan,29-03-2016,Maldives,MV,2016,SUCCESS,"['Shafiu Ahmed', 'Shamweel Qasim', 'Hussain Shareef', 'Mohamed Shafeeu', 'Labaan Shareef', 'Ali Shamal Abdulla', 'Ali Shamis']",0.0,False,Large Dataset said 0,False,Shafiu Ahmed,Sha,multiple,Done
159,159,21638,672,2457,"World Cup Qualifiers, Asia, 2018",Thailand vs Vietnam,24-05-2015,Vietnam,VN,2015,SUCCESS,"['Nguyen Manh Tran', 'Tien Thanh Dinh', 'Xuan Thanh Nguyen']",0.0,False,Large Dataset said 0,False,Tien Thanh Dinh,Nguyn Thanh Hin,multiple,Done
160,160,21675,709,2459,"World Cup Qualifiers, Asia, 2018",Bangladesh vs Australia,17-11-2015,Bangladesh,BD,2015,SUCCESS,"['Raihan Hasan', 'Robiul Hasan']",0.0,False,Large Dataset said 0,False,Raihan Hasan,R Hasan,multiple,Done
161,161,21677,711,2459,"World Cup Qualifiers, Asia, 2018",Bangladesh vs Australia,17-11-2015,Bangladesh,BD,2015,SUCCESS,"['Monaem Raju Khan', 'Mamun Khan', 'Md Rahbar Wahed Khan']",0.0,False,Large Dataset said 0,False,Monaem Raju Khan,M Khan,multiple,Done
162,162,21794,828,2464,"World Cup Qualifiers, Asia, 2018",India vs Nepal,12-03-2015,Nepal,NP,2015,SUCCESS,"['Sandip Rai', 'Sanjok Rai', 'Sushil Rai']",0.0,False,Large Dataset said 0,False,Sandip Rai,S Rai,multiple,Done
163,163,21800,834,2464,"World Cup Qualifiers, Asia, 2018",India vs Nepal,12-03-2015,Nepal,NP,2015,SUCCESS,"['Bharat Khawas', 'Bikash Khawas']",0.0,False,Large Dataset said 0,False,Bharat Khawas,B Khawas,multiple,Done
164,164,24357,91,2380,"World Cup Qualifiers, Asia, 2018",Bhutan vs Hong Kong,13-10-2015,Bhutan,BT,2015,SUCCESS,"['Kinley Wangchuk', 'Kinga Wangchuk']",0.0,False,Large Dataset said 0,False,Kinley Wangchuk,K Wangchuk,multiple,Done
165,165,24417,151,2382,"World Cup Qualifiers, Asia, 2018",Timor-Leste vs Mongolia,12-03-2015,Mongolia,MN,2015,SUCCESS,"['Munkh-Erdene Tuguldur', 'Munkh-Erdene Batkhyag']",0.0,False,Large Dataset said 0,False,Munkh-Erdene Tuguldur,T Munkh-Erdene,multiple,Done
166,166,24482,216,2385,"World Cup Qualifiers, Asia, 2018",Guam vs India,16-06-2015,India,IN,2015,SUCCESS,"['Sehnaj Singh', 'Seityasen Singh', 'Salam Singh', 'Suresh Singh']",0.0,False,Large Dataset said 0,False,Sehnaj Singh,S Singh,multiple,Done
167,167,24483,217,2385,"World Cup Qualifiers, Asia, 2018",Guam vs India,16-06-2015,India,IN,2015,SUCCESS,"['Jackichand Singh', 'Jeakson Singh']",0.0,False,Large Dataset said 0,False,Jackichand Singh,J Singh,multiple,Done
168,168,24687,421,2395,"World Cup Qualifiers, Asia, 2018",Nepal vs India,17-03-2015,Nepal,NP,2015,SUCCESS,"['Sandip Rai', 'Sanjok Rai', 'Sushil Rai']",0.0,False,Large Dataset said 0,False,Sandip Rai,S Rai,multiple,Done
169,169,24692,426,2395,"World Cup Qualifiers, Asia, 2018",Nepal vs India,17-03-2015,Nepal,NP,2015,SUCCESS,"['Bharat Khawas', 'Bikash Khawas']",0.0,False,Large Dataset said 0,False,Bharat Khawas,B Khawas,multiple,Done
170,170,24951,685,2407,"World Cup Qualifiers, Asia, 2018",Tajikistan vs Bangladesh,12-11-2015,Tajikistan,TJ,2015,SUCCESS,"['Khasan Rustamov', 'Rustam Soirov', 'Rustam Rizoev']",0.0,False,Large Dataset said 0,False,Khasan Rustamov,H Rustamov,multiple,Done
171,171,24962,696,2407,"World Cup Qualifiers, Asia, 2018",Tajikistan vs Bangladesh,12-11-2015,Bangladesh,BD,2015,SUCCESS,"['Raihan Hasan', 'Robiul Hasan']",0.0,False,Large Dataset said 0,False,Raihan Hasan,R Hasan,multiple,Done
172,172,25220,954,2419,"World Cup Qualifiers, Asia, 2018",Bangladesh vs Kyrgyzstan,11-06-2015,Bangladesh,BD,2015,SUCCESS,"['Sohel Rana', 'Mohamed Sohel Rana', 'Md Sohel Rana']",0.0,False,Large Dataset said 0,False,Sohel Rana,Sohel Rana,multiple,Done
173,173,25316,1050,2423,"World Cup Qualifiers, Asia, 2018",Hong Kong vs Maldives,16-06-2015,Maldives,MV,2015,SUCCESS,"['Shafiu Ahmed', 'Shamweel Qasim', 'Hussain Shareef', 'Mohamed Shafeeu', 'Labaan Shareef', 'Ali Shamal Abdulla', 'Ali Shamis']",0.0,False,Large Dataset said 0,False,Shafiu Ahmed,Sha,multiple,Done
174,174,25321,1055,2423,"World Cup Qualifiers, Asia, 2018",Hong Kong vs Maldives,16-06-2015,Maldives,MV,2015,SUCCESS,"['Fayaz Abdulla', 'Azzam Abdulla', 'Ahmed Abdulla']",0.0,False,Large Dataset said 0,False,Abdulla Assadhulla,Assadhulla Abdulla,multiple,Done
175,175,26501,35,2074,"World Cup Qualifiers, Africa, 2022",Algeria vs Djibouti,02-09-2021,Djibouti,DJ,2021,SUCCESS,"['Mohamed Bourhan Mohamed', 'Moussa Helem Mohamed', 'Mohamed Fouad Mohamed']",0.0,False,Large Dataset said 0,False,Mohamed Bourhan Mohamed,M Mohamed,multiple,Done
176,176,26656,190,2081,"World Cup Qualifiers, Africa, 2022",Uganda vs Kenya,11-11-2021,Kenya,KE,2021,SUCCESS,"['Duncan Ochieng', 'David Ochieng']",0.0,False,Large Dataset said 0,False,David Ochieng,D Ochieng,multiple,Done
177,177,26682,216,2082,"World Cup Qualifiers, Africa, 2022",Cote d'Ivoire vs Malawi,11-10-2021,Malawi,MW,2021,SUCCESS,"['Peter Banda', 'Patrick Banda']",0.0,False,Large Dataset said 0,False,Peter Banda,P Banda,multiple,Done
178,178,26855,389,2090,"World Cup Qualifiers, Africa, 2022",Djibouti vs Eswatini,04-09-2019,Eswatini,SZ,2019,SUCCESS,"['Muzi Dlamini', 'Musa Dlamini', 'Peter Dlamini']",0.0,False,Large Dataset said 0,False,Phinda Dlamini,F Dlamini,multiple,Done
179,179,27030,564,2098,"World Cup Qualifiers, Africa, 2022",Botswana vs Malawi,07-09-2019,Malawi,MW,2019,SUCCESS,"['Charles Thomu', 'Charles Swini', 'Charles Petro']",0.0,False,Large Dataset said 0,False,Charles Petro,P Charles,multiple,Done
180,180,27080,614,2100,"World Cup Qualifiers, Africa, 2022",Egypt vs Libya,08-10-2021,Libya,LY,2021,SUCCESS,"['Mohamed Ayad', 'Mohamed Zaabia', 'Mohammed Al Tuhami']",0.0,False,Large Dataset said 0,False,Mohamed Zaabia,Mohammad Zubya,multiple,Done
181,181,27168,702,2104,"World Cup Qualifiers, Africa, 2022",Cameroon vs Malawi,03-09-2021,Malawi,MW,2021,SUCCESS,"['Peter Banda', 'Patrick Banda']",0.0,False,Large Dataset said 0,False,Peter Banda,P Banda,multiple,Done
182,182,27175,709,2105,"World Cup Qualifiers, Africa, 2022",Malawi vs Mozambique,07-09-2021,Malawi,MW,2021,SUCCESS,"['Peter Banda', 'Patrick Banda']",0.0,False,Large Dataset said 0,False,Peter Banda,P Banda,multiple,Done
183,183,27458,992,2118,"World Cup Qualifiers, Africa, 2022",Libya vs Gabon,01-09-2021,Libya,LY,2021,SUCCESS,"['Ali Salama', 'Fadel Ali Salama']",0.0,False,Large Dataset said 0,False,Ali Salama,Ali Salama,multiple,Done
184,184,27466,1000,2118,"World Cup Qualifiers, Africa, 2022",Libya vs Gabon,01-09-2021,Libya,LY,2021,SUCCESS,"['Mohamed Ayad', 'Mohamed Zaabia', 'Mohammed Al Tuhami']",0.0,False,Large Dataset said 0,False,"['Mohamed Zaabia', 'Mohammed Al Tuhami']",Mohammad Zubya,multiple,Multi
185,185,27546,1080,2122,"World Cup Qualifiers, Africa, 2022",Libya vs Egypt,11-10-2021,Libya,LY,2021,SUCCESS,"['Ali Salama', 'Fadel Ali Salama']",0.0,False,Large Dataset said 0,False,Ali Salama,Ali Salama,multiple,Done
186,186,27554,1088,2122,"World Cup Qualifiers, Africa, 2022",Libya vs Egypt,11-10-2021,Libya,LY,2021,SUCCESS,"['Mohamed Ayad', 'Mohamed Zaabia', 'Mohammed Al Tuhami']",0.0,False,Large Dataset said 0,False,Mohamed Zaabia,Mohammad Zubya,multiple,Done
187,187,29515,849,3070,"World Cup Qualifiers, Europe, 2018",Azerbaijan vs San Marino,04-09-2017,San Marino,SM,2017,SUCCESS,"['Alessandro Della Valle', 'Alex Della Valle']",0.0,False,Large Dataset said 0,False,Alessandro Della Valle,A Della Valle,multiple,Done
