,Match ID,Competition,Match,Date,Nationality,Team Country Code,Season,Status,Name,Market Value,Lookup Still Required?,Lookup Return Case,Impute Required?,Name(s) Found,ORIGINAL JERSEY,Match Case,TM Link
164,1370,"Olympics, 2020",Romania vs South Korea,2021-07-25,Romania,RO,2021,SUCCESS,Andrei Virgil Ciobanu,1040000,FALSE,Only After,FALSE,Andrei Virgil Ciobanu,Andrei Ciobanu,single,
165,1370,"Olympics, 2020",Romania vs South Korea,2021-07-25,Romania,RO,2021,SUCCESS,George Dănuț Ganea,320000,FALSE,Only After,FALSE,George Dănuț Ganea,George Ganea,single,
166,1378,"Olympics, 2020",Spain vs Argentina,2021-07-28,Argentina,AR,2021,SUCCESS,Agustín José Urzi,2100000,FALSE,Used Average,FALSE,Agustín José Urzi,Agustín Urzi,single,
167,1368,"Olympics, 2020",Honduras vs Romania,2021-07-22,Romania,RO,2021,SUCCESS,Alexandru Ștefan Pașcanu,750000,FALSE,Found in Curr Season,FALSE,Alexandru Ștefan Pașcanu,Alex Pașcanu,single,
168,1370,"Olympics, 2020",Romania vs South Korea,2021-07-25,Romania,RO,2021,SUCCESS,Alexandru Ștefan Pașcanu,750000,FALSE,Found in Curr Season,FALSE,Alexandru Ștefan Pașcanu,Alex Pașcanu,single,
169,1347,"Olympics, 2016",Portugal vs Argentina,2016-08-04,Argentina,AR,2016,SUCCESS,Alexis Nahuel Soto,1400000,FALSE,Only After,FALSE,Alexis Nahuel Soto,Alexis Soto,single,
170,1349,"Olympics, 2016",Argentina vs Algeria,2016-08-07,Argentina,AR,2016,SUCCESS,Alexis Nahuel Soto,1400000,FALSE,Only After,FALSE,Alexis Nahuel Soto,Alexis Soto,single,
171,1350,"Olympics, 2016",Argentina vs Honduras,2016-08-10,Argentina,AR,2016,SUCCESS,Alexis Nahuel Soto,1400000,FALSE,Only After,FALSE,Alexis Nahuel Soto,Alexis Soto,single,
172,1345,"Olympics, 2016",South Korea vs Mexico,2016-08-10,Mexico,MX,2016,SUCCESS,Arturo Alfonso González González,1500000,FALSE,Found in Curr Season,FALSE,Arturo Alfonso González González,Alfonso González,single,
173,1375,"Olympics, 2020",Egypt vs Argentina,2021-07-25,Egypt,EG,2021,SUCCESS,Amar Hamdy,250000,FALSE,Found in Curr Season,FALSE,Amar Hamdy,Amar Hamdy,single,
174,1387,"Olympics, 2020",Brazil vs Egypt,2021-07-31,Egypt,EG,2021,SUCCESS,Amar Hamdy,250000,FALSE,Found in Curr Season,FALSE,Amar Hamdy,Amar Hamdy,single,
175,1347,"Olympics, 2016",Portugal vs Argentina,2016-08-04,Portugal,PT,2016,SUCCESS,André Renato Soares Martins,1500000,FALSE,Found in Curr Season,FALSE,André Renato Soares Martins,André Martins,single,
176,1348,"Olympics, 2016",Honduras vs Portugal,2016-08-07,Portugal,PT,2016,SUCCESS,André Renato Soares Martins,1500000,FALSE,Found in Curr Season,FALSE,André Renato Soares Martins,André Martins,single,
177,1352,"Olympics, 2016",Portugal vs Germany,2016-08-13,Portugal,PT,2016,SUCCESS,André Renato Soares Martins,1500000,FALSE,Found in Curr Season,FALSE,André Renato Soares Martins,André Martins,single,
178,1361,"Olympics, 2020",Mexico vs France,2021-07-22,France,FR,2021,SUCCESS,André-Pierre Christian Gignac,2000000,FALSE,Found in Curr Season,FALSE,André-Pierre Christian Gignac,André-Pierre Gignac,single,
179,1363,"Olympics, 2020",France vs South Korea,2021-07-25,France,FR,2021,SUCCESS,André-Pierre Christian Gignac,2000000,FALSE,Found in Curr Season,FALSE,André-Pierre Christian Gignac,André-Pierre Gignac,single,
180,1365,"Olympics, 2020",France vs Japan,2021-07-28,France,FR,2021,SUCCESS,André-Pierre Christian Gignac,2000000,FALSE,Found in Curr Season,FALSE,André-Pierre Christian Gignac,André-Pierre Gignac,single,
181,1328,"Olympics, 2016",Iraq vs Denmark,2016-08-04,Denmark,DK,2016,SUCCESS,Andreas Beyer Maxsø,640000,FALSE,Only After,FALSE,Andreas Beyer Maxsø,Andreas Maxsø,single,
182,1330,"Olympics, 2016",Denmark vs South Korea,2016-08-07,Denmark,DK,2016,SUCCESS,Andreas Beyer Maxsø,640000,FALSE,Only After,FALSE,Andreas Beyer Maxsø,Andreas Maxsø,single,
183,1332,"Olympics, 2016",Denmark vs Brazil,2016-08-10,Denmark,DK,2016,SUCCESS,Andreas Beyer Maxsø,640000,FALSE,Only After,FALSE,Andreas Beyer Maxsø,Andreas Maxsø,single,
184,1353,"Olympics, 2016",Nigeria vs Denmark,2016-08-13,Denmark,DK,2016,SUCCESS,Andreas Beyer Maxsø,640000,FALSE,Only After,FALSE,Andreas Beyer Maxsø,Andreas Maxsø,single,
185,1334,"Olympics, 2016",Sweden vs Colombia,2016-08-04,Sweden,SE,2016,SUCCESS,Astrit Ajdarević,800000,FALSE,Found in Curr Season,FALSE,Astrit Ajdarević,Astrit Ajdarević,single,
186,1336,"Olympics, 2016",Sweden vs Nigeria,2016-08-07,Sweden,SE,2016,SUCCESS,Astrit Ajdarević,800000,FALSE,Found in Curr Season,FALSE,Astrit Ajdarević,Astrit Ajdarević,single,
187,1338,"Olympics, 2016",Japan vs Sweden,2016-08-10,Sweden,SE,2016,SUCCESS,Astrit Ajdarević,800000,FALSE,Found in Curr Season,FALSE,Astrit Ajdarević,Astrit Ajdarević,single,
188,1382,"Olympics, 2020",Saudi Arabia vs Germany,2021-07-25,Saudi Arabia,SA,2021,SUCCESS,Ayman Shafiq Al-Khalif,200000,FALSE,Found in Curr Season,FALSE,Ayman Shafiq Al-Khalif,Ayman Al-Khulaif,single,
189,1335,"Olympics, 2016",Nigeria vs Japan,08-04-2016,Nigeria,NG,2016,SUCCESS,Okechukwu Godson Azubuike,1000000,FALSE,Found in Curr Season,FALSE,Okechukwu Godson Azubuike,Azubuike Okechukwu,single,
190,1336,"Olympics, 2016",Sweden vs Nigeria,2016-08-07,Nigeria,NG,2016,SUCCESS,Okechukwu Godson Azubuike,1000000,FALSE,Found in Curr Season,FALSE,Okechukwu Godson Azubuike,Azubuike Okechukwu,single,
191,1339,"Olympics, 2016",Colombia vs Nigeria,2016-08-10,Nigeria,NG,2016,SUCCESS,Okechukwu Godson Azubuike,1000000,FALSE,Found in Curr Season,FALSE,Okechukwu Godson Azubuike,Azubuike Okechukwu,single,
192,1353,"Olympics, 2016",Nigeria vs Denmark,2016-08-13,Nigeria,NG,2016,SUCCESS,Okechukwu Godson Azubuike,1000000,FALSE,Found in Curr Season,FALSE,Okechukwu Godson Azubuike,Azubuike Okechukwu,single,
193,1358,"Olympics, 2016",Honduras vs Nigeria,2016-08-20,Nigeria,NG,2016,SUCCESS,Okechukwu Godson Azubuike,1000000,FALSE,Found in Curr Season,FALSE,Okechukwu Godson Azubuike,Azubuike Okechukwu,single,
194,1351,"Olympics, 2016",Algeria vs Portugal,2016-08-10,Portugal,PT,2016,SUCCESS,Carlos Manuel Cardoso Mané,4500000,FALSE,Found in Curr Season,FALSE,Carlos Manuel Cardoso Mané,Carlos Mané,single,
195,1352,"Olympics, 2016",Portugal vs Germany,2016-08-13,Portugal,PT,2016,SUCCESS,Carlos Manuel Cardoso Mané,4500000,FALSE,Found in Curr Season,FALSE,Carlos Manuel Cardoso Mané,Carlos Mané,single,
196,1374,"Olympics, 2020",Argentina vs Australia,2021-07-22,Argentina,AR,2016,SUCCESS,Carlos Fernando Valenzuela,800000,FALSE,Found in Curr Season,FALSE,Carlos Fernando Valenzuela,Carlos Valenzuela,single,
197,1328,"Olympics, 2016",Iraq vs Denmark,2016-08-04,Denmark,DK,2016,SUCCESS,Casper Mørup Nielsen,500000,FALSE,Found in Curr Season,FALSE,Casper Mørup Nielsen,Casper Nielsen,single,
198,1328,"Olympics, 2016",Nigeria vs Denmark,2016-08-13,Denmark,DK,2016,SUCCESS,Casper Mørup Nielsen,500000,FALSE,Found in Curr Season,FALSE,Casper Mørup Nielsen,Casper Nielsen,single,
199,1385,"Olympics, 2020",Spain vs Ivory Coast,2021-07-31,Ivory Coast,CI,2021,SUCCESS,Cheick Timité,1000000,FALSE,Found in Curr Season,FALSE,Cheick Timité,Cheick Timité,single,
200,1341,"Olympics, 2016",Fiji vs South Korea,2016-08-04,South Korea,KR,2016,SUCCESS,Kyu-baek Choi,350000,FALSE,Found in Curr Season,FALSE,Kyu-baek Choi,Choi Kyu-baek,single,
201,1343,"Olympics, 2016",Germany vs South Korea,2016-08-07,South Korea,KR,2016,SUCCESS,Kyu-baek Choi,350000,FALSE,Found in Curr Season,FALSE,Kyu-baek Choi,Choi Kyu-baek,single,
202,1375,"Olympics, 2020",Egypt vs Argentina,2021-07-25,Argentina,AR,2021,SUCCESS,Claudio Nicolás Bravo,2000000,FALSE,Found in Curr Season,FALSE,Claudio Nicolás Bravo,Claudio Bravo,single,
203,1378,"Olympics, 2020",Spain vs Argentina,2021-07-28,Argentina,AR,2021,SUCCESS,Claudio Nicolás Bravo,2000000,FALSE,Found in Curr Season,FALSE,Claudio Nicolás Bravo,Claudio Bravo,single,
204,1377,"Olympics, 2020",Australia vs Egypt,2021-07-28,Australia,AU,2021,SUCCESS,Dylan Pierias,350000,FALSE,Found in Curr Season,FALSE,Dylan Pierias,Dylan Pierias,single,
205,1330,"Olympics, 2016",Denmark vs South Africa,2016-08-07,Denmark,DK,2016,SUCCESS,Emil Larsen,900000,FALSE,Found in Curr Season,FALSE,Emil Larsen,Emil Larsen,single,
